apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Baltijos,,Vedęs,,,Rafael Muksinov,,Aukštasis,,,Lietuvos socialistų partija,,,Anglų;Totorių,,
Aleksoto Vilijampolės,,Ištekėjusi,,,Ona Jakubonienė,,Aukštasis,,,Lietuvos socialistų partija,,,Anglų;Rusų,,
Tauragės,,Vedęs,,,Vytautas Kazakevičius,,,,,Lietuvos socialistų partija,,,Rusų;Lenkų;Vokiečių,,
Naujosios Vilnios,,,,,Michailas Bugakovas,,,,,Lietuvos socialistų partija,,,,,
Lazdijų Druskininkų,,Vedęs,,,Mindaugas Stakvilevičius,,,,,Lietuvos socialistų partija,,,Rusų;Vokiečių,,
Šeškinės,,,,,Albinas Visockas,,,,,Lietuvos socialistų partija,,,,,
Pramonės,,Išsiskyręs,,,Vladas Ambrazaitis,,,,,Tautos pažangos partija,,,Rusų,,
Tauragės,,Vedęs,,,Jonas Ambrazaitis,,,,,Tautos pažangos partija,,,Rusų,,
Panemunės,,Vedęs,,,Viačeslavas Mironovas,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Daugiamandatė ,,Vedęs,,,Vincas Rimgaudas Dineika,,,,,Tautos pažangos partija,,,Rusų;Prancūzų,,
Dainavos,,Vedęs,,,Aleksandras Ambrazevičius,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Daugiamandatė ,,Ištekėjusi,,,Danutė Matusevičienė,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Daugiamandatė ,,Išsiskyrusi,,,Vyda Bajarūnienė,,,,,Tautos pažangos partija,,,Rusų;Lenkų;Anglų,,
Daugiamandatė ,,,,,Gilvydė Dainytė,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Šilainių,,Vedęs,,,Remigijus Kaniauskas,,,,,Tautos pažangos partija,,,Rusų;Vokiečių,,
Kėdainių,,Netekėjusi,,,Danutė Elena Klimavičienė,,,,,Tautos pažangos partija,,,Rusų,,
Daugiamandatė ,,Vedęs,,,Aloyzas Rimeika,,,,,Tautos pažangos partija,,,Prancūzų;Rusų,,
Daugiamandatė ,,,,,Algimantas Sukackas,,,,,Tautos pažangos partija,,,,,
Aleksoto Vilijampolės,,Vedęs,,,Valentinas Vidmantas Norkus,,,,,Tautos pažangos partija,,,Rusų;Lenkų,,
Gargždų,,Vedęs,,,Gintautas Kniukšta,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Alytaus,,,,,Vytautas Kolesnikovas,,,,,Tautos pažangos partija,,,,,
Daugiamandatė ,,,,,Stasė Eitavičienė,,,,,Tautos pažangos partija,,,,,
Daugiamandatė ,,Vedęs,,,Arūnas Acus,,,,,Tautos pažangos partija,,,Anglų;Rusų,,
Lazdynų,,Vedęs,,,Aivydas Keršulis,,,,,Tautos pažangos partija,,,Vokiečių,,
Šiaulių kaimiškoji,,Ištekėjusi,,,Vidmantė Jasukaitytė,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Biržų Kupiškio,,Išsiskyręs,,,Rolandas Paulauskas,,,,,Tautos pažangos partija,,,Lenkų;Rusų;Anglų,,
Marių,,Vedęs,,,Egidijus Klumbys,,,,,Tautos pažangos partija,,,Rusų;Anglų,,
Aušros,,Netekėjusi,,,Ona Karkauskaitė,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Anglų,,
Karoliniškių,,Nenurodė,,,Alicija Henrika Kiaunienė,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Lenkų;Anglų,,
Daugiamandatė ,,Išsiskyręs,,,Algirdas Verbickas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Anglų,,
Justiniškių,,Ištekėjusi,,,Gražina Vilimienė,,Aukštasis,,,Lietuvos gyvenimo logikos partija,,,Vokiečių,,
Antakalnio,,Vedęs,,,Vytautas Bronislovas Elenbergas,,,,,Lietuvos gyvenimo logikos partija,,,Vokiečių;Rusų,,
Biržų Kupiškio,,Vedęs,,,Gediminas Mykolas Variakojis,,,,,Lietuvos gyvenimo logikos partija,,,Rusų,,
Daugiamandatė ,,Išsiskyręs,,,Aloyzas Lengvenis,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Vokiečių,,
Daugiamandatė ,,Vedęs,,,Kazimieras Adomavičius,,,,,Lietuvos gyvenimo logikos partija,,,Anglų;Rusų,,
Utenos,,Vedęs,,,Jonas Kerpiškis,,,,,Lietuvos gyvenimo logikos partija,,,,,
Biržų Kupiškio,,Vedęs,,,Povilas Šimkus,,,,,Lietuvos gyvenimo logikos partija,,,Rusų,,
Kretingos,,Vedęs,,,Stanislovas Valančius,,,,,Lietuvos gyvenimo logikos partija,,,Rusų,,
Daugiamandatė ,,Vedęs,,,Jonas Paulauskas,,Aukštasis,,,Lietuvos gyvenimo logikos partija,,,Anglų;Rusų,,
Ukmergės,,Išsiskyręs,,,Algimantas Povilas Vanagas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų,,
Trakų,,Vedęs,,,Zenonas Jurgelevičius,,,,,Lietuvos gyvenimo logikos partija,,,Anglų;Rusų;Lenkų,,
Pajūrio,,Vedęs,,,Justinas Kniukšta,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Anglų,,
Lazdynų,,Vedęs,,,Jonas Dambrauskas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Lenkų;Anglų,,
Daugiamandatė ,,Ištekėjusi,,,Jūratė Vilkaitienė,,,,,Lietuvos gyvenimo logikos partija,,,Vokiečių,,
Daugiamandatė ,,Ištekėjusi,,,Gražina Jocienė,,Aukštesnysis,,,Lietuvos gyvenimo logikos partija,,,Vokiečių;Lenkų,,
Mažeikių,,Ištekėjusi,,,Gėnė Jokubauskienė,,Aukštasis,,,Lietuvos gyvenimo logikos partija,,,Anglų,,
Daugiamandatė ,,Ištekėjusi,,,Zinaida Šimkuvienė,,,,,Lietuvos gyvenimo logikos partija,,,Vokiečių;Rusų;Anglų,,
Žirmūnų,,Vedęs,,,Alfonsas Gedminas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Anglų,,
Daugiamandatė ,,Vedęs,,,Zenonas Pilkauskas,,Aukštasis,,,Lietuvos gyvenimo logikos partija,,,Vokiečių;Rusų,,
Daugiamandatė ,,Vedęs,,,Ričardas Danius Barišauskas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Baltarusių;Vokiečių;Ukrainiečių;Bulgarų,,
Varėnos Eišiškių,,Vedęs,,,Stasys Jarmalavičius,,,,,Lietuvos gyvenimo logikos partija,,,Anglų;Rusų,,
Senamiesčio,,Išsiskyręs,,,Eduardas Šablinskas,,Aukštasis,,,Išsikėlė pats,,,Rusų;Lenkų,,
Rokiškio,,Vedęs,,,Pranas Trukšnys,,Aukštasis,,,Lietuvos gyvenimo logikos partija,,,Vokiečių;Rusų,,
Žaliakalnio,,Vedęs,,,Algirdas Raslanas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Lenkų;Anglų;Prancūzų,,
Fabijoniškių,,Ištekėjusi,,,Danutė Suboč,,Aukštasis,,,Lietuvos gyvenimo logikos partija,,,Rusų;Lenkų,,
Daugiamandatė ,,,,,Rimantas Maslianikas,,,,,Lietuvos gyvenimo logikos partija,,,Rusų,,
Kelmės,,Išsiskyrusi,,,Aurelija Liauškienė,,,,,Lietuvos gyvenimo logikos partija,,,Rusų;Anglų,,
Lazdijų Druskininkų,,Vedęs,,,Vytautas Vaikšnoras,,,,,Lietuvos gyvenimo logikos partija,,,Vokiečių;Rusų,,
Daugiamandatė ,,,,,Oleg Cepkovatyj,,,,,Lietuvos liaudies partija,,,,,
Daugiamandatė ,,Vedęs,,,Egidijus Zimblys,,,,,Lietuvos liaudies partija,,,Lenkų;Rusų,,
Vilniaus Šalčininkų,,Vedęs,,,Ruslan Platač,,,,,Lietuvos liaudies partija,,,,,
Daugiamandatė ,,Nenurodė,,,Andrejus Gavrilovas,,,,,Lietuvos liaudies partija,,,,,
Justiniškių,,Vedęs,,,Vytautas Orlickas,,,,,Lietuvos liaudies partija,,,Rusų,,
Daugiamandatė ,,Išsiskyręs,,,Algirdas Žukevičius,,Aukštasis,,,Lietuvos liaudies partija,,,Rusų;Lenkų,,
Naujosios Vilnios,,Vedęs,,,Jevgenij Sazonov,,,,,Lietuvos liaudies partija,,,Lenkų;Vokiečių,,
Utenos,,Vedęs,,,Algimantas Šinkūnas,,,,,Lietuvos liaudies partija,,,Rusų,,
Daugiamandatė ,,Vedęs,,,Valentinas Jurevičius,,,,,Lietuvos liaudies partija,,,Anglų,,
Saulės,,Išsiskyręs,,,Vytautas Kazlauskas,,Aukštesnysis,,,Lietuvos liaudies partija,,,Rusų;Lenkų,,
Senamiesčio,,Vedęs,,,Leonidas Syrus,,,,,Lietuvos liaudies partija,,,Rusų;Anglų,,
Daugiamandatė ,,,,,Vladas Podlipskas,,,,,Lietuvos liaudies partija,,,Rusų;Lenkų;Vokiečių,,
Daugiamandatė ,,Vedęs,,,Vladimir Levin,,,,,Lietuvos liaudies partija,,,,,
Daugiamandatė ,,Vedęs,,,Genadijus Dolženko,,,,,Lietuvos liaudies partija,,,Rusų;Anglų,,
Žirmūnų,,Vedęs,,,Vladas Juchnevičius,,Aukštesnysis,,,Lietuvos liaudies partija,,,Rusų;Lenkų,,
Molėtų Švenčionių,,Vedęs,,,Juozas Saplinskas,,Aukštasis,,,Lietuvos liaudies partija,,,Anglų;Rusų,,
Marių,,,,,Juozas Domarkas,,,,,Lietuvos liaudies partija,,,,,
Daugiamandatė ,,Vedęs,,,Jevgenij Lev,,Aukštasis,,,Lietuvos liaudies partija,,,,,
Daugiamandatė ,,Vedęs,,,Jan Burbo,,Aukštasis,,,Lietuvos liaudies partija,,,Rusų;Lenkų,,
Aukštaitijos,,Vedęs,,,Vaidotas Krisiūnas,,Aukštesnysis,,,Lietuvos liaudies partija,,,Rusų;Lenkų,,
Antakalnio,,Vedęs,,,Vytautas Aleksas Lazinko,,,,,Lietuvos liaudies partija,,,,,
Daugiamandatė ,,Vedęs,,,Kazimieras Saja,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,Vedęs,,,Kazys Napaleonas Kitkauskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių;Rusų,,
Daugiamandatė ,,Vedęs,,,Boleslovas Urbonas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,Vedęs,,,Saulius Nefas,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Algis Tomas Geniušas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Latvių;Prancūzų;Rusų;Vokiečių,,
Daugiamandatė ,,Vedęs,,,Vytautas Zabielskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų;Anglų,,
Daugiamandatė ,,Išsiskyręs,,,Steponas Ašmontas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,,
Daugiamandatė ,,Vedęs,,,Dobilas Kurtinaitis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų;Lenkų,,
Daugiamandatė ,,Vedęs,,,Jonas Genys,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Rimantas Jurevičius,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,,,,Dalytė Šileikienė,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Nevedęs,,,Rimantas Vensas,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių;Rusų;Lenkų,,
Daugiamandatė ,,Vedęs,,,Valerijonas Senvaitis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,Ištekėjusi,,,Vanda Juknevičienė,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų,,
Daugiamandatė ,,Vedęs,,,Zigmantas Dangirdas Lingys,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Vedęs,,,Vincas Jasiukevičius,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų;Vokiečių,,
Daugiamandatė ,,Vedęs,,,Rimantas Dijokas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,,,,Kęstutis Marcinkevičius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Vedęs,,,Šarūnas Laužikas,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Pranas Bičkus,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Vedęs,,,Jonas Žukauskas,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Romas Leščinskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Daugiamandatė ,,Netekėjusi,,,Adolfina Apolonija Striaukienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,Vedęs,,,Laisvūnas Kavaliauskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,,,,Leonarda Kuodienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Baltarusių;Vokiečių,,
Daugiamandatė ,,Vedęs,,,Antanas Lapukas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Ignalinos Švenčionių,,Ištekėjusi,,,Marija Kalvaitienė,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių,,
Daugiamandatė ,,Vedęs,,,Petras Dirgėla,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų;Lenkų,,
Jonavos,,Vedęs,,,Arvydas Stirna,,Aukštesnysis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų,,
Daugiamandatė ,,Vedęs,,,Stasys Lekšas,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Valensas Viktoras Čeginskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių;Lenkų,,
Daugiamandatė ,,Vedęs,,,Edmundas Simanaitis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių;Lenkų;Anglų,,
Rokiškio,,,,,Petras Antanas Šalčius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Akmenės Joniškio,,Nenurodė,,,Jadvyga Dunauskaitė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,,,,Darius Bredelis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Varėnos Eišiškių,,Vedęs,,,Kazimieras Velžys,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Molėtų Švenčionių,,Vedęs,,,Albinas Jerašūnas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Kėdainių,,Vedęs,,,Vigimantas Kisielius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Lenkų,,
Daugiamandatė ,,Vedęs,,,Vytas Miliauskas,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Kęstutis Jakelis,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Baltijos,,Vedęs,,,Rimantas Didžiokas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių;Rusų,,
Radviliškio,,Vedęs,,,Mindaugas Briedis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Prancūzų;Rusų,,
Trakų,,,,,Rimvydas Raimondas Survila,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių;Rusų,,
Biržų Kupiškio,,,,,Saulius Kubiliūnas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Vedęs,,,Alfonsas Andriuškevičius,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,Vedęs,,,Raimundas Alekna,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Prancūzų,,
Pakruojo Joniškio,,Vedęs,,,Naglis Puteikis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Jonas Mocartas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų;Lenkų,,
Daugiamandatė ,,Vedęs,,,Zigmantas Pocius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Alytaus,,Išsiskyrusi,,,Ona Suncovienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Prancūzų;Rusų,,
Danės,,Vedęs,,,Vytenis Albertas Zabukas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Žirmūnų,,Ištekėjusi,,,Irena Degutienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų;Lenkų,,
Mažeikių,,Vedęs,,,Sigitas Kaktys,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Žaliakalnio,,Išsiskyrusi,,,Joana Danguolė Sadeikienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Latvių;Rusų;Anglų,,
Daugiamandatė ,,Vedęs,,,Vytautas Aleksandras Cinauskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Gargždų,,,,,Bronislavas Juozas Kuzmickas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Pasvalio Panevėžio,,Vedęs,,,Antanas Matulas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Ukmergės,,Vedęs,,,Sigitas Čirba,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Daugiamandatė ,,Ištekėjusi,,,Elena Petrošienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Suvalkijos,,,,,Sigitas Slavickas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Fabijoniškių,,Vedęs,,,Audronius Ažubalis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Daugiamandatė ,,Vedęs,,,Jurgis Razma,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Vilniaus Trakų,,,,,Sofija Daubaraitė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Prienų,,Vedęs,,,Sigitas Urbonas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,,
Kauno Kėdainių,,Vedęs,,,Vladas Vilimas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Daugiamandatė ,,Vedęs,,,Algirdas Petrusevičius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,,
Panemunės,,Vedęs,,,Alfredas Henrikas Stasiulevičius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Lenkų;Rusų;Anglų,,
Daugiamandatė ,,Išsiskyręs,,,Romualdas Sikorskis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų,,
Šiaulių kaimiškoji,,Vedęs,,,Vincas Girnius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Raseinių,,Vedęs,,,Vytautas Petras Knašys,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,,
Lazdijų Druskininkų,,Vedęs,,,Juozas Galdikas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Vokiečių;Rusų,,
Aušros,,Vedęs,,,Algimantas Sėjūnas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Justiniškių,,Vedęs,,,Stasys Stačiokas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Širvintų Vilniaus,,Ištekėjusi,,,Nijolė Ambrazaitytė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Daugiamandatė ,,Vedęs,,,Žibartas Juozas Jackūnas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų;Prancūzų,,
Vilniaus Šalčininkų,,Vedęs,,,Juozas Dringelis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų,,
Pajūrio,,Vedęs,,,Stasys Malkevičius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Išsiskyręs,,,Petras Šakalinis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Daugiamandatė ,,Išsiskyrusi,,,Gražina Imbrasienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Vilkaviškio,,Vedęs,,,Simas Ramutis Petrikis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų,,
Dainavos,,Vedęs,,,Vladimir Jarmolenko,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų;Lenkų,,
Aleksoto Vilijampolės,,Vedęs,,,Rytas Kupčinskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Skuodo Mažeikių,,Vedęs,,,Vaclovas Lapė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Marijampolės,,Vedęs,,,Algis Žvaliauskas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Prancūzų;Rusų;Anglų;Lenkų,,
Anykščių Kupiškio,,Ištekėjusi,,,Rasa Rastauskienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Kelmės,,Vedęs,,,Juozas Listavičius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Lenkų;Vokiečių,,
Naujosios Vilnios,,Vedęs,,,Zygmunt Mackevič,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Prancūzų;Lenkų;Vokiečių;Rusų,,
Tauragės,,Ištekėjusi,,,Vilija Aleknaitė Abramikienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių;Lenkų;Anglų,,
Daugiamandatė ,,Vedęs,,,Vytautas Pakalniškis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Plungės,,Vedęs,,,Liudvikas Sabutis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Šilainių,,Vedęs,,,Alfonsas Vaišnoras,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Lenkų;Rusų,,
Jurbarko,,Vedęs,,,Antanas Račas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių;Rusų;Anglų,,
Vakarinė,,Vedęs,,,Kęstutis Skrebys,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Šilutės,,Ištekėjusi,,,Nijolė Vaitiekūnienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų;Lenkų,,
Marių,,,,,Romualda Hofertienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Vokiečių;Rusų,,
Dzūkijos,,Vedęs,,,Ignas Aleškevičius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Dainų,,,,,Emanuelis Zingeris,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Šilalės Šilutės,,Vedęs,,,Alfonsas Bartkus,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Nevėžio,,Vedęs,,,Mečys Laurinkus,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Lenkų;Rusų,,
Antakalnio,,Išsiskyręs,,,Vidmantas Žiemelis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Prancūzų;Rusų;Anglų,,
Centro,,Vedęs,,,Juozapas Algirdas Katkus,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Prancūzų;Rusų,,
Daugiamandatė ,,Vedęs,,,Vytautas Dudėnas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,,
Pramonės,,Našlė,,,Laima Liucija Andrikienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Daugiamandatė ,,Vedęs,,,Jonas Avyžius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių;Anglų,,
Senamiesčio,,Vedęs,,,Rimantas Pleikys,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Saulės,,Ištekėjusi,,,Birutė Teodora Visokavičienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Utenos,,,,,Saulius Šaltenis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Šeškinės,,Vedęs,,,Antanas Napoleonas Stasiškis,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų,,
Šakių,,Vedęs,,,Arvydas Vidžiūnas,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Vokiečių,,
Naujamiesčio,,Vedęs,,,Andrius Kubilius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų;Rusų,,
Lazdynų,,Ištekėjusi,,,Elvyra Janina Kunevičienė,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,,,
Telšių,,Vedęs,,,Gediminas Vagnorius,,,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Vokiečių;Rusų,,
Kauno kaimiškoji,,Vedęs,,,Vytautas Landsbergis,,Aukštasis,,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Rusų;Anglų;Lenkų,,
Ignalinos Švenčionių,,Vedęs,,,Česlovas Juršėnas,,Aukštasis,,,Lietuvos demokratinė darbo partija,,,Vokiečių;Rusų;Lenkų,,
Molėtų Švenčionių,,Vedęs,,,Everistas Raišuotis,,Aukštasis,,,Lietuvos demokratinė darbo partija,,,Lenkų;Rusų,,
Skuodo Mažeikių,,,,,Romualdas Aloyzas Kalvaitis,,Aukštasis,,,Lietuvos demokratinė darbo partija,,,Anglų;Rusų,,
Naujosios Vilnios,,Vedęs,,,Antanas Šarūnas Maliukevičius,,,,,Lietuvos demokratinė darbo partija,,,Rusų,,
Šilutės,,Ištekėjusi,,,Irena Čižauskienė,,Aukštasis,,,Lietuvos demokratinė darbo partija,,,Vokiečių;Rusų,,
