apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Jonavos,1960-03-30,vedęs / ištekėjusi,Ne,"Jonavos Jeronimo Ralio vidurinė mokykla, direktorius",Arūnas    RIMKUS,Jonava,Aukštasis;Vilniaus valstybinis pedagoginis institutas;Istorija ir tarybinė teisė;1984,"Futbolas, Žvejyba, Lauko tenisas","Lietuva, Jonava",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,21,"Vokiečių, Rusų, Lenkų",Ne,Neturiu
Jonavos,1967-11-15,vedęs / ištekėjusi,Ne,"AB ""Autrolis"", vadybininkė",Renata    LAŠIENĖ,Kaunas,"vidurinis - techninis;KTU, Vadybos fakultetas;Marketingo vadyba;1997;Doktorantūra;KPI, Mechanikos fakultetas;Inžinierius - mechanikas;1990","knygų skaitymas, lauko tenisas, kalnų slidinėjimas",Raseiniai,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,94,"Anglų, Rusų",Ne,Neturiu
Jonavos,1963-08-26,Išsiskyręs(-usi),Ne,Individuali veikla pagal verslo liudijimą,Ligitas    KERNAGIS,Jonava,Aukštasis;Kauno Politechnikos institutas;elektros tiekimas;1986,"muzika, sportas",Panevėžio rajonas,Tautos prisikėlimo partija,Lietuvis (-ė) ,22,"Anglų, Rusų",Ne,Neturiu
Jonavos,1961-02-11,vedęs / ištekėjusi,Ne,"Individuali veikla su verslo liudijimu, kirpėja-modeliuotoja",Laima    GUDAVIČIENĖ,Ragožių k.,Specialus vidurinis;47 Vilniaus technikos mokykla;PP kirpėja;1981,"Skaitymas, Kinelogija, Turizmas, kelionės",Kretinga,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,124,Rusų,Ne,Neturiu
Jonavos,1969-06-11,vedęs / ištekėjusi,Ne,"UAB ""Dextera"", pirkimų direktorius",Židrūnas    GARŠVA,Naujasodžio k.,Aukštasis;Kauno Technikos universitetas;ekonomistas;2007;Vidurinis;Jonavos 1-oji vid. m-kla;1987,"medžioklė, baidarės, tenisas",Pakruojois,Liberalų ir centro sąjunga,Lietuvis (-ė) ,75,"Rusų, Anglų",Ne,Neturiu
Jonavos,1973-10-07,vedęs / ištekėjusi,Ne,"UAB Vilniaus energija, klientų aptarnavimo centro vadovas",Raimondas    BURKOVSKIS,Vilnius,Aukštasis;Vilniaus Gedimino technikos universitetas;Transporto vadyba;1997;Vidurinis;Jonavos 6-oji vid. m-kla;1991,"Fotografija, Žvejyba, Kovos menai",Vilkaviškis,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,91,"Anglų, Rusų",Ne,Neturiu
Ukmergės,1952-09-26,vedęs / ištekėjusi,Ne,"Ukmergės nestacionarių socialinių paslaugų centras, administratorė",Lina    SUKACKIENĖ,Ukmergė,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Matematikos mokytoja;1976,"psichologija, tarpusavio santykių bendravimo kultūra, straipsnių rašymas",Zarasai,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,98,"Prancūzų, Anglų, Rusų",Ne,Neturiu
Ukmergės,1955-03-31,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Alvydas    RAMANAUSKAS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas;Statybos ir kelių mašinų bei įrengimų inžinierius mechanikas;1978,"Buities darbai, Žūklė","Lietuva, Midučių km., Zarasų raj.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,8,"Prancūzų, Rusų, Anglų",Ne,Neturiu
Ukmergės,1973-10-03,Išsiskyręs(-usi),Ne,"UAB ""Mūsų rytojus"", kalbos redaktorė",Eglė    PETRAITIENĖ,Vilnius,Aukštasis;Vilniaus universitetas;Filologė;1995,"jus"", kalbos redaktorė",Ukmergė,Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,46,"Rusų, Anglų",Ne,Neturiu
Ukmergės,1957-01-02,vedęs / ištekėjusi,Ne,"Vilniaus visuomenės sveikatos centras, Ukmergės skyriaus vedėja",Elena    MIRINAVIČIENĖ,Ukmergė,Aukštasis;VU Medicinos fakultetas;Gydytojas higienistas - epidemiologas;1980,"Kulinarija, Rankdarbiai, Kryžiažodžių sprendimas","Rusija, Krasnojarsko sr.",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,39,"Anglų, Rusų",Ne,Neturiu
Ukmergės,1955-12-24,vedęs / ištekėjusi,Ne,"Ukmergės pirminės sveikatos priežiūros centras, vaikų poliklinikos vedėjas, gydytojas",Arūnas    JASAITIS,Ukmergė,Aukštasis universitetinis;Vilniaus Valstybinis Universitetas;Gydytojas;1983,"ės sveikatos priežiūros centras, vaikų poliklinikos vedėjas, gydytojas","Telšiai, Lietuva",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,122,Rusų,Ne,Neturiu
Ukmergės,1976-07-18,nevedęs / netekėjusi,Ne,"AB ""Spauda"", vidinės kontrolės vyr. inspektorius",Darius    GUTAUSKAS,Žeimių k.,Vidurinis;Trakų ra. Lentvario Motiejaus Šimelionio vidurinė mokykla;Nenurodė;2006;I-ma pakopa;Kauno puskarininkių m-kla;skyriaus vadas;1995;-;Ukmergės Politechnikos mokykla;II-ios kat. tekintojas;1993,"sportas, literatūra, muzika","Telšiai, Lietuva",Tautos prisikėlimo partija,Lietuvis (-ė) ,61,"Anglų, Rusų",Ne,Neturiu
Ukmergės,1963-01-10,vedęs / ištekėjusi,Ne,"LR Seimas, Seimo narė",Loreta    GRAUŽINIENĖ,Ukmergė,Aukštasis;Lietuvos žemės ūkio akademija;Buhalterinės apskaitos ekonomistė;1992;Vidurinis;Žiežmarių vid. m-kla;1981,"Aktyvus poilsis gamtoje, Skaitymas",Rokiškio m.,Leiboristų partija,Lietuvis (-ė) ,2,"Rusų, Vokiečių",Ne,Neturiu
Ukmergės,1954-11-28,vedęs / ištekėjusi,Ne,"Ukmergės pirminės sveikatos priežiūros centras, vyriausioji gydytoja",Janina    GALIAUSKIENĖ,Ukmergė,Aukštasis;Kauno Medicinos institutas;Gydytoja;1979,"Kelionės, Knygos, Gėlės","Pijorų kaimas, Ukmergės rajonas",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,109,"Rusų, Anglų",Ne,Neturiu
Ukmergės,1958-02-16,Išsiskyręs(-usi),Ne,"TEO AB, LT pareigos tinklo planavimas - vyr. inžinierė",Galina    CHATKEVIČ,Vilnius,Magistras;Vilniaus universitetas - ekonomikos fakultetas;verslo vadyba ir administravimas;2004;Aukštasis;Sankt-Peterburgas - Bonč-Brujevičio universitetas;radijo ir TV inžinierius;1987,"knygos, sodas",Vilnius,"""Fronto"" partija",Lietuvis (-ė) ,81,"Rusų, Lenkų, Anglų, Vokiečių",Ne,Neturiu
Ukmergės,1960-08-22,Nenurodė,Ne,"UAB ""Izobara"", vadovas inovacijoms ir plėtrai",Juozas    ARMANAVIČIUS,Ukmergė,Aukštasis;Kauno A. Sniečkaus politechnikos institutas;pramoninė šiluminė energetika;1985,specialybinių žinių gilinimas,"Vėžionys, Jiezno seniūnija, Prienų rajonas",Liberalų ir centro sąjunga,Lietuvis (-ė) ,67,"Rusų, Prancūzų",Ne,Neturiu
Jurbarko,1948-06-08,vedęs / ištekėjusi,Ne,"Jurbarko rajono savivaldybės administracija, Jurbarko miesto seniūnija, seniūnas",Edvardas    STRONČIKAS,Jurbarkas,"Aukštasis;Kauno Politechnikos institutas;Scemijos ir maisto pramonės mašinos ir aparatai, kvaifikacija: inžinierius mechanikas;1972","Istorinės knygos, Kompiuterija, Muzika, Politinių įvykių analizė, Darbai sodyboje",Jurbarko miestas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,64,"Vokiečių, Rusų",Ne,Neturiu
Jurbarko,1958-11-16,vedęs / ištekėjusi,Ne,"G.Stoškaus individuali įmonė, savininkas",Gintaris    STOŠKUS,Jurbarkas,,"Skaitymas, muzika, istoriniai klausimai",Tauragės raj. Kunigiškių km.,Pilietinės demokratijos partija,Lietuvis (-ė) ,23,"Vokiečių, Rusų",Ne,Neturiu
Jurbarko,1959-09-20,vedęs / ištekėjusi,Ne,"UAB ""Žemvita"", direktorė",Vitalija    PETRAITIENĖ,Dainių k.,Vadybos ir verslo administravimo magistras;Klaipėdos verslo ir technologijų kolegija;Buhalterės;2007;Aukštasis universitetinis;Kauno Technologijos Universitetas;Inžinierės statybininkės;1985,"politika, informacinės, pažintinės radijo ir TV laidos, skaitymas",Pasvalio miestas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,43,Rusų,Ne,Neturiu
Jurbarko,1941-07-20,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Bronius    PAUŽA,Vilnius,Aukštasis;Lietuvos vadybos akademija;Komercijos vadybininkas;1991;Aukštasis;Lietuvos žemės ūkio universitetas;Mokslinis agronomas;1965,Medžioklė,Šakių rajonas Žaliablėkių kaimas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,50,"Rusų, Vokiečių",Ne,Neturiu
Jurbarko,1956-09-12,vedęs / ištekėjusi,Ne,J. Nanevič įmonė technikos direktorius,Aleksandras    MOLIBOGA,Vilnius,Aukštasis;Vilniaus inžinierinis statybos institutas;automobilių transporto ekonomika ir organizavimas;1989,muzika,Vilnius,"""Fronto"" partija",Rusas (-ė) ,15,"Vokiečių, Rusų",Ne,Neturiu
Jurbarko,1952-02-11,vedęs / ištekėjusi,Ne,"Darbo partijos Jurbarko skyrius, administratorė",Vidmanta    MARCINKEVIČIENĖ,Jurbarkas,Aukštasis;Vilniaus Valstybinis universitetas;filologė;1980,"knygos, sodas","Kudirkos Naujamiestis, Šakių raj.",Darbo partija,Lietuvis (-ė) ,122,"Rusų, Vokiečių, Lenkų",Ne,Neturiu
Jurbarko,1962-03-14,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Lietuvos Rspublikos Seimo narys",Saulius    LAPĖNAS,Jurbarkas,Aukštasis;Vilniaus valstybinis statybos institutas;architektas;1985,"dainuojamoji poezija, grojimas gitara",Mažeikiai,Liberalų ir centro sąjunga,Lietuvis (-ė) ,16,"Rusų, Lenkų, Vokiečių",Ne,Neturiu
Jurbarko,1958-01-02,Nenurodė,Ne,Nenurodė,Vitalijus    KARAKORSKIS,Vilnius,,">
										
											17. Visuomeninė veikla <b>Tautinių bendrijų tarybos pirmininkas","Bobruiskas, Baltarusija",Tautos prisikėlimo partija,Žydas (-ė) ,17,"Baltarusų, Rusų, Lenkų",Ne,Neturiu
Jurbarko,1944-02-22,vedęs / ištekėjusi,Ne,Ūkininkė,Aldona    GUDŽIŪNIENĖ,Gricių k.,Aukštasis;LŽŪA;Buhalterinės apskaitos ekonomistė;1984,"r>
										
											17. Visuomeninė veikla <b>Nenurodė",Skardinės kaimas Jurbarko raj.,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,100,Rusų,Ne,Neturiu
Jurbarko,1951-09-03,vedęs / ištekėjusi,Ne,"Jurbarko rajono savivaldybė, meras.",Algirdas    GUDAITIS,Jurbarkas,Aukštasis;Kauno A.Sniečkaus Politechnikos institutas;Inžinierius;1975,"Sportas, Medžioklė",Jurbarkas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,35,"Vokiečių, Rusų",Ne,Neturiu
Suvalkijos,1953-11-07,vedęs / ištekėjusi,Ne,"Kauno miesto savivaldybė, vyr. specialistas",Regina    ŠIMANAUSKIENĖ,Kaunas,Aukštasis;Kauno Technologijos Universitetas;Vadybos mokslo magistras;1997;Aukštasis;Lietuvos Valstybinis kūno kultūros institutas;Fizinio auklėjimo dėstytoja;1982;spec. vidurinis;Marijampolės pedagoginė mokykla;Vaikų darželio auklėtoja;1973,"Kalnų slidinėjimas, Lauko tenisas","Tauragės r., Lietuva",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,66,"Anglų, Rusų",Ne,Neturiu
Suvalkijos,1946-09-13,vedęs / ištekėjusi,Ne,"Kalvarijos savivaldybė, meras",Jonas    ŠČEPONIS,Kalvarija,Aukštasis;LŽŪA;Mokslinis agronomas;1990,"Kelionės, Gamta",Kalvarija,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,30,"Rusų, Lenkų",Ne,Neturiu
Suvalkijos,1955-05-10,Išsiskyręs(-usi),Ne,"Lietuvos žemės ūkio ministerija, ministerijos sekretorius",Gediminas    RADZEVIČIUS,Vilnius,"Aukštasis;Leningrado A. Voznesenskio finansų ir ekonomikos institutas, Ekonominės kibernetikos katedra;Ekonomikos mokslų kandidatas (daktaras);1984;Aukštasis;Kauno politechnikos institutą, Inžinerinės ekonomikos fakultetas;Inžinierius-ekonomistas;1978","Kelionės, Pramoginiai šokiai, Lauko tenisas, Bilijardas, Šachmatai","Marijampolė, Lietuva",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,22,"Anglų, Vokiečių, Rusų",Ne,Neturiu
Suvalkijos,1965-03-25,vedęs / ištekėjusi,Ne,"Marijampolės kolegija - lektorė, Kauno PPA rūmų, Marijampolės fil. - administratorė",Algimanta    PABEDINSKIENĖ,Patašinės k.,Aukštasis;KTU;Įmonių valdymas;2005;Aukštasis;KTU;Įmonių valdymas;2004;Aukštasis;VISI (VGTU);Pramoninė ir civilinė statyba;1988;Vidurinis;Marijampolės J. Žiugždos 6-oji vid. mokykla;1983,"Architektūra, Šachmatai, Dailieji amatai, Kelionės","Liepojos miestas, Latvijos Respublika",Leiboristų partija,Lietuvis (-ė) ,56,"Latvių, Anglų, Rusų, Lenkų",Ne,Neturiu
Suvalkijos,1969-05-12,vedęs / ištekėjusi,Ne,"Vytauto Narušio veterinarijos tarnyba IĮ, savininkas.",Vytautas    NARUŠIS,Meškučių k.,Aukštasis;Lietuvos Veterinarijos Akademija;Vet. gydytojas;1994,Šachmatai,Meškučių k. Marijampolės sav. Marijampolės sen.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,51,"Anglų, Rusų, Lenkų",Ne,Neturiu
Suvalkijos,1953-03-27,vedęs / ištekėjusi,Ne,Marijampolės apskrities viršininko administracija. Viršininkas,Albinas    MITRULEVIČIUS,Triobiškių k.,Aukštasis;Lietuvos ž.ū. akademija;Mokslinis agronomas;1985,"Fluora, Fauna, Gamtos tyrinėjimas","Lietuva, Prienų rajonas Šilavoto apylinkė Jiestrakio kaimas",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,57,Rusų,Ne,Neturiu
Suvalkijos,1950-11-12,vedęs / ištekėjusi,Ne,"UAB ""Edvidos statyba"", direktorius.",Vidutis Jonas    MICKEVIČIUS,Kalvarija,Aukštesnysis;Kapsuko ŽŪT;Technikas mechanikas;1981,Žvejyba,"Norvydų km., Vilkaviškio raj.","""Fronto"" partija",Lietuvis (-ė) ,28,Rusų,Ne,Neturiu
Suvalkijos,1961-04-24,nevedęs / netekėjusi,Ne,"VšĮ Kalvarijos ligoninė, vyr. gydytoja",Birutė    KAŽEMĖKAITĖ,Kalvarija,Aukštasis;Kauno medicinos institutas;Gydytoja;1987,"Žvejyba, Grožinė literatūra, Automobiliai","Jutkių km., Rokiškio raj.",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,55,"Rusų, Vokiečių",Ne,Neturiu
Suvalkijos,1955-01-10,vedęs / ištekėjusi,Ne,"Kazlų Rūdos savivaldybės administracija, Administracijos direktorius",Valdas    KAZLAS,Kazlų Rūda,"Aukštasis universitetinis;Kauno technikos universitetas;viešasis administravimas;2003;Aukštasis;Lietuvos valstybinė konservatorija;kultūros - švietimo darbuotojas;1986;Aukštesnysis;Kauno J. Gruodžio aukštesnioji muzikos mokykla;VMM muzikos mokytojas, pučiamųjų instrumentų orkestro vadovas;1979","medžioklė, žūklė, krepšinis, stalo tenisas","Alanta, Molėtų rajonas",Liberalų ir centro sąjunga,Lietuvis (-ė) ,35,Rusų,Ne,Neturiu
Suvalkijos,1950-11-29,vedęs / ištekėjusi,Ne,"VSDFV Marijampolės sk., vyriausiasis specialistas (gydytojas)",Alvydas    DIRSĖ,Marijampolė,"Aukštasis;Vilniaus Universitetas, Medicinos fak.;gydomoji medicina;1975","ės sk., vyriausiasis specialistas (gydytojas)",Karliškių km. Daugų apyl. Alytaus raj.,Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,24,"Rusų, Lenkų",Ne,Neturiu
Šakių,1976-04-08,Išsiskyręs(-usi),Ne,"Šakių jaunimo kūrybos ir sporto centras, dziudo imtynių vyr. treneris",Kęstutis    SMIRNOVAS,Giedručių k.,Aukštasis;Vytauto Didžiojo universitetas;edukologijos magistras Ugdymo organizavimas;2008;Aukštasis;Lietuvos kūno kultūs akademija;sporto bakalautas KK mokytojas;2002;pasieniečio;Pasienio policijos departamentas prie LR VRM mokymo centras;pasienio policininkas;1999;karinis;Krašto apsaugos puskarininkų mokykla;žvalgas vairuotojas;1996;Vidurinis;Kudirkos Naumiesčio ŽŪM;jaunasis ūkininkas;1994,"sportas, kelionės, knygų skaitymas, važinėjimas motociklu",Šakiai,Liberalų ir centro sąjunga,Lietuvis (-ė) ,38,Rusų,Ne,Neturiu
Šakių,1941-02-25,vedęs / ištekėjusi,Ne,"Ūkininkas, ūkininkauju",Vladas    SEDEREVIČIUS,Kudirkos Naumiestis,Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas;1969,Sportas,Rygiškių kaimas Griškabūdžio sen. Šakių raj.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,65,Rusų,Ne,Neturiu
Šakių,1957-05-30,vedęs / ištekėjusi,Ne,"UAB ""LISTA"", direktorius",Antanas    LITVINAS,Giedručių k.,Aukštasis;Vilniaus inžinierinis statybos institutas (dabar Vilniaus Gedimino technikos universitetas);Inžinierius-mechanikas (kelių statybinės mašinos bei įr.);1980;Vidurinis;Šakių Z. Auganiečio vid. m-la;1975,"sportas, verslo ir vadybos literatūra",Šakių miestas,Darbo partija,Lietuvis (-ė) ,104,"Vokiečių, Rusų",Ne,Neturiu
Šakių,1976-11-07,vedęs / ištekėjusi,Ne,"KĮ VPIO ""Trimitas"", vyr. administratorius - orkestro artistas",Robertas    KATINSKAS,Vilnius,Aukštasis;LMTA;saksofonininkas;2005,"žūklė, sportas",Vilkaviškio raj. Kybartai,Tautos prisikėlimo partija,Lietuvis (-ė) ,63,"Lenkų, Anglų, Rusų",Ne,Neturiu
Šakių,1970-09-29,vedęs / ištekėjusi,Ne,"UAB ""ESKIJA"", Darbo saugos inžinierius",Kęstutis    JUSAITIS,Kaunas,Aukštasis;Kauno Technologijos Universitetas;Medienos apdirbimo įrengimų diplomuotas inžinierius;1993;Aukštasis;Kauno Technologijos Universitetas;Polimerų perdirbimo inžinerijos bakalauras;1993,"sportas, turizmas","LietuvosRespublika, Kaunas",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,68,"Anglų, Rusų",	 ,Neturiu
Šakių,1948-07-24,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimo kanceliarija, Seimo nario A. Sadecko padėjėjas - sekretorius",Juozas Vytas    JACEVIČIUS,Vilnius,Aukštasis;VU Teisės  fakultetas;Teisininkas;1973,"Literatūra, Filosofija, Filatelija, Numizmatika, Istorija","Gaisrių kaimas, Sintautų apylinkė, Šakių rajonas, Lietuva",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,43,"Lenkų, Rusų, Vokiečių",Ne,Neturiu
Šakių,1965-01-29,Išsiskyręs(-usi),Ne,"Lietuvos Respublikos Vyriausybė, Ministro Pirmininko patarėjas",Mindaugas    BASTYS,Joginiškių k.,Aukštasis;LVA;Zootechniko;1990,Sportas,"Joginiškių km, Kriūkų sen., Šakių raj.",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,34,"Lenkų, Rusų, Anglų, Vokiečių",Ne,Neturiu
Šakių,1947-10-09,vedęs / ištekėjusi,Ne,"ūkininkavimas, ūkininkas",Algimantas Antanas    ALEKNAVIČIUS,Pilviškių mstl.,Aukštesnysis;Smalininkų žemės ūkio technikumas;mechanikas;1975,"groju kaimo kapeloje, medžioklė, šokiai, sodininkystė",Lietuvos Respublika,"""Fronto"" partija",Lietuvis (-ė) ,53,Rusų,Ne,Neturiu
Kauno - Kėdainių,1950-12-08,vedęs / ištekėjusi,Ne,Lietuvos žemės ūkio universitetas Žemės ūkio mokslo ir technologijų parko direktorius,Virginijus    VENSKUTONIS,Kačerginė,Aukštasis;LŽŪA;Agronomas;1973,"Knygos, Buriavimas",Kauno miestas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,24,"Anglų, Rusų",Ne,Neturiu
Kauno - Kėdainių,1982-01-01,vedęs / ištekėjusi,Ne,"VĮ Kazlų Rūdos mokomoji miškų urėdija, Braziūkų girininkijos girininko pavaduotojas",Justinas    URBANAVIČIUS,Mastaičių k.,Aukštasis universitetinis;Lietuvos žemės ūkio universitetas;Miškininkas;2007;Aukštasis universitetinis;Lietuvos žemės ūkio universitetas;Miškininkas;2005,"Politika, Medžioklė, Sportas, Kelionės, Automobiliai",Kauno rajonas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,52,"Anglų, Rusų",Ne,Neturiu
Kauno - Kėdainių,1956-01-26,vedęs / ištekėjusi,Ne,"Kauno valstybinė mokesčių inspekcija, viršininkas",Antanas    NESTECKIS,Piliuonos k.,Aukštasis universitetinis;Lietuvos žemės ūkio universitetas;Vadybos ir verslo administravimo magistro kvalif. laipsnis;2008;Aukštasis universitetinis;Lietuvos žemės ūkio universitetas;Žemės ūkio elektrifikacijos;1979,"Krepšinis, Medžioklė","Pelaičių kaimas, Plungės rajonas",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,134,"Rusų, Prancūzų",Ne,Neturiu
Kauno - Kėdainių,1970-01-09,vedęs / ištekėjusi,Ne,"UAB ""VILGERA"", Direktorius",Arūnas    MALIAUKA,Vilnius,Aukštasis;Kauno Technologijos Universitetas;Tiksliosios mechanikos prietaisų inžinierius;1993,"Turizmas, Aviacija",Vilnius,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,63,"Anglų, Rusų",Ne,Neturiu
Kauno - Kėdainių,1943-08-15,vedęs / ištekėjusi,Ne,"Lietuvos valstybinė veterinarijos preparatų inspekcija, Viršininko patarėjas",Jonas    KONDROTAS,Labūnavos k.,Aukštasis;Lietuvos Žemės ūkio akademija (dabar universitetas);Mokslinis agronomas;1971,"inė veterinarijos preparatų inspekcija, Viršininko patarėjas","BIRŽŲ RAJONAS, UŽUBULBINĖS KM.",Darbo partija,Lietuvis (-ė) ,15,Rusų,Ne,Neturiu
Kauno - Kėdainių,1979-01-15,vedęs / ištekėjusi,Ne,Kauno apskrities viršininko administracija Regioninės plėtros departamento direktorius,Arūnas    KARLONAS,Domeikavos k.,Aukštasis universitetinis;VDU;Viešasis administravimas;2003,"Kelionės, Knygos, Automobiliai",Kaunas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,28,"Anglų, Prancūzų, Rusų",Ne,Neturiu
Kauno - Kėdainių,1975-09-02,vedęs / ištekėjusi,Ne,"UAB ""Merkurita"", reklaminių projektų vadovas",Vytautas    GROMNICKAS,Kačerginė,Aukštasis;Kūno kultūros akademija;sporto pedagogas;2002,sportas,Kaunas,Tautos prisikėlimo partija,Lietuvis (-ė) ,64,"Rusų, Lenkų, Anglų",Ne,Neturiu
Kauno - Kėdainių,1959-05-01,vedęs / ištekėjusi,Ne,"UAB ""Vesiga"", direktorius",Saulius    GRINKEVIČIUS,Pelėdnagių k.,Aukštasis;Lietuvos žemės ūkio universitetas;Inžinierius hidrotechnikas;1985,"lauko tenisas, kelionės",Kudirkos Naumiestis,Liberalų ir centro sąjunga,Lietuvis (-ė) ,29,"Rusų, Lenkų, Anglų",Ne,Neturiu
Kauno - Kėdainių,1973-08-13,nevedęs / netekėjusi,Ne,laikinai nedirbanti,Zita    BUTKUTĖ,Svirnų II k.,Aukštasis;Utenos kolegija;Siuvinių technologija;2007,"Poezija, Piešimas, Tapyba, Florintika",Anykščiai,"""Fronto"" partija",Lietuvis (-ė) ,51,"Anglų, Rusų",Ne,Neturiu
Kauno kaimiškoji,1949-09-25,vedęs / ištekėjusi,Ne,"UAB ""Giraitės vandenys"", direktoriaus pavaduotoja marketingui",Virginija    ZAZIENĖ,Garliava,"Aukštasis;Kauno Antano Sniečkaus politechnikos institutas;mašinų gamybos technologijos, metalo pjovimo staklės ir įrankiai, inžinierius-mechanikas;1974","teatras, muzika, kelionės, floristika",Šiaulių m.,Liberalų ir centro sąjunga,Lietuvis (-ė) ,80,"Vokiečių, Rusų",Ne,Neturiu
Kauno kaimiškoji,1962-01-17,Pradėjęs santuokos nutraukimo procesą,Ne,"Kauno rajono Garliavos Juozo Lukšos gimnazija, direktorius",Vidmantas    VITKAUSKAS,Garliava,Magistras;Kauno Technologinis Universitetas;Edukologijos magistras;2000;Aukštasis;Vilniaus pedagoginis universitetas;Istorijos mokytojas;1985,"knygų skaitymas ir kolekcionavimas, darbas sode",Kaunas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,51,"Anglų, Rusų",Ne,Neturiu
