apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Kalniečių (Nr. 15),0.0696,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",193,2,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0561,Lietuvos centro sąjunga,153,4,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0514,Krikščionių demokratų sąjunga,139,5,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0482,Lietuvos laisvės sąjunga,133,2,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0229,Lietuvos krikščionių demokratų partija,62,2,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0168,Nuosaikiųjų konservatorių sąjunga,47,-,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0132,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",32,5,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0079,Lietuvių tautininkų sąjunga,21,1,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0057,"Lietuvos partija ""Socialdemokratija 2000""",16,-,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.005,Lietuvos valstiečių partija,12,2,P. Lukšio (Nr. 72)
Kalniečių (Nr. 15),0.0011,Lietuvos lenkų rinkimų akcija,3,-,P. Lukšio (Nr. 72)
Žaliakalnio (Nr. 14),0.272,A.Brazausko socialdemokratinė koalicija,292,5,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.228,Lietuvos liberalų sąjunga,245,4,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.141,Naujoji sąjunga (socialliberalai),149,5,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0733,Lietuvos laisvės sąjunga,78,2,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0687,Tėvynės sąjunga  (Lietuvos konservatoriai),73,2,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0549,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",60,-,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0394,Krikščionių demokratų sąjunga,42,1,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0385,Lietuvos centro sąjunga,41,1,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0357,Lietuvos krikščionių demokratų partija,35,4,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0229,Nuosaikiųjų konservatorių sąjunga,25,-,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0101,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",11,-,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0082,Lietuvos valstiečių partija,9,-,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0046,Lietuvių tautininkų sąjunga,5,-,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),0.0027,"Lietuvos partija ""Socialdemokratija 2000""",3,-,Vaidilutės (Nr. 65)
Žaliakalnio (Nr. 14),,Lietuvos lenkų rinkimų akcija,-,-,Vaidilutės (Nr. 65)
Centro (Nr. 13),0.244,A.Brazausko socialdemokratinė koalicija,76,6,Karmelitų (Nr. 103)
Centro (Nr. 13),0.2411,Lietuvos liberalų sąjunga,79,2,Karmelitų (Nr. 103)
Centro (Nr. 13),0.2143,Naujoji sąjunga (socialliberalai),68,4,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0952,Tėvynės sąjunga  (Lietuvos konservatoriai),31,1,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0893,Lietuvos laisvės sąjunga,27,3,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0357,Krikščionių demokratų sąjunga,10,2,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0298,Nuosaikiųjų konservatorių sąjunga,8,2,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0238,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",8,-,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0149,Lietuvos krikščionių demokratų partija,5,-,Karmelitų (Nr. 103)
Centro (Nr. 13),0.0089,Lietuvos centro sąjunga,1,2,Karmelitų (Nr. 103)
Centro (Nr. 13),0.003,Lietuvos valstiečių partija,1,-,Karmelitų (Nr. 103)
Centro (Nr. 13),,Lietuvių tautininkų sąjunga,-,-,Karmelitų (Nr. 103)
Centro (Nr. 13),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Karmelitų (Nr. 103)
Centro (Nr. 13),,Lietuvos lenkų rinkimų akcija,-,-,Karmelitų (Nr. 103)
Centro (Nr. 13),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Karmelitų (Nr. 103)
Aleksoto -  Vilijampolės (Nr. 12),0.2467,A.Brazausko socialdemokratinė koalicija,241,5,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.2417,Naujoji sąjunga (socialliberalai),235,6,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.1976,Lietuvos liberalų sąjunga,188,9,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.0572,Tėvynės sąjunga  (Lietuvos konservatoriai),55,2,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.0562,Krikščionių demokratų sąjunga,55,1,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.0552,Lietuvos krikščionių demokratų partija,47,8,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.0502,Lietuvos laisvės sąjunga,49,1,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.0361,Lietuvos centro sąjunga,36,-,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.0241,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",23,1,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.013,Lietuvos valstiečių partija,12,1,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.008,Nuosaikiųjų konservatorių sąjunga,8,-,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.007,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",7,-,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.005,Lietuvių tautininkų sąjunga,5,-,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.001,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Romainių (Nr. 127)
Aleksoto -  Vilijampolės (Nr. 12),0.001,Lietuvos lenkų rinkimų akcija,1,-,Romainių (Nr. 127)
Šilainių (Nr. 11),0.2318,A.Brazausko socialdemokratinė koalicija,459,11,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.2258,Lietuvos liberalų sąjunga,450,8,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.1484,Tėvynės sąjunga  (Lietuvos konservatoriai),284,17,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.1114,Naujoji sąjunga (socialliberalai),220,6,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0769,Lietuvos laisvės sąjunga,151,5,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0611,Krikščionių demokratų sąjunga,123,1,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0409,Lietuvos krikščionių demokratų partija,80,3,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0291,Lietuvos centro sąjunga,56,3,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0291,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",58,1,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0187,Nuosaikiųjų konservatorių sąjunga,35,3,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0113,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",23,-,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0064,Lietuvių tautininkų sąjunga,13,-,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0044,"Lietuvos partija ""Socialdemokratija 2000""",9,-,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0039,Lietuvos valstiečių partija,7,1,Linkuvos (Nr. 13)
Šilainių (Nr. 11),0.0005,Lietuvos lenkų rinkimų akcija,1,-,Linkuvos (Nr. 13)
Naujosios Vilnios (Nr. 10),0.5486,Naujoji sąjunga (socialliberalai),309,13,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.1499,A.Brazausko socialdemokratinė koalicija,86,2,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.1175,Lietuvos lenkų rinkimų akcija,69,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.075,Lietuvos liberalų sąjunga,44,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.029,"Lietuvos partija ""Socialdemokratija 2000""",17,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0221,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",13,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0153,Krikščionių demokratų sąjunga,9,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0136,Tėvynės sąjunga  (Lietuvos konservatoriai),8,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0119,Nuosaikiųjų konservatorių sąjunga,7,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0051,Lietuvos centro sąjunga,3,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0034,Lietuvių tautininkų sąjunga,2,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0034,Lietuvos valstiečių partija,2,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0034,Lietuvos krikščionių demokratų partija,2,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),0.0017,Lietuvos laisvės sąjunga,1,-,Pramonės (Nr. 471)
Naujosios Vilnios (Nr. 10),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Pramonės (Nr. 471)
Lazdynų (Nr. 9),0.2691,A.Brazausko socialdemokratinė koalicija,471,8,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.2371,Lietuvos liberalų sąjunga,413,9,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.2067,Naujoji sąjunga (socialliberalai),363,5,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.1247,Tėvynės sąjunga  (Lietuvos konservatoriai),209,13,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0494,Lietuvos lenkų rinkimų akcija,84,4,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0309,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",54,1,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0247,Lietuvos centro sąjunga,42,2,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.023,Krikščionių demokratų sąjunga,39,2,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0107,Lietuvos krikščionių demokratų partija,18,1,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0073,Nuosaikiųjų konservatorių sąjunga,12,1,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0051,Lietuvių tautininkų sąjunga,9,-,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0051,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,-,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0028,Lietuvos valstiečių partija,5,-,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0022,"Lietuvos partija ""Socialdemokratija 2000""",4,-,Paparčio (Nr. 417)
Lazdynų (Nr. 9),0.0011,Lietuvos laisvės sąjunga,2,-,Paparčio (Nr. 417)
Karoliniškių (Nr. 8),0.3071,Lietuvos liberalų sąjunga,253,8,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.2141,A.Brazausko socialdemokratinė koalicija,179,3,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.14,Tėvynės sąjunga  (Lietuvos konservatoriai),118,1,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.1224,Naujoji sąjunga (socialliberalai),104,-,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0929,Lietuvos lenkų rinkimų akcija,78,1,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0282,Lietuvos centro sąjunga,23,1,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0271,Krikščionių demokratų sąjunga,22,1,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.02,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",16,1,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0106,Lietuvių tautininkų sąjunga,8,1,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0094,Lietuvos valstiečių partija,8,-,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0082,Lietuvos krikščionių demokratų partija,7,-,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0082,Nuosaikiųjų konservatorių sąjunga,7,-,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0082,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,-,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0024,Lietuvos laisvės sąjunga,2,-,Pilaitės (Nr. 369)
Karoliniškių (Nr. 8),0.0012,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Pilaitės (Nr. 369)
Justiniškių (Nr. 7),0.3549,Lietuvos liberalų sąjunga,776,14,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.2093,A.Brazausko socialdemokratinė koalicija,461,5,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.1393,Naujoji sąjunga (socialliberalai),304,6,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.1213,Tėvynės sąjunga  (Lietuvos konservatoriai),251,19,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0458,Lietuvos centro sąjunga,99,3,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0355,Krikščionių demokratų sąjunga,77,2,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0256,Lietuvos lenkų rinkimų akcija,55,2,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0234,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",50,2,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0117,Lietuvos krikščionių demokratų partija,24,2,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0081,Lietuvių tautininkų sąjunga,17,1,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0076,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",15,2,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0067,Nuosaikiųjų konservatorių sąjunga,15,-,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0054,Lietuvos valstiečių partija,12,-,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0049,"Lietuvos partija ""Socialdemokratija 2000""",11,-,Įsrūties (Nr. 311)
Justiniškių (Nr. 7),0.0004,Lietuvos laisvės sąjunga,-,1,Įsrūties (Nr. 311)
Šeškinės (Nr. 6),0.2886,Lietuvos liberalų sąjunga,502,6,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.2511,A.Brazausko socialdemokratinė koalicija,416,26,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.2023,Naujoji sąjunga (socialliberalai),346,10,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.1085,Tėvynės sąjunga  (Lietuvos konservatoriai),179,12,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0301,Lietuvos lenkų rinkimų akcija,52,1,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.025,Krikščionių demokratų sąjunga,43,1,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.025,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",43,1,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0233,Lietuvos centro sąjunga,36,5,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0125,Nuosaikiųjų konservatorių sąjunga,22,-,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0097,Lietuvos krikščionių demokratų partija,16,1,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0091,Lietuvių tautininkų sąjunga,16,-,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0051,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,-,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0045,Lietuvos valstiečių partija,8,-,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0034,Lietuvos laisvės sąjunga,6,-,Radvilų (Nr. 264)
Šeškinės (Nr. 6),0.0017,"Lietuvos partija ""Socialdemokratija 2000""",2,1,Radvilų (Nr. 264)
Fabijoniškių (Nr. 5),0.35,Lietuvos liberalų sąjunga,555,11,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.2412,A.Brazausko socialdemokratinė koalicija,381,9,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.1484,Naujoji sąjunga (socialliberalai),233,7,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0779,Tėvynės sąjunga  (Lietuvos konservatoriai),119,7,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0445,Lietuvos centro sąjunga,66,6,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.039,Lietuvos lenkų rinkimų akcija,63,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0322,Krikščionių demokratų sąjunga,51,1,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0216,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",35,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0111,Nuosaikiųjų konservatorių sąjunga,18,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0111,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",16,2,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0099,Lietuvos krikščionių demokratų partija,16,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0056,Lietuvių tautininkų sąjunga,8,1,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0056,"Lietuvos partija ""Socialdemokratija 2000""",9,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0012,Lietuvos laisvės sąjunga,2,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.0006,Lietuvos valstiečių partija,1,-,Rugių (Nr. 212)
Fabijoniškių (Nr. 5),0.2982,Lietuvos liberalų sąjunga,750,13,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.2634,A.Brazausko socialdemokratinė koalicija,668,6,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.1692,Naujoji sąjunga (socialliberalai),426,7,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0864,Tėvynės sąjunga  (Lietuvos konservatoriai),209,12,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0442,Lietuvos lenkų rinkimų akcija,112,1,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0383,Krikščionių demokratų sąjunga,90,8,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0371,Lietuvos centro sąjunga,94,1,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0219,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",56,-,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0094,Lietuvos krikščionių demokratų partija,22,2,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0082,Lietuvių tautininkų sąjunga,21,-,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0066,Nuosaikiųjų konservatorių sąjunga,17,-,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0066,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",17,-,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0055,Lietuvos valstiečių partija,13,1,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0027,"Lietuvos partija ""Socialdemokratija 2000""",7,-,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.0023,Lietuvos laisvės sąjunga,6,-,Gedvydžių (Nr. 211)
Fabijoniškių (Nr. 5),0.2712,Lietuvos liberalų sąjunga,621,8,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.2527,A.Brazausko socialdemokratinė koalicija,575,11,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.1764,Naujoji sąjunga (socialliberalai),398,11,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.091,Tėvynės sąjunga  (Lietuvos konservatoriai),206,5,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0535,Lietuvos lenkų rinkimų akcija,124,-,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0466,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",106,2,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0362,Lietuvos centro sąjunga,83,1,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.031,Krikščionių demokratų sąjunga,68,4,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0103,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",24,-,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0086,Lietuvių tautininkų sąjunga,20,-,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0086,Nuosaikiųjų konservatorių sąjunga,17,3,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.006,Lietuvos krikščionių demokratų partija,14,-,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0043,Lietuvos valstiečių partija,9,1,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0017,Lietuvos laisvės sąjunga,4,-,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.0017,"Lietuvos partija ""Socialdemokratija 2000""",4,-,P.Žadeikos (Nr. 210)
Fabijoniškių (Nr. 5),0.2842,Lietuvos liberalų sąjunga,718,19,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.2599,A.Brazausko socialdemokratinė koalicija,658,16,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.1728,Naujoji sąjunga (socialliberalai),438,10,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0972,Tėvynės sąjunga  (Lietuvos konservatoriai),234,18,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0409,Krikščionių demokratų sąjunga,100,6,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0374,Lietuvos lenkų rinkimų akcija,92,5,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0332,Lietuvos centro sąjunga,86,-,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.027,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",68,2,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0116,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",27,3,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0112,Lietuvių tautininkų sąjunga,25,4,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0104,Nuosaikiųjų konservatorių sąjunga,26,1,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0073,Lietuvos krikščionių demokratų partija,18,1,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0031,"Lietuvos partija ""Socialdemokratija 2000""",8,-,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0027,Lietuvos valstiečių partija,7,-,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.0012,Lietuvos laisvės sąjunga,2,1,L.Giros (Nr. 209)
Fabijoniškių (Nr. 5),0.3044,Lietuvos liberalų sąjunga,451,9,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.2396,A.Brazausko socialdemokratinė koalicija,355,7,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.1926,Naujoji sąjunga (socialliberalai),288,3,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0774,Tėvynės sąjunga  (Lietuvos konservatoriai),115,2,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0424,Lietuvos lenkų rinkimų akcija,63,1,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0397,Krikščionių demokratų sąjunga,59,1,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0318,Lietuvos centro sąjunga,44,4,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0304,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",46,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0119,Lietuvos krikščionių demokratų partija,18,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0113,Nuosaikiųjų konservatorių sąjunga,17,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0066,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",10,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.006,Lietuvių tautininkų sąjunga,9,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0033,"Lietuvos partija ""Socialdemokratija 2000""",5,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0013,Lietuvos valstiečių partija,2,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.0013,Lietuvos laisvės sąjunga,2,-,Kaimelio (Nr. 208)
Fabijoniškių (Nr. 5),0.2915,Lietuvos liberalų sąjunga,471,12,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.2529,A.Brazausko socialdemokratinė koalicija,417,2,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.1738,Naujoji sąjunga (socialliberalai),287,1,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.0833,Tėvynės sąjunga  (Lietuvos konservatoriai),130,8,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.0447,Lietuvos lenkų rinkimų akcija,72,2,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.038,Krikščionių demokratų sąjunga,62,1,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.035,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",57,1,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.0332,Lietuvos centro sąjunga,55,-,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.0127,Nuosaikiųjų konservatorių sąjunga,20,1,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.0115,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",19,-,S.Stanevičiaus (Nr. 207)
Fabijoniškių (Nr. 5),0.0084,Lietuvos krikščionių demokratų partija,12,2,S.Stanevičiaus (Nr. 207)
