kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.6763,164,0.5579,24,Kurtuvėnų (Nr. 11) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1151,25,0.095,7,Kurtuvėnų (Nr. 11) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1007,25,0.0831,3,Kurtuvėnų (Nr. 11) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1007,26,0.0831,2,Kurtuvėnų (Nr. 11) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0827,20,0.0682,3,Kurtuvėnų (Nr. 11) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0396,11,0.0326,-,Kurtuvėnų (Nr. 11) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.018,4,0.0148,1,Kurtuvėnų (Nr. 11) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0108,3,0.0089,-,Kurtuvėnų (Nr. 11) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.6261,133,0.5373,11,Gilvyčių (Nr. 10) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1783,38,0.153,3,Gilvyčių (Nr. 10) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1043,20,0.0896,4,Gilvyčių (Nr. 10) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.087,17,0.0746,3,Gilvyčių (Nr. 10) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0478,9,0.041,2,Gilvyčių (Nr. 10) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0304,5,0.0261,2,Gilvyčių (Nr. 10) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0217,5,0.0187,-,Gilvyčių (Nr. 10) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.013,3,0.0112,-,Gilvyčių (Nr. 10) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.5177,197,0.4311,22,Bubių (Nr. 9) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1631,53,0.1358,16,Bubių (Nr. 9) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1489,55,0.124,8,Bubių (Nr. 9) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1087,43,0.0906,3,Bubių (Nr. 9) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0827,32,0.0689,3,Bubių (Nr. 9) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0709,28,0.0591,2,Bubių (Nr. 9) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0355,14,0.0295,1,Bubių (Nr. 9) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0024,1,0.002,-,Bubių (Nr. 9) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.5026,90,0.4486,6,Einoraičių (Nr. 8) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1571,29,0.1402,1,Einoraičių (Nr. 8) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1099,21,0.0981,-,Einoraičių (Nr. 8) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1047,19,0.0935,1,Einoraičių (Nr. 8) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0995,19,0.0888,-,Einoraičių (Nr. 8) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0628,9,0.0561,3,Einoraičių (Nr. 8) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0157,3,0.014,-,Einoraičių (Nr. 8) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0052,1,0.0047,-,Einoraičių (Nr. 8) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0,-,0.0,-,Pakapės (Nr. 7) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.6405,88,0.5731,10,Pakapės (Nr. 7) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1765,26,0.1579,1,Pakapės (Nr. 7) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1373,20,0.1228,1,Pakapės (Nr. 7) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0523,8,0.0468,-,Pakapės (Nr. 7) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0392,6,0.0351,-,Pakapės (Nr. 7) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0327,4,0.0292,1,Pakapės (Nr. 7) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0131,1,0.0117,1,Pakapės (Nr. 7) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0,-,0.0,-,Vijolių (Nr. 3) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.3518,163,0.3261,2,Vijolių (Nr. 3) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1855,87,0.1719,-,Vijolių (Nr. 3) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.145,67,0.1344,1,Vijolių (Nr. 3) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1365,62,0.1265,2,Vijolių (Nr. 3) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1066,50,0.0988,-,Vijolių (Nr. 3) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0704,32,0.0652,1,Vijolių (Nr. 3) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0192,8,0.0178,1,Vijolių (Nr. 3) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.4899,319,0.4455,20,Bridų (Nr. 2) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1821,121,0.1656,5,Bridų (Nr. 2) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1402,92,0.1275,5,Bridų (Nr. 2) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0968,57,0.088,10,Bridų (Nr. 2) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0896,59,0.0815,3,Bridų (Nr. 2) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0607,37,0.0552,5,Bridų (Nr. 2) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0072,5,0.0066,-,Bridų (Nr. 2) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0029,2,0.0026,-,Bridų (Nr. 2) apylinkė
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.3993,545,0.3655,12,Ginkūnų (Nr. 1) apylinkė
Aidas Buzys,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1677,230,0.1535,4,Ginkūnų (Nr. 1) apylinkė
Asta Terminienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1627,223,0.149,4,Ginkūnų (Nr. 1) apylinkė
Jonas Gediminas Jocius,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1276,170,0.1168,8,Ginkūnų (Nr. 1) apylinkė
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.1054,133,0.0965,14,Ginkūnų (Nr. 1) apylinkė
Regina Rupšienė,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0373,50,0.0341,2,Ginkūnų (Nr. 1) apylinkė
Antanas Abakas,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0308,41,0.0282,2,Ginkūnų (Nr. 1) apylinkė
Juozapas Butkus,Šiaulių kaimiškoji (Nr. 45) vienmandatės apygardos,0.0022,3,0.002,-,Ginkūnų (Nr. 1) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5097,266,0.4288,23,Žeimelio (Nr. 38) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.2205,118,0.1855,7,Žeimelio (Nr. 38) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1446,64,0.1217,18,Žeimelio (Nr. 38) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0758,33,0.0638,10,Žeimelio (Nr. 38) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0529,29,0.0445,1,Žeimelio (Nr. 38) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0459,22,0.0386,4,Žeimelio (Nr. 38) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0317,12,0.0267,6,Žeimelio (Nr. 38) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.03,12,0.0252,5,Žeimelio (Nr. 38) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0229,11,0.0193,2,Žeimelio (Nr. 38) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0,-,0.0,-,Ūdekų (Nr. 37) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5366,112,0.4314,20,Ūdekų (Nr. 37) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.3496,71,0.281,15,Ūdekų (Nr. 37) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0976,23,0.0784,1,Ūdekų (Nr. 37) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0732,17,0.0588,1,Ūdekų (Nr. 37) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0325,8,0.0261,-,Ūdekų (Nr. 37) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0244,5,0.0196,1,Ūdekų (Nr. 37) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0244,6,0.0196,-,Ūdekų (Nr. 37) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0203,4,0.0163,1,Ūdekų (Nr. 37) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.4792,88,0.424,4,Triškonių (Nr. 36) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.2917,52,0.2581,4,Triškonių (Nr. 36) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1146,19,0.1014,3,Triškonių (Nr. 36) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0469,8,0.0415,1,Triškonių (Nr. 36) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0365,7,0.0323,-,Triškonių (Nr. 36) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0365,5,0.0323,2,Triškonių (Nr. 36) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.026,4,0.023,1,Triškonių (Nr. 36) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.026,5,0.023,-,Triškonių (Nr. 36) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0208,4,0.0184,-,Triškonių (Nr. 36) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.7168,145,0.6113,17,Šukionių (Nr. 35) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1637,34,0.1396,3,Šukionių (Nr. 35) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0752,12,0.0642,5,Šukionių (Nr. 35) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0487,8,0.0415,3,Šukionių (Nr. 35) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0442,10,0.0377,-,Šukionių (Nr. 35) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.031,7,0.0264,-,Šukionių (Nr. 35) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0265,6,0.0226,-,Šukionių (Nr. 35) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0221,3,0.0189,2,Šukionių (Nr. 35) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0177,1,0.0151,3,Šukionių (Nr. 35) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0,-,0.0,-,Sosdvario (Nr. 34) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5211,29,0.4111,8,Sosdvario (Nr. 34) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.2394,14,0.1889,3,Sosdvario (Nr. 34) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.169,8,0.1333,4,Sosdvario (Nr. 34) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1408,8,0.1111,2,Sosdvario (Nr. 34) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1127,8,0.0889,-,Sosdvario (Nr. 34) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0282,1,0.0222,1,Sosdvario (Nr. 34) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0282,2,0.0222,-,Sosdvario (Nr. 34) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0141,1,0.0111,-,Sosdvario (Nr. 34) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.3941,70,0.3361,10,Stačiūnų (Nr. 33) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.2315,41,0.1975,6,Stačiūnų (Nr. 33) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1872,36,0.1597,2,Stačiūnų (Nr. 33) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1576,30,0.1345,2,Stačiūnų (Nr. 33) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0394,6,0.0336,2,Stačiūnų (Nr. 33) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0394,4,0.0336,4,Stačiūnų (Nr. 33) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0394,8,0.0336,-,Stačiūnų (Nr. 33) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0296,5,0.0252,1,Stačiūnų (Nr. 33) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0197,3,0.0168,1,Stačiūnų (Nr. 33) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.4476,222,0.3733,30,Rozalimo (Nr. 32) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.3286,168,0.2741,17,Rozalimo (Nr. 32) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0959,48,0.08,6,Rozalimo (Nr. 32) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0817,39,0.0681,7,Rozalimo (Nr. 32) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0675,33,0.0563,5,Rozalimo (Nr. 32) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0409,22,0.0341,1,Rozalimo (Nr. 32) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.032,15,0.0267,3,Rozalimo (Nr. 32) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0195,9,0.0163,2,Rozalimo (Nr. 32) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.016,7,0.0133,2,Rozalimo (Nr. 32) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.6346,59,0.55,7,Rimkūnų (Nr. 31) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1923,19,0.1667,1,Rimkūnų (Nr. 31) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0577,6,0.05,-,Rimkūnų (Nr. 31) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0577,4,0.05,2,Rimkūnų (Nr. 31) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0481,5,0.0417,-,Rimkūnų (Nr. 31) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0385,3,0.0333,1,Rimkūnų (Nr. 31) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0385,4,0.0333,-,Rimkūnų (Nr. 31) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0288,3,0.025,-,Rimkūnų (Nr. 31) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0096,1,0.0083,-,Rimkūnų (Nr. 31) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5645,135,0.5224,5,Plaučiškių (Nr. 30) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.2218,51,0.2052,4,Plaučiškių (Nr. 30) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0887,20,0.0821,2,Plaučiškių (Nr. 30) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0524,13,0.0485,-,Plaučiškių (Nr. 30) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0524,11,0.0485,2,Plaučiškių (Nr. 30) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0202,5,0.0187,-,Plaučiškių (Nr. 30) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0202,5,0.0187,-,Plaučiškių (Nr. 30) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0202,5,0.0187,-,Plaučiškių (Nr. 30) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0121,3,0.0112,-,Plaučiškių (Nr. 30) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0,-,0.0,-,Preičiūnų (Nr. 28) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5818,56,0.4444,8,Preičiūnų (Nr. 28) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.2,21,0.1528,1,Preičiūnų (Nr. 28) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1091,12,0.0833,-,Preičiūnų (Nr. 28) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0636,3,0.0486,4,Preičiūnų (Nr. 28) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0636,6,0.0486,1,Preičiūnų (Nr. 28) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0636,3,0.0486,4,Preičiūnų (Nr. 28) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0545,5,0.0417,1,Preičiūnų (Nr. 28) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0364,4,0.0278,-,Preičiūnų (Nr. 28) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5804,59,0.4962,6,Peleniškių (Nr. 27) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1518,14,0.1298,3,Peleniškių (Nr. 27) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.125,12,0.1069,2,Peleniškių (Nr. 27) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0536,6,0.0458,-,Peleniškių (Nr. 27) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0536,6,0.0458,-,Peleniškių (Nr. 27) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0536,6,0.0458,-,Peleniškių (Nr. 27) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0446,5,0.0382,-,Peleniškių (Nr. 27) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0357,3,0.0305,1,Peleniškių (Nr. 27) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0089,1,0.0076,-,Peleniškių (Nr. 27) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.4511,106,0.3647,14,Pašvitinio (Nr. 26) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.3459,78,0.2796,14,Pašvitinio (Nr. 26) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1053,23,0.0851,5,Pašvitinio (Nr. 26) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0789,18,0.0638,3,Pašvitinio (Nr. 26) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0677,18,0.0547,-,Pašvitinio (Nr. 26) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0301,7,0.0243,1,Pašvitinio (Nr. 26) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0263,7,0.0213,-,Pašvitinio (Nr. 26) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0188,5,0.0152,-,Pašvitinio (Nr. 26) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.015,4,0.0122,-,Pašvitinio (Nr. 26) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.3014,42,0.2803,2,Lieporų (Nr. 26) apylinkė
Rimantas Remeika,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1644,24,0.1529,-,Lieporų (Nr. 26) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1233,18,0.1146,-,Lieporų (Nr. 26) apylinkė
Marija Šerienė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1164,15,0.1083,2,Lieporų (Nr. 26) apylinkė
Eugenijus Sklenys,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1096,16,0.1019,-,Lieporų (Nr. 26) apylinkė
Darius Rickevičius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0959,14,0.0892,-,Lieporų (Nr. 26) apylinkė
Albinas Raudonius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0548,7,0.051,1,Lieporų (Nr. 26) apylinkė
Renata Lingevičiūtė,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0479,7,0.0446,-,Lieporų (Nr. 26) apylinkė
Eugenijus Karklius,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.0205,3,0.0191,-,Lieporų (Nr. 26) apylinkė
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.5879,111,0.4979,6,Pamūšio (Nr. 25) apylinkė
Justinas Macijauskas,Pakruojo - Joniškio (Nr. 46) vienmandatės apygardos,0.1859,33,0.1574,4,Pamūšio (Nr. 25) apylinkė
