apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1955 05 06,Vedęs,Nebuvo,"Generalinė miškų urėdija prie Aplinkos ministerijos, Generalinis miškų urėdas",Benjaminas SAKALAUSKAS,Vilnius ,"1988 - Lietuvos žemės ūkio akademija, miškų ūkio inžinierius",Medžioklė,,Tėvynės sąjunga  (Lietuvos konservatoriai),,,Anglų,Nėra,Neturi
Aukštaitijos,1955 03 16,Vedęs,Nebuvo,,Rimantas ASTRAUSKAS,Panevėžys ,"1978 - Vilniaus valstybinis universitetas, Fizikas",Kelionės,,Lietuvos laisvės lyga,,,Rusų,Yra,Neturi
Jurbarko,1956 10 07,Nenurodė,Nebuvo,"Generalinė miškų urėdija prie Aplinkos ministerijos, skyriaus viršininkė",Birutė VALIONYTĖ,"Girsteikiškio k. , Rokiškio raj.","1983 - Žemės ūkio akademija, Miškų ūkio inžinierė",Kelionės,,Lietuvos demokratų partija,,,Rusų,Nėra,Neturi
Daugiamandatė,1947 06 12,Ištekėjusi,Nebuvo,"Šiaulių apskr. P.Višinskio viešoji biblioteka, Muzikos skyriaus vedėja",Janina TEPLIAJEVA,Šiauliai ,"1970 - Šiaulių pedagoginis universitetas, Lietuvių k. ir lit. - muzikos mokytoja",Sodas,,A.Brazausko socialdemokratinė koalicija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1951 02 22,,Nebuvo,,Irena KAPAČINSKIENĖ,Kaunas ,,,,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",,,Lenkų,Nėra,Neturi
Daugiamandatė,1947 05 30,Našlys,Nebuvo,"TŪB ""Postas"", pirmininkas",Juozas TAMAŠAUSKAS,Vilnius ,"1971 - Vilniaus valstybinis universitetas, ekonomistas",Kelionės,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1963 11 27,Ištekėjusi,Nebuvo,"AB ""Lietuvos draudimas"" Trakų filialas, vadybininkė",Romutė SLAVINSKA,"Trakai , Trakų raj.","1983 - Vilniaus finansų ir kredito technikumas, finansininkė",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1949 08 01,Ištekėjusi,Nebuvo,"Pagirių seniūnija, seniūnė",Marija MATIULEVIČ,"Juodbalių k. , Vilniaus raj.","1978 - Gardino žemės ūkio institutas, zootechnika",Kelionės,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1950 11 28,Nevedęs,Nebuvo,"Vilniaus r. savivaldybė, Nemenčinės kultūros namų direktorius",Anton ŠOSTKO,"Gaukštonių k. , Vilniaus raj.","1991 - Vilniaus politechnikumas, technikas-technologas",Futbolas,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1963 08 16,,Nebuvo,"Vilniaus r. tarakonių pagr. mokykla, direktoriaus pavaduotojas",Algimant BANIEVIČ,"Nemenčinė , Vilniaus raj.","1985 - Vilniaus valst. pedagoginis institutas, techninės disciplinos ir darbas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1941 06 04,Ištekėjusi,Nebuvo,"Vilniaus r. Riešės pagrindinė mokykla, direktorė",Danutė RALOVEC,Vilnius ,"1968 - Vilniaus valst. pedagoginis institutas, rusų kalbos ir literatūros vid. mokyklos mokytoja",Literatūra,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1946 04 01,Vedęs,Nebuvo,Laikinia nedirbantis,Vitold TROMBAČIK,"Paluknio k. , Trakų raj.","1974 - Vilniaus agrozootechnikumas, technikas-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1962 03 08,Vedęs,Nebuvo,"Marijampolio seniūnija, seniūnas",Andrej ŽABELOVIČ,"Marijampolio k. , Vilniaus raj.","1981 - Vilniaus mokykla, technikas-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1950 12 17,Ištekėjusi,Nebuvo,"Riešės seniūnija, raštvedė",Teresa PAŠKOVSKA,"D.Riešės k. , Vilniaus raj.",1969 - Eitmeniškių vid. mokykla,,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1947 07 20,Vedęs,Nebuvo,"Vilniaus r. Paberžės seniūnija, seniūnas",Genrik GERULSKIJ,"Anavilio k. , Vilniaus raj.","1970 - Lietuvos žemės ūkio akademija, inžinierius-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1967 09 27,Vedęs,Nebuvo,"Vilniaus raj. savivaldybė, Avižienių seniūnas",Michail BORTKEVIČ,"Bukiškio k. , Vilniaus raj.","1986 - Vilniaus TŪT, technikas-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1952 04 21,Ištekėjusi,Nebuvo,"Vilniaus raj. savivaldybės administracija, Dūkštų seniūnija, seniūnė",Vaclava BANIUKEVIČ,"Dūkštų k. , Vilniaus raj.","1983 - Buivydiškių žemės ūkio technikumas, agronomas",Skaitymas,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1952 03 11,Vedęs,Nebuvo,"Maišiagalos seniūnija, seniūnas",Stefan ORŠEVSKI,"Bukiškio k. , Vilniaus raj.","1981 - Lietuvos žemės ūkio akademija, inžinierius-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1959 01 23,Ištekėjusi,Nebuvo,"Rukainių vid. mokykla, direktoriaus pavaduotoja ūkio reikalams",Jelena PETRULEVIČ,"Rukainių k. , Vilniaus raj.",1977 - Paluknio vid. mokykla,Muzika,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1945 10 10,Našlė,Nebuvo,"Rukainių seniūnija, seniūnė",Leonarda SAPKEVIČ,"Rukainių k. , Vilniaus raj.","1985 - Buivydiškių ž.ū technikumas, zootechnikė",Kultūrinė veikla,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Nenurodė
Daugiamandatė,1960 09 30,,Nebuvo,"TŪB ""Lentvario verslas"", direktorė",Teresa SOLOVJOVA,"Lentvaris , Trakų raj.","1988 - Vilniaus valst. universitetas, buhalterinės apskaitos ir ūkinės veiklos analizė",Sportas,,Lietuvos lenkų rinkimų akcija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1945 11 10,Ištekėjusi,Nebuvo,"Vilniaus r. savivaldybės administarcija, Riešės seniūnijos seniūnė",Ana KOTVICKA,"D.Riešės k. , Vilniaus raj.","1989 - Buivydiškių ž.ū.technikumas, buhalterė",Daržo darbai,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1956 03 16,,Nebuvo,,Michal JANČEVSKI,"Bezdonių mst. , Vilniaus raj.",,,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1941 01 05,Vedęs,Nebuvo,"Medininkų seniūnija, seniūnas",Stanislav BOROŠKO,"Medininkų k. , Vilniaus raj.","1968 - LŽŪA, agronomas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1961 10 29,Vedęs,Nebuvo,"Vilniaus raj. savivaldybė, Lavoriškių seniūnas",Jan KRASOVSKIJ,"Lavoriškių k. , Vilniaus raj.",1979 - Lavoriškių vid. mokykla,,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1958 05 04,Vedęs,Nebuvo,"Vilniaus raj. savivaldybės administracija, Šatrininkų seniūnas",Veslav STARIKOVIČ,"Grigaičių k. , Vilniaus raj.","1986 - Vilniaus politechnikumas, radioinžinierius",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1962 11 04,Vedęs,Nebuvo,"Vilniaus raj. savivaldybė, Juodšilių seniūnas",Tadeuš AŠKELIANEC,"Juodšilių k. , Vilniaus raj.","Vilniaus politechnikumas, autotransporto eksploatacija",,,Lietuvos lenkų rinkimų akcija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1949 04 05,Vedęs,Nebuvo,verslininkas,Aleksandr ŽAVORONOK,"Skaidiškių k. , Vilniaus raj.","1975 - Rudaminos vid. mokykla, tekintojas",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1959 01 07,Vedęs,Nebuvo,,Romuald GŽYBOVSKI,Vilnius ,,,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1945 07 17,Vedęs,Nebuvo,"Vilniaus raj. savivaldybė, Rudaminos seniūnijos seniūnas",Tadeuš KULAKOVSKI,"Rudaminos k. , Vilniaus raj.","1972 - Kauno politechnikos institutas, inžinierius-mechanikas",Architektūra,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1955 01 16,Vedęs,Nebuvo,"Vilniaus raj. savivaldybės administracija, Nemėžio seniūnas",Vlodzimiež SIPOVIČ,"Skaidiškių k. , Vilniaus raj.","1978 - Lietuvos žemės ūkio universitetas, inžinierius-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1939 11 01,Išsiskyrusi,Nebuvo,"Rudaminos vid. mokykla, mokytoja",Teresa PARAMONOVA,"Rudaminos k. , Vilniaus raj.","1975 - Kaliningrado valst. universitetas, biologijos mokyotja",Literatūra,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1961 12 23,Vedęs,Nebuvo,bedarbis,Jaroslav KRULIKOVSKI,"Skaidiškių k. , Vilniaus raj.","1981 - Vilniaus elektromechanikos technikumas, technikas-elektrikas",Dainavimas su gitara,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1940 06 02,Vedęs,Nebuvo,"Mickūnų seniūnija, seniūnas",Tadeuš PETKEVIČ,"Skaisterių k. , Vilniaus raj.","1952 - Vilniaus agrozootechnikumas, agronomas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1959 02 28,Ištekėjusi,Nebuvo,"Kalvelių seniūnija, seniūnė",Kristina GERASIMOVIČ,"Šumsko mst. , Vilniaus raj.","1981 - Techninis universitetas (VISI), statybos inžinierė",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1954 05 06,Vedęs,Nebuvo,"Čiužakampio pagr. mokykla, direktorius",Jan MAŽEIKO,"Didžiųjų Sėlų k. , Šalčininkų raj.","1978 - Šiaulių pedagoginis institutas, pradinių klasių mokytojas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1944 11 30,Išsiskyręs,Nebuvo,"AB ""Grigiškės"", projektavimo-konstravimo biuras, konstruktorius-projektuotojas energetikos ir automatikos skyriuje",Andrejus GOTTO,Trakų raj. ,"1982 - Vilniaus universitetas, filologas, kalbos ir lit. dėstytojas;1972 - Minsko radiotechninis MRT, radioaparatūros konstravimas;1964 - Elektrotechninė m-la, BKJ laivyne, turbinistas;1963 - Technikos m-la Nr.1 m. Kerč, laivų statytojas",Dainavimas,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1941 10 10,Vedęs,Nebuvo,,Vikentij SUCHOVEJ,Vilnius ,"1971 - Vilniaus inženerinis statybos institutas, inžnierius-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1935 06 24,Vedęs,Nebuvo,pensininkas,Jan ŠILOBRIT,"Savičiūnų k. , Vilniaus raj.","1963 - Žemės ūkio technikumas, agronomas",Žūklė,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1958 08 17,Išsiskyręs,Nebuvo,"Vilnaisu m. savivaldybė, Grigiškių seniūnas",Leonard KLIMOVIČ,"Lentvaris , Trakų raj.","1986 - Vilniaus inžinerinis statybos institutas, inžinierius-mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1956 04 12,Vedęs,Nebuvo,"Rūdiškių seniūnija, seniūnas",Tadeušas PAVLOVSKIS,"Rūdiškės , Trakų raj.","1975 - Vilniaus agrozootechnikumas, mechanikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1964 08 13,Ištekėjusi,Nebuvo,"Senųjų Trakų vaikų lopšelio darželis, vedėja",Marija PUČ,"S.Trakų k. , Trakų raj.","1990 - Vilniaus pedagoginis institutas, ikimokyklinis ugdymas",Mezgimas,,Lietuvos lenkų rinkimų akcija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1942 02 11,Vedęs,Nebuvo,"Nemenčinės 1-oji vid. mokykla, direktorius",Antanas MALINAUSKAS,"Nemenčinė , Vilniaus raj.","1965 - Vilniaus pedagoginis institutas, fizika",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1951 04 13,,Nebuvo,"Naujosios Vilnios seniūnija, seniūnas",Mečislavas ZAIKOVSKIS,Vilnius ,"1973 - Vilniaus valst. universitetas, ekonomistas",,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1951 06 22,Vedęs,Nebuvo,"Naujininkų seniūnija, seniūnas",Benedikt CITOVIČ,Vilnius ,"1974 - Vilniaus valst. pedagoginis institutas, lenkų k. ir geografijos mokytojas",Autosportas,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1950 10 11,Vedęs,Nebuvo,"Vilniaus raj. savivaldybė, kultūros, sporto ir turizmo sk. vedėjas",Edmund ŠOT,Vilnius ,"Lietuvos valst. KKI, fizinio lavinimo dėstytojas",Knygos,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1940 01 04,Vedęs,Nebuvo,"Vilniaus m. Vl.Sirokomlės vid. mokykla, direktorius",Jan Tadeuš DOVGIALO,Vilnius ,"1975 - Gardino pedagoginis universitetas, matematikas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1941 09 22,Vedęs,Nebuvo,"Mickūnų vid, mokykla, direktoriaus pavaduotojas",Viktor KIRKEVIČ,"Mickūnų k. , Vilniaus raj.","1965 - VVPI, lenkų kalbos vid mokyklos mokytojas; rusų kalbos pagrindinės mokyklos mokytojas",Daržininkystė,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1955 09 21,Vedęs,Nebuvo,"VĮ ""Trakų ligoninė"", gydytoas",Tadeuš TUČKOVSKI,"Žaizdrių k. , Trakų raj.","1980 - Vilniaus universitetas, gydytojas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1966 12 25,Vedęs,Nebuvo,"UAB ""Olkusjana"", direktorius",Jurij BARKOVSKIJ,"Jašiūnų k. , Šalčininkų raj.","1996 - Technikos universitetas, autotransportas",,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1946 07 27,Vedęs,Nebuvo,nuo 2000 m. gegužės 2 d. - laisvas žurnalistas,Zbignev BALCEVIČ,Vilnius ,"1971 - Vilniaus universitetas, Teisė",Kelionės,,Lietuvos lenkų rinkimų akcija,,,Vokiečių,Nėra,Neturi
Antakalnio,1959 11 09,,Nebuvo,,Zbignev ČECH,"Galgių k. , Vilniaus raj.",,,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1952 01 06,Išsiskyrusi,Nebuvo,"Grigaičių prad. mokykla, mokytoja",Tatjana MARKOVA,Vilnius ,"1976 - Šiaulių pedagoginis institutas, prad. kl. mokytoja",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1940 09 01,Vedęs,Nebuvo,"Trakų raj. laisvalaikio organizavimo centras, darbų saugos specialistas",Henrik JANKOVSKI,"Trakai , Trakų raj.","1971 - Visasąjunginis žemės ūkio institutas, ekonomistas;1966 - Lietuvos žemės ūkio akademija, agronomas;1960 - Vilniaus agrozootechnikumas, zootechnikas",Žūklė,,Lietuvos lenkų rinkimų akcija,,,,Nėra,Neturi
Daugiamandatė,1939 03 25,Vedęs,Nebuvo,"Sudervės pagrindinė mokykla, mokytojas",Juzef KVETKOVSKIJ,Vilnius ,"1964 - Leningrado N.Gerceno pedagoginis institutas, istorija",Kalnų turizmas,,Lietuvos lenkų rinkimų akcija,,,Vokiečių,Nėra,Neturi
Širvintų - Vilniaus,1938 03 25,Vedęs,Nebuvo,"LR Seimas, Seimo narys",Gabriel Jan MINCEVIČ,Vilnius ,"2000 - Popiežiaus teologijos fakultetas, teologijos magistras;1968 - Vilniaus muzikos akademija, choro dirigentas, chorinių disciplinų dėstytojas",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1962 01 01,Vedęs,Nebuvo,"Šklėrių pagrindinė mokykla, direktorius-mokytojas",Jaroslav NARKEVIČ,"Trakai , Trakų raj.","1983 - Vilniaus valst.pedagoginis institutas, matematikos mokytojas",Dainavimas,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1956 11 06,Vedęs,Nebuvo,"Eišiškių seniūnija, seniūnas",Leonard TALMONT,"Eišiškės , Šalčininkų raj.","1979 - Lietuvos žemės ūkio universitetas, agronomija",Sportas,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1953 10 01,Nevedęs,Nebuvo,"UAB ""Magazyn Wilenski"", direktorius",Michal MACKEVIČ,Vilnius ,"1981 - Vilniaus valst. pedagoginis institutas, lenkų kalbos mokytojas",,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1948 07 25,Vedęs,Nebuvo,"UAB ""Hago"", energetikas",Tadeuš FILIPOVIČ,Vilnius ,"1973 - Sankt Peterburgo geležinkelio transporto institutas, inžinierius elektromechanikas",Psichologija,,Lietuvos lenkų rinkimų akcija,,,Lenkų,Nėra,Neturi
Vilniaus - Šalčininkų,1965 03 03,Vedęs,Nebuvo,"Vilnaius raj. savivaldybė, vicemeras",Valdemar TOMAŠEVSKI,Vilnius ,"1990 - Vilniaus inžinierinis statybos institutas, inžinierius mechanikas",Sportas,,Lietuvos lenkų rinkimų akcija,,,Rusų,Nėra,Neturi
Daugiamandatė,1971 11 02,Ištekėjusi,Nebuvo,"UAB ""Deepak grupė"", sekretorė referentė",Ula TEN,Vilnius ,1989 - Vilniaus 44-oji vid. m-kla,,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,,Nėra,Neturi
Daugiamandatė,1954 06 28,Išsiskyręs,Nebuvo,Bedarbis,Valentinas KAMINSKIS,Vilnius ,,Žvejyba,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1941 01 17,Išsiskyręs,Nebuvo,"VRM kultūros ir sporto rūmai, ritmo plastinės improvizacijos kūrėjas",Elegijus BUKAITIS,Vilnius ,"1971 - Sankt-Peterburgo šokio akademija ir konservatorija, baletmeisteris choreografas",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,,Nėra,Neturi
Daugiamandatė,1973 03 06,Vedęs,Nebuvo,"Ž.Gridziuškos personali įmonė, savininkas",Žigimantas GRIDZIUŠKA,Vilnius ,"1992 - I buitininkų m-kla, auto šaltkalvis",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1972 08 11,Nevedęs,Nebuvo,"Firma ""Komptrasta"", savininkas",Pavel PETRENKO,Vilnius ,,,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,,Nėra,Neturi
Daugiamandatė,1950 11 20,Išsiskyręs,Nebuvo,,Vaclovas KISELEVIČIUS,Vilnius ,"1969 - Vilniaus statybos technikumas, dujų ūkis",Buriavimas,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1952 11 01,Vedęs,Nebuvo,"UAB ""Toks"", santechnikas",Vladimiras LAŠUKAS,Vilnius ,"1972 - Vilniaus politechnikos m-kla, šilumininkas",Knygos,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Anglų,Nėra,Neturi
Daugiamandatė,1966 05 13,Vedęs,Nebuvo,"UAB ""Destlit"", direktorius",Oleg SOBOLEV,Vilnius ,1983 - Vilniaus vid. m-kla,Kelionės,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Lenkų,Nėra,Neturi
Daugiamandatė,1958 10 28,Vedęs,Nebuvo,"UAB ""Mersera"", vairuotojas",Vladimir LEVIN,Vilnius ,1975 - 36-oji vid. m-kla,Gamta,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Lenkų,Nėra,Neturi
Daugiamandatė,1960 11 07,Vedęs,Nebuvo,"UAB ""Ževita"", dėstytojas",Viktoras BITELIS,Vilnius ,"1986 - VISI, inžinierius",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1950 10 17,,Nebuvo,,Sigitas DOBILIAUSKAS,Vilnius ,1968 - ,,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1949 02 10,Vedęs,Nebuvo,"UAB ''Omelturas'', direktorius",Georgij VINŽANOV,Vilnius ,"1977 - Leningrado geležinkelio transporto institutas, inžinierius mechanikas",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,,Nėra,Neturi
Daugiamandatė,1945 08 10,Vedęs,Nebuvo,"UAB ''Vilnelė'', direktorius",Kazimieras KAVALIAUSKAS,"Kėbliškių k. , Prienų raj.","1975 - Kauno politechnikos institutas, inžinierius elektronikas",Folkloras,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1937 07 17,,Nebuvo,,Kristina KRULIENĖ,Vilnius ,"1967 - Vilniaus dailės institutas, dizainerė",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1950 08 02,Vedęs,Nebuvo,Liaudies vienybės sąjungos įmonės pirmininkas,Jurijus SUBOTINAS,Kaunas ,"1978 - Kauno politechnikos institutas, radijo inžinierius",Bendravimas su žmonėmis,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Yra,Neturi
Daugiamandatė,1971 06 16,,Nebuvo,"UAB ''Ževita'', administratorė",Inga ŽUKEVIČIŪTĖ,Vilnius ,"1992 - Vilniaus aukštesnioji prekybos m-kla, prekybos organizatorius",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Rusų,Nėra,Neturi
Daugiamandatė,1963 06 27,Ištekėjusi,Nebuvo,"UAB ''Brelytus textil'', lankstytoja",Violeta BUTRIMIENĖ,Alytus ,1981 - Alytaus Piliakalnio vid. m-kla,Kelionės,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Lenkų,Nėra,Neturi
Daugiamandatė,1936 02 22,Vedęs,Nebuvo,"Matematikos ir informatikos institutas, vyresnysis mokslinis bendradarbis",Antanas BASKAS,Marijampolė ,"1960 - Kauno politechnikos institutas, skaič.maš.",,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Anglų,Nėra,Neturi
Daugiamandatė,1962 10 09,Ištekėjusi,Nebuvo,Veikla pagal patentą,Jelena MARKEVIČIENĖ,Vilnius ,,,,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",,,Vokiečių,Nėra,Neturi
