apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1957 05 22,Išsiskyrusi,Nebuvo,"AB ""Ekranas"", pamainos meistrė",Lina RASIKEVIČIENĖ,Panevėžys ,"1986 - Panevėžio politechnikumas, technikė technologė",Kelionės,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Daugiamandatė,1953 08 12,Vedęs,Nebuvo,"AB ""Inžineriniai tyrinėjimai"", bendrovės valdybos narys, Klaipėdos filialo direktorius",Aloyzas KAŽDAILEVIČIUS,Klaipėda ,"1976 - Vilniaus inžinerinis statybos institutas, inžinierius geodezininkas",Darbas,,A.Brazausko socialdemokratinė koalicija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1944 10 07,Ištekėjusi,Nebuvo,"Individuali reklamos paslaugų įmonė, savininkė",Marija Nijolė MEILUTIENĖ,"Tauragė , Tauragės raj.","Tauragės politechnikumas, technikas-technologas",Bendravimas su žmonėmis,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Daugiamandatė,1958 04 01,Vedęs,Nebuvo,"Alytaus miesto savivaldybė, savivaldybės kontrolierius",Julius SABATAUSKAS,Alytus ,"1981 - Kauno politechnikos institutas, automatinio valdymo sistemos",Šachmatai,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1957 10 01,Vedęs,Nebuvo,"Mokslo ir studijų departamentas prie Švietimo ir mokslo ministerijos, studijų skyriaus vedėjas",Rimantas VAITKUS,Vilnius ,"1980 - Vilniaus universitetas, chemija",Kelionės,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1940 12 17,Vedęs,Nebuvo,"Vilniaus universitetas, docentas",Dobilas Jonas KIRVELIS,Vilnius ,"1967 - TSRS MA Valdymo problemų institutas, bionika;1962 - Kauno politechnikos institutas, inžinierius- elektrikas;1957 - Kupiškio vidurinė mokykla",Grybavimas,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Daugiamandatė,1956 02 12,Vedęs,Nebuvo,"Rokiškio rajono savivaldybės teatras, direktorius",Jonas KORENKA,"Rokiškis , Rokiškio raj.","1982 - Valstybinė konservatorija, kultūros švietimo darbuotoja",Žūklė,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Daugiamandatė,1949 11 26,Ištekėjusi,Nebuvo,"Lietuvos teatro, muzikos ir kino muziejus, skyriaus vedėja",Regina LOPIENĖ,Vilnius ,"1974 - Vilniaus valstybinis universitetas, istorikė politologė",Knygos,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1945 07 20,Vedęs,Nebuvo,"Advokato Alberto Krumino kontora, advokatas",Albertas KRUMINAS,"Naujoji Akmenė , Akmenės raj.","1973 - Ukrainos teisės akademija, teisininkas",Skaitymas,,A.Brazausko socialdemokratinė koalicija,,,,Nėra,Neturi
Mažeikių,1954 02 24,Vedęs,Nebuvo,"SP UAB ""Mažeikių šilumos tinklai"", generalinis direktorius",Jonas JURKUS,"Mažeikiai , Mažeikių raj.","1989 - Kaupo politechnikos institutas, inžinierius-mechanikas",Sodas,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Daugiamandatė,1945 03 08,Ištekėjusi,Nebuvo,"Vilniaus universitetas, Edukologijos katedra, docentė",Giedrė PURVANECKIENĖ,Vilnius ,"1968 - Vilniaus universitetas, puslaidininkių fizika",Gėlininkystė,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1959 03 23,Vedęs,Nebuvo,"UAB ""Rodena"" , vadybininkas",Rimantas RUZAS,Kaunas ,"1981 - Lietuvos valstybinės konservatorijos Klaipėdos fakultetas, choregrafija",Muzika,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Daugiamandatė,1957 02 12,Vedęs,Nebuvo,"UAB ""Stop"", prezidentas",Stasys KRUŽINAUSKAS,"Vilkaviškis , Vilkaviškio raj.","1976 - Kauno žemės ūkio technikumas, topografas",Automobiliai,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Daugiamandatė,1969 09 24,Nevedęs,Nebuvo,"UAB ""Stora Enso Packaging"", rinkodaros ir pardavimų vadybininkas",Kęstutis KRIŠČIŪNAS,Kaunas ,"1997 - Vyrauto Didžiojo universitetas, politologija;1993 - Lietuvos žemės ūkio akademija, miškų ūkio inžinierius",Gamta,,A.Brazausko socialdemokratinė koalicija,,,Lenkų,Nėra,Neturi
Daugiamandatė,1950 10 22,Išsiskyrusi,Nebuvo,"Raseinių raj. Kultūros, švietimo ir sporto skyrius, vyresnioji specialistė",Ona BABONIENĖ,"Raseiniai , Raseinių raj.","1997 - Vilniaus pedagoginis universitetas, mokytoja;1978 - Šiaulių pedagoginis institutas, mokytoja, pradinių klasių , pedagogika ir metodika",Turizmas,,A.Brazausko socialdemokratinė koalicija,,,Vokiečių,Nėra,Neturi
Radviliškio,1956 12 02,Išsiskyrusi,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narė",Roma DOVYDĖNIENĖ,Vilnius ,"1981 - Vilniaus valstybinis universitetas, teisininkė",Muzika,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Daugiamandatė,1954 03 05,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Socialinių reikalų ir darbo komiteto pirmininko pavaduotojas",Algirdas SYSAS,Vilnius ,"1983 - Vilniaus universitetas, ekonomika;1973 - Vilniaus politechikumas, radijo elektronikas",,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1951 08 19,Ištekėjusi,Nebuvo,"Kauno moters užimtumo ir informacijos centras, Lietuvos Veterinarijos akademijos direktorė, docentė (chemijos katedroje)",Birutė VĖSAITĖ,Kaunas ,"1981 - Vilniaus valstybinis universitetas, anglų kalba ir literatūra;1974 - Kauno politechnikos institutas, chemikas inžinierius-technologas",Aerobika,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1933 09 25,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Nikolaj MEDVEDEV,Vilnius ,"1956 - Aukštoji inžinerinė karo jūrų mokykla, radiolokacija, radionavigacija",Petrologija,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Suvalkijos,1955 10 30,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Juozas OLEKAS,Vilnius ,"1980 - Vilniaus universitetas, gydytojas",Sodininkystė,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Vilkaviškio,1958 11 19,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Algirdas BUTKEVIČIUS,"Kisiniškių k. , Vilkaviškio raj.","1995 - Kauno technologijos universitetas, vadybos mokslo magistras;1984 - Vilniaus inžinierinis statybos institutas, inžinierius-ekonomistas",Literatūra,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Daugiamandatė,1931 07 06,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Aloyzas SAKALAS,"Jusiškio k. , Anykščių raj.","1960 - Kauno politechnikos institutas, radiotechnika",Pėsčiųjų turizmas,,A.Brazausko socialdemokratinė koalicija,,,Rusų,Nėra,Neturi
Žirmūnų,1951 08 09,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narys",Vytenis Povilas ANDRIUKAITIS,Vilnius ,"1984 - Vilniaus universitetas, istorija;1975 - Kauno medicinos institutas, chirurgija",Etnografija,,Lietuvos socialdemokratų partija,,,Anglų,Nėra,Neturi
Tauragės,1953 11 10,,Nebuvo,"Eugenijaus Kriaučiūno veterinarijos punktas, privatus veterinarijos gydytojas",Eugenijus KRIAUČIŪNAS,"Butkelių k. , Tauragės raj.","1977 - Lietuvos veterinarijos akademija, Veterinarijos gydytojas",Sportas,,Lietuvos socialistų partija,,,Rusų,Nėra,Neturi
Šeškinės,1956 11 14,,Nebuvo,"Vilniaus Vingio vidurinė mokykla, dir. pavaduotoja",Liubovė GLUŠAKOVA,Vilnius ,"1988 - Vilniaus valstybinis universitetas, Teisininkė;1978 - Rusija, Armavico pedagoginis universitetas, Mokytoja",Kelionės,,Lietuvos socialistų partija,,,Rusų,Nėra,Neturi
Anykščių - Kupiškio,1952 04 03,,Nebuvo,"Vilniaus Vingio vid. mokykla, etikos vyr. mokytojas",Michailas BUGAKOVAS,Vilnius ,"1977 - Leningrado valstybinis universitetas, filosofijos fakultetas","Filosofinė, politologinė literatūra",,Lietuvos socialistų partija,,,Rusų,Nėra,Neturi
Kauno kaimiškoji,1941 11 21,,Nebuvo,"Socialinės apsaugos ir darbo ministerija, Teisės ir personalo skyriaus viršininko pavaduotojas",Bronius SIMANAVIČIUS,Vilnius ,"1975 - Vilniaus universitetas, teisininkas",Literatūra,,Lietuvos teisingumo partija,,,Anglų,Nėra,Neturi
Aleksoto -  Vilijampolės,1941 01 24,,Nebuvo,"Marijos Kaladienės individuali įmonė, direktorė",Marija KALADIENĖ,Kaunas ,"1970 - Kauno politechnikos institutas, inžinierius technologas",Kelionės,,Lietuvos teisingumo partija,,,Rusų,Nėra,Neturi
Vakarinė,1974 01 25,Nevedęs,Nebuvo,"Panevėžio rajono savivaldybė, jaunimo koordinatorius",Vidas VISOCKIS,"Ėriškių k. , Panevėžio raj.","Vilniaus universitetas, Istorija;1995 - Panevėžio aukštesnioji technikos mokykla, Jaun. inžinierius",Automobiliai,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Tauragės,1969 06 05,,Nebuvo,"Tauragės raj. savivaldybė, mero patarėja",Edita VAITKUTĖ,"Tauragė , Tauragės raj.","1998 - Lietuvos Pedagogų kvalifikacijos institutas, Anglų kalbos mokytoja;1992 - Vilniaus Pedagoginis  universitetas, Istorijos mokytoja",,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Radviliškio,1970 08 01,,Nebuvo,Lietuvos  smulkaus ir vidutinio verslo plėtros agentūros Tauragės filialo direktorius,Žilvinas URBUTIS,"Tauragė , Tauragės raj.","Vilniaus Dedimino technikos universitetas, Transprto inžinerinė ekonomika ir vadyba;1988 - Vilniaus geležinkelininkų mokykla, Riedmenų remontas",Istorija,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Lazdynų,1955 01 01,,Nebuvo,"UAB ""Arvitra"" pardavimo vadybininkas",Viktoras ŠIMELEVIČIUS,Vilnius ,"1979 - Vilniaus valstybinis universitetas, fizikas",Kelionės,,Moderniųjų krikščionių demokratų sąjunga,,,Lenkų,Nėra,Neturi
Pakruojo - Joniškio,1955 06 25,Ištekėjusi,Nebuvo,"Lietuvos Respublikos Seimas, Seimo narė",Marija ŠERIENĖ,Panevėžio raj. ,"1977 - Lietuvos žemės ūkio universitetas, buhalterė-ekonomistė",Dviračių turizmas,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Kelmės,1958 10 27,Vedęs,Nebuvo,"UAB"" Aledabas"", komercijos direktorius",Jurgis STAŠEVIČIUS,"Kelmė , Kelmės raj.","1987 - LŽŪA, inžinierius-mechanikas",Sportas,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Pajūrio,1961 03 10,Vedęs,Nebuvo,"AB ""Senojji Baltija"", direktorius",Mindaugas RIMEIKIS,Klaipėda ,"1995 - Vilniaus technikos universitetas, In=inierin4s ekonomikos ir vadybos",Istorija,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Zarasų - Visagino,1938 04 26,,Nebuvo,"Vilniaus Gedimino technikos universitetas, docentas",Lionginas RADZEVIČIUS,Vilnius ,"1970 - Vilniaus inžinerinis statybos institutas, inžinierius elektr.",,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Trakų - Elektrėnų,1951 04 26,,Nebuvo,"Žemėtvarkos ir teisės departamentas prie ŽŪM, kontrolės skyriaus vyriausias specialistas",Steponas PUIPA,"Trakai , Trakų raj.","1980 - Lietuvos žemės ūkio akademija, inžinierius-žemėtvarkininkas",Bitininkystė,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Kretingos,1957 03 12,,Nebuvo,"Kretingos sporto mokykla, lengvosios atletikos treneris",Juozas PELIONIS,"Rubulių k. , Kretingos raj.","1991 - Lietuvos kūno kultūros institutas, kūno kultūros dėstytojas",Gamta,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Telšių,1955 04 23,Vedęs,Nebuvo,"Telšių apskrities viršininko administracija, Telšių apskrities vyr. gydytojas",Antanas MARTUSEVIČIUS,"Telšiai , Telšių raj.","1979 - Kauno medicinos institutas, Gydytojas",Medžiotojų būrelis,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Nevėžio,1936 01 02,Vedęs,Nebuvo,"UAB ""Panevėžio būstas"", direktoriaus pavaduotojas",Pranciškus MARKEVIČIUS,Panevėžys ,"1964 - Kauno politechnikos institutas, mechanikas",,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Žirmūnų,1969 01 05,,Nebuvo,menininkė,Daiva LUKŠAITĖ,Vilnius ,"1989 - Kauno Taikomosios dailės technikumas, rūbų modeliavimas ir konstravimas",Dailė,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Utenos,1953 10 25,,Nebuvo,"Vilniaus ""Akiračio"" suaugusiųjų vidurinė mokykla, mokytoja",Vanda KIUDULIENĖ,Vilnius ,"1977 - Vilniaus universitetas, filologas, dėstytojas",istorinės-etnografinės krašto medžiagos rinkimas,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Varėnos - Eišiškių,1962 12 20,Vedęs,Nebuvo,"Lietuvos Respublikos Seimas, Nacionalinio saugumo ir gynybos komiteto pirmininko pavaduotojas",Algis KAŠĖTA,"Mergežerio k. , Varėnos raj.","1991 - Vilniaus universitetas, Istorikas",Muzika,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Naujamiesčio,1959 09 28,Vedęs,Nebuvo,"Kultūros vertybių apsaugos departamento Kultūros paveldo centras, departamento direktoriaus pavaduotojas-centro direktorius",Vitas KARČIAUSKAS,Vilnius ,"1982 - Vilniaus inžinerinis statybos institutas, inžinierius urbanistas",,,Moderniųjų krikščionių demokratų sąjunga,,,Prancūzų,Nėra,Neturi
Panemunės,1950 04 13,,Nebuvo,"Kauno Šančių vidurinė mokykla, Valdorfo pedagogikos klasių mokytoja-metodininkė",Zita JUCHNELIENĖ,Kaunas ,"1998 - Danijos Avdonikono m-jų seminarija, Valdorfo mokytoja;1985 - Vilniaus pedagoginis institutas, Dėstytoja-metodininkė;1972 - Marijampolės pedagoginė mokykla, Lopšelio-darželio auklėtoja;1968 - Kauno 17 vid. mokykla",Kuria eiles,,Moderniųjų krikščionių demokratų sąjunga,,,Rusų,Nėra,Neturi
Šeškinės,1933 02 14,,Nebuvo,"Žemės ūkio ministerija, Žuvininkystės departamentas, Jūrų žvejybos skyriaus viršininkas - direktoriaus pavaduotojas",Algirdas Aleksandras GEDRIMAS,Vilnius ,"1962 - Kaliningrado žuvų pramonės ir ūkio techninis institutas, Žuvų produktų technologija",Gamta,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Žaliakalnio,1966 05 28,,Nebuvo,"Kauno Technologijos universitetas, Filosofijos katedra, vyr.asistentas",Eligijus DŽEŽULSKIS,Kaunas ,"1998 - Vytauto Didžiojo universitetas, Praktinė filosofija;1994 - Vytauto Didžiojo universitetas, Filosofija;1984 - Plungės 5 vidurinė mokykla",Literatūrinė kūryba,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Pasvalio - Panevėžio,1938 02 08,Vedęs,Nebuvo,Pensininkas,Albertas Julius DVILEVIČIUS,Vilnius ,"1961 - Vilniaus universitetas, ekonomistas",Automobilio vairavimas,,Moderniųjų krikščionių demokratų sąjunga,,,Vokiečių,Nėra,Neturi
Gargždų,1950 08 07,,Nebuvo,"UAB ""Senosios Baltijos Remontas"", direktorius",Kazimieras DIRMEIKIS,Klaipėda ,"1995 - Hendersono universitetas, Verslo vadyba;1994 - Vilniaus technikos universiteras, Veslo vadyba;1989 - Kauno A.Sniečkaus politechnikos institutas, Inžinierius-mechanikas",,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Lazdijų - Druskininkų,1957 02 07,Vedęs,Nebuvo,,Vytautas DABRUKAS,Druskininkai ,"1980 - Šiaulių pedagoginis institutas, piešimo, braižybos, darbų mokytojas",Medžio darbai,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Aukštaitijos,1974 01 08,,Nebuvo,"Lazdynų vidurinė mokykla, vokiečių k. mokytoja",Eugenija BUKIENĖ,Kaunas ,"1999 - Vytauto Didžiojo universitetas, Vokiečių k. ir literatūros, verslo administravimas;1992 - Kėdainių raj. Šėtos vid. m-la",,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Daugiamandatė,1959 01 02,Vedęs,Nebuvo,,Vytautas BOGUŠIS,"Puvočių k. , Varėnos raj.",,,,Lietuvos centro sąjunga,,,,Nėra,Neturi
Vilniaus - Šalčininkų,1972 10 11,,Nebuvo,"Vilniaus Žirmūnų darbo rinkos mokymo centras, dėstytoja",Jolanta BOGDELIENĖ,Vilnius ,"1996 - Lietuvos žemės ūkio akademija, buhalteris ekonomistas",,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Karoliniškių,1964 09 29,,Nebuvo,"UAB ""Kopijavimo sistemos"", komercijos direktorius",Saulius BERULIS,Vilnius ,"1989 - Vilniaus universitetas, Archeologas",Dirbti,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Naujosios Vilnios,1967 12 14,,Nebuvo,"LR Seimas, Seimo narės padėjėja - sekretorė",Evelina AVIŽIENIENĖ,Vilnius ,"1992 - Panevėžio J.Švedo ped. muzikos mokykla, violončelės;1989 - Panevėžio J.Švedo ped. muzikos mokykla, choro dirigavimas",Knygos,,Moderniųjų krikščionių demokratų sąjunga,,,Ukrainiečių,Nėra,Neturi
Danės,1971 06 28,Vedęs,Nebuvo,"Lietuvos filosofijos ir sociologijos institutas, doktorantas (filosofijos)",Vygandas ALEKSANDRAVIČIUS,Vilnius ,"1995 - Vilniaus universitetas, Filosofija;1993 - Vilniaus universitetas, Filosofija;1989 - Klaipėdos I - oji K.Donelaičio vid. mokykla",Dailė,,Moderniųjų krikščionių demokratų sąjunga,,,Anglų,Nėra,Neturi
Daugiamandatė,1951 07 31,Vedęs,Nebuvo,"Agrofirma ''Rūta'', juristas",Rimantas VALATKA,Kaunas ,"1987 - Minsko aukštosios VRM mokyklos Vilniaus fakultetas, teisininkas;1974 - Lietuvos veterinarijos akademija, veterinarijos gydytojas",Muzika,,A.Brazausko socialdemokratinė koalicija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1954 10 26,Netekėjusi,Nebuvo,"LR valtybinė darbo inspekcija, vyriausioji teisininkė",Vanda ZABULIONYTĖ,Vilnius ,"1978 - Vilniaus universitetas, teisininkė",,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1958 03 05,Ištekėjusi,Nebuvo,UAB ''Comliet'' Klaipėdos skyriaus valdytoja,Raisa MINČINAUSKIENĖ,Klaipėda ,"1982 - Vilniaus valstybinis universitetas, darbo ekonomika",Detektyvai,,A.Brazausko socialdemokratinė koalicija,,,Vokiečių,Nėra,Neturi
Daugiamandatė,1953 06 09,Ištekėjusi,Nebuvo,"VĮ molėtų PSPC, direktorė",Milda LINKEVIČIENĖ,"Molėtai , Molėtų raj.","1979 - VVU, gydytoja",,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1938 06 02,Ištekėjusi,Nebuvo,"Lietuvos kūno kultūros akademija, doentė-fiziologė",Irena Nijolė VITKIENĖ,Kaunas ,"1968 - Vilniaus universitetas, biologė",Menas,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1958 09 22,Ištekėjusi,Nebuvo,"UAB ''Viva Terra ir Ko'', direktorė",Valerija BRAZIENĖ GITELMAN,Vilnius ,"1992 - Kauno vadybos ir kalbų koledžas, Smulkaus verslo specialistė-ekonomistė;1984 - Kauno Technologijos universitetas, inžinierė statybininkė",Kelionės,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1936 10 08,Išsiskyrusi,Nebuvo,"Valstybinė paminklosaugos komisija, pirmininko pavaduotoja",Gražina DRĖMAITĖ,Vilnius ,"1962 - VVUniversiteto Chemijos fak., chemikė;1958 - I.E.Grabario Rest. intitutas, restauratorė",Gamta,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1960 06 03,Vedęs,Nebuvo,"UAB ''ANOMA'', gen. direktorius",Viktoras ADOLFAS,Vilnius ,"1983 - VISI, inžinierius  statybininkas",Stalo tenisas,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1958 04 09,Ištekėjusi,Nebuvo,"AB LTB Panevėžio skyrius, poskyrio viršininkė",Gema UMBRASIENĖ,Panevėžys ,"1980 - Vilniaus universitetas, ekonomistė",,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Daugiamandatė,1924 03 21,Našlė,Nebuvo,pensininkė,Birutė GRINBERGIENĖ,Kaunas ,"1948 - Kauno Vytauto Didžiojo universitetas, gydytoja",Sportas,,A.Brazausko socialdemokratinė koalicija,,,Latvių,Nėra,Neturi
Daugiamandatė,1966 08 10,Vedęs,Nebuvo,"UAB ''Europuls ir Co'', direktorius",Gintaras DIDŽIOKAS,Kaunas ,"1991 - Kauno technologijos universitetas, inžinierius  radioelektronikas",,,A.Brazausko socialdemokratinė koalicija,,,Anglų,Nėra,Neturi
Kretingos,1945 09 20,Išsiskyrusi,Nebuvo,"Vakarų Lituvos televizija, direktorė",Janė NARVILIENĖ,"Padvarių k. , Kretingos raj.","1975 - Vilniaus valstybinis pedagoginis institutas, rusų kalbos ir literatūros mokytoja",,,Naujosios demokratijos partija,,,Vokiečių,Nėra,Neturi
Molėtų - Švenčionių,1943 02 26,Išsiskyrusi,Nebuvo,"LR Seimas, Seimo narė",Kazimira Danutė PRUNSKIENĖ,"Vasiuliškės k. , Švenčionių raj.","1965 - Vilniaus universitetas, ekonomistė",Gamta,,Naujosios demokratijos partija,,,Vokiečių,Nėra,Neturi
Kretingos,1963 04 17,,Nebuvo,Laikinai nedirba,Darius NORKUS,"Ryliškių k. , Alytaus raj.","Gomelio kooperacijos institutas Vilniaus filialas, Ekonomika",Muzika,,Respublikonų partija,,,Lietuvių,Nėra,Neturi
Aleksoto -  Vilijampolės,1936 06 27,,Nebuvo,Pensininkas,Edvardas Bronislovas KERŠYS,Kaunas ,"1966 - Kauno politechnikos institutas, Mechanikas",Ekonomika,,Respublikonų partija,,,,Nėra,Neturi
Antakalnio,1931 01 01,Vedęs,Nebuvo,"Pensininkas, dirbantis AB ""Plasta"", vadybininkas",Vytautas DALANGAUSKAS,Vilnius ,"1977 - Lietuvos mokslų akademijos ekonomikos institutas;1955 - Kauno politechnikos institutas, Inžnierius technologas",,,Respublikonų partija,,,Vokiečių,Nėra,Neturi
Šiaulių kaimiškoji,1943 09 27,,Nebuvo,Šeimos ūkis,Juozapas BUTKUS,"Baužų k. , Šiaulių raj.","1973 - Pajūrio žemės ūkio technikumas, Agronomas",,,Respublikonų partija,,,Rusų,Nėra,Neturi
Senamiesčio,1947 09 14,Našlė,Nebuvo,"Veikla kūrybinė, dailininkė profesionalė",Jolanta STOŠKIENĖ,Vilnius ,"1972 - Vilniaus dailės akademija, Dailininkė",Kinologija,,Tėvynės liaudies partija,,,Anglų,Nėra,Neturi
Dainavos,1944 11 27,Ištekėjusi,Nebuvo,"UAB Kauno ""Žalgirio jachtklubas"", bendra Lietuvos - Vokietijos įmonė, direktoriaus pavaduotoja komercijai",Nijolė RAGAUSKIENĖ,Kaunas ,"1969 - Kauno politechnikos institutas, Visuomeninio matinimo technologijos ir organizacijos inžinierius - technologas",Bendravimas su žmonėmis,,Tėvynės liaudies partija,,,Rusų,Nėra,Neturi
Varėnos - Eišiškių,1953 03 04,,Nebuvo,Šiuo metu nedirbu,Alvydas MIKELIONIS,"Zujūnų k. , Vilniaus raj.","1976 - Lietuvos žemės ūkio akademija, Inžinierius elektrikas;1971 - Veisiejų vidurinė m-la",,,Tėvynės liaudies partija,,,Rusų,Nėra,Neturi
Panemunės,1958 10 25,Išsiskyręs,Nebuvo,"UAB ""Diagnita"", direktorius",Ramūnas MAZURKEVIČIUS,Kaunas ,"1989 - Karo medicinos akademija Sankt Peterburge, Urologas;1985 - Medicinos personalo tobulinimo kursai - Ryga, Chirurgas;1982 - Karo medicinos fakultetas prie Gorkio Medicinos instituto, Bendrosios praktikos gydytojas",Grybavimas,,Tėvynės liaudies partija,,,Anglų,Nėra,Neturi
Rokiškio,1955 12 20,Vedęs,Nebuvo,"AB ""Lietuvos žemės ūkio bankas"" Rokiškio skyrius, valdytojas",Vytautas MASIULIS,"Rokiškis , Rokiškio raj.","1985 - Vilniaus inžnierinis statybos institutas, Statybos ekonomika ir organizavimas;1975 - Panevėžio politechnikumas, Pramoninė civilinė statyba",Labdaros organizavimas,,Tėvynės liaudies partija,,,Anglų,Nėra,Neturi
Anykščių - Kupiškio,1961 10 29,Vedęs,Nebuvo,"UAB ""Kelionių panorama""",Vytautas DUKNAUSKAS,Vilnius ,"1984 - Gedimino technikos universitetas, ekonomistas",,,Tėvynės liaudies partija,,,Anglų,Nėra,Neturi
Naujamiesčio,1971 08 11,,Nebuvo,"M.Daukšos vidurinė mokykla, mokytoja",Kristina DARAŠKEVIČIENĖ,Vilnius ,"2000 - Lietuvos pedagoginis universitetas, Mokytoja",Muzikavimas,,Tėvynės liaudies partija,,,Vokiečių,Nėra,Neturi
Pramonės,1958 01 01,Ištekėjusi,Nebuvo,"LR Seimas, Seimo narė",Laima Liucija ANDRIKIENĖ,Druskininkai ,"1980 - Vilniaus universitetas, Ekonominė kibernetika",Kelionės,,Tėvynės liaudies partija,,,Anglų,Nėra,Neturi
Daugiamandatė,1923 04 01,Vedęs,Nėra,Nedirbu,Algirdas STATKEVIČIUS,Šakių raj. ,"1958 - Kauno ir Vilniaus universitetai, Med. gydytojas",Knygų rašymas ir leidimas filosofine tematika,,Lietuvių tautininkų sąjunga,,,Anglų,JAV -     ,Neturi
Daugiamandatė,1935 04 20,,Nebuvo,Pensininkas,Donatas DAUKŠA,Vilnius ,"1960 - Valst. dailės inst., Architektas",Platūs,,Lietuvių tautininkų sąjunga,,,Anglų,Nėra,Neturi
Daugiamandatė,1954 05 21,Vedęs,Nebuvo,"Vilniaus pagrindinė mokykla ""Vilnis"", istorijos mokytojas",Arvydas NORKŪNAS,Vilnius ,"1975 - Vilniaus Tallat-Kelpšos v. aukštesn. muz. m-kla, Muzikos teorija",Lietuvių tautos etnogenezės tyrimai,,Lietuvių tautininkų sąjunga,,,Rusų,Nėra,Neturi
