apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1957-04-03,Išsiskyręs(-usi),Ne ,"Uždaroji akcinė bendrovė ""Saugaus darbo garantas"", Prekybos departamento konultantas",Jonas    ŽVIKEVIČIUS,Kaunas,Aukštasis neuniversitetinis;Kauno kolegija;teisininkas;2005,"muzika, rašau eiles",Kauno m. Lietuvos Respublika,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų, Vokiečių",Ne ,Neturiu 
Zarasų - Visagino,1953-10-27,vedęs / ištekėjusi,Ne ,"Visagino savivaldybės administracija, vyresn. specialistė",Danutė    PRIŠMANTIENĖ,Visaginas,Aukštasis;Maskvos tarptautinis technologijos universitetas;Ekonomika;2002;Aukštesnysis;Šiaulių K. Didžiulio politechnikumas;Technikas-statybininkas;1976,Darbas sode,"Baisiogala, Radviliškio raj.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1959-03-07,vedęs / ištekėjusi,Ne ,"dirbantis pagal verslo liudijimą, esamų statinių atstatymas ir renovacija",Alfonsas    MOTUZAS,Biržų Lauko k.,Aukštasis;Vilniaus pedagoginis universitetas;matematikos mokytojas;1982,"sportas (tinklinis, krepšinis), poilsis gamtoje",NenurodėSkuodo rajono Kuinelių k. (šiuo metu Guntino k.),Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1962-01-15,vedęs / ištekėjusi,Ne ,"UAB ""Kupiškio autobusų parkas"", inžinierius - mechanikas",Laimantas    GAUČYS,Kupiškis,Aukštesnysis;Lančiūnavos ž.ū. technikumas;zootechnikas;1981,"technika, staliaus darbai, žvejyba",Utenos raj. Armaniškio km.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1968-09-03,Išsiskyręs(-usi),Ne ,"Anstolio Valdo Zubino kontora, anstolis",Valdas    ZUBINAS,Kaunas,Aukštasis;Vytauto Didžiojo universitetas;teisininkas;2000,"muzika, bendravimas, knygos",Mažeikių miestas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1967-05-03,vedęs / ištekėjusi,Ne ,"Viešoji įstaiga Alytaus sporto ir rekreacijos centras, direktoriaus pavaduotojas",Egidijus    MENSEVIČIUS,Alytus,Aukštasis;Kauno Technologijos universitetas;vadyba;2006;Aukštasis;Lietuvos žemės ūkio universitetas;miškotyra;1997,"aktyvus poilsis gamtoje, sportas, domėjimasis politine situacija",Kaunas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1966-12-22,vedęs / ištekėjusi,Ne ,Nenurodė,Andrejus    PABERALIS,Elektrėnai,Aukštasis;VVU;teisė;1993,,Krasnojarsko m. Rusija,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Daugiamandatė,1972-12-06,vedęs / ištekėjusi,Ne ,"Valstybės įmonė Vilniaus miškų urėdija, miškų urėdo pavaduotojas miškininkystei",Algis    VAITKEVIČIUS,Užtilčių k.,Aukštasis;Lietuvos žemės ūkio universitetas;miško ekologija;2006;Aukštasis;Lietuvos žemės ūkio universitetas;miškininkystė;2002;Aukštasis;Vilniaus technikos universitetas;mechanika;1995,"žvejyba, kraštotyra","Vilniaus r., Kalvelių sen., Užtilčių k.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Lenkų, Vokiečių",Ne ,Neturiu 
Centro,1962-11-04,vedęs / ištekėjusi,Ne ,RAŠYTOJAS (AUTORINĖS SUTARTYS),Šarūnas    NAVICKIS,Kaunas,"Aukštasis;KARJEROS IŠVYSTYMO INSTITUTAS, ATLANTOS UNIVERSITETAS, JAV;KŪNO KULTŪROS IR MITYBOS VADYBA;1994;Aukštasis;KŪNO KULTŪROS AKADEMIJA, LIETUVA;KŪNO KULTŪROS IR SPORTO VADYBA;1991","JOJIMAS, FOTOGRAFIJA, KINAS, MENAI",KAUNAS,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų, Lenkų",Ne ,Neturiu 
Kretingos,1953-02-24,vedęs / ištekėjusi,Ne ,Palangos m. Šventosios pagrindinės mokyklos mokytojas (matematika),Justas    MOTUŽIS,Šukės k.,Aukštasis;VVPI;Matematikos mokytojas vidurinėms mokykloms;1986,"Literatūra, Sportas, Kelionės, Tarptautiniai santykiai",Nasrėnų km. Kretingos raj.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Prancūzų, Rusų",Ne ,Neturiu 
Daugiamandatė,1951-12-07,vedęs / ištekėjusi,Ne ,"Zarasų rajono žemėtvarkos skyrius, skyriaus vedėjas",Petras    RAZBADAUSKAS,Užtiltės k.,Aukštasis;Lietuvos žemės ūkio akademija;Inžinierius hidrotechnikas;1976,"darbas sode, teisės norminių aktų skaitymas","Šilalės raj., Jasudiškės k. laukuvos sen.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1973-05-16,vedęs / ištekėjusi,Ne ,"VŠĮ ""Kazlų Rūdos verslo inkubatorius"", l.e.p. direktorė",Judita    SIMONAVIČIENĖ,Kazlų Rūda,-;Mykolo Romerio universitetas;viešasis administravimas;Aukštasis universitetinis;Vytauto Didžiojo universitetas;Vokiečių kalba;1997,"dainavimas, sportas, knygos","Prienų rajonas, Mauručių kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų, Vokiečių, Lenkų, Prancūzų",Ne ,Neturiu 
Pramonės,1942-07-23,vedęs / ištekėjusi,Ne ,Nenurodė,Juozas    MALIŠKA,Kaunas,Aukštasis;Vilniaus inžinerinis statybos  institutas;inžinierius ekonomistas;1990;Specialus vidurinis;Kauno Politechnikumas;technikas-statybininkas;1967,"sodininkystė, medžioklė","Vilkaviškio raj. Bartrikų apylinkė, Šilkonių km.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1954-08-11,vedęs / ištekėjusi,Ne ,"Kudirkos Naumiesčio kultūros centras, direktorė",Laima    MOCKEVIČIENĖ,Šakiai,III kursas;Klaipėdos konservatorija;klubininkystė;IV kursai;VVPI;rusų kalbos ir literatūros mokytoja,režisierė ir aktorė,"Šakių rajonas, Rudžių kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Daugiamandatė,1943-06-04,vedęs / ištekėjusi,Ne ,"VŠĮ Sportas ir poilsis, gen. direktorius",Pranas    TRUKŠNYS,Vilnius,Aukštasis;Lietuvos valstybinis pedagoginis universitetas;mokytojas;1989,"sportas, koncertai",Rokiškis,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1950-06-29,vedęs / ištekėjusi,Ne ,"Palangos miesto savivaldybė, mero pavaduotojas",Edmundas    KRASAUSKAS,Palanga,Aukštasis;Vilniaus universitetas;teisininkas;1981,"knygos, muzika, kelionės","Telšių rajonas, Upynos kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1953-03-23,vedęs / ištekėjusi,Ne ,"UAB ""Visagino tiekimas ir statyba"", direktorius",Viktor    ABAŠKIN,Visaginas,"Aukštasis;Tarptautinis technikos universitetas, Maskva;magistras;2004;Aukštesnysis;Vladimiro M. Stat. technikumas;statybos technikas;1972","bitininkystė, žvejyba","rusija, Vladimiro sr., G. Chrustalnyj raj. Vasiliovo gyv",Naujoji sąjunga (socialliberalai),Rusas (-ė) ,,,Ne ,Neturiu 
Daugiamandatė,1962-01-13,vedęs / ištekėjusi,Ne ,"Šiaulių apskrities valstybinė mokesčių inspekcija, vyriausiasis specialistas",Virginijus    KERAS,Šiauliai,"Aukštasis, magistras;M. Romorio universitetas;Teisė, teisė ir valdymas;2007;Aukštasis, bakalauras;Šiaulių universitetas;verslo administravimas;2005;Aukštesnysis;K. Didžiulio politechnikumas;ARTA;1982","juridika, sunkieji motociklai, knygų skaitymas",Šiaulių m.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Kaišiadorių - Elektrėnų,1952-05-29,Išsiskyręs(-usi),Ne ,"DNSB S. Konarskio 8, pirmininkė",Lina    BARKUVIENĖ,Vilnius,Aukštasis;VU;Teisė;1976;Diplomatijos kursai;Maskvos universitetas;Diplomatija;1974,"Politika, Knygų skaitymas, Kelionės","Lietuva, Antaleptė, Zarasų rajonas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1967-05-07,vedęs / ištekėjusi,Ne ,"UAB ""Daiveda"", direktorė",Daiva    BARKAUSKIENĖ,Lazdijai,Aukštasis universitetinis;Kauno medicinos universitetas;gydytojas-odontologas;1990,,Lazdijų rajonas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1957-03-27,vedęs / ištekėjusi,Ne ,"panevėžio apskrities valstybinė mokesčių inspekcija, Atrankos tikrinimams poskyrio vedėjas",Romualdas    ANDRIKIS,Paliūniškio k.,Aukštasis;Vilniaus universitetas;ekonomistas-matematikas;1980,"sportas, darbas sode ir darže",Klaipėdos miestas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1966-11-10,vedęs / ištekėjusi,Ne ,"Kaišiadorių raj. savivaldybės administracijos, Kruonio seniūnija, seniūnas",Gintaras    GRUŽAUSKAS,Kalvių k.,-;Lietuvos žemės ūkio universitetas;Miškininkas;2001;Aukštasis;Lietuvos veterinarijos akademija;Vet. gydytojas;1991,"Gamta, Medžioklė, Žvejyba, Kelionės","Baronių km., Kaišiadorių rajonas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Lenkų, Rusų, Anglų",Ne ,Neturiu 
Biržų - Kupiškio,1956-10-25,vedęs / ištekėjusi,Ne ,"LR AM Panevėžio regiono aplinkos apsaugos departamento Kupiškio r. agentūra, vedėjo pavaduotojas",Rimantas    ADOMAUSKAS,Kupiškis,Aukštasis universitetinis;VDU;Aplinkosauga;2004;Aukštasis universitetinis;Lietuvos veterinarijos akademija;Zooinžinierius;1983;Specialus vidurinis;Alantos t. Ūkis - technikumas;Zootechnikas;1978,"Literatūra, Muzika, Teisėtvarka","Šachtinsko raj. Karagandos miestas, Kazachstanas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Daugiamandatė,1950-10-28,vedęs / ištekėjusi,Ne ,"Širvintų raj. savivaldybės administracija, Direktoriaus pavaduotojas",Jonas    PURVANECKAS,Kernavės mstl.,Aukštasis;Sankt Peterburgo Ž.Ū. institutas;ekonomistas;1988;spec. vidurinis;Ukmergės Ž.Ū.M. technikumas;tech.- mechanikas;1969,"Gėlės, Grybavimas, Sodas, Žvejyba","Širvintų raj., Kernavės sen. Vičiūnų km.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Lenkų, Rusų",Ne ,Neturiu 
Mažeikių,1960-03-19,vedęs / ištekėjusi,Ne ,"UAB ""Mažeikių šilumos apskaitos tinklai"", Apskaitos ir realizacijos tarnybos vadovas",Viktoras    BUGNEVIČIUS,Mažeikiai,Nebaigtas aukštasis;Šiaulių universitetas;Viešasis administravimas,"Keliauti, Sportuoti","Kudirkos 46, Mažeikių m.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1962-09-28,vedęs / ištekėjusi,Ne ,"S. Norvilo komercinė įmonė, Įmonės savininkas",Stasys    NORVILAS,Giliogirio k.,Aukštesnysis;Klaipėdos ŽŪ technikumas;zootechnikas;1987,"Žvejyba, Grybavimas, Kelionės","Girdvainių k., Rietavo sav.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1960-12-25,vedęs / ištekėjusi,Ne ,"UAB ""Geidena"", Direktoriaus pavaduotojas",Rimantas    ŽŪKAS,Druskininkai,Aukštasis;Lietuvos valstybinis kūno kultūros institutas;Bokso treneris- fizinio lavinimo mokytojas;1986,"Sportas, Grybavimas","Lazdijų rajonas, Gervėnų kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Lenkų, Rusų, Prancūzų",Ne ,Neturiu 
Nevėžio,1980-12-15,vedęs / ištekėjusi,Ne ,"UAB ""Aukštaitijos pramogos"", projektų vadovas",Svajūnas    MACKEVIČIUS,Panevėžio m. sav.,Aukštasis;Šiaulių universitetas;edukologija;2005;Aukštasis;Pnaevėžio konservatorija;pradinės mokyklos mokytojas;2003,"muzika, fotografija, kelionės","Panevėžio raj, Pakrityžio kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1959-01-14,vedęs / ištekėjusi,Ne ,"UAB ""Švenčionių švara"", Direktorius",Kazimieras    DŽIAUKŠTAS,Švenčionys,Aukštasis;Briansko žemės ūkio institutas;Inžinierius- mechanikas;1992,Medžioklė,Švenčionių m.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Lenkų, Rusų",Ne ,Neturiu 
Jurbarko,1969-03-30,Išsiskyręs(-usi),Ne ,"Darbas pagal autorinę sutartį, renginių vedimas, dainų atlikėja ",Eglija    VAITKEVIČĖ,Kaunas,Aukštasis;VPU;Slavistika;1992,"Skaitymas, Dainų kūrimas, Klasikinė muzika, Džiazas",Potsdamas (Vokietija),Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1957-05-18,vedęs / ištekėjusi,Ne ,"Lietuvos žemės ūkio universitetas, prodekanas + 0.5 etato docento pareigos",Antanas    DUMBRAUSKAS,Akademijos mstl.,Aukštasis;Lietuvos žemės ūkio akademija;Inžinierius hidortechnikas;1980;Vidurinis;Gragždų I vidurinė m-la;1975,"Kelionės po Lietuvos kaimus, Kompiuterinė technika","Piktožių km., Klaipėdos raj., Lietuva",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1941-07-01,vedęs / ištekėjusi,Ne ,"Molėtų ligoninė, gyd. chirurgas",Stasys    BAJERČIUS,Kanapelkos k.,Aukštasis;Kauno Medicinos Institutas;gyd. chirurgas;1964,Medžioklė,"Alytaus m., Lietuvos Respublika",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Aušros,1980-08-02,vedęs / ištekėjusi,Ne ,"Šiaulių miesto savivaldybės administracija, Administracijos direktoriaus pavaduotojas",Denis    MICHALENKO,Šiauliai,Aukštasis;Šiaulių Universitetas;verslo administravimas;2002,"futbolas, slidinėjimas, istorija","Volgogradas, Rusijos Federacija",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų, Prancūzų",Ne ,Neturiu 
Šilutės - Pagėgių,1939-09-10,vedęs / ištekėjusi,Ne ,"VĮ Šilutės miškų urėdija, Urėdas",Stepas    BAIRAŠAUSKAS,Šilutė,Aukštasis;Lietuvos Žemės Ūkio Universitetas;miškininkystės;2006,,Adomonių km. Alytaus raj.,Naujoji sąjunga (socialliberalai),Totorius (-ė) ,,"Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1957-07-10,vedęs / ištekėjusi,Ne ,"UAB ""Agaras"", Generalinis direktorius",Petras    VAINORAS,Biržai,Aukštasis;Vilniaus inžinierinis statybos institutas;Inžinierius- statybininkas;1982,"verslo programos, motociklai","Genčų k., Kretingos r.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Vakarinė,1965-03-20,nevedęs / netekėjusi,Ne ,"Panevėžio lLėlių vežimo teatras, Direktorius - mano vadovas",Antanas    MARKUCKIS,Panevėžys,Bakalauras;Jaroslavio valstybinis teatro institutas;Lėlių teatro vaidyba ir režiisūra;2001;Aukštesnysis;Roki6kio kult8ros mokykla;Režisūra;1983,,Panevėžys,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1955-12-23,vedęs / ištekėjusi,Ne ,"Generalinė miškų urėdija prie Aplinkos ministerijos, Teisė ir personalo skyriaus vedėjas",Andrius    VANCEVIČIUS,Vilnius,Aukštasis universitetinis;Vilniaus universitetas;Teisė;1979,"Teatras, Kelionės",Kauno miestas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1951-07-07,vedęs / ištekėjusi,Ne ,"UAB ""Ventos polimeriniai gaminiai"", direktorius",Antanas    SEKRECKIS,Šilėnų k.,Aukštasis;Lietuvos žemės ūkio akademija;ž.ū. inžinierius elektrikas;1975,"Politika, Medžioklė, Žūklė","Stulgių kaimas, Kelmės rajonas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Prienų,1981-02-02,vedęs / ištekėjusi,Ne ,Nenurodė,Vilma    VAIDOGIENĖ,Šilaičių k.,Aukštasis universitetinis;LŽŪU;Agronomas;2005,"Kelionės, Kulinarija, Muzika","Ukmergės r., Masiulių k., Šešuolių sen.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1956-09-24,vedęs / ištekėjusi,Ne ,"Savivaldybės kontrolieriaus taryba, savivaldybės kontrolierė",Zita    VALIAUSKIENĖ,Miegėnų k.,Aukštasis;VPU;pedagogas;1997;Aukštasis;LŽŪU;ekonomistas;1979,Kelionės,"Seredžiaus miestelis, Jurbarko r. Lietuvos Respublika",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1959-04-29,vedęs / ištekėjusi,Ne ,"Kretingos UAB ""Stakrita"", direktorius",Alvydas    JONAITIS,Kretinga,Aukštasis;Vilniaus inžinierinis Statybos institutas;Statikos ekomistas;1986,"Aktyvus poilsis gamtoje, Sportas","Lietuvos Respublika, Pakruojo raj.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1963-04-30,vedęs / ištekėjusi,Ne ,"UAB ""TELŠIŲ ŠILUMOS TINKLAI"", DIREKTORIUS",Danielius    RUPŠYS,Telšiai,Universitetinis;TAIKOMOJI EKOLOGIJA;2007,GAMTA,Telšių raj.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Karoliniškių,1943-04-23,vedęs / ištekėjusi,Ne ,"Asociacija (Sporto klubas) ""Mileniumas"", prezidentas",Valerijus    LEGATAS,Vilnius,,"poezija, sodininkystė, eilių rašymas","Volgogradas, Rusija",Naujoji sąjunga (socialliberalai),Žydas (-ė) ,,"Rusų, Lenkų, Anglų",Ne ,Neturiu 
Plungės - Rietavo,1956-03-31,vedęs / ištekėjusi,Ne ,"Plungės akademijos Adolfo Jucio pgr. m-la,direktorius",Kęstutis    VARPIOTAS,Plungė,Aukštasis;Šiaulių k. Preikšo ped. uni.;oligotrenopedagogika;1987;Aukštasis;Šiaulių k. Preikšo ped. uni.;priėmimas-braižyba-darbai;1979,žvejyba,Plungė,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1959-11-18,vedęs / ištekėjusi,Ne ,"Individuali įmonė ""Uola"", laikraštis ""Šilokarčema"", vykdomoji direktorė",Marijona    JANAVIČIENĖ,Pagėgiai,Aukštasis universitetinis;Kauno technologijos universitetas;viešojo administravimo;2007,"Skaityti knygas, Keliauti, Pažinti kitas šalis","Eistraviškių kaimas, Šilutės rajonas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1952-05-13,vedęs / ištekėjusi,Ne ,"UAB ""Juodupės papartis"", Direktorius",Petras    KAŽEMĖKAS,Juodupės mstl.,Aukštesnysis;Vilniaus statybos technikumas;Inž.- technikas;1983,"Sportas, Literatūra, Žvejyba","Juodupė, Rokiškio rajonas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1948-08-28,Našlys(-ė),Ne ,"VšĮ Socialinių mokslų kolegija, Direktorė",Nijolė    SKUČIENĖ,Klaipėda,Aukštasis;Vilniaus universitetas;Filologė;1973,Knygų skaitymas,"Vilniaus miestas, Lietuvos respublika",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1940-08-20,Išsiskyręs(-usi),Ne ,"UAB ""VEDOS TRANSPORTAS"", DIREKTORIUS",Jurgis    MIKAILA,Vilnius,Aukštasis;Vilniaus inžinerinis institutas;Automobiliai ir autoukiai;1986,Auto sportas,Prienų rajonas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Akmenės - Joniškio,1963-02-01,Išsiskyręs(-usi),Ne ,"IĮ Saulėtekis, savininkas",Gytas    MILAŠIUS,Akmenė,Aukštasis;Šiaulių Kazio Preikšo pedagoginis institutas;Pedagogas;1984,Medžioklė,Naujoji Akmenė,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Pakruojo - Joniškio,1956-09-20,vedęs / ištekėjusi,Ne ,"AB ""Meresta"", gamybos direktorius",Algirdas    VEPŠTAS,Linksmučių k.,Aukštasis;LŽŪA;Hidromelioracija;1979,"Muzika, Kelionės, Sportas",Šakiai,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Pajūrio,1952-02-13,vedęs / ištekėjusi,Ne ,"Klaipėdos verslo ir technologijų kolegija, dėstytoja",Genoveita    KRASAUSKIENĖ,Palanga,Aukštasis;Kauno technologijos universitetas;viešasis administravimas;2004;Aukštasis;Vilniaus Universitetas;anglų kalba;1976,"Skaitymas, sportas, kelionės","Skuodo rajonas, Kaukolikų kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Vokiečių, Anglų",Ne ,Neturiu 
Daugiamandatė,1960-05-23,vedęs / ištekėjusi,Ne ,"VI Vilniaus miškų urėdija, uridas",Raimondas    RIBAČIAUSKAS,Alytus,"Aukštasis;Lietuvos Žemės Ūkio Akademija, miškų ūkio fakultetas;miškų ūkio inžinierius;1983","Turizmas, Laukinės gyvūnijos biologija, Etnokultūra",Kauno miestas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų, Lenkų",Ne ,Neturiu 
Alytaus,1945-12-16,vedęs / ištekėjusi,Ne ,"VšĮ Alytaus poliklinika, direktoriaus pavaduotoja asmn. sveikatos priežiūros kokybės vidaus autdito reakalams",Adelė    DIMŠIENĖ,Alytus,Aukštasis;Kauno Medicinos Institutas;Gydytoja;1969,"kelionės, muzika","Utenos raj, Antandrajos km.",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Prancūzų, Lotynų",Ne ,Neturiu 
Trakų - Elektrėnų,1953-11-29,vedęs / ištekėjusi,Ne ,"Trakų rajono savivaldybės administracijos Aukštadvario seniūnija, seniūninė",Jadvyga    DZENCEVIČIENĖ,Aukštadvario mstl.,Aukštasis;LŽŪU;Ž. ū. gamybos organizatorė;1981,"Žurnalistika, Automobilio-motociklo vairavimas, Kelionės",Krunio kaimas Aukštadvario seniūnija Tarkų rajono savivaldybė,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Vokiečių, Anglų, Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1962-05-21,vedęs / ištekėjusi,Ne ,V.I. Regitra,Laimutis    BRUNIUS,Radviliškis,Aukštasis;Šiaulių Universitetas;Inžinierius;1994,,Radviliškio m.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Vilniaus - Trakų,1967-11-09,vedęs / ištekėjusi,Ne ,"UAB ""Žvaigždžių planeta"", prezidentas",Zigmunt    ROMANOVSKIJ,Gineitiškių k.,Aukštesnysis;Vilniaus elektrotechnikos technikumas;Elektrotechniko;1987,"Sportas, Kelionės, Žvejyba",Vilniaus r. Rukainių k.,Naujoji sąjunga (socialliberalai),Lenkas (-ė) ,,"Vokiečių, Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1971-02-09,vedęs / ištekėjusi,Ne ,"UAB ""Statybos montavimo darbai"", Direktorius",Valdas    PETRONIS,Ukmergė,Aukštesnysis;UTENOS POLITECHNIKUMAS;TECHNIKAS- ENERGETIKAS;1989,"Medžioklė, Žvejyba, Fotografija","GĖLIOGALIŲ KAIMAS, MOLĖTŲ RAJ., LIETUVA",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1950-03-10,vedęs / ištekėjusi,Ne ,"Tauragės rajono savivaldybės, mero patarėjas",Arūnas    BEIŠYS,Skaudvilė,Aukštasis;Lietuvos žemės ūkio akademija;mokslinis agronomas;1972,"Sveikas gyvenimo būdas, Muzika, Teatras",Skaudvilė,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1955-11-02,vedęs / ištekėjusi,Ne ,"UAB ""ESKALADA"" IR KO",Vaclovas    ŠIMAITIS,Nemakščių mstl.,Aukštasis;ŠIAULIŲ PEDAGOGINIS INSTITUTAS;1981;Vidurinis;NEMAKŠIŲ vid. m-la;1974,"SPORTAS, KULTŪRA",NEMAKŠČIAI RASEINIŲ raj.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Šilainių,1946-09-27,vedęs / ištekėjusi,Ne ,"Valstybinio socialinio draudimo fondo valdyba, Kauno skyrius Santakos pensijų skyrius",Marija    SKIBINIAUSKIENĖ,Kaunas,Aukštasis;Vilniaus universitetas;ekonomistas;1975,"Knygų skaitymas, Laisvalaikis gamtoje",Vandžiogalos m. Kauno raj.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,,Ne ,Neturiu 
Pasvalio - Panevėžio,1961-08-17,vedęs / ištekėjusi,Ne ,"E. Malinausko įmonė ""SAS"", savininkas",Eugenijus    MALINAUSKAS,Diliauskų k.,Aukštesnysis;Panevėžio hidro melioracijos technikumas;Hidrotechnikas;1989,"Skraidymas, Senovinė automoto technika",Diliauskų km. Pasvalio raj.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
