dalyvavo,rinkeju_skaicius,apygarda,negaliojantys_biuleteniai,apylinke
153,323,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,3,Vytautų
2066,4752,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,72,Lazdijų
418,975,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,21,Ricielių
150,308,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,9,Metelių
144,330,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda, ,Nemajūnų
118,323,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,7,Noragėlių
103,225,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,3,Petroškų
246,485,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,4,Rudaminos
122,357,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,4,Seiliūnų
560,1414,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,27,Seirijų
140,396,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,3,Stebulių
436,1109,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,13,Šeštokų
375,927,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,12,Šventežerio
239,563,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,8,Teizų
212,411,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,8,Verstaminų
945,2139,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,34,Veisiejų
190,402,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda, ,Viktarinos
134,286,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,5,Žagarių
152,401,Lazdijų - Druskininkų (Nr.71) vienmandatė apygarda,3,Varnėnų
236,565,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,5,Puodžių
270,595,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,8,Žilinų
309,644,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,8,Dubičių
394,640,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,6,Panočių
198,339,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,9,Kabelių
369,671,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,10,Marcinkonių
179,295,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,8,Margionių
98,140,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda, ,Puvočių
118,170,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,1,Žiūrų
373,856,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,7,Butrimonių
165,492,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,1,Krūminių
164,453,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,8,Jančiūnų
649,1550,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,19,Matuizų
116,197,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,3,Bingelių
663,2376,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,59,Eišiškių
136,288,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,2,Gudakiemio
191,618,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,11,Jurzdikos
325,974,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,9,Gornostajiškių
168,322,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,4,Kibyšių
366,1048,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,7,Kalesninkų
735,1419,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,26,Merkinės
145,277,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,7,Panaros
317,712,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,7,Purvėnų
410,815,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,12,Dainavos
190,466,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,9,Vilkiautinio
393,790,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,17,Pabarės
187,425,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,2,Pilvingių
171,468,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,5,Tetėnų
158,296,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,10,Daržininkų
170,370,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,7,Dargužių
458,958,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,7,Valkininkų
267,506,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,8,Pušelės
233,460,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,5,Gudžių
149,321,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,3,Nedzingės
333,656,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,2,Perlojos
166,342,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,3,Sarapiniškių
191,421,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,2,Tolkūnų
222,447,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,3,Krivilių
420,852,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,10,Vydenių
95,310,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,8,Dailidžių
232,354,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,1,Rudnios
1069,2693,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,35,Parko
1113,2667,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,46,Dzūkų
1284,2912,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,35,Šilo
430,1124,Varėnos - Eišiškių (Nr.70) vienmandatė apygarda,11,Senosios Varėnos
212,738,Dzūkijos (Nr.69) vienmandatė apygarda,5,Praniūnų
165,403,Dzūkijos (Nr.69) vienmandatė apygarda,2,Genių
424,1123,Dzūkijos (Nr.69) vienmandatė apygarda,8,Miklusėnų
412,1207,Dzūkijos (Nr.69) vienmandatė apygarda,17,Santaikos
1062,3150,Dzūkijos (Nr.69) vienmandatė apygarda,23,Aukštesniosios
247,615,Dzūkijos (Nr.69) vienmandatė apygarda,15,Luksnėnų
313,1140,Dzūkijos (Nr.69) vienmandatė apygarda,8,Geištarų
466,1381,Dzūkijos (Nr.69) vienmandatė apygarda,14,Miroslavo
203,457,Dzūkijos (Nr.69) vienmandatė apygarda,6,Parėčėnų
823,2361,Dzūkijos (Nr.69) vienmandatė apygarda,32,Putinų
98,180,Dzūkijos (Nr.69) vienmandatė apygarda, ,Papėčių
877,2430,Dzūkijos (Nr.69) vienmandatė apygarda,29,Šaltinių
235,528,Dzūkijos (Nr.69) vienmandatė apygarda,5,Kumečių
317,1333,Dzūkijos (Nr.69) vienmandatė apygarda,7,Ūdrijos
444,1544,Dzūkijos (Nr.69) vienmandatė apygarda,13,Alytaus dujų ūkio
191,483,Dzūkijos (Nr.69) vienmandatė apygarda,10,Vankiškių
296,1295,Dzūkijos (Nr.69) vienmandatė apygarda,11,Pramonės
582,1529,Dzūkijos (Nr.69) vienmandatė apygarda,20,Simno
137,472,Dzūkijos (Nr.69) vienmandatė apygarda,2,Mergalaukio
121,427,Dzūkijos (Nr.69) vienmandatė apygarda,4,Kalesninkų
124,277,Dzūkijos (Nr.69) vienmandatė apygarda, ,Kavalčiukų
166,412,Dzūkijos (Nr.69) vienmandatė apygarda,9,Ąžuolinių
189,483,Dzūkijos (Nr.69) vienmandatė apygarda,6,Verebiejų
66,195,Dzūkijos (Nr.69) vienmandatė apygarda,1,Gluosninkų
433,902,Dzūkijos (Nr.69) vienmandatė apygarda,10,Krokialaukio
238,627,Dzūkijos (Nr.69) vienmandatė apygarda,4,Ūdrijos
194,562,Dzūkijos (Nr.69) vienmandatė apygarda,4,Santaikos
319,662,Dzūkijos (Nr.69) vienmandatė apygarda,7,Punios
131,286,Dzūkijos (Nr.69) vienmandatė apygarda,1,Raižių
246,678,Dzūkijos (Nr.69) vienmandatė apygarda,5,Vaisodžių
105,259,Dzūkijos (Nr.69) vienmandatė apygarda,1,Žagarių
449,1120,Dzūkijos (Nr.69) vienmandatė apygarda,10,Butrimonių
120,302,Dzūkijos (Nr.69) vienmandatė apygarda,2,Vanagėlių
210,610,Dzūkijos (Nr.69) vienmandatė apygarda,5,Eičiūnų
366,543,Dzūkijos (Nr.69) vienmandatė apygarda,8,Pivašiūnų
130,224,Dzūkijos (Nr.69) vienmandatė apygarda,3,Mikalavo
163,253,Dzūkijos (Nr.69) vienmandatė apygarda,6,Junčionių
170,389,Dzūkijos (Nr.69) vienmandatė apygarda,1,Jurgelionių
108,212,Dzūkijos (Nr.69) vienmandatė apygarda,3,Kedonių
830,1910,Dzūkijos (Nr.69) vienmandatė apygarda,27,Daugų
54,113,Dzūkijos (Nr.69) vienmandatė apygarda,1,Rodžios
265,538,Dzūkijos (Nr.69) vienmandatė apygarda,1,Vaikantonių
168,451,Dzūkijos (Nr.69) vienmandatė apygarda,7,Rimėnų
60,137,Dzūkijos (Nr.69) vienmandatė apygarda,4,Meškučių
94,223,Dzūkijos (Nr.69) vienmandatė apygarda,6,Pocelonių
190,582,Dzūkijos (Nr.69) vienmandatė apygarda,1,Alytaus
273,821,Dzūkijos (Nr.69) vienmandatė apygarda,6,Venciūnų
317,739,Dzūkijos (Nr.69) vienmandatė apygarda,3,Alovės
123,287,Dzūkijos (Nr.69) vienmandatė apygarda,3,Ilgų
277,507,Dzūkijos (Nr.69) vienmandatė apygarda,8,Makniūnų
288,378,Dzūkijos (Nr.69) vienmandatė apygarda,7,Ryliškių
331,1058,Dzūkijos (Nr.69) vienmandatė apygarda,10,Nemunaičio
597,1506,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,18,Mastaičių
258,743,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,5,Pažėrų
251,706,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,7,Juragių
405,1003,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,13,Ilgakiemio
742,1867,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,10,Teleičių
958,2673,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,31,Karmėlavos
724,1756,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,13,Ramučių
750,2388,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,15,Neveronių
852,1560,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,20,Akademijos
1008,2405,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,28,Ringaudų
272,813,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,2,Nemuno
559,1726,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,18,Šlienavos
605,1542,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,7,Girionių
529,1395,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,14,Taurakiemio
519,1258,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,12,Zapyškio
290,695,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,10,Altoniškių
719,1681,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,19,Ežerėlio
1704,4103,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,47,Garliavos
1133,2711,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,37,Atžalyno
1285,3593,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,46,S.Lozoraičio
352,637,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,7,Kačerginės
195,489,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,4,Linksmakalnio
128,203,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Angirių
240,446,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,9,Ažytėnų
865,1930,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,7,Babtų
332,460,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,8,Beinaičių
348,761,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,7,Pagynės
427,1151,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,5,Panevėžiuko
440,933,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,6,Čekiškės
283,668,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,9,Liučiūnų
1220,2748,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,51,Domeikavos
800,1650,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,18,Josvainių
590,1519,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,15,Neries
293,813,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,11,Voškonių
590,1644,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,12,Lapių
537,957,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,10,Krakių
346,639,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Kunionių
498,901,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,11,Labūnavos
269,363,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Langakių
287,880,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,6,Universiteto
329,540,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Medėkšių
248,421,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,5,Meironiškio
1080,2250,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,38,Raudondvario
436,1136,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,13,Batniavos
262,448,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,3,Nociūnų
230,276,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Paaluonio
305,544,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,10,Pajieslio
276,451,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,9,Pašušvio
508,905,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,10,Pelėdnagių
265,369,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,3,Pelutavos
555,1343,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,8,Užliedžių
322,427,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,6,Pernaravos
574,1490,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,12,Vandžiogalos
138,357,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,3,Padauguvos
202,643,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,7,Saulėtekių
174,439,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,5,Daugėliškių
148,239,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,2,Saviečių
183,289,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,3,Skaistgirių
597,1091,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,54,Kulautuvos
868,2360,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,27,Vilkijos
812,1955,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,21,Žalgirio
181,444,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,1,Vainikų
856,1763,Šakių (Nr.64) vienmandatė apygarda,40,Žiburio
964,2115,Šakių (Nr.64) vienmandatė apygarda,43,Varpo
616,1381,Šakių (Nr.64) vienmandatė apygarda,22,Aušros
223,503,Šakių (Nr.64) vienmandatė apygarda,3,Barzdų
188,422,Šakių (Nr.64) vienmandatė apygarda,1,Baltrušių
194,504,Šakių (Nr.64) vienmandatė apygarda,2,Būblelių
264,576,Šakių (Nr.64) vienmandatė apygarda,5,Panovių
1007,2664,Šakių (Nr.64) vienmandatė apygarda,27,Gelgaudiškio
422,888,Šakių (Nr.64) vienmandatė apygarda,17,Plokščių
474,882,Šakių (Nr.64) vienmandatė apygarda,11,Griškabūdžio
171,329,Šakių (Nr.64) vienmandatė apygarda, ,Degutinės
290,606,Šakių (Nr.64) vienmandatė apygarda,2,Patašinės
240,485,Šakių (Nr.64) vienmandatė apygarda,1,Paluobių
666,1640,Šakių (Nr.64) vienmandatė apygarda,26,Kidulių
168,341,Šakių (Nr.64) vienmandatė apygarda,5,Voverių
121,216,Šakių (Nr.64) vienmandatė apygarda,2,Valenčiūnų
419,842,Šakių (Nr.64) vienmandatė apygarda,11,Sudargo
439,1096,Šakių (Nr.64) vienmandatė apygarda,14,Kriūkų
316,782,Šakių (Nr.64) vienmandatė apygarda,4,Gerdžiūnų
476,1108,Šakių (Nr.64) vienmandatė apygarda,18,Lekėčių
154,485,Šakių (Nr.64) vienmandatė apygarda,3,Daržininkų
152,385,Šakių (Nr.64) vienmandatė apygarda,10,Mikytų
703,1654,Šakių (Nr.64) vienmandatė apygarda,7,Lukšių
302,670,Šakių (Nr.64) vienmandatė apygarda,4,Liepalotų
316,1232,Šakių (Nr.64) vienmandatė apygarda,6,Sūdavos
319,586,Šakių (Nr.64) vienmandatė apygarda,6,Sintautų
202,578,Šakių (Nr.64) vienmandatė apygarda,19,Veršių
219,416,Šakių (Nr.64) vienmandatė apygarda,1,Keturnaujienos
269,592,Šakių (Nr.64) vienmandatė apygarda,5,Žvirgždaičių
329,671,Šakių (Nr.64) vienmandatė apygarda,9,Slavikų
161,370,Šakių (Nr.64) vienmandatė apygarda,7,Gotlybiškių
766,2425,Šakių (Nr.64) vienmandatė apygarda,31,Pilviškių
92,220,Šakių (Nr.64) vienmandatė apygarda,4,Duobiškių
217,592,Šakių (Nr.64) vienmandatė apygarda,9,Išdagų
326,839,Šakių (Nr.64) vienmandatė apygarda,7,Giedručių
157,326,Šakių (Nr.64) vienmandatė apygarda,3,Ritinių
456,985,Šakių (Nr.64) vienmandatė apygarda,16,Girėnų
220,517,Šakių (Nr.64) vienmandatė apygarda,6,Briedžių
737,1566,Šakių (Nr.64) vienmandatė apygarda,24,Kudirkos Naumiesčio
777,1966,Suvalkijos (Nr.63) vienmandatė apygarda,18,Kalvarijos Vakarinė
563,1357,Suvalkijos (Nr.63) vienmandatė apygarda,14,Kazlų Rūdos
724,1901,Suvalkijos (Nr.63) vienmandatė apygarda,17,Kalvarijos Rytinė
878,2189,Suvalkijos (Nr.63) vienmandatė apygarda,18,Pušų
414,1179,Suvalkijos (Nr.63) vienmandatė apygarda,9,Jungėnų
624,1615,Suvalkijos (Nr.63) vienmandatė apygarda,18,Mindaugo
131,349,Suvalkijos (Nr.63) vienmandatė apygarda,2,Brukų
301,599,Suvalkijos (Nr.63) vienmandatė apygarda,6,Liepų
248,548,Suvalkijos (Nr.63) vienmandatė apygarda,8,Bagotosios
122,276,Suvalkijos (Nr.63) vienmandatė apygarda, ,Sūsninkų
270,694,Suvalkijos (Nr.63) vienmandatė apygarda,11,Antanavo
166,376,Suvalkijos (Nr.63) vienmandatė apygarda,9,Mockų
286,789,Suvalkijos (Nr.63) vienmandatė apygarda,6,Jusevičių
236,454,Suvalkijos (Nr.63) vienmandatė apygarda,8,Višakio Rūdos
275,644,Suvalkijos (Nr.63) vienmandatė apygarda,5,Jūrės
247,522,Suvalkijos (Nr.63) vienmandatė apygarda,8,Sangrūdos
205,441,Suvalkijos (Nr.63) vienmandatė apygarda,2,Jūrės
113,356,Suvalkijos (Nr.63) vienmandatė apygarda,3,Radiškės
183,628,Suvalkijos (Nr.63) vienmandatė apygarda,1,Plutiškių
125,343,Suvalkijos (Nr.63) vienmandatė apygarda, ,Salaperaugio
373,930,Suvalkijos (Nr.63) vienmandatė apygarda,3,Ąžuolų Būdos
186,371,Suvalkijos (Nr.63) vienmandatė apygarda,3,Liubavo
133,377,Suvalkijos (Nr.63) vienmandatė apygarda,2,Bebruliškių
124,322,Suvalkijos (Nr.63) vienmandatė apygarda,4,Brazavo
162,432,Suvalkijos (Nr.63) vienmandatė apygarda,2,Būdos
154,367,Suvalkijos (Nr.63) vienmandatė apygarda,15,Jurgežerių
256,624,Suvalkijos (Nr.63) vienmandatė apygarda,9,Jankų
165,362,Suvalkijos (Nr.63) vienmandatė apygarda,2,Tarprubežių
131,323,Suvalkijos (Nr.63) vienmandatė apygarda,1,Akmenynų
122,360,Suvalkijos (Nr.63) vienmandatė apygarda, ,Kampinių
379,1323,Suvalkijos (Nr.63) vienmandatė apygarda,9,Mokolų kaimo
183,374,Suvalkijos (Nr.63) vienmandatė apygarda,4,Aistiškių
294,820,Suvalkijos (Nr.63) vienmandatė apygarda,15,Šunskų
353,950,Suvalkijos (Nr.63) vienmandatė apygarda,12,Sasnavos
223,616,Suvalkijos (Nr.63) vienmandatė apygarda,15,Puskelnių
126,432,Suvalkijos (Nr.63) vienmandatė apygarda,4,Smilgių
386,1218,Suvalkijos (Nr.63) vienmandatė apygarda,9,Baraginės
343,1038,Suvalkijos (Nr.63) vienmandatė apygarda,6,Patašinės
157,451,Suvalkijos (Nr.63) vienmandatė apygarda,2,Igliškėlių
441,1119,Suvalkijos (Nr.63) vienmandatė apygarda,11,Igliaukos
159,391,Suvalkijos (Nr.63) vienmandatė apygarda,3,Šventragio
246,623,Suvalkijos (Nr.63) vienmandatė apygarda,8,Gudelių
104,297,Suvalkijos (Nr.63) vienmandatė apygarda,1,Daugirdų
121,265,Suvalkijos (Nr.63) vienmandatė apygarda,4,Daukšių
183,554,Suvalkijos (Nr.63) vienmandatė apygarda,2,Padovinio
111,337,Suvalkijos (Nr.63) vienmandatė apygarda,2,Buktos
247,736,Suvalkijos (Nr.63) vienmandatė apygarda,6,Želsvos
436,1123,Suvalkijos (Nr.63) vienmandatė apygarda,17,Liudvinavo
286,820,Suvalkijos (Nr.63) vienmandatė apygarda,3,Netičkampio
232,602,Suvalkijos (Nr.63) vienmandatė apygarda,12,Valavičių
353,926,Suvalkijos (Nr.63) vienmandatė apygarda,5,Balsupių
84,203,Suvalkijos (Nr.63) vienmandatė apygarda,2,Varnupių
107,291,Suvalkijos (Nr.63) vienmandatė apygarda,6,Liucinavo
308,972,Suvalkijos (Nr.63) vienmandatė apygarda,5,Meškučių
117,220,Suvalkijos (Nr.63) vienmandatė apygarda, ,Kūlokų
121,286,Suvalkijos (Nr.63) vienmandatė apygarda,7,Dženčialaukos
105,386,Suvalkijos (Nr.63) vienmandatė apygarda,3,Gavaltuvos
464,1070,Jurbarko (Nr.62) vienmandatė apygarda,15,Viešvilės
547,1297,Jurbarko (Nr.62) vienmandatė apygarda,7,Smalininkų
595,1555,Jurbarko (Nr.62) vienmandatė apygarda,15,Jurbarkų
231,622,Jurbarko (Nr.62) vienmandatė apygarda,7,Rotulių
256,702,Jurbarko (Nr.62) vienmandatė apygarda,2,Žindaičių
266,621,Jurbarko (Nr.62) vienmandatė apygarda,4,Eržvilko
148,355,Jurbarko (Nr.62) vienmandatė apygarda,4,Pašaltuonio
298,630,Jurbarko (Nr.62) vienmandatė apygarda,5,Lybiškių
199,479,Jurbarko (Nr.62) vienmandatė apygarda,1,Kartupių
158,371,Jurbarko (Nr.62) vienmandatė apygarda,1,Rutkiškių
164,419,Jurbarko (Nr.62) vienmandatė apygarda,1,Pavidaujo
286,804,Jurbarko (Nr.62) vienmandatė apygarda,6,Girdžių
314,799,Jurbarko (Nr.62) vienmandatė apygarda,5,Vadžgirio
177,395,Jurbarko (Nr.62) vienmandatė apygarda,2,Šimkaičių
153,352,Jurbarko (Nr.62) vienmandatė apygarda,11,Paulių
132,317,Jurbarko (Nr.62) vienmandatė apygarda,2,Volungiškės
227,431,Jurbarko (Nr.62) vienmandatė apygarda,8,Juodaičių
180,417,Jurbarko (Nr.62) vienmandatė apygarda,6,Armeniškių
423,986,Jurbarko (Nr.62) vienmandatė apygarda,9,Seredžiaus
371,995,Jurbarko (Nr.62) vienmandatė apygarda,6,Klausučių
93,188,Jurbarko (Nr.62) vienmandatė apygarda, ,Gricių
192,477,Jurbarko (Nr.62) vienmandatė apygarda,8,Lomių
227,417,Jurbarko (Nr.62) vienmandatė apygarda,3,Tamošių
495,1047,Jurbarko (Nr.62) vienmandatė apygarda,14,Veliuonos
759,1771,Jurbarko (Nr.62) vienmandatė apygarda,24,Skaudvilės
141,329,Jurbarko (Nr.62) vienmandatė apygarda,5,Stakių
392,992,Jurbarko (Nr.62) vienmandatė apygarda,10,Adakavo
