apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Utenos,,Ištekėjusi,,,Milda Petrauskienė,,Aukštasis,,,,,,Rusų,,
Utenos,,Vedęs,,,Petras Panavas,,Aukštasis,,,,,,Vokiečių;Rusų;Ukrainiečių,,
Utenos,,Vedęs,,,Jonas Kerpiškis,,,,,,,,,,
Utenos,,,,,Bronislavas Guobužas,,,,,,,,,,
Utenos,,Vedęs,,,Alvydas Danauskas,,,,,,,,,,
Utenos,,,,,Elena Čekienė,,,,,,,,,,
Utenos,,Ištekėjusi,,,Birutė Regina Akopian,,,,,,,,Rusų,,
Zarasų-Visagino,,Vedęs,,,Robertas Rukštelė,,Aukštasis,,,,,,Vokiečių;Rusų,,
Zarasų-Visagino,,Vedęs,,,Petras Papovas,,Aukštasis,,,,,,Rusų,,
Zarasų-Visagino,,Vedęs,,,Jonas Panamariovas,,,,,,,,Rusų;Prancūzų,,
Zarasų-Visagino,,Ištekėjusi,,,Marytė Kontrimaitė,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų;Armėnų,,
Zarasų-Visagino,,,,,Oksana Kiričko,,,,,,,,,,
Zarasų-Visagino,,,,,Stanislovas Juodvalkis,,,,,,,,Rusų;Vokiečių,,
Zarasų-Visagino,,,,,Sergejus Dmitrijevas,,,,,,,,,,
Zarasų-Visagino,,Išsiskyrusi,,,Jelena Bachmėtjėva,,,,,,,,Rusų;Vokiečių,,
Ignalinos Švenčionių,,Vedęs,,,Kęstutis Trapikas,,,,,,,,Rusų;Vokiečių,,
Ignalinos Švenčionių,,Vedęs,,,Edmund Šot,,Aukštasis,,,,,,Rusų;Lenkų,,
Ignalinos Švenčionių,,,,,Irena Šaltienė,,,,,,,,Vokiečių;Rusų,,
Ignalinos Švenčionių,,,,,Georgijus Skuratovas,,,,,,,,,,
Ignalinos Švenčionių,,Vedęs,,,Bronis Ropė,,Aukštasis,,,,,,Rusų,,
Ignalinos Švenčionių,,,,,Algis Stasys Meilus,,,,,,,,,,
Ignalinos Švenčionių,,Vedęs,,,Rimvydas Maciulevičius,,,,,,,,Rusų;Lenkų,,
Ignalinos Švenčionių,,Ištekėjusi,,,Marija Kalvaitienė,,Aukštasis,,,,,,Vokiečių,,
Ignalinos Švenčionių,,Vedęs,,,Česlovas Juršėnas,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Ignalinos Švenčionių,,Vedęs,,,Arūnas Domininkas Grabažis,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Ignalinos Švenčionių,,Vedęs,,,Gotfridas Ektis,,,,,,,,Rusų;Anglų;Latvių,,
Ignalinos Švenčionių,,Vedęs,,,Kęstutis Čeponis,,Aspirantūra,,,,,,Anglų;Rusų;Lenkų,,
Ignalinos Švenčionių,,Ištekėjusi,,,Lina Bukauskienė,,Nebaigtas aukštasis,,,,,,Anglų,,
Molėtų Švenčionių,,,,,Virgilijus Šironas,,Aukštasis,,,,,,Rusų;Anglų,,
Molėtų Švenčionių,,Vedęs,,,Valentinas Stundys,,,,,,,,,,
Molėtų Švenčionių,,Vedęs,,,Juozas Saplinskas,,Aukštasis,,,,,,Anglų;Rusų,,
Molėtų Švenčionių,,Vedęs,,,Everistas Raišuotis,,Aukštasis,,,,,,Lenkų;Rusų,,
Molėtų Švenčionių,,Ištekėjusi,,,Kazimira Danutė Prunskienė,,,,,,,,,,
Molėtų Švenčionių,,,,,Antanas Mickevičius,,Aukštasis,,,,,,,,
Molėtų Švenčionių,,Vedęs,,,Žilvinas Medelis,,,,,,,,Rusų,,
Molėtų Švenčionių,,,,,Regina Lopienė,,,,,,,,Rusų;Lenkų;Anglų,,
Molėtų Švenčionių,,,,,Ana Jurkevič,,Aukštasis,,,,,,,,
Molėtų Švenčionių,,Vedęs,,,Albinas Jerašūnas,,,,,,,,,,
Molėtų Švenčionių,,Nenurodė,,,Vygantas Guiga,,,,,,,,,,
Molėtų Švenčionių,,Vedęs,,,Vytautas Čereška,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Molėtų Švenčionių,,Vedęs,,,Rimantas Čeponis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Molėtų Švenčionių,,,,,Jonas Bendorius,,,,,,,,Anglų,,
Širvintų Vilniaus,,Vedęs,,,Vladislovas Uksas,,,,,,,,Anglų,,
Širvintų Vilniaus,,Vedęs,,,Virginijus Šmigelskas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Širvintų Vilniaus,,Vedęs,,,Vytautas Raudeliūnas,,,,,,,,Vokiečių;Lenkų;Rusų,,
Širvintų Vilniaus,,Ištekėjusi,,,Vanda Pukienė,,,,,,,,Lenkų;Rusų;Vokiečių,,
Širvintų Vilniaus,,Vedęs,,,Algimantas Paliukėnas,,,,,,,,Rusų;Anglų,,
Širvintų Vilniaus,,,,,Gabriel Jan Mincevič,,,,,,,,,,
Širvintų Vilniaus,,Vedęs,,,Emilius Graželis,,,,,,,,Lenkų;Rusų;Anglų;Vokiečių,,
Širvintų Vilniaus,,Vedęs,,,Bronius Bradauskas,,,,,,,,,,
Širvintų Vilniaus,,Išsiskyrusi,,,Marija Nijolė Bikauskienė,,,,,,,,Rusų;Anglų;Lenkų,,
Širvintų Vilniaus,,Ištekėjusi,,,Nijolė Ambrazaitytė,,,,,,,,Rusų,,
Vilniaus Šalčininkų,,Vedęs,,,Konstantinas Tumas,,,,,,,,Rusų;Lenkų,,
Vilniaus Šalčininkų,,Vedęs,,,Anatolijus Timofejevas,,Aukštasis,,,,,,,,
Vilniaus Šalčininkų,,Vedęs,,,Marjan Simonovič,,Aukštasis,,,,,,Rusų;Lenkų,,
Vilniaus Šalčininkų,,Vedęs,,,Jan Senkevič,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų,,
Vilniaus Šalčininkų,,Vedęs,,,Henryk Sadovski,,,,,,,,,,
Vilniaus Šalčininkų,,Vedęs,,,Ruslan Platač,,,,,,,,,,
Vilniaus Šalčininkų,,Vedęs,,,Ottonas Petraškevičius,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų;Baltarusių,,
Vilniaus Šalčininkų,,Netekėjusi,,,Bronislava Novak,,,,,,,,Rusų;Lenkų,,
Vilniaus Šalčininkų,,Vedęs,,,Jan Golubovski,,,,,,,,Rusų;Vokiečių,,
Vilniaus Šalčininkų,,Vedęs,,,Juozas Dringelis,,,,,,,,Rusų;Lenkų,,
Vilniaus Šalčininkų,,,,,Albinas Buzūnas,,,,,,,,,,
Vilniaus Šalčininkų,,Išsiskyręs,,,Alfonsas Augulis,,,,,,,,Lenkų;Baltarusių;Rusų;Ukrainiečių;Vokiečių,,
Vilniaus Trakų,,Ištekėjusi,,,Ona Voinič,,Aukštasis,,,,,,Lenkų;Vokiečių;Rusų,,
Vilniaus Trakų,,Vedęs,,,Valdemar Tomaševski,,,,,,,,Rusų,,
Vilniaus Trakų,,Vedęs,,,Galim Sitdykov,,,,,,,,Rusų;Totorių,,
Vilniaus Trakų,,Vedęs,,,Rimantas Remeika,,,,,,,,,,
Vilniaus Trakų,,Ištekėjusi,,,Larisa Puodžiūnienė,,,,,,,,,,
Vilniaus Trakų,,Vedęs,,,Algimantas Kavaliauskas,,,,,,,,,,
Vilniaus Trakų,,Vedęs,,,Leonardas Kęstutis Jaskelevičius,,,,,,,,Rusų;Lenkų;Vokiečių,,
Vilniaus Trakų,,,,,Sofija Daubaraitė,,,,,,,,,,
Vilniaus Trakų,,Nevedęs,,,Leonas Alesionka,,Aukštasis,,,,,,Anglų;Rusų,,
Trakų,,,,,Rimvydas Raimondas Survila,,Aukštasis,,,,,,Vokiečių;Rusų,,
Trakų,,Vedęs,,,Virmantas Steponavičius,,,,,,,,Vokiečių;Prancūzų,,
Trakų,,,,,Zenonas Jonas Rudys,,Aukštasis,,,,,,Rusų;Lenkų,,
Trakų,,,,,Stasys Pilikauskas,,Aukštasis,,,,,,Rusų;Lenkų,,
Trakų,,,,,Vytautas Mikalauskas,,Aukštasis,,,,,,Anglų;Rusų;Latvių,,
Trakų,,Vedęs,,,Kazys Algimantas Lisauskas,,,,,,,,Rusų;Vokiečių,,
Trakų,,Ištekėjusi,,,Lilijana Kaušakytė,,,,,,,,,,
Trakų,,Vedęs,,,Zenonas Jurgelevičius,,,,,,,,Anglų;Rusų;Lenkų,,
Trakų,,,,,Henrik Jankovski,,Aukštasis,,,,,,,,
Trakų,,Vedęs,,,Adas Jakubauskas,,,,,,,,Lenkų;Rusų;Anglų,,
Trakų,,Vedęs,,,Juozas Bernatonis,,,,,,,,Rusų;Anglų;Čekų,,
Trakų,,Ištekėjusi,,,Danutė Aleksiūnienė,,Aukštasis,,,,,,Rusų;Prancūzų;Vokiečių,,
Kaišiadorių-Elektrėnų,,Ištekėjusi,,,Stasė Žabienė,,,,,,,,Lenkų;Rusų;Vokiečių,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Antanas Terleckas,,Aukštasis,,,,,,Rusų;Lenkų;Vokiečių,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Vaclovas Putvinskis,,,,,,,,Rusų;Anglų,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Henrikas Antanas Petrauskas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Kazimieras Petraitis,,,,,,,,Rusų;Vokiečių,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Saulius Pečeliūnas,,,,,,,,Rusų;Anglų,,
Kaišiadorių-Elektrėnų,,Ištekėjusi,,,Gražina Paliokienė,,,,,,,,Anglų;Rusų,,
Kaišiadorių-Elektrėnų,,Išsiskyręs,,,Antanas Načajus,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Kaišiadorių-Elektrėnų,,,,,Rasa Melnikienė,,,,,,,,Rusų;Anglų,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Jonas Mačiukevičius,,Vidurinis,,,,,,Rusų,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Antanas Kartunavičius,,,,,,,,Rusų;Anglų;Lenkų,,
Kaišiadorių-Elektrėnų,,Išsiskyręs,,,Jonas Jarašius,,,,,,,,Rusų,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Kęstutis Jakelis,,Aukštasis,,,,,,Anglų;Rusų,,
Kaišiadorių-Elektrėnų,,Išsiskyręs,,,Andrejus Gotto,,,,,,,,Rusų;Vokiečių;Baltarusių;Ukrainiečių,,
Jonavos,,,,,Juozas Šalčius,,,,,,,,Rusų;Anglų,,
Jonavos,,Vedęs,,,Arvydas Stirna,,Aukštesnysis,,,,,,Rusų;Lenkų,,
Jonavos,,Vedęs,,,Rimantas Sinkevičius,,Aukštasis,,,,,,Anglų;Rusų,,
Jonavos,,,,,Jonas Raiskas,,,,,,,,,,
Jonavos,,Ištekėjusi,,,Jūratė Matekonienė,,,,,,,,Rusų;Lenkų;Prancūzų,,
Jonavos,,Vedęs,,,Vilmanas Lugauskas,,Aukštasis,,,,,,Rusų;Lenkų,,
Jonavos,,Vedęs,,,Rapolas Liužinas,,,,,,,,Rusų,,
Jonavos,,Vedęs,,,Gintas Jasiulionis,,Aukštesnysis,,,,,,,,
Jonavos,,Vedęs,,,Jonas Jankauskas,,Aukštasis,,,,,,,,
Jonavos,,Nevedęs,,,Peisachas Freidheimas,,,,,,,,Rusų;Vokiečių;Idiš;Lenkų;Ivrito,,
Jonavos,,Vedęs,,,Pranas Urmonas Dailidė,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Jonavos,,Vedęs,,,Vytautas Bartkus,,Aukštasis,,,,,,Anglų;Rusų,,
Kėdainių,,Vedęs,,,Jonas Vainauskas,,,,,,,,Rusų,,
Raseinių,,Vedęs,,,Antanas Vizbaras,,Aukštesnysis,,,,,,Rusų,,
Kelmės,,,,,Ieva Švarcaitė,,Aukštasis,,,,,,Anglų;Vokiečių;Prancūzų;Rusų;Italų;Ispanų;Esperanto,,
Telšių,,Vedęs,,,Kazimieras Valančauskas,,,,,,,,Vokiečių,,
Akmenės Joniškio,,Ištekėjusi,,,Ona Žėkienė,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Mažeikių,,Vedęs,,,Jonas Virkutis,,Aukštasis,,,,,,Rusų,,
Skuodo Mažeikių,,Ištekėjusi,,,Zinaida Žegunienė,,Aukštesnysis,,,,,,Rusų,,
Kretingos,,Vedęs,,,Alfonsas Algimantas Zaliapugas,,,,,,,,Rusų;Anglų,,
Plungės,,Vedęs,,,Leonardas Želvys,,Aukštasis,,,,,,Vokiečių;Rusų,,
Tauragės,,Nenurodė,,,Romualdas Zemeckis,,,,,,,,Rusų;Anglų;Lenkų,,
Šilalės Šilutės,,Vedęs,,,Steponas Varkalys,,Aukštasis,,,,,,Prancūzų;Rusų,,
Šilutės,,Ištekėjusi,,,Nijolė Vaitiekūnienė,,,,,,,,Rusų;Anglų;Lenkų,,
Gargždų,,Vedęs,,,Stanislovas Šiukšta,,Aukštasis,,,,,,Anglų;Rusų,,
Marijampolės,,Vedęs,,,Algis Žvaliauskas,,,,,,,,Prancūzų;Rusų;Anglų;Lenkų,,
Alytaus,,Išsiskyrusi,,,Ona Suncovienė,,,,,,,,Prancūzų;Rusų,,
Aukštaitijos,,Vedęs,,,Kazimieras Uoka,,,,,,,,Vokiečių;Rusų;Lenkų,,
Nevėžio,,Vedęs,,,Vytautas Vidmantas Zimnickas,,Aukštasis,,,,,,Anglų;Rusų,,
Nevėžio,,Vedęs,,,Ignacas Vienažindis,,,,,,,,Rusų,,
Nevėžio,,Vedęs,,,Eleodoras Šveikauskas,,,,,,,,,,
Nevėžio,,Vedęs,,,Viktoras Algimantas Soblys,,,,,,,,,,
Nevėžio,,Ištekėjusi,,,Lina Rasikevičienė,,Aukštesnysis,,,,,,Rusų,,
Nevėžio,,,,,Mindaugas Ramanauskas,,,,,,,,,,
Nevėžio,,Vedęs,,,Petras Luomanas,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų,,
Nevėžio,,Vedęs,,,Viktoras Lukoševičius,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Nevėžio,,Vedęs,,,Mečys Laurinkus,,,,,,,,Anglų;Lenkų;Rusų,,
Nevėžio,,Ištekėjusi,,,Genovaitė Inčiūrienė,,Aukštasis,,,,,,Rusų,,
Nevėžio,,Vedęs,,,Evaldas Leonardas Garška,,,,,,,,Rusų;Vokiečių,,
Nevėžio,,Vedęs,,,Algirdas Blažys,,Aukštesnysis,,,,,,Rusų,,
Nevėžio,,Vedęs,,,Gintaras Balčiūnas,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų,,
Nevėžio,,Ištekėjusi,,,Marijona Regina Astrauskienė,,,,,,,,Rusų;Lenkų;Prancūzų,,
Aukštaitijos,,Nevedęs,,,Dainius Šipelis,,Aukštasis,,,,,,Anglų;Rusų,,
Aukštaitijos,,,,,Angelė Steponavičienė,,,,,,,,,,
Aukštaitijos,,,,,Antanas Slučka,,,,,,,,Rusų;Prancūzų,,
Aukštaitijos,,Ištekėjusi,,,Alvilina Rimševičienė,,Aukštasis,,,,,,Lenkų;Vokiečių,,
Aukštaitijos,,Išsiskyręs,,,Raimundas Leonas Rajeckas,,,,,,,,Anglų;Rusų,,
Aukštaitijos,,Vedęs,,,Alfredas Pekeliūnas,,Aukštasis,,,,,,Anglų;Rusų,,
Aukštaitijos,,Našlys,,,Petras Mackela,,Aukštasis,,,,,,Rusų,,
Aukštaitijos,,Vedęs,,,Vaidotas Krisiūnas,,Aukštesnysis,,,,,,Rusų;Lenkų,,
Aukštaitijos,,Vedęs,,,Jeronimas Kraujelis,,,,,,,,Rusų;Prancūzų,,
Aukštaitijos,,Vedęs,,,Vidmantas Kisielis,,,,,,,,Rusų,,
Aukštaitijos,,Vedęs,,,Zenius Jonas Jurgelaitis,,Aukštasis,,,,,,Rusų,,
Aukštaitijos,,Vedęs,,,Vytautas Rapolas Gritėnas,,Aukštesnysis,,,,,,Rusų,,
Aukštaitijos,,Vedęs,,,Julius Beinortas,,,,,,,,Rusų;Anglų;Latvių,,
Aukštaitijos,,Vedęs,,,Vytautas Kazimieras Adomaitis,,Aukštasis,,,,,,Prancūzų;Rusų,,
Alytaus,,Vedęs,,,Julius Sabatauskas,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų;Anglų,,
Alytaus,,Vedęs,,,Vytautas Nedzinskas,,,,,,,,Rusų;Prancūzų,,
Alytaus,,Vedęs,,,Albinas Minkevičius,,Aukštasis,,,,,,Anglų;Rusų,,
Alytaus,,,,,Elvyra Marcinkevičiūtė,,,,,,,,,,
Alytaus,,,,,Vytautas Kolesnikovas,,,,,,,,,,
Alytaus,,Vedęs,,,Stasys Kizelavičius,,,,,,,,Rusų,,
Alytaus,,,,,Gema Jurkūnaitė,,,,,,,,Rusų;Anglų,,
Alytaus,,Vedęs,,,Kęstutis Glaveckas,,,,,,,,Anglų;Vokiečių;Rusų;Lenkų,,
Alytaus,,Vedęs,,,Visvaldas Dumbliauskas,,,,,,,,Anglų;Rusų;Lenkų,,
Marijampolės,,,,,Algimantas Straleckas,,,,,,,,,,
Marijampolės,,Išsiskyręs,,,Justinas Skuminas,,Vidurinis,,,,,,Rusų,,
Marijampolės,,Vedęs,,,Gintautas Oleka,,,,,,,,Anglų,,
Marijampolės,,Vedęs,,,Benjaminas Mašalaitis,,,,,,,,Vokiečių;Lenkų;Rusų,,
Marijampolės,,,,,Daiva Kvedaraitė,,,,,,,,Anglų;Rusų,,
Marijampolės,,Vedęs,,,Gedeminas Kuncaitis,,,,,,,,,,
Marijampolės,,Vedęs,,,Kęstutis Kubertavičius,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Marijampolės,,Vedęs,,,Algirdas Endriukaitis,,,,,,,,Vokiečių;Rusų,,
Marijampolės,,Vedęs,,,Kazys Bobelis,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų;Lenkų,,
Marijampolės,,Vedęs,,,Valentinas Aleksa,,,,,,,,Lenkų;Rusų,,
Marijampolės,,Vedęs,,,Gediminas Akelaitis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Gargždų,,,,,Audronė Pintverienė,,,,,,,,Rusų;Vokiečių,,
Gargždų,,Vedęs,,,Juozapas Paliakas,,Aukštasis,,,,,,Anglų;Rusų,,
Gargždų,,,,,Bronislavas Juozas Kuzmickas,,,,,,,,,,
Gargždų,,Vedęs,,,Gintautas Kniukšta,,,,,,,,Rusų;Anglų,,
Gargždų,,Ištekėjusi,,,Gražina Kavaliauskienė,,Aukštasis,,,,,,Lenkų,,
Gargždų,,,,,Petras Gražulis,,,,,,,,,,
Gargždų,,,,,Vanda Briedienė,,,,,,,,Rusų;Latvių;Vokiečių,,
Gargždų,,Vedęs,,,Kazimieras Antanavičius,,,,,,,,Rusų;Anglų,,
Gargždų,,Vedęs,,,Petras Adomaitis,,,,,,,,Rusų;Anglų,,
Šilutės,,Išsiskyrusi,,,Regina Rekešienė,,,,,,,,Rusų;Anglų,,
Šilutės,,Vedęs,,,Bronius Pauža,,,,,,,,Rusų,,
Šilutės,,Vedęs,,,Laimutis Norgėla,,Aukštesnysis,,,,,,Anglų;Rusų,,
Šilutės,,Vedęs,,,Vygaudas Molis,,Aukštasis,,,,,,Prancūzų;Rusų,,
Šilutės,,Vedęs,,,Stasys Mėlinauskas,,,,,,,,Anglų;Rusų,,
Šilutės,,Vedęs,,,Virginijus Martišauskas,,,,,,,,Anglų;Rusų;Lenkų,,
Šilutės,,Vedęs,,,Vitalijus Laktionkinas,,,,,,,,,,
Šilutės,,Vedęs,,,Alfredas Janušauskas,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų,,
Šilutės,,Ištekėjusi,,,Aldona Dlugoborskienė,,,,,,,,,,
Šilutės,,Ištekėjusi,,,Irena Čižauskienė,,Aukštasis,,,,,,Vokiečių;Rusų,,
Šilutės,,Vedęs,,,Vidmantas Adomonis,,,,,,,,Anglų;Rusų;Vokiečių,,
Šilalės Šilutės,,,,,Zigmas Tadas Urbonas,,,,,,,,Rusų;Vokiečių,,
Šilalės Šilutės,,Vedęs,,,Vaclovas Algirdas Mišeikis,,Aukštasis,,,,,,Anglų;Rusų,,
Šilalės Šilutės,,Vedęs,,,Valentinas Mačiulis,,,,,,,,Rusų,,
Šilalės Šilutės,,Vedęs,,,Kazimieras Vytautas Kryževičius,,,,,,,,Rusų;Vokiečių,,
Šilalės Šilutės,,Netekėjusi,,,Zita Bendinskienė,,,,,,,,,,
Šilalės Šilutės,,Vedęs,,,Alfonsas Bartkus,,,,,,,,Anglų;Rusų,,
Šilalės Šilutės,,Vedęs,,,Kęstutis Balčiūnas,,,,,,,,Rusų;Vokiečių,,
Tauragės,,Vedęs,,,Algimantas Vaitkaitis,,,,,,,,Vokiečių;Lenkų;Rusų,,
Tauragės,,Vedęs,,,Antanas Tirevičius,,,,,,,,,,
Tauragės,,Ištekėjusi,,,Genovaitė Šimkienė,,,,,,,,Rusų,,
Tauragės,,Vedęs,,,Dainius Petras Paukštė,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Tauragės,,,,,Dalia Mulevičienė,,,,,,,,,,
Tauragės,,Vedęs,,,Petras Algirdas Miškinis,,,,,,,,Lenkų;Rusų;Vokiečių,,
Tauragės,,Vedęs,,,Vytautas Kazakevičius,,,,,,,,Rusų;Lenkų;Vokiečių,,
Tauragės,,Vedęs,,,Antanas Zenonas Kaminskas,,,,,,,,Rusų;Anglų,,
Tauragės,,,,,Andriejus Anfimovas,,,,,,,,Rusų,,
Tauragės,,Vedęs,,,Jonas Ambrazaitis,,,,,,,,Rusų,,
Tauragės,,Ištekėjusi,,,Vilija Aleknaitė Abramikienė,,,,,,,,Rusų;Vokiečių;Lenkų;Anglų,,
Plungės,,Vedęs,,,Rimantas Vaitkus,,,,,,,,Anglų;Rusų;Lenkų,,
Plungės,,Vedęs,,,Augustinas Salys,,,,,,,,Anglų,,
Plungės,,Vedęs,,,Liudvikas Sabutis,,,,,,,,Rusų,,
Plungės,,,,,Stasys Recepas,,,,,,,,,,
Plungės,,Vedęs,,,Mykolas Pronckus,,,,,,,,Rusų,,
Plungės,,Vedęs,,,Primas Noreika,,,,,,,,Rusų;Prancūzų,,
Plungės,,Vedęs,,,Audrius Klišonis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Plungės,,Netekėjusi,,,Birutė Grinbergienė,,,,,,,,Latvių;Vokiečių;Rusų,,
Kretingos,,,,,Valentinas Zaborskas,,,,,,,,Rusų,,
Kretingos,,Vedęs,,,Stanislovas Valančius,,,,,,,,Rusų,,
Kretingos,,Vedęs,,,Ignacas Stasys Uždavinys,,,,,,,,Anglų;Rusų,,
Kretingos,,,,,Mindaugas Tamošauskas,,,,,,,,,,
Kretingos,,Vedęs,,,Antanas Švitra,,,,,,,,Rusų;Anglų,,
Kretingos,,Vedęs,,,Arvydas Stasiūnaitis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Kretingos,,Vedęs,,,Ksaveras Algimantas Purvinskas,,,,,,,,Rusų;Vokiečių,,
Kretingos,,Ištekėjusi,,,Lilija Petraitienė,,Aukštasis,,,,,,Anglų;Rusų,,
Kretingos,,Ištekėjusi,,,Janė Narvilienė,,,,,,,,,,
Kretingos,,Išsiskyręs,,,Leonas Kniukšta,,,,,,,,Rusų,,
Kretingos,,Vedęs,,,Gintautas Jaras,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Skuodo Mažeikių,,Ištekėjusi,,,Regina Vengalienė,,,,,,,,Rusų;Prancūzų,,
Skuodo Mažeikių,,,,,Edmundas Untulis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Skuodo Mažeikių,,,,,Odeta Šiaulienė,,Aukštasis,,,,,,Vokiečių;Rusų,,
Skuodo Mažeikių,,Vedęs,,,Juozas Egidijus Simokaitis,,,,,,,,Rusų;Anglų;Lenkų,,
Skuodo Mažeikių,,,,,Leonas Norkus,,,,,,,,Rusų,,
Skuodo Mažeikių,,Vedęs,,,Vaclovas Lapė,,,,,,,,Rusų,,
Skuodo Mažeikių,,,,,Romualdas Aloyzas Kalvaitis,,Aukštasis,,,,,,Anglų;Rusų,,
Skuodo Mažeikių,,Išsiskyręs,,,Vytautas Juozas Jarmolavičius,,Aukštasis,,,,,,Rusų;Anglų,,
Mažeikių,,Ištekėjusi,,,Regina Vileniškytė,,,,,,,,Rusų;Anglų,,
Mažeikių,,Ištekėjusi,,,Regina Taurinskienė,,Aukštasis,,,,,,Rusų,,
Mažeikių,,Nevedęs,,,Egidijus Skarbalius,,Aukštasis,,,,,,Anglų;Rusų,,
Mažeikių,,Vedęs,,,Vidas Noreika,,Aukštesnysis,,,,,,Rusų,,
Mažeikių,,Vedęs,,,Sigitas Kaktys,,,,,,,,Rusų;Vokiečių,,
Mažeikių,,Vedęs,,,Jonas Jurkus,,Aukštasis,,,,,,Rusų;Anglų,,
Mažeikių,,Vedęs,,,Vidmantas Juodpusis,,,,,,,,Rusų,,
Mažeikių,,Ištekėjusi,,,Gėnė Jokubauskienė,,Aukštasis,,,,,,Anglų,,
Mažeikių,,Vedęs,,,Pranas Gladkauskas,,,,,,,,Rusų,,
Mažeikių,,Vedęs,,,Vladas Butėnas,,Aukštasis,,,,,,Anglų;Rusų,,
Akmenės Joniškio,,,,,Adolfas Uža,,,,,,,,,,
Akmenės Joniškio,,Ištekėjusi,,,Violeta Sivilevičienė,,,,,,,,Anglų;Lenkų;Rusų,,
Akmenės Joniškio,,Vedęs,,,Stasys Poškus,,,,,,,,Prancūzų,,
Akmenės Joniškio,,Ištekėjusi,,,Eugenija Meškienė,,Aukštasis,,,,,,Anglų;Rusų,,
Akmenės Joniškio,,Vedęs,,,Vitalis Lizdenis,,Aukštasis,,,,,,Anglų,,
Akmenės Joniškio,,Vedęs,,,Algirdas Aleksandras Kvedaravičius,,,,,,,,Prancūzų;Lenkų,,
Akmenės Joniškio,,Vedęs,,,Klemas Inta,,Aukštasis,,,,,,Vokiečių;Rusų,,
Akmenės Joniškio,,Vedęs,,,Jonas Gelažius,,,,,,,,Rusų;Anglų,,
Akmenės Joniškio,,Nenurodė,,,Jadvyga Dunauskaitė,,,,,,,,,,
Telšių,,Vedęs,,,Gediminas Vagnorius,,,,,,,,Vokiečių;Rusų,,
Telšių,,Vedęs,,,Vytautas Urbanavičius,,Aukštasis,,,,,,Rusų,,
Telšių,,,,,Kęstutis Trečiokas,,,,,,,,,,
Telšių,,Vedęs,,,Kazys Sivickis,,,,,,,,Rusų;Vokiečių,,
Telšių,,Vedęs,,,Boleslovas Rudys,,,,,,,,Rusų,,
Telšių,,Vedęs,,,Liudvikas Saulius Razma,,,,,,,,Rusų;Anglų;Prancūzų,,
Telšių,,,,,Jonas Majus,,,,,,,,Rusų;Anglų,,
Telšių,,Vedęs,,,Alvydas Jasevičius,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų,,
Kelmės,,,,,Gintautas Šimkus,,,,,,,,,,
Kelmės,,Vedęs,,,Juozas Šapalas,,,,,,,,Rusų,,
Kelmės,,Vedęs,,,Jurgis Staševičius,,Aukštasis,,,,,,Rusų,,
Kelmės,,Vedęs,,,Bronius Vincas Rudzevičius,,,,,,,,,,
Kelmės,,Vedęs,,,Liudvikas Ragauskis,,,,,,,,Rusų;Anglų,,
Kelmės,,Vedęs,,,Zenonas Mačernius,,Aukštasis,,,,,,Rusų,,
Kelmės,,Vedęs,,,Juozas Listavičius,,,,,,,,Rusų;Lenkų;Vokiečių,,
