apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Suvalkijos,,Nevedęs,,,Gintaras Skamaročius,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų;Lenkų,,
Suvalkijos,,Ištekėjusi,,,Dalia Genovaitė Patackienė,,,,,,,,Rusų;Lenkų;Anglų,,
Suvalkijos,,Vedęs,,,Juozas Olekas,,Aukštasis,,,,,,Anglų;Rusų,,
Suvalkijos,,,,,Bronislovas Algimantas Lelešius,,,,,,,,Rusų;Vokiečių,,
Suvalkijos,,Vedęs,,,Justinas Karosas,,,,,,,,Vokiečių;Rusų,,
Suvalkijos,,Vedęs,,,Vytautas Jurgis Kadžys,,,,,,,,Rusų,,
Suvalkijos,,Ištekėjusi,,,Adolfina Blauzdžiūnienė,,Specialus vidurinis,,,,,,,,
Suvalkijos,,Vedęs,,,Vytautas Banaitis,,Aukštasis,,,,,,,,
Suvalkijos,,,,,Jonas Balsys,,,,,,,,,,
Šakių,,Vedęs,,,Virmantas Velikonis,,Aukštasis,,,,,,Rusų;Lenkų,,
Šakių,,Vedęs,,,Vladimiras Parfionovas,,Aukštasis,,,,,,Rusų,,
Šakių,,,,,Zenonas Macys,,,,,,,,,,
Šakių,,Ištekėjusi,,,Ona Marija Liutkevičienė,,Specialus vidurinis,,,,,,Vokiečių;Rusų,,
Šakių,,Vedęs,,,Arimantas Dumčius,,,,,,,,Prancūzų;Anglų,,
Kauno Kėdainių,,Vedęs,,,Vladas Vilimas,,,,,,,,Rusų;Vokiečių,,
Kauno Kėdainių,,Vedęs,,,Juozas Algimantas Tuzikas,,,,,,,,Vokiečių;Rusų,,
Kauno Kėdainių,,Ištekėjusi,,,Gražina Tamulytė,,,,,,,,,,
Kauno Kėdainių,,Vedęs,,,Leonas Milčius,,Aukštasis,,,,,,Anglų;Rusų,,
Kauno Kėdainių,,Ištekėjusi,,,Zina Kubilienė,,Aukštasis,,,,,,,,
Kauno Kėdainių,,Nevedęs,,,Kęstutis Kriščiūnas,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų;Lenkų,,
Kauno Kėdainių,,Vedęs,,,Stanislovas Kalvaitis,,,,,,,,Rusų;Vokiečių;Anglų,,
Kauno Kėdainių,,,,,Vladas Rimantas Gintaras,,,,,,,,Vokiečių;Rusų,,
Kauno Kėdainių,,Vedęs,,,Algimantas Dagys,,Aukštasis,,,,,,Rusų,,
Kauno Kėdainių,,,,,Algimantas Barvainis,,,,,,,,,,
Kauno Kėdainių,,Vedęs,,,Vytautas Anicetas Audzevičius,,Aukštasis,,,,,,Anglų;Rusų,,
Kauno kaimiškoji,,,,,Irma Šiolinder,,,,,,,,Rusų;Lenkų;Anglų,,
Kauno kaimiškoji,,Vedęs,,,Juozas Mozeris,,Aukštasis,,,,,,Anglų;Rusų;Latvių,,
Kauno kaimiškoji,,Vedęs,,,Vytautas Landsbergis,,Aukštasis,,,,,,Rusų;Anglų;Lenkų,,
Kauno kaimiškoji,,Vedęs,,,Petras Jonaitis,,Aukštasis,,,,,,Rusų,,
Kauno kaimiškoji,,,,,Kazys Jankauskas,,Aukštasis,,,,,,,,
Kauno kaimiškoji,,Vedęs,,,Jonas Čaplikas,,Aukštasis,,,,,,Prancūzų;Rusų,,
Kauno kaimiškoji,,Nevedęs,,,Vygintas Aukštuolis,,Aukštasis,,,,,,Anglų;Rusų,,
Kauno kaimiškoji,,Vedęs,,,Vytautas Andriuškevičius,,,,,,,,Rusų;Vokiečių,,
Kauno kaimiškoji,,Vedęs,,,Albinas Kazys Albertynas,,,,,,,,Rusų,,
Prienų,,Vedęs,,,Sigitas Urbonas,,,,,,,,Anglų,,
Prienų,,Vedęs,,,Mečislovas Treinys,,,,,,,,Rusų;Anglų;Čekų,,
Prienų,,Vedęs,,,Antanas Šatas,,Aukštasis,,,,,,Anglų;Rusų,,
Prienų,,Nevedęs,,,Sakalas Natkevičius,,Aukštasis,,,,,,Rusų;Lenkų,,
Prienų,,Vedęs,,,Pranas Morkūnas,,Aukštasis,,,,,,,,
Prienų,,,,,Mindaugas Mikaila,,,,,,,,,,
Prienų,,Vedęs,,,Kazimieras Kavaliauskas,,,,,,,,Rusų;Anglų,,
Prienų,,Vedęs,,,Vytautas Čeponis,,,,,,,,Rusų;Lenkų,,
Prienų,,Vedęs,,,Jonas Bunevičius,,,,,,,,Anglų;Rusų;Lenkų,,
Prienų,,Vedęs,,,Leonas Vaidotas Ašmantas,,,,,,,,Anglų;Rusų,,
Vilkaviškio,,Vedęs,,,Sigitas Plečkaitis,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Vilkaviškio,,Vedęs,,,Simas Ramutis Petrikis,,,,,,,,Rusų;Anglų,,
Vilkaviškio,,Vedęs,,,Jonas Mačys,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų,,
Vilkaviškio,,Ištekėjusi,,,Tamara Jurgytė Leonavičienė,,Aukštesnysis,,,,,,Rusų,,
Vilkaviškio,,Vedęs,,,Algirdas Butkevičius,,,,,,,,Rusų;Vokiečių,,
Vilkaviškio,,Vedęs,,,Kazimieras Adolfas Baršauskas,,,,,,,,Rusų;Anglų,,
Vilkaviškio,,Vedęs,,,Juozas Bagdanavičius,,,,,,,,Rusų;Vokiečių,,
Vilkaviškio,,Vedęs,,,Kęstutis Akramas,,Aukštasis,,,,,,Anglų;Rusų,,
Vilkaviškio,,Vedęs,,,Žilvinas Adomaitis,,,,,,,,Anglų;Lenkų;Rusų,,
Dzūkijos,,Išsiskyrusi,,,Marytė Ona Savickienė,,Aukštasis,,,,,,Rusų,,
Dzūkijos,,Vedęs,,,Algirdas Reipas,,Aukštasis,,,,,,Anglų;Rusų,,
Dzūkijos,,,,,Romualdas Padelskas,,,,,,,,,,
Dzūkijos,,Vedęs,,,Romualdas Ozolas,,,,,,,,Vokiečių;Anglų;Rusų,,
Dzūkijos,,Vedęs,,,Jurgis Krasnickas,,,,,,,,Anglų;Rusų,,
Dzūkijos,,Vedęs,,,Jonas Juravičius,,,,,,,,Rusų,,
Dzūkijos,,Vedęs,,,Ignas Aleškevičius,,,,,,,,Anglų;Rusų,,
Varėnos Eišiškių,,Išsiskyręs,,,Tomas Vaisieta,,,,,,,,Rusų,,
Varėnos Eišiškių,,Vedęs,,,Leonard Talmont,,Aukštasis,,,,,,Rusų,,
Varėnos Eišiškių,,Vedęs,,,Jonas Siudikas,,,,,,,,Rusų,,
Varėnos Eišiškių,,Vedęs,,,Aleksandras Gerutis Petrauskas,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų;Lenkų,,
Varėnos Eišiškių,,Vedęs,,,Mindaugas Lužys,,Aukštasis,,,,,,,,
Varėnos Eišiškių,,,,,Tadeušas Lavrenovas,,,,,,,,,,
Varėnos Eišiškių,,Vedęs,,,Algis Kašėta,,,,,,,,Rusų;Lenkų;Anglų,,
Varėnos Eišiškių,,Ištekėjusi,,,Marijona Karalienė,,,,,,,,Rusų;Anglų,,
Varėnos Eišiškių,,Vedęs,,,Jonas Kalanta,,Aukštasis,,,,,,Prancūzų;Rusų,,
Varėnos Eišiškių,,Vedęs,,,Stasys Jarmalavičius,,,,,,,,Anglų;Rusų,,
Varėnos Eišiškių,,Ištekėjusi,,,Adelė Ilginienė,,Aukštasis,,,,,,Anglų;Rusų,,
Varėnos Eišiškių,,Vedęs,,,Kęstutis Gaška,,,,,,,,Rusų;Anglų;Lenkų,,
Lazdijų Druskininkų,,Vedęs,,,Vytautas Vaikšnoras,,,,,,,,Vokiečių;Rusų,,
Lazdijų Druskininkų,,Vedęs,,,Mindaugas Stakvilevičius,,,,,,,,Rusų;Vokiečių,,
Lazdijų Druskininkų,,Vedęs,,,Virginijus Ražukas,,,,,,,,Rusų,,
Lazdijų Druskininkų,,Ištekėjusi,,,Jurgutė Muliuolienė,,Aukštasis,,,,,,Vokiečių;Rusų,,
Lazdijų Druskininkų,,Vedęs,,,Jan Mankelievič,,Aukštasis,,,,,,Rusų;Lenkų;Baltarusių,,
Lazdijų Druskininkų,,Vedęs,,,Pranciškus Kundrotas,,Aukštasis,,,,,,Rusų,,
Lazdijų Druskininkų,,Vedęs,,,Pranas Jurčiukonis,,,,,,,,Rusų,,
Lazdijų Druskininkų,,Vedęs,,,Rolandas Juozas Grėbliūnas,,,,,,,,Rusų;Lenkų,,
Lazdijų Druskininkų,,Vedęs,,,Juozas Galdikas,,,,,,,,Anglų;Vokiečių;Rusų,,
Lazdijų Druskininkų,,Vedęs,,,Alvydas Baležentis,,,,,,,,Rusų;Vokiečių;Prancūzų;Anglų,,
Lazdijų Druskininkų,,,,,Jonas Algirdas Antanaitis,,,,,,,,Rusų;Vokiečių;Anglų,,
Lazdijų Druskininkų,,Vedęs,,,Alfonsas Aleksandravičius,,Aukštasis,,,,,,Prancūzų;Rusų;Lenkų,,
Pajūrio,,Vedęs,,,Česlovas Račas,,,,,,,,Rusų;Anglų,,
Pajūrio,,Ištekėjusi,,,Edita Petruitienė,,,,,,,,Rusų;Ukrainiečių;Vokiečių,,
Pajūrio,,Išsiskyrusi,,,Ulijana Petraitienė,,Nebaigtas aukštasis,,,,,,Vokiečių;Rusų,,
Pajūrio,,Vedęs,,,Stasys Malkevičius,,,,,,,,,,
Pajūrio,,Vedęs,,,Justinas Kniukšta,,,,,,,,Rusų;Anglų,,
Pajūrio,,Vedęs,,,Aloyzas Každailevičius,,Aukštasis,,,,,,Vokiečių;Rusų,,
Pajūrio,,Vedęs,,,Petras Grecevičius,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Pajūrio,,,,,Rimas Girskis,,,,,,,,Rusų;Slovakų;Vokiečių,,
Pajūrio,,Išsiskyrusi,,,Irena Galdikaitė,,Aukštasis,,,,,,Prancūzų;Rusų,,
Pajūrio,,Vedęs,,,Pranas Dėdinas,,Aukštasis,,,,,,Vokiečių,,
Senamiesčio,,Vedęs,,,Anatolij Vasiljev,,,,,,,,,,
Senamiesčio,,Išsiskyręs,,,Eduardas Šablinskas,,Aukštasis,,,,,,Rusų;Lenkų,,
Senamiesčio,,Vedęs,,,Leonidas Syrus,,,,,,,,Rusų;Anglų,,
Senamiesčio,,Vedęs,,,Ričardas Sabaliauskas,,,,,,,,,,
Senamiesčio,,Nevedęs,,,Marijonas Ročius,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų;Ispanų;Esperanto,,
Senamiesčio,,Vedęs,,,Rimantas Pleikys,,Aukštasis,,,,,,Anglų;Rusų,,
Senamiesčio,,Vedęs,,,Gediminas Adolfas Paviržis,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Senamiesčio,,Vedęs,,,Arvydas Norkūnas,,,,,,,,Rusų,,
Senamiesčio,,Vedęs,,,Stanislovas Liučvaitis,,Aukštasis,,,,,,Anglų;Rusų;Latvių;Lenkų,,
Senamiesčio,,Vedęs,,,Valentin Jefimov,,,,,,,,,,
Senamiesčio,,Vedęs,,,Evaldas Vaclovas Gečiauskas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Senamiesčio,,Ištekėjusi,,,Galija Fedosiuk,,,,,,,,Rusų;Turkų,,
Senamiesčio,,Vedęs,,,Leonidas Endriulaitis,,,,,,,,Vokiečių;Lenkų;Rusų,,
Senamiesčio,,Vedęs,,,Virginijus Daukas,,,,,,,,,,
Senamiesčio,,Vedęs,,,Vytautas Bogušis,,,,,,,,,,
Senamiesčio,,Vedęs,,,Antanas Baskas,,Aukštasis,,,,,,Anglų;Rusų,,
Antakalnio,,,,,Romanas Algimantas Sedlickas,,,,,,,,Anglų;Rusų;Vokiečių,,
Antakalnio,,Vedęs,,,Aloyzas Sakalas,,,,,,,,Rusų;Anglų,,
Antakalnio,,Išsiskyrusi,,,Rūta Rutkelytė,,,,,,,,Vokiečių;Anglų;Rusų,,
Antakalnio,,Vedęs,,,Juozapas Petkevičius,,Aukštasis,,,,,,Rusų,,
Antakalnio,,Vedęs,,,Vincentas Mykolaitis,,,,,,,,Rusų;Anglų,,
Antakalnio,,Vedęs,,,Vytautas Aleksas Lazinko,,,,,,,,,,
Antakalnio,,Vedęs,,,Jonas Rimantas Klimas,,,,,,,,Rusų;Vokiečių,,
Antakalnio,,Vedęs,,,Jevgenij Getmanskij,,,,,,,,Vokiečių;Italų,,
Antakalnio,,Vedęs,,,Kazys Eringis,,Aukštasis,,,,,,Rusų;Anglų;Vokiečių;Lenkų,,
Antakalnio,,Vedęs,,,Vytautas Bronislovas Elenbergas,,,,,,,,Vokiečių;Rusų,,
Antakalnio,,,,,Petras Cidzikas,,,,,,,,,,
Antakalnio,,,,,Rytis Benevičius,,,,,,,,,,
Antakalnio,,Vedęs,,,Vaclav Henrik Baranovskij,,,,,,,,Rusų,,
Antakalnio,,Vedęs,,,Gintautas Babravičius,,Aukštasis,,,,,,Anglų;Rusų,,
Antakalnio,,Vedęs,,,Vytautas Astrauskas,,,,,,,,Rusų;Anglų;Vokiečių,,
Žirmūnų,,Vedęs,,,Valentinas Šapalas,,,,,,,,Anglų;Rusų,,
Žirmūnų,,Ištekėjusi,,,Rima Raznauskienė,,,,,,,,Rusų;Prancūzų,,
Žirmūnų,,Vedęs,,,Vladas Juchnevičius,,Aukštesnysis,,,,,,Rusų;Lenkų,,
Žirmūnų,,Našlys,,,Vasilijus Jemeljanovas,,Aukštasis,,,,,,,,
Žirmūnų,,Ištekėjusi,,,Elena Gradauskienė,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Žirmūnų,,Vedęs,,,Alfonsas Gedminas,,,,,,,,Rusų;Anglų,,
Žirmūnų,,Ištekėjusi,,,Irena Degutienė,,,,,,,,Rusų;Anglų;Lenkų,,
Žirmūnų,,Išsiskyrusi,,,Daiva Daugvilienė,,,,,,,,Vokiečių;Anglų,,
Žirmūnų,,Netekėjusi,,,Janina Brundzienė,,,,,,,,Rusų;Prancūzų;Ispanų;Anglų,,
Žirmūnų,,Vedęs,,,Gintaras Binkauskas,,,,,,,,Rusų;Vokiečių,,
Žirmūnų,,Vedęs,,,Vytenis Povilas Andriukaitis,,Aukštasis,,,,,,Anglų;Lenkų;Rusų;Vokiečių,,
Fabijoniškių,,Vedęs,,,Albertas Vaidila,,Aukštasis,,,,,,Anglų;Rusų,,
Fabijoniškių,,Vedęs,,,Raimondas Šukys,,Aukštasis,,,,,,Anglų;Rusų,,
Fabijoniškių,,Ištekėjusi,,,Danutė Suboč,,Aukštasis,,,,,,Rusų;Lenkų,,
Fabijoniškių,,Vedęs,,,Romualdas Stankaitis,,,,,,,,Rusų;Prancūzų;Lenkų,,
Fabijoniškių,,Nenurodė,,,Olga Ruducha,,Aukštasis,,,,,,Rusų,,
Fabijoniškių,,Vedęs,,,Algirdas Orenius,,,,,,,,Rusų;Lenkų,,
Fabijoniškių,,Ištekėjusi,,,Jolanta Malijauskienė,,,,,,,,Anglų;Rusų,,
Fabijoniškių,,Vedęs,,,Algirdas Kunčinas,,Aukštasis,,,,,,Vokiečių;Rusų,,
Fabijoniškių,,Vedęs,,,Edvardas Kriščiūnas,,Aukštasis,,,,,,Lenkų;Rusų;Anglų,,
Fabijoniškių,,Vedęs,,,Povilas Jakučionis,,,,,,,,Rusų;Vokiečių,,
Fabijoniškių,,Vedęs,,,Vygintas Gontis,,Aukštasis,,,,,,Anglų;Rusų,,
Fabijoniškių,,Vedęs,,,Algis Čaplikas,,,,,,,,Rusų,,
Fabijoniškių,,Vedęs,,,Boleslovas Bilotas,,,,,,,,Rusų;Lenkų,,
Fabijoniškių,,Vedęs,,,Audronius Ažubalis,,,,,,,,Anglų;Rusų,,
Fabijoniškių,,Vedęs,,,Arvydas Akstinavičius,,,,,,,,Anglų;Rusų,,
Šeškinės,,Vedęs,,,Julius Veselka,,,,,,,,Rusų;Vokiečių,,
Šeškinės,,Nevedęs,,,Valerij Tretjakov,,Aukštasis,,,,,,Rusų,,
Šeškinės,,Vedęs,,,Klemensas Šeputis,,,,,,,,Rusų;Anglų,,
Šeškinės,,Vedęs,,,Vikentij Suchovej,,Aukštasis,,,,,,Rusų;Lenkų,,
Šeškinės,,Vedęs,,,Antanas Napoleonas Stasiškis,,,,,,,,Rusų,,
Šeškinės,,Vedęs,,,Algirdas Sysas,,,,,,,,Rusų;Lenkų;Anglų,,
Šeškinės,,Išsiskyręs,,,Vytautas Rubavičius,,,,,,,,Anglų;Rusų;Prancūzų,,
Šeškinės,,,,,Viktoras Milvydas,,,,,,,,Vokiečių;Anglų;Lenkų;Rusų,,
Šeškinės,,,,,Alvydas Medalinskas,,,,,,,,,,
Šeškinės,,Ištekėjusi,,,Liubovė Kolcova,,Aukštasis,,,,,,Lietuvių;Vokiečių;Rusų;Lenkų,,
Šeškinės,,,,,Algirdas Kizevičius,,,,,,,,,,
Šeškinės,,Vedęs,,,Stasys Kaušinis,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Šeškinės,,Vedęs,,,Regimantas Čiupaila,,,,,,,,Anglų;Lenkų;Rusų,,
Šeškinės,,Išsiskyrusi,,,Sigita Burbienė,,Aukštasis,,,,,,Rusų;Anglų,,
Šeškinės,,Ištekėjusi,,,Zenona Ona Atkočiūnienė,,,,,,,,Rusų;Anglų,,
Šeškinės,,Išsiskyręs,,,Algimantas Andreika,,,,,,,,Vokiečių;Rusų;Uzbekų,,
Jonavos,,Ištekėjusi,,,Margarita Zonienė,,Aukštesnysis,,,,,,,,
Kaišiadorių-Elektrėnų,,Vedęs,,,Marijonas Žižliauskas,,Aukštasis,,,,,,,,
Trakų,,Vedęs,,,Viktoras Šugurovas,,,,,,,,Anglų;Vokiečių,,
Vilniaus Trakų,,Vedęs,,,Jaroslav Volkonovski,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų;Lenkų,,
Vilniaus Šalčininkų,,Vedęs,,,Vytautas Vedrickas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Širvintų Vilniaus,,Vedęs,,,Stanislav Vidtmann,,,,,,,,Lenkų;Rusų;Anglų,,
Molėtų Švenčionių,,,,,Petras Zajančkauskas,,Aukštasis,,,,,,,,
Ignalinos Švenčionių,,,,,Aleksandras Valentas,,,,,,,,,,
Zarasų-Visagino,,,,,Laurynas Trimonis,,,,,,,,,,
Utenos,,Vedęs,,,Leonidas Zabulionis,,,,,,,,,,
Rokiškio,,Vedęs,,,Vytautas Vilys,,,,,,,,,,
Anykščių Kupiškio,,Vedęs,,,Saulius Uzdonas,,,,,,,,Rusų,,
Biržų Kupiškio,,Vedęs,,,Gediminas Mykolas Variakojis,,,,,,,,Rusų,,
Pasvalio Panevėžio,,,,,Zuzana Visockienė,,,,,,,,,,
Pakruojo Joniškio,,Ištekėjusi,,,Marija Šerienė,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų,,
Šiaulių kaimiškoji,,Ištekėjusi,,,Daiva Šniukaitė,,,,,,,,Anglų;Lenkų;Rusų;Švedų,,
Radviliškio,,Vedęs,,,Audrius Urbonavičius,,Aukštasis,,,,,,Anglų;Rusų,,
Radviliškio,,Ištekėjusi,,,Irena Urbelienė,,Aukštasis,,,,,,Anglų;Rusų,,
Radviliškio,,Vedęs,,,Vigilijus Štankelis,,,,,,,,Rusų;Lietuvių,,
Radviliškio,,Vedęs,,,Arimantas Račkauskas,,,,,,,,Anglų;Rusų;Lenkų;Esperanto,,
Radviliškio,,Vedęs,,,Petras Kaščionis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Radviliškio,,Vedęs,,,Antanas Kairys,,Aukštasis,,,,,,,,
Radviliškio,,Vedęs,,,Aloyzas Juodis,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Radviliškio,,Nevedęs,,,Gediminas Dubauskas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Radviliškio,,Vedęs,,,Adolfas Damanskis,,,,,,,,,,
Radviliškio,,Vedęs,,,Mindaugas Briedis,,,,,,,,Prancūzų;Rusų,,
Radviliškio,,Ištekėjusi,,,Angelė Ambrazienė,,,,,,,,Rusų;Lenkų;Anglų,,
Šiaulių kaimiškoji,,Vedęs,,,Zenonas Stundžia,,Aukštasis,,,,,,Vokiečių;Rusų,,
Šiaulių kaimiškoji,,Vedęs,,,Alfredas Stancelaitis,,,,,,,,Rusų,,
Šiaulių kaimiškoji,,Vedęs,,,Petras Navickas,,,,,,,,Anglų;Rusų,,
Šiaulių kaimiškoji,,Vedęs,,,Rolandas Medžiūnas,,Aukštasis,,,,,,Rusų,,
Šiaulių kaimiškoji,,Išsiskyręs,,,Rimantas Liakas,,,,,,,,Rusų;Anglų,,
Šiaulių kaimiškoji,,,,,Rimas Kriščiūnas,,,,,,,,,,
Šiaulių kaimiškoji,,Vedęs,,,Ramūnas Karbauskis,,Aukštasis,,,,,,Anglų;Rusų,,
Šiaulių kaimiškoji,,Ištekėjusi,,,Vidmantė Jasukaitytė,,,,,,,,Rusų;Anglų,,
Šiaulių kaimiškoji,,Vedęs,,,Leonas Jalinskas,,,,,,,,Rusų,,
Šiaulių kaimiškoji,,Vedęs,,,Jurgis Ignas Ignotas,,Aukštasis,,,,,,Anglų,,
Šiaulių kaimiškoji,,Vedęs,,,Vincas Girnius,,,,,,,,Rusų,,
Šiaulių kaimiškoji,,Vedęs,,,Virgilijus Gedminas,,,,,,,,Rusų,,
Šiaulių kaimiškoji,,Vedęs,,,Vaclovas Domkus,,,,,,,,Vokiečių,,
Šiaulių kaimiškoji,,Vedęs,,,Vladas Buinevičius,,Aukštasis,,,,,,Anglų;Rusų;Latvių,,
Pakruojo Joniškio,,Vedęs,,,Alvydas Šedžius,,Aukštasis,,,,,,Anglų;Prancūzų;Rusų,,
Pakruojo Joniškio,,Vedęs,,,Edvardas Raugalas,,,,,,,,Rusų;Čekų;Anglų;Lenkų,,
Pakruojo Joniškio,,Vedęs,,,Naglis Puteikis,,,,,,,,Anglų;Rusų,,
Pakruojo Joniškio,,Ištekėjusi,,,Irena Petraitienė,,,,,,,,Rusų;Lenkų;Anglų,,
Pakruojo Joniškio,,Vedęs,,,Vladas Paškevičius,,,,,,,,Lenkų;Rusų,,
Pakruojo Joniškio,,,,,Petras Motiejūnas,,,,,,,,,,
Pakruojo Joniškio,,,,,Elena Morkūnienė,,,,,,,,Rusų,,
Pakruojo Joniškio,,Vedęs,,,Nikolaj Medvedev,,,,,,,,Rusų;Ukrainiečių;Lenkų,,
Pakruojo Joniškio,,Vedęs,,,Vladislovas Kramanauskas,,Aukštasis,,,,,,Vokiečių;Rusų,,
Pakruojo Joniškio,,Vedęs,,,Vytautas Kamblevičius,,,,,,,,Rusų,,
Pakruojo Joniškio,,Vedęs,,,Jonas Genys,,,,,,,,Anglų;Vokiečių;Rusų,,
Pasvalio Panevėžio,,Vedęs,,,Albertas Šimėnas,,,,,,,,Rusų;Anglų;Prancūzų,,
Pasvalio Panevėžio,,Vedęs,,,Antanas Matulas,,,,,,,,Rusų;Anglų,,
Pasvalio Panevėžio,,Vedęs,,,Vytautas Lalas,,,,,,,,Anglų;Rusų,,
Pasvalio Panevėžio,,,,,Bronislavas Krikščiūnas,,,,,,,,,,
Pasvalio Panevėžio,,Vedęs,,,Antanas Karoblis,,,,,,,,Anglų;Rusų,,
Pasvalio Panevėžio,,Vedęs,,,Jonas Jagminas,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų,,
Pasvalio Panevėžio,,Vedęs,,,Vytautas Einoris,,,,,,,,Rusų,,
Pasvalio Panevėžio,,Vedęs,,,Juozas Bagdonas,,,,,,,,Rusų;Vokiečių,,
Biržų Kupiškio,,Vedęs,,,Albinas Vaižmužis,,,,,,,,Rusų,,
Biržų Kupiškio,,Nenurodė,,,Liudvika Trasykytė,,,,,,,,Rusų;Prancūzų,,
Biržų Kupiškio,,Vedęs,,,Povilas Šimkus,,,,,,,,Rusų,,
Biržų Kupiškio,,,,,Remigijus Šaknys,,,,,,,,,,
Biržų Kupiškio,,,,,Kęstutis Slavinskas,,,,,,,,,,
Biržų Kupiškio,,Išsiskyręs,,,Rolandas Paulauskas,,,,,,,,Lenkų;Rusų;Anglų,,
Biržų Kupiškio,,Ištekėjusi,,,Zinaida Odinienė,,Aukštasis,,,,,,Anglų;Rusų;Lotynų,,
Biržų Kupiškio,,Vedęs,,,Venediktas Medvedevas,,,,,,,,,,
Biržų Kupiškio,,Vedęs,,,Aurimas Martinka,,Aukštasis,,,,,,,,
Biržų Kupiškio,,,,,Saulius Kubiliūnas,,,,,,,,,,
Biržų Kupiškio,,,,,Ruslanas Kolomakas,,,,,,,,,,
Biržų Kupiškio,,,,,Jonas Dževečka,,,,,,,,,,
Anykščių Kupiškio,,Ištekėjusi,,,Loreta Stonienė,,,,,,,,Rusų;Anglų,,
Anykščių Kupiškio,,Našlė,,,Ona Simanavičienė,,Aukštasis,,,,,,Anglų;Rusų,,
Anykščių Kupiškio,,Ištekėjusi,,,Rasa Rastauskienė,,,,,,,,Anglų;Rusų,,
Anykščių Kupiškio,,Ištekėjusi,,,Rimanta Matlašaitienė,,,,,,,,Anglų,,
Anykščių Kupiškio,,Vedęs,,,Augustinas Mindaugas Lisauskas,,Aukštasis,,,,,,Anglų;Rusų,,
Anykščių Kupiškio,,Vedęs,,,Juozas Lapienis,,,,,,,,Vokiečių,,
Anykščių Kupiškio,,Vedęs,,,Feliksas Kolosauskas,,Aukštasis,,,,,,Lenkų;Rusų;Vokiečių,,
Anykščių Kupiškio,,,,,Jonas Jusaitis,,,,,,,,,,
Anykščių Kupiškio,,Vedęs,,,Almonas Gutkauskas,,,,,,,,Anglų;Rusų,,
Anykščių Kupiškio,,Vedęs,,,Antanas Drilinga,,,,,,,,Rusų;Prancūzų,,
Rokiškio,,Vedęs,,,Romas Turonis,,Aukštasis,,,,,,Vokiečių,,
Rokiškio,,Vedęs,,,Pranas Trukšnys,,Aukštasis,,,,,,Vokiečių;Rusų,,
Rokiškio,,,,,Petras Antanas Šalčius,,,,,,,,,,
Rokiškio,,Vedęs,,,Jonas Romualdas Slyvauskas,,,,,,,,Rusų;Prancūzų;Anglų;Lenkų,,
Rokiškio,,Vedęs,,,Antanas Slesariūnas,,Aukštasis,,,,,,Prancūzų,,
Rokiškio,,Vedęs,,,Vytautas Saulis,,Aukštasis,,,,,,Vokiečių;Rusų,,
Rokiškio,,Vedęs,,,Julius Pagirys,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų,,
Rokiškio,,Vedęs,,,Andrius Norkus,,,,,,,,,,
Rokiškio,,Ištekėjusi,,,Nijolė Mincevičienė,,,,,,,,Lenkų;Rusų;Anglų,,
Rokiškio,,Vedęs,,,Gediminas Matiekus,,Aukštasis,,,,,,Vokiečių;Rusų,,
Rokiškio,,Ištekėjusi,,,Lina Macaitienė,,,,,,,,Rusų;Anglų,,
Rokiškio,,Vedęs,,,Vidmantas Kanopa,,,,,,,,Vokiečių;Rusų,,
Rokiškio,,Išsiskyrusi,,,Aldona Jašinskienė,,,,,,,,Rusų;Lenkų,,
Rokiškio,,Vedęs,,,Juozas Gavėnas,,,,,,,,Rusų;Vokiečių,,
Rokiškio,,Vedęs,,,Petras Blaževičius,,Aukštasis,,,,,,Vokiečių;Rusų,,
Utenos,,Vedęs,,,Algimantas Šinkūnas,,,,,,,,Rusų,,
Utenos,,Vedęs,,,Jonas Šimėnas,,,,,,,,Prancūzų;Rusų,,
Utenos,,,,,Saulius Šaltenis,,,,,,,,,,
Utenos,,Vedęs,,,Vytautas Stundžia,,,,,,,,Rusų;Lenkų;Vokiečių,,
Utenos,,Vedęs,,,Algirdas Petrikas,,Aukštasis,,,,,,Prancūzų;Rusų,,
