kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Andrius Kubilius,Naujamiesčio (Nr. 1) apygardos,0.2263,133,0.2067,3,Kauno (Nr. 18) apylinkė
Audrius Butkevičius,Naujamiesčio (Nr. 1) apygardos,0.1814,108,0.1657,1,Kauno (Nr. 18) apylinkė
Albinas Lozuraitis,Naujamiesčio (Nr. 1) apygardos,0.1032,62,0.0942,0,Kauno (Nr. 18) apylinkė
Jurij Kobrin,Naujamiesčio (Nr. 1) apygardos,0.223,134,0.2036,0,Kauno (Nr. 18) apylinkė
Bronislavas Genzelis,Naujamiesčio (Nr. 1) apygardos,0.03,18,0.0274,0,Kauno (Nr. 18) apylinkė
Zigfrid Račkovskis,Naujamiesčio (Nr. 1) apygardos,0.1448,86,0.1322,1,Kauno (Nr. 18) apylinkė
Aurelija Pilotienė,Naujamiesčio (Nr. 1) apygardos,0.0233,14,0.0213,0,Kauno (Nr. 18) apylinkė
Vasilij Asmolkov,Naujamiesčio (Nr. 1) apygardos,0.0283,17,0.0258,0,Kauno (Nr. 18) apylinkė
Rimantas Matulis,Naujamiesčio (Nr. 1) apygardos,0.02,12,0.0182,0,Kauno (Nr. 18) apylinkė
Gintaras Ruseckas,Naujamiesčio (Nr. 1) apygardos,0.0083,5,0.0076,0,Kauno (Nr. 18) apylinkė
Saulius Mickus,Naujamiesčio (Nr. 1) apygardos,0.005,3,0.0046,0,Kauno (Nr. 18) apylinkė
Algirdas Pilvelis,Naujamiesčio (Nr. 1) apygardos,0.015,9,0.0137,0,Kauno (Nr. 18) apylinkė
Juozas Galdikas,Lazdijų Druskininkų (Nr. 71) apygardos,0.5144,143,0.4847,0,Varnėnų (Nr. 33) apylinkė
Alvydas Baležentis,Lazdijų Druskininkų (Nr. 71) apygardos,0.1115,31,0.1051,0,Varnėnų (Nr. 33) apylinkė
Alfonsas Aleksandravičius,Lazdijų Druskininkų (Nr. 71) apygardos,0.1403,39,0.1322,0,Varnėnų (Nr. 33) apylinkė
Pranciškus Kundrotas,Lazdijų Druskininkų (Nr. 71) apygardos,0.0791,22,0.0746,0,Varnėnų (Nr. 33) apylinkė
Virginijus Ražukas,Lazdijų Druskininkų (Nr. 71) apygardos,0.0576,16,0.0542,0,Varnėnų (Nr. 33) apylinkė
Jurgutė Muliuolienė,Lazdijų Druskininkų (Nr. 71) apygardos,0.0324,9,0.0305,0,Varnėnų (Nr. 33) apylinkė
Jonas Algirdas Antanaitis,Lazdijų Druskininkų (Nr. 71) apygardos,0.0324,9,0.0305,0,Varnėnų (Nr. 33) apylinkė
Rolandas Juozas Grėbliūnas,Lazdijų Druskininkų (Nr. 71) apygardos,0.0036,1,0.0034,0,Varnėnų (Nr. 33) apylinkė
Mindaugas Stakvilevičius,Lazdijų Druskininkų (Nr. 71) apygardos,0.0288,8,0.0271,0,Varnėnų (Nr. 33) apylinkė
Aivaras Vyšniauskas,Lazdijų Druskininkų (Nr. 71) apygardos,0.0,0,0.0,0,Varnėnų (Nr. 33) apylinkė
Jan Mankelievič,Lazdijų Druskininkų (Nr. 71) apygardos,0.0,0,0.0,0,Varnėnų (Nr. 33) apylinkė
Vytautas Vaikšnoras,Lazdijų Druskininkų (Nr. 71) apygardos,0.0,0,0.0,0,Varnėnų (Nr. 33) apylinkė
Pranas Jurčiukonis,Lazdijų Druskininkų (Nr. 71) apygardos,0.0,0,0.0,0,Varnėnų (Nr. 33) apylinkė
Algis Kašėta,Varėnos Eišiškių (Nr. 70) apygardos,0.4088,193,0.3785,11,Senosios Varėnos (Nr. 39) apylinkė
Leonard Talmont,Varėnos Eišiškių (Nr. 70) apygardos,0.006,3,0.0056,0,Senosios Varėnos (Nr. 39) apylinkė
Jonas Kalanta,Varėnos Eišiškių (Nr. 70) apygardos,0.1283,62,0.1187,2,Senosios Varėnos (Nr. 39) apylinkė
Kazimieras Velžys,Varėnos Eišiškių (Nr. 70) apygardos,0.2244,104,0.2078,8,Senosios Varėnos (Nr. 39) apylinkė
Adelė Ilginienė,Varėnos Eišiškių (Nr. 70) apygardos,0.0681,33,0.0631,1,Senosios Varėnos (Nr. 39) apylinkė
Kęstutis Gaška,Varėnos Eišiškių (Nr. 70) apygardos,0.1042,50,0.0965,2,Senosios Varėnos (Nr. 39) apylinkė
Mindaugas Lužys,Varėnos Eišiškių (Nr. 70) apygardos,0.0261,13,0.0241,0,Senosios Varėnos (Nr. 39) apylinkė
Marijona Karalienė,Varėnos Eišiškių (Nr. 70) apygardos,0.0261,13,0.0241,0,Senosios Varėnos (Nr. 39) apylinkė
Jonas Siudikas,Varėnos Eišiškių (Nr. 70) apygardos,0.02,10,0.0186,0,Senosios Varėnos (Nr. 39) apylinkė
Tomas Vaisieta,Varėnos Eišiškių (Nr. 70) apygardos,0.016,7,0.0148,1,Senosios Varėnos (Nr. 39) apylinkė
Stasys Jarmalavičius,Varėnos Eišiškių (Nr. 70) apygardos,0.004,2,0.0037,0,Senosios Varėnos (Nr. 39) apylinkė
Aleksandras Gerutis Petrauskas,Varėnos Eišiškių (Nr. 70) apygardos,0.012,4,0.0111,2,Senosios Varėnos (Nr. 39) apylinkė
Tadeušas Lavrenovas,Varėnos Eišiškių (Nr. 70) apygardos,0.01,5,0.0093,0,Senosios Varėnos (Nr. 39) apylinkė
Ignas Aleškevičius,Dzūkijos (Nr. 69) apygardos,0.6314,230,0.5724,15,Nemunaičio (Nr. 50) apylinkė
Romualdas Ozolas,Dzūkijos (Nr. 69) apygardos,0.1675,60,0.1519,5,Nemunaičio (Nr. 50) apylinkė
Jurgis Krasnickas,Dzūkijos (Nr. 69) apygardos,0.0773,30,0.0701,0,Nemunaičio (Nr. 50) apylinkė
Algirdas Reipas,Dzūkijos (Nr. 69) apygardos,0.0773,20,0.0701,10,Nemunaičio (Nr. 50) apylinkė
Marytė Ona Savickienė,Dzūkijos (Nr. 69) apygardos,0.0619,20,0.0561,4,Nemunaičio (Nr. 50) apylinkė
Jonas Juravičius,Dzūkijos (Nr. 69) apygardos,0.0335,13,0.0304,0,Nemunaičio (Nr. 50) apylinkė
Rapolas Vasiliauskas,Dzūkijos (Nr. 69) apygardos,0.0335,13,0.0304,0,Nemunaičio (Nr. 50) apylinkė
Romualdas Padelskas,Dzūkijos (Nr. 69) apygardos,0.0052,2,0.0047,0,Nemunaičio (Nr. 50) apylinkė
Jonas Mačys,Vilkaviškio (Nr. 68) apygardos,0.4252,122,0.3732,6,Gudelių (Nr. 44) apylinkė
Algirdas Butkevičius,Vilkaviškio (Nr. 68) apygardos,0.1163,34,0.102,1,Gudelių (Nr. 44) apylinkė
Aleksandras Edmundas Žemaitaitis,Vilkaviškio (Nr. 68) apygardos,0.1595,48,0.1399,0,Gudelių (Nr. 44) apylinkė
Simas Ramutis Petrikis,Vilkaviškio (Nr. 68) apygardos,0.1196,32,0.105,4,Gudelių (Nr. 44) apylinkė
Sigitas Plečkaitis,Vilkaviškio (Nr. 68) apygardos,0.103,29,0.0904,2,Gudelių (Nr. 44) apylinkė
Kazimieras Adolfas Baršauskas,Vilkaviškio (Nr. 68) apygardos,0.0631,13,0.0554,6,Gudelių (Nr. 44) apylinkė
Tamara Jurgytė Leonavičienė,Vilkaviškio (Nr. 68) apygardos,0.0299,6,0.0262,3,Gudelių (Nr. 44) apylinkė
Juozas Bagdanavičius,Vilkaviškio (Nr. 68) apygardos,0.0399,9,0.035,3,Gudelių (Nr. 44) apylinkė
Kęstutis Akramas,Vilkaviškio (Nr. 68) apygardos,0.01,3,0.0087,0,Gudelių (Nr. 44) apylinkė
Žilvinas Adomaitis,Vilkaviškio (Nr. 68) apygardos,0.0166,5,0.0146,0,Gudelių (Nr. 44) apylinkė
Sigitas Urbonas,Prienų (Nr. 67) apygardos,0.4851,227,0.4352,18,Stakliškių (Nr. 34) apylinkė
Leonas Vaidotas Ašmantas,Prienų (Nr. 67) apygardos,0.1644,80,0.1474,3,Stakliškių (Nr. 34) apylinkė
Pranas Morkūnas,Prienų (Nr. 67) apygardos,0.103,44,0.0924,8,Stakliškių (Nr. 34) apylinkė
Mindaugas Mikaila,Prienų (Nr. 67) apygardos,0.196,90,0.1758,9,Stakliškių (Nr. 34) apylinkė
Jonas Valatka,Prienų (Nr. 67) apygardos,0.0198,10,0.0178,0,Stakliškių (Nr. 34) apylinkė
Antanas Šatas,Prienų (Nr. 67) apygardos,0.0356,17,0.032,1,Stakliškių (Nr. 34) apylinkė
Mečislovas Treinys,Prienų (Nr. 67) apygardos,0.0297,15,0.0266,0,Stakliškių (Nr. 34) apylinkė
Vytautas Čeponis,Prienų (Nr. 67) apygardos,0.0119,5,0.0107,1,Stakliškių (Nr. 34) apylinkė
Sakalas Natkevičius,Prienų (Nr. 67) apygardos,0.0059,3,0.0053,0,Stakliškių (Nr. 34) apylinkė
Jonas Bunevičius,Prienų (Nr. 67) apygardos,0.004,2,0.0036,0,Stakliškių (Nr. 34) apylinkė
Kazimieras Kavaliauskas,Prienų (Nr. 67) apygardos,0.0238,12,0.0213,0,Stakliškių (Nr. 34) apylinkė
Vytautas Landsbergis,Kauno kaimiškoji (Nr. 66) apygardos,0.7274,835,0.7084,8,Tirkiliškių (Nr. 126) apylinkė
Juozas Mozeris,Kauno kaimiškoji (Nr. 66) apygardos,0.0932,108,0.0908,0,Tirkiliškių (Nr. 126) apylinkė
Albinas Kazys Albertynas,Kauno kaimiškoji (Nr. 66) apygardos,0.038,44,0.037,0,Tirkiliškių (Nr. 126) apylinkė
Irma Šiolinder,Kauno kaimiškoji (Nr. 66) apygardos,0.0319,37,0.0311,0,Tirkiliškių (Nr. 126) apylinkė
Jonas Čaplikas,Kauno kaimiškoji (Nr. 66) apygardos,0.0181,21,0.0176,0,Tirkiliškių (Nr. 126) apylinkė
Petras Jonaitis,Kauno kaimiškoji (Nr. 66) apygardos,0.0276,32,0.0269,0,Tirkiliškių (Nr. 126) apylinkė
Algirdas Venckūnas,Kauno kaimiškoji (Nr. 66) apygardos,0.0336,39,0.0328,0,Tirkiliškių (Nr. 126) apylinkė
Vytautas Andriuškevičius,Kauno kaimiškoji (Nr. 66) apygardos,0.0173,20,0.0168,0,Tirkiliškių (Nr. 126) apylinkė
Vygintas Aukštuolis,Kauno kaimiškoji (Nr. 66) apygardos,0.0155,18,0.0151,0,Tirkiliškių (Nr. 126) apylinkė
Kazys Jankauskas,Kauno kaimiškoji (Nr. 66) apygardos,0.0043,5,0.0042,0,Tirkiliškių (Nr. 126) apylinkė
Vladas Vilimas,Kauno Kėdainių (Nr. 65) apygardos,0.342,232,0.3079,30,Romainių (Nr. 127) apylinkė
Leonas Milčius,Kauno Kėdainių (Nr. 65) apygardos,0.1005,75,0.0905,2,Romainių (Nr. 127) apylinkė
Zina Kubilienė,Kauno Kėdainių (Nr. 65) apygardos,0.0796,61,0.0717,0,Romainių (Nr. 127) apylinkė
Vytautas Anicetas Audzevičius,Kauno Kėdainių (Nr. 65) apygardos,0.0927,68,0.0834,3,Romainių (Nr. 127) apylinkė
Algimantas Dagys,Kauno Kėdainių (Nr. 65) apygardos,0.047,36,0.0423,0,Romainių (Nr. 127) apylinkė
Stanislovas Kalvaitis,Kauno Kėdainių (Nr. 65) apygardos,0.1188,90,0.1069,1,Romainių (Nr. 127) apylinkė
Kęstutis Kriščiūnas,Kauno Kėdainių (Nr. 65) apygardos,0.077,56,0.0693,3,Romainių (Nr. 127) apylinkė
Vladas Rimantas Gintaras,Kauno Kėdainių (Nr. 65) apygardos,0.0496,38,0.0447,0,Romainių (Nr. 127) apylinkė
Juozas Algimantas Tuzikas,Kauno Kėdainių (Nr. 65) apygardos,0.0352,27,0.0317,0,Romainių (Nr. 127) apylinkė
Jonas Viščius,Kauno Kėdainių (Nr. 65) apygardos,0.0405,31,0.0364,0,Romainių (Nr. 127) apylinkė
Gražina Tamulytė,Kauno Kėdainių (Nr. 65) apygardos,0.0535,41,0.0482,0,Romainių (Nr. 127) apylinkė
Algimantas Barvainis,Kauno Kėdainių (Nr. 65) apygardos,0.0144,11,0.0129,0,Romainių (Nr. 127) apylinkė
Arvydas Vidžiūnas,Šakių (Nr. 64) apygardos,0.3181,249,0.2688,16,Kudirkos Naumiesčio (Nr. 38) apylinkė
Virmantas Velikonis,Šakių (Nr. 64) apygardos,0.3325,253,0.2809,24,Kudirkos Naumiesčio (Nr. 38) apylinkė
Arimantas Dumčius,Šakių (Nr. 64) apygardos,0.2485,185,0.2099,22,Kudirkos Naumiesčio (Nr. 38) apylinkė
Ona Marija Liutkevičienė,Šakių (Nr. 64) apygardos,0.1044,66,0.0882,21,Kudirkos Naumiesčio (Nr. 38) apylinkė
Vladimiras Parfionovas,Šakių (Nr. 64) apygardos,0.0948,75,0.0801,4,Kudirkos Naumiesčio (Nr. 38) apylinkė
Zenonas Macys,Šakių (Nr. 64) apygardos,0.006,5,0.0051,0,Kudirkos Naumiesčio (Nr. 38) apylinkė
Sigitas Slavickas,Suvalkijos (Nr. 63) apygardos,0.2618,232,0.2421,12,Kalvarijos Rytinė (Nr. 54) apylinkė
Juozas Olekas,Suvalkijos (Nr. 63) apygardos,0.2285,202,0.2113,11,Kalvarijos Rytinė (Nr. 54) apylinkė
Vytautas Banaitis,Suvalkijos (Nr. 63) apygardos,0.1266,112,0.1171,6,Kalvarijos Rytinė (Nr. 54) apylinkė
Justinas Karosas,Suvalkijos (Nr. 63) apygardos,0.147,132,0.1359,5,Kalvarijos Rytinė (Nr. 54) apylinkė
Gintaras Skamaročius,Suvalkijos (Nr. 63) apygardos,0.0676,62,0.0625,1,Kalvarijos Rytinė (Nr. 54) apylinkė
Bronislovas Algimantas Lelešius,Suvalkijos (Nr. 63) apygardos,0.0451,40,0.0417,2,Kalvarijos Rytinė (Nr. 54) apylinkė
Vytautas Šunskis,Suvalkijos (Nr. 63) apygardos,0.0644,58,0.0595,2,Kalvarijos Rytinė (Nr. 54) apylinkė
Jonas Štreimikis,Suvalkijos (Nr. 63) apygardos,0.0408,38,0.0377,0,Kalvarijos Rytinė (Nr. 54) apylinkė
Juozas Žebrauskas,Suvalkijos (Nr. 63) apygardos,0.0118,11,0.0109,0,Kalvarijos Rytinė (Nr. 54) apylinkė
Adolfina Blauzdžiūnienė,Suvalkijos (Nr. 63) apygardos,0.0279,25,0.0258,1,Kalvarijos Rytinė (Nr. 54) apylinkė
Dalia Genovaitė Patackienė,Suvalkijos (Nr. 63) apygardos,0.0118,11,0.0109,0,Kalvarijos Rytinė (Nr. 54) apylinkė
Vytautas Jurgis Kadžys,Suvalkijos (Nr. 63) apygardos,0.0054,5,0.005,0,Kalvarijos Rytinė (Nr. 54) apylinkė
Jonas Balsys,Suvalkijos (Nr. 63) apygardos,0.0043,4,0.004,0,Kalvarijos Rytinė (Nr. 54) apylinkė
Antanas Račas,Jurbarko (Nr. 62) apygardos,0.2932,374,0.2741,16,Naujamiesčio (Nr. 31) apylinkė
Stasys Makūnas,Jurbarko (Nr. 62) apygardos,0.2241,288,0.2094,10,Naujamiesčio (Nr. 31) apylinkė
Vygaudas Keraitis,Jurbarko (Nr. 62) apygardos,0.1256,163,0.1174,4,Naujamiesčio (Nr. 31) apylinkė
Birutė Valionytė,Jurbarko (Nr. 62) apygardos,0.1113,142,0.104,6,Naujamiesčio (Nr. 31) apylinkė
Algimantas Reičiūnas,Jurbarko (Nr. 62) apygardos,0.0947,124,0.0885,2,Naujamiesčio (Nr. 31) apylinkė
Leonilija Perminienė,Jurbarko (Nr. 62) apygardos,0.1105,143,0.1033,4,Naujamiesčio (Nr. 31) apylinkė
Ona Kuprienė,Jurbarko (Nr. 62) apygardos,0.0519,68,0.0485,1,Naujamiesčio (Nr. 31) apylinkė
Zenonas Šimkus,Jurbarko (Nr. 62) apygardos,0.0075,9,0.007,1,Naujamiesčio (Nr. 31) apylinkė
Albina Kavaliauskaitė,Jurbarko (Nr. 62) apygardos,0.0113,15,0.0105,0,Naujamiesčio (Nr. 31) apylinkė
Ronius Karopčikas,Jurbarko (Nr. 62) apygardos,0.003,4,0.0028,0,Naujamiesčio (Nr. 31) apylinkė
Rimantas Smetona,Ukmergės (Nr. 61) apygardos,0.1957,65,0.1494,7,Žemaitkiemio (Nr. 40) apylinkė
Sigitas Čirba,Ukmergės (Nr. 61) apygardos,0.163,50,0.1245,10,Žemaitkiemio (Nr. 40) apylinkė
Marijonas Visakavičius,Ukmergės (Nr. 61) apygardos,0.1304,42,0.0996,6,Žemaitkiemio (Nr. 40) apylinkė
Jonas Mindaugas Nenartonis,Ukmergės (Nr. 61) apygardos,0.0571,16,0.0436,5,Žemaitkiemio (Nr. 40) apylinkė
Rita Mikutienė,Ukmergės (Nr. 61) apygardos,0.3478,95,0.2656,33,Žemaitkiemio (Nr. 40) apylinkė
Rimantas Nugaras,Ukmergės (Nr. 61) apygardos,0.1495,54,0.1141,1,Žemaitkiemio (Nr. 40) apylinkė
Egidijus Gustainis,Ukmergės (Nr. 61) apygardos,0.0707,21,0.0539,5,Žemaitkiemio (Nr. 40) apylinkė
Antanas Svetikas,Ukmergės (Nr. 61) apygardos,0.0299,9,0.0228,2,Žemaitkiemio (Nr. 40) apylinkė
Edmundas Pupelis,Ukmergės (Nr. 61) apygardos,0.0082,3,0.0062,0,Žemaitkiemio (Nr. 40) apylinkė
Kęstutis Glebavičius,Ukmergės (Nr. 61) apygardos,0.0054,2,0.0041,0,Žemaitkiemio (Nr. 40) apylinkė
Rimgaudas Kazėnas,Ukmergės (Nr. 61) apygardos,0.038,9,0.029,5,Žemaitkiemio (Nr. 40) apylinkė
Algimantas Povilas Vanagas,Ukmergės (Nr. 61) apygardos,0.0054,2,0.0041,0,Žemaitkiemio (Nr. 40) apylinkė
Arvydas Stirna,Jonavos (Nr. 60) apygardos,0.3052,114,0.2564,16,Šveicarijos (Nr. 27) apylinkė
Jūratė Matekonienė,Jonavos (Nr. 60) apygardos,0.0704,29,0.0592,1,Šveicarijos (Nr. 27) apylinkė
Vilmanas Lugauskas,Jonavos (Nr. 60) apygardos,0.1197,46,0.1006,5,Šveicarijos (Nr. 27) apylinkė
Rimantas Sinkevičius,Jonavos (Nr. 60) apygardos,0.1596,64,0.1341,4,Šveicarijos (Nr. 27) apylinkė
Vytautas Bartkus,Jonavos (Nr. 60) apygardos,0.0751,27,0.0631,5,Šveicarijos (Nr. 27) apylinkė
Pranas Urmonas Dailidė,Jonavos (Nr. 60) apygardos,0.061,20,0.0513,6,Šveicarijos (Nr. 27) apylinkė
Jonas Jankauskas,Jonavos (Nr. 60) apygardos,0.0728,24,0.0611,7,Šveicarijos (Nr. 27) apylinkė
Gintas Jasiulionis,Jonavos (Nr. 60) apygardos,0.1033,38,0.0868,6,Šveicarijos (Nr. 27) apylinkė
Margarita Zonienė,Jonavos (Nr. 60) apygardos,0.0915,33,0.0769,6,Šveicarijos (Nr. 27) apylinkė
Juozas Šalčius,Jonavos (Nr. 60) apygardos,0.0117,5,0.0099,0,Šveicarijos (Nr. 27) apylinkė
Peisachas Freidheimas,Jonavos (Nr. 60) apygardos,0.0188,7,0.0158,1,Šveicarijos (Nr. 27) apylinkė
Rapolas Liužinas,Jonavos (Nr. 60) apygardos,0.0399,14,0.0335,3,Šveicarijos (Nr. 27) apylinkė
Jonas Raiskas,Jonavos (Nr. 60) apygardos,0.0141,5,0.0118,1,Šveicarijos (Nr. 27) apylinkė
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.2643,28,0.1979,9,Mūro Strėvininkų (Nr. 30) apylinkė
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.1929,25,0.1444,2,Mūro Strėvininkų (Nr. 30) apylinkė
Antanas Terleckas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.2,20,0.1497,8,Mūro Strėvininkų (Nr. 30) apylinkė
Gražina Paliokienė,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.1214,15,0.0909,2,Mūro Strėvininkų (Nr. 30) apylinkė
Vaclovas Putvinskis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.1714,19,0.1283,5,Mūro Strėvininkų (Nr. 30) apylinkė
Rasa Melnikienė,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0143,1,0.0107,1,Mūro Strėvininkų (Nr. 30) apylinkė
Stasė Žabienė,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0429,6,0.0321,0,Mūro Strėvininkų (Nr. 30) apylinkė
Jonas Mačiukevičius,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0286,3,0.0214,1,Mūro Strėvininkų (Nr. 30) apylinkė
Jonas Jarašius,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.05,7,0.0374,0,Mūro Strėvininkų (Nr. 30) apylinkė
Marijonas Žižliauskas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0286,4,0.0214,0,Mūro Strėvininkų (Nr. 30) apylinkė
Antanas Načajus,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0143,1,0.0107,1,Mūro Strėvininkų (Nr. 30) apylinkė
Henrikas Antanas Petrauskas,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0,0,0.0,0,Mūro Strėvininkų (Nr. 30) apylinkė
Andrejus Gotto,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0571,8,0.0428,0,Mūro Strėvininkų (Nr. 30) apylinkė
Antanas Kartunavičius,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0071,0,0.0053,1,Mūro Strėvininkų (Nr. 30) apylinkė
Kazimieras Petraitis,Kaišiadorių-Elektrėnų (Nr. 59) apygardos,0.0214,3,0.016,0,Mūro Strėvininkų (Nr. 30) apylinkė
Rimvydas Raimondas Survila,Trakų (Nr. 58) apygardos,0.1382,27,0.1181,3,Liudvinavo (Nr. 78) apylinkė
Danutė Aleksiūnienė,Trakų (Nr. 58) apygardos,0.0415,8,0.0354,1,Liudvinavo (Nr. 78) apylinkė
Henrik Jankovski,Trakų (Nr. 58) apygardos,0.5714,116,0.4882,8,Liudvinavo (Nr. 78) apylinkė
Stasys Pilikauskas,Trakų (Nr. 58) apygardos,0.0737,15,0.063,1,Liudvinavo (Nr. 78) apylinkė
Juozas Bernatonis,Trakų (Nr. 58) apygardos,0.0507,11,0.0433,0,Liudvinavo (Nr. 78) apylinkė
Vytautas Mikalauskas,Trakų (Nr. 58) apygardos,0.0461,9,0.0394,1,Liudvinavo (Nr. 78) apylinkė
Zenonas Jonas Rudys,Trakų (Nr. 58) apygardos,0.023,5,0.0197,0,Liudvinavo (Nr. 78) apylinkė
Virmantas Steponavičius,Trakų (Nr. 58) apygardos,0.0184,4,0.0157,0,Liudvinavo (Nr. 78) apylinkė
Lilijana Kaušakytė,Trakų (Nr. 58) apygardos,0.0461,10,0.0394,0,Liudvinavo (Nr. 78) apylinkė
Viktoras Šugurovas,Trakų (Nr. 58) apygardos,0.0184,4,0.0157,0,Liudvinavo (Nr. 78) apylinkė
Kazys Algimantas Lisauskas,Trakų (Nr. 58) apygardos,0.0184,4,0.0157,0,Liudvinavo (Nr. 78) apylinkė
Zenonas Jurgelevičius,Trakų (Nr. 58) apygardos,0.0046,1,0.0039,0,Liudvinavo (Nr. 78) apylinkė
Adas Jakubauskas,Trakų (Nr. 58) apygardos,0.0138,3,0.0118,0,Liudvinavo (Nr. 78) apylinkė
Valdemar Tomaševski,Vilniaus Trakų (Nr. 57) apygardos,0.1631,161,0.1497,12,Salininkų (Nr. 50) apylinkė
Sofija Daubaraitė,Vilniaus Trakų (Nr. 57) apygardos,0.377,394,0.346,6,Salininkų (Nr. 50) apylinkė
Rimantas Remeika,Vilniaus Trakų (Nr. 57) apygardos,0.1583,167,0.1453,1,Salininkų (Nr. 50) apylinkė
Leonas Alesionka,Vilniaus Trakų (Nr. 57) apygardos,0.0518,49,0.0476,6,Salininkų (Nr. 50) apylinkė
Algimantas Kavaliauskas,Vilniaus Trakų (Nr. 57) apygardos,0.0811,83,0.0744,3,Salininkų (Nr. 50) apylinkė
Leonardas Kęstutis Jaskelevičius,Vilniaus Trakų (Nr. 57) apygardos,0.0952,94,0.0874,7,Salininkų (Nr. 50) apylinkė
Larisa Puodžiūnienė,Vilniaus Trakų (Nr. 57) apygardos,0.0773,80,0.0709,2,Salininkų (Nr. 50) apylinkė
Ona Voinič,Vilniaus Trakų (Nr. 57) apygardos,0.0217,23,0.0199,0,Salininkų (Nr. 50) apylinkė
Jaroslav Volkonovski,Vilniaus Trakų (Nr. 57) apygardos,0.0028,3,0.0026,0,Salininkų (Nr. 50) apylinkė
Galim Sitdykov,Vilniaus Trakų (Nr. 57) apygardos,0.0066,7,0.0061,0,Salininkų (Nr. 50) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.6257,94,0.5022,18,Rakonių (Nr. 55) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0112,2,0.009,0,Rakonių (Nr. 55) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0223,4,0.0179,0,Rakonių (Nr. 55) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.3966,61,0.3184,10,Rakonių (Nr. 55) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0056,1,0.0045,0,Rakonių (Nr. 55) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0056,1,0.0045,0,Rakonių (Nr. 55) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0223,4,0.0179,0,Rakonių (Nr. 55) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0279,5,0.0224,0,Rakonių (Nr. 55) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0168,1,0.0135,2,Rakonių (Nr. 55) apylinkė
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0279,5,0.0224,0,Rakonių (Nr. 55) apylinkė
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0056,1,0.0045,0,Rakonių (Nr. 55) apylinkė
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0056,0,0.0045,1,Rakonių (Nr. 55) apylinkė
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0,0,0.0,0,Rakonių (Nr. 55) apylinkė
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.4147,263,0.3664,14,Neries (Nr. 52) apylinkė
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygardos,0.021,14,0.0185,0,Neries (Nr. 52) apylinkė
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.012,8,0.0106,0,Neries (Nr. 52) apylinkė
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0329,22,0.0291,0,Neries (Nr. 52) apylinkė
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1781,116,0.1574,3,Neries (Nr. 52) apylinkė
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0644,43,0.0569,0,Neries (Nr. 52) apylinkė
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygardos,0.1452,93,0.1283,4,Neries (Nr. 52) apylinkė
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0539,35,0.0476,1,Neries (Nr. 52) apylinkė
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygardos,0.0374,23,0.0331,2,Neries (Nr. 52) apylinkė
