kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0482,11,0.0437,0,Dauglaukio (Nr. 34) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0044,1,0.004,0,Dauglaukio (Nr. 34) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0044,1,0.004,0,Dauglaukio (Nr. 34) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0088,2,0.0079,0,Dauglaukio (Nr. 34) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Dauglaukio (Nr. 34) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.2826,78,0.2727,0,Baltrušaičių (Nr. 33) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.3406,93,0.3287,1,Baltrušaičių (Nr. 33) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.1159,32,0.1119,0,Baltrušaičių (Nr. 33) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0833,23,0.0804,0,Baltrušaičių (Nr. 33) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0435,12,0.042,0,Baltrušaičių (Nr. 33) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0471,13,0.0455,0,Baltrušaičių (Nr. 33) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0145,4,0.014,0,Baltrušaičių (Nr. 33) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0326,9,0.0315,0,Baltrušaičių (Nr. 33) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0217,5,0.021,1,Baltrušaičių (Nr. 33) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0145,4,0.014,0,Baltrušaičių (Nr. 33) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0036,1,0.0035,0,Baltrušaičių (Nr. 33) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0072,2,0.007,0,Baltrušaičių (Nr. 33) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.2772,26,0.2478,2,Eičių (Nr. 32) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.198,18,0.177,2,Eičių (Nr. 32) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.1287,13,0.115,0,Eičių (Nr. 32) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.2178,21,0.1947,1,Eičių (Nr. 32) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0891,8,0.0796,1,Eičių (Nr. 32) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0198,1,0.0177,1,Eičių (Nr. 32) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0495,5,0.0442,0,Eičių (Nr. 32) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0396,4,0.0354,0,Eičių (Nr. 32) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0198,2,0.0177,0,Eičių (Nr. 32) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Eičių (Nr. 32) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0297,3,0.0265,0,Eičių (Nr. 32) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Eičių (Nr. 32) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.4395,108,0.4208,1,Kunigiškių (Nr. 31) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.0605,15,0.0579,0,Kunigiškių (Nr. 31) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.121,29,0.1158,1,Kunigiškių (Nr. 31) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0968,24,0.0927,0,Kunigiškių (Nr. 31) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.1129,28,0.1081,0,Kunigiškių (Nr. 31) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0565,14,0.0541,0,Kunigiškių (Nr. 31) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0605,15,0.0579,0,Kunigiškių (Nr. 31) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0323,8,0.0309,0,Kunigiškių (Nr. 31) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0121,3,0.0116,0,Kunigiškių (Nr. 31) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.004,1,0.0039,0,Kunigiškių (Nr. 31) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0081,2,0.0077,0,Kunigiškių (Nr. 31) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.004,1,0.0039,0,Kunigiškių (Nr. 31) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.3172,115,0.2914,3,Gaurės (Nr. 30) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.3065,105,0.2815,9,Gaurės (Nr. 30) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0403,15,0.037,0,Gaurės (Nr. 30) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.1425,52,0.1309,1,Gaurės (Nr. 30) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.043,16,0.0395,0,Gaurės (Nr. 30) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0484,18,0.0444,0,Gaurės (Nr. 30) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0134,5,0.0123,0,Gaurės (Nr. 30) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0242,8,0.0222,1,Gaurės (Nr. 30) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0914,32,0.084,2,Gaurės (Nr. 30) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0134,5,0.0123,0,Gaurės (Nr. 30) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0027,1,0.0025,0,Gaurės (Nr. 30) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Gaurės (Nr. 30) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.398,66,0.3319,12,Eidintų (Nr. 29) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1684,29,0.1404,4,Eidintų (Nr. 29) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0663,12,0.0553,1,Eidintų (Nr. 29) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.1735,28,0.1447,6,Eidintų (Nr. 29) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.2041,37,0.1702,3,Eidintų (Nr. 29) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0714,13,0.0596,1,Eidintų (Nr. 29) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0204,4,0.017,0,Eidintų (Nr. 29) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0153,3,0.0128,0,Eidintų (Nr. 29) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0204,3,0.017,1,Eidintų (Nr. 29) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Eidintų (Nr. 29) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0051,1,0.0043,0,Eidintų (Nr. 29) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Eidintų (Nr. 29) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.5588,211,0.4926,22,Batakių (Nr. 28) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1679,54,0.148,16,Batakių (Nr. 28) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0384,16,0.0338,0,Batakių (Nr. 28) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0671,28,0.0592,0,Batakių (Nr. 28) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.1007,39,0.0888,3,Batakių (Nr. 28) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0552,22,0.0486,1,Batakių (Nr. 28) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0168,6,0.0148,1,Batakių (Nr. 28) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0552,23,0.0486,0,Batakių (Nr. 28) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0216,8,0.019,1,Batakių (Nr. 28) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0096,4,0.0085,0,Batakių (Nr. 28) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0048,2,0.0042,0,Batakių (Nr. 28) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0096,4,0.0085,0,Batakių (Nr. 28) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.2957,34,0.281,0,Juodpetrių (Nr. 23) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.0696,8,0.0661,0,Juodpetrių (Nr. 23) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0696,8,0.0661,0,Juodpetrių (Nr. 23) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.1826,21,0.1736,0,Juodpetrių (Nr. 23) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.087,10,0.0826,0,Juodpetrių (Nr. 23) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0696,8,0.0661,0,Juodpetrių (Nr. 23) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.1652,19,0.157,0,Juodpetrių (Nr. 23) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0087,1,0.0083,0,Juodpetrių (Nr. 23) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Juodpetrių (Nr. 23) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0261,3,0.0248,0,Juodpetrių (Nr. 23) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Juodpetrių (Nr. 23) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0261,3,0.0248,0,Juodpetrių (Nr. 23) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.5389,80,0.4615,10,Šakviečio (Nr. 22) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1257,19,0.1077,2,Šakviečio (Nr. 22) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0719,12,0.0615,0,Šakviečio (Nr. 22) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0479,8,0.041,0,Šakviečio (Nr. 22) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0479,8,0.041,0,Šakviečio (Nr. 22) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0898,14,0.0769,1,Šakviečio (Nr. 22) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0419,5,0.0359,2,Šakviečio (Nr. 22) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.024,4,0.0205,0,Šakviečio (Nr. 22) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.006,1,0.0051,0,Šakviečio (Nr. 22) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.006,1,0.0051,0,Šakviečio (Nr. 22) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.018,3,0.0154,0,Šakviečio (Nr. 22) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.012,2,0.0103,0,Šakviečio (Nr. 22) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.3818,101,0.3266,12,Mažonų (Nr. 20) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.2162,57,0.185,7,Mažonų (Nr. 20) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.1351,37,0.1156,3,Mažonų (Nr. 20) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0912,26,0.078,1,Mažonų (Nr. 20) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0541,14,0.0462,2,Mažonų (Nr. 20) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.1081,26,0.0925,6,Mažonų (Nr. 20) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.027,8,0.0231,0,Mažonų (Nr. 20) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0676,19,0.0578,1,Mažonų (Nr. 20) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0304,7,0.026,2,Mažonų (Nr. 20) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0068,1,0.0058,1,Mažonų (Nr. 20) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Mažonų (Nr. 20) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Mažonų (Nr. 20) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.3804,124,0.3474,8,Pagramančio (Nr. 19) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1499,46,0.1368,6,Pagramančio (Nr. 19) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0231,7,0.0211,1,Pagramančio (Nr. 19) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0346,12,0.0316,0,Pagramančio (Nr. 19) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0432,14,0.0395,1,Pagramančio (Nr. 19) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.4063,137,0.3711,4,Pagramančio (Nr. 19) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0058,2,0.0053,0,Pagramančio (Nr. 19) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0029,1,0.0026,0,Pagramančio (Nr. 19) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Pagramančio (Nr. 19) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Pagramančio (Nr. 19) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0058,2,0.0053,0,Pagramančio (Nr. 19) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0058,2,0.0053,0,Pagramančio (Nr. 19) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.3986,108,0.3793,2,Norkaičių (Nr. 18) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.2464,66,0.2345,2,Norkaičių (Nr. 18) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0906,25,0.0862,0,Norkaičių (Nr. 18) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.058,15,0.0552,1,Norkaičių (Nr. 18) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.058,15,0.0552,1,Norkaičių (Nr. 18) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0471,12,0.0448,1,Norkaičių (Nr. 18) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0217,6,0.0207,0,Norkaičių (Nr. 18) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0833,23,0.0793,0,Norkaičių (Nr. 18) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0072,1,0.0069,1,Norkaičių (Nr. 18) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0072,2,0.0069,0,Norkaičių (Nr. 18) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0072,2,0.0069,0,Norkaičių (Nr. 18) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0036,1,0.0034,0,Norkaičių (Nr. 18) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.4286,70,0.375,17,Pilaitės (Nr. 17) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1084,18,0.0948,4,Pilaitės (Nr. 17) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.1527,31,0.1336,0,Pilaitės (Nr. 17) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.1281,26,0.1121,0,Pilaitės (Nr. 17) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.1034,19,0.0905,2,Pilaitės (Nr. 17) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0887,18,0.0776,0,Pilaitės (Nr. 17) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0296,6,0.0259,0,Pilaitės (Nr. 17) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0246,4,0.0216,1,Pilaitės (Nr. 17) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0394,8,0.0345,0,Pilaitės (Nr. 17) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0099,2,0.0086,0,Pilaitės (Nr. 17) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Pilaitės (Nr. 17) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0049,1,0.0043,0,Pilaitės (Nr. 17) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.6877,223,0.6186,17,Kęsčių (Nr. 16) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1203,36,0.1082,6,Kęsčių (Nr. 16) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0458,16,0.0412,0,Kęsčių (Nr. 16) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0458,16,0.0412,0,Kęsčių (Nr. 16) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0487,16,0.0438,1,Kęsčių (Nr. 16) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0372,12,0.0335,1,Kęsčių (Nr. 16) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0287,9,0.0258,1,Kęsčių (Nr. 16) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0229,8,0.0206,0,Kęsčių (Nr. 16) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0057,2,0.0052,0,Kęsčių (Nr. 16) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0115,4,0.0103,0,Kęsčių (Nr. 16) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0115,4,0.0103,0,Kęsčių (Nr. 16) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0086,3,0.0077,0,Kęsčių (Nr. 16) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.3475,46,0.3043,3,Vizbarų (Nr. 15) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.2695,37,0.236,1,Vizbarų (Nr. 15) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0426,6,0.0373,0,Vizbarų (Nr. 15) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0567,7,0.0497,1,Vizbarų (Nr. 15) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0426,5,0.0373,1,Vizbarų (Nr. 15) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.234,33,0.205,0,Vizbarų (Nr. 15) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0071,1,0.0062,0,Vizbarų (Nr. 15) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Vizbarų (Nr. 15) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0284,3,0.0248,1,Vizbarų (Nr. 15) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0213,3,0.0186,0,Vizbarų (Nr. 15) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Vizbarų (Nr. 15) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Vizbarų (Nr. 15) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.5823,204,0.5169,26,Žygaičių (Nr. 14) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1063,40,0.0944,2,Žygaičių (Nr. 14) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0127,5,0.0112,0,Žygaičių (Nr. 14) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.119,44,0.1056,3,Žygaičių (Nr. 14) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0911,35,0.0809,1,Žygaičių (Nr. 14) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0582,20,0.0517,3,Žygaičių (Nr. 14) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0278,11,0.0247,0,Žygaičių (Nr. 14) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0228,9,0.0202,0,Žygaičių (Nr. 14) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0354,14,0.0315,0,Žygaičių (Nr. 14) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0203,8,0.018,0,Žygaičių (Nr. 14) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0127,5,0.0112,0,Žygaičių (Nr. 14) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Žygaičių (Nr. 14) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.567,158,0.4955,7,Sartininkų (Nr. 13) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1718,42,0.1502,8,Sartininkų (Nr. 13) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0206,6,0.018,0,Sartininkų (Nr. 13) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0619,18,0.0541,0,Sartininkų (Nr. 13) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0687,19,0.0601,1,Sartininkų (Nr. 13) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0515,13,0.045,2,Sartininkų (Nr. 13) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0309,9,0.027,0,Sartininkų (Nr. 13) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0241,7,0.021,0,Sartininkų (Nr. 13) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0069,2,0.006,0,Sartininkų (Nr. 13) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0172,5,0.015,0,Sartininkų (Nr. 13) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0172,5,0.015,0,Sartininkų (Nr. 13) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0137,4,0.012,0,Sartininkų (Nr. 13) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.4853,29,0.4125,4,Šakių (Nr. 12) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1029,6,0.0875,1,Šakių (Nr. 12) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0147,1,0.0125,0,Šakių (Nr. 12) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.1765,12,0.15,0,Šakių (Nr. 12) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0882,6,0.075,0,Šakių (Nr. 12) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.1029,5,0.0875,2,Šakių (Nr. 12) apylinkė
Antanas Tirevičius,Tauragės (Nr. 34) apygardos,0.0588,4,0.05,0,Šakių (Nr. 12) apylinkė
Dalia Mulevičienė,Tauragės (Nr. 34) apygardos,0.0294,2,0.025,0,Šakių (Nr. 12) apylinkė
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygardos,0.0441,2,0.0375,1,Šakių (Nr. 12) apylinkė
Jonas Ambrazaitis,Tauragės (Nr. 34) apygardos,0.0147,1,0.0125,0,Šakių (Nr. 12) apylinkė
Vytautas Kazakevičius,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Šakių (Nr. 12) apylinkė
Genovaitė Šimkienė,Tauragės (Nr. 34) apygardos,0.0,0,0.0,0,Šakių (Nr. 12) apylinkė
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygardos,0.5395,165,0.4647,26,Lauksargių (Nr. 11) apylinkė
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygardos,0.1356,39,0.1168,9,Lauksargių (Nr. 11) apylinkė
Andriejus Anfimovas,Tauragės (Nr. 34) apygardos,0.0763,27,0.0657,0,Lauksargių (Nr. 11) apylinkė
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygardos,0.0763,26,0.0657,1,Lauksargių (Nr. 11) apylinkė
Dainius Petras Paukštė,Tauragės (Nr. 34) apygardos,0.0763,26,0.0657,1,Lauksargių (Nr. 11) apylinkė
Romualdas Zemeckis,Tauragės (Nr. 34) apygardos,0.0763,23,0.0657,4,Lauksargių (Nr. 11) apylinkė
