apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Lazdijų - Druskininkų,1960-10-01,ištekėjusi,Ne ,"Druskininkų savivaldybė,mero pavaduotoja",KRISTINA    MIŠKINIENĖ,Druskininkai,Aukštasis;Kauno politechnikos institutas;Inžinierius-sistemotechnikas;1982,"Išvykos, menas",Šalčininkų raj. Rakliškių km.,Lietuvos socialdemokratų partija, ,40,"rusų, lenkų",Ne ,Neturiu 
Lazdijų - Druskininkų,1956-08-04,vedęs,Ne ,"Lazdijų raj. savivaldybė,mero pavaduotojas",VALDAS PETRAS    MIKELIONIS,Bajoriškių k.,Aukštasis;Lietuvos veterinarijos akademija;zooinžinierius;1979,"sportas, muzika",Gegutės kaimas Šlavantų sen. Lazdijų r. sav.,Liberalų ir centro sąjunga,lietuvis ,49,rusų,Ne ,Neturiu 
Lazdijų - Druskininkų,1965-05-02,našlė,Ne ,"UAB BIZNIO MEISTRAS,Direktoriaus pavaduotoja",ZITA    JAKUBYNIENĖ,Radžiūnų k.,Aukštesnysis;Alytaus kolegija;Verslo vadyba;2004,"žvejyba, šokiai, ūkininkavimas",Alytaus rajonas,Respublikonų partija,lietuvė ,43,"rusų, lenkų, anglų",Taip ,Turiu 
Lazdijų - Druskininkų,1965-02-12,vedęs,Ne ,"VšĮ Lazdijų ligoninė,vaikų ligų skyriaus vedėjas",GYTIS    JACKŪNAS,Lazdijai,Aukštasis;Vilniaus universitetas;vaikų ligų gydytojas;1994,"netradicinė medicina, knygos, kelionės",Vilnius,Lietuvos socialdemokratų sąjunga,lietuvis ,94,"rusų, anglų",Ne ,Neturiu 
Lazdijų - Druskininkų,1969-07-21,ištekėjusi,Ne ,"Alytaus Dzūkijos pagrindinė mokykla, spec. poreikių mokinių lavinamosios klasės vyr. auklėtoja, dramos būrelio ir muzikos mokytoja",ASTA    GALBUOGIENĖ,Alytus,"Podiplominės studijos;Kauno medicinos universitetas;Paliatyvioji pagalba;2010;Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Socialinis darbas, menų terapija;2009;Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Edukologija, socialinė pedagogika;2007;Spec. vidurinis;Alytaus 54 profesinė technikos mokykla;4 kategorijos siuvėja;1987","kūryba, eilėraščiai, dainos, renginių scenarijai, muzikos klausymas, dainavimas, šokiai, vaidyba, sveikas gyvenimo būdas, pasivaikščiojimai gamtoje","Raseinių raj., Kilupiai",Krikščionių partija,lietuvė ,58,"vokiečių, rusų",Ne ,Neturiu 
Lazdijų - Druskininkų,1985-08-12,ištekėjusi,Ne ,"motinystės atostogose,",VIKTORIJA    DAILYDIENĖ,Druskininkai,aukštasis universitetinis magistras;Vytauto Didžiojo universitetas;religijos mokslai;2010,,"Druskininkai, Lietuva",Lietuvos lenkų rinkimų akcija,lenkė ,120,"rusų, lenkų",Ne ,Neturiu 
Lazdijų - Druskininkų,1967-08-10,vedęs,Ne ,"Lazdijų raj. savivaldybės administracija,Direktoriaus pavaduotojas",ARŪNAS    BACEVIČIUS,Lazdijai,Aukštasis universitetinis;KTU;Inžinierius - mechanikas;1992;Aukštesnysis;Alytaus politechnikumas;Technikos technologas;1986,"Politika, sportas, investavimas",Marijampolė,Darbo partija,lietuvis ,85,"rusų, lenkų, anglų",Ne ,Neturiu 
Lazdijų - Druskininkų,1978-06-16,vedęs,Ne ,"Lietuvos Respublikos Teisingumo ministerija,Viceministras",GYTIS    ANDRULIONIS,Vilnius,Aukštasis;Mykolo Romerio universitetas;Teisininkas;2006,"sportas, žvejyba",Lazdijai,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,92,"anglų, rusų, vokiečių, lenkų",Ne ,Neturiu 
Širvintų - Vilniaus,1953-06-04,ištekėjusi,Ne ,"Valstybinis jaunimo teatras,Koordinatorė darbui su vaikais ir jaunimu",VIOLETA    PODOLSKAITĖ,Vilnius,Aukštasis universitetinis;Lietuvos valstybinė konservatorija (muzikos ir teatro akademija);Dramos teatro aktorė;1975,"vairavimas, poilsis gamtoje",Kauno miestas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvė ,65,"rusų, anglų",Ne ,Neturiu 
Širvintų - Vilniaus,1975-06-21,ištekėjusi,Ne ,"UAB ""Danielita"",KOmercijos direktorė",ŽIVILĖ    PINSKUVIENĖ,Širvintos,Magistras;VGTU;Aplinkos inžinierius;2003;Aukštasis;VGTU;Aplinkotvarkos inžinierius;2001,"kelionės, kalnų slidinėjimas, automobilių sportas, aktorystė",Širvintos,Darbo partija,lietuvė ,14,"rusų, lenkų, anglų",Ne ,Neturiu 
Širvintų - Vilniaus,1969-11-29,vedęs,Ne ,"UAB ""Underhill Baltic"",direktorius",KĘSTUTIS    PAKALNIS,Širvintos,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Ekonomistas;2006,"sportas, kelionės",Širvintos,Liberalų ir centro sąjunga,lietuvis ,41,rusų,Ne ,Neturiu 
Širvintų - Vilniaus,1943-10-10,vedęs,Ne ,"pensininkas,-",JONAS    NAUJALIS,Vilnius,Aukštasis;Kauno politechnikos institutas;Inžinierius statybininkas;1966,"sportas, kelionės",Varėnos raj. Gudakiemio kaimas,Krikščionių partija,lietuvis ,37,"rusų, prancūzų",Ne ,Neturiu 
Širvintų - Vilniaus,1970-01-09,vedęs,Ne ,"UAB ""VILGERA"",Direktorius",ARŪNAS    MALIAUKA,Vilnius,Aukštasis;KTU;inžinierius;1993,"technika, kelionės",Vilnius,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,135,"rusų, anglų",Ne ,Neturiu 
Širvintų - Vilniaus,1976-11-14,ištekėjusi,Ne ,",",AUŠRINĖ    MAIŽIEŠIENĖ,Bubų k.,"Bakalauras;Vilniaus Gedimino technikos universitetas;Vadybos ir verslo administravimas, transporto inžinerinė ekonomika ir vadyba;2010","kelionės, knygų skaitymas",Šilutė,Demokratinė darbo ir vienybės partija,lietuvė ,8,"rusų, anglų",Ne ,Neturiu 
Širvintų - Vilniaus,1975-05-27,vedęs,Ne ,"UAB „KRK Baltic“,Direktorius statybai",KĘSTUTIS    JASEVIČIUS,Širvintų k.,Bakalauras;Vilniaus statybos ir dizaino kolegija;Energetikos studijų krypties šilumos energetikos studijos;2007;Profesinės studijos;Vilniaus statybos technikumas;Inžinieriaus profesinė kvalifikacija;1995,"SPORTAS, KELIONES",SIRVINTOS,Partija Tvarka ir teisingumas,lietuvis ,60,rusų,Ne ,Neturiu 
Širvintų - Vilniaus,1954-10-10,vedęs,Ne ,"Darnios plėtros institutas,projektų vadovas",ČESLAV    JAKOVIČ,Vilnius,Aukštasis;Leningrado geležinkelio transporto institutas;inžinierius statybininkas;1991,sveikas gyvenimo būdas,"Dieveniškių miestl., Šalčininkų raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lenkas ,30,"rusų, lenkų, lietuvių",Ne ,Neturiu 
Širvintų - Vilniaus,1958-06-25,išsituokusi,Ne ,"UAB ""Minorantė"",Direktorė",AUDRONĖ    ČEKAUSKIENĖ,Zujūnų k.,Aukštasis;Lietuvos žemės ūkio akademija;Inžinierė žemėtvarkininkė;1981,"Literatūra, kelionės, teatras, gamta, gėlės",Kėdainių rajonas,Tautininkų sąjunga,lietuvė ,89,"anglų, rusų, lenkų",Ne ,Neturiu 
Širvintų - Vilniaus,1944-10-27,vedęs,Ne ,"-,pensininkas",ANTANAS    BUROKAS,Vilnius,Aukštasis;Vilniaus Valstybinis Pedagoginis Institutas;Istorijos ir fizinio auklėjimo mokytojas;1972,"klasikinė muzika, dailė, sportas, sodyba, visuomeniniais pagrindais organizuoju tarptautines išvykas",Ukmergė,„Drąsos kelias“ politinė partija,lietuvis ,81,"lenkų, rusų",Ne ,Neturiu 
Širvintų - Vilniaus,1945-08-31,vedęs,Ne ,"Lietuvos Respublikos Privatizavimo komisija,Narys",JONAS    BUDREVIČIUS,Didžiosios Riešės k.,Aukštasis;Lietuvos Žemės Ūkio akademija;Ekonomistas;1985,,Biržai,Lietuvos socialdemokratų partija,lietuvis ,33,"rusų, latvių",Ne ,Neturiu 
Širvintų - Vilniaus,1968-12-16,vedęs,Ne ,"Vilniaus energija,vyriausias energijos gamybos mašinistas",ALVYDAS    AUGUSTINAITIS,Vilnius,Aukštesnysis;Vilniaus politechnikumas;Pramonės šiluminiai įrengimai;1989,"sportas, kelionės po Lietuvos įžymias vietas","Vidiškių km., Ukmergės rajonas",Respublikonų partija,lietuvis ,25,"rusų, lenkų",Ne ,Neturiu 
Širvintų - Vilniaus,1966-04-10,vedęs,Ne ,"Ūkininko ūkis,Ūkininkas",ALFREDAS    ASTIKAS,Kantrimiškio k.,Aukštasis magistrinis;Mykolo Romerio universitetas;teisė ir valstybės valdymas;2002;Aukštasis;Vilniaus universitetas;ekonomika;1997;Aukštasis;Lietuvos veterinarijos akademija;zooinžinerija;1994,"sportas, politika, technikos naujovės...","Žindulių k., Širvintų r.",Politinė partija „Sąjunga Taip“,lietuvis ,59,,Ne ,Neturiu 
Vilniaus - Šalčininkų,1956-11-06,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo narys",LEONARD    TALMONT,Eišiškės,Aukštasis;Lietuvos žemės ūkio akademija;mokslinis agronomas;1979,medžioklė,"Eišiškės, Šalčininkų r.",Lietuvos lenkų rinkimų akcija,lenkas ,,,Ne ,Neturiu 
Vilniaus - Šalčininkų,1951-03-15,ištekėjusi,Ne ,"Lietuvos gyventojų genocido ir rezistencijos centras,vyriausioji bibliotekininkė",JANINA    ŠIMKUVIENĖ,Rudaminos k.,Aukštesnysis;Kultūros mokykla;bibliotekininkė;1971,"politika, knygos",Palanga,Politinė partija „Sąjunga Taip“,lietuvė ,34,rusų,Ne ,Neturiu 
Vilniaus - Šalčininkų,1983-08-07,vedęs,Ne ,"Europos Parlamento nario J. V. Paleckio biuras Vilniuje,padėjėjas",DARIUS    SKUSEVIČIUS,Didžiųjų Baušių k.,Bakalauro laipsnis;ISM Vadybos ir ekonomikos universitetas;Vadyba ir verslo administravimas;2012,"teatras, knygos, poilsis gamtoje",Vilnius,Lietuvos socialdemokratų partija,lietuvis ,112,"anglų, rusų, lenkų",Ne ,Neturiu 
Vilniaus - Šalčininkų,1972-08-06,Nenurodė,Ne ,"Generalinė miškų urėdija prie Aplinkos ministerijos,Teisės ir personalo sk. vyriausioji specialistė",EGLĖ    MANKEVIČIENĖ,Vilkaraisčio k.,Aukštasis magistrinis;M. Romerio universitetas;teisė ir valdymas;2012;Aukštasis magistrinis;Lietuvos žemės ūkio universitetas;miško ekologija;2004;Aukštasis;Lietuvos žemės ūkio universitetas;miškotyra;1998;Vidurinis;Nemenčinės II-oji vid. m-la;-;1991,"Muzika, kelionės, žvejyba, teatras",Vilniaus rajonas,Liberalų ir centro sąjunga,lietuvė ,84,"rusų, lenkų, vokiečių, anglų",Ne ,Neturiu 
Vilniaus - Šalčininkų,1946-12-06,vedęs,Ne ,"esu pensininkas,-",RYŠARD    MACEIKIANEC,Kaniūkų k.,Aukštasis;VU;teisininkas;1975;Spec. vidurinis;Vilniaus pedagoginė mokykla;Pradinių klasių mokytojas;1965,"leidyinė veikla, istorija","Lietuva, Vilniaus rajonas, Buivydžių seniūnija, Kaniūkų kaimas",„Drąsos kelias“ politinė partija,lietuvis ,67,"rusų, vokiečių",Ne ,Neturiu 
Vilniaus - Šalčininkų,1976-09-07,Nenurodė,Ne ,",",GINTARAS    KRAUJUTIS,Šalčininkai,,,,Lietuvos Respublikos liberalų sąjūdis, ,125,,Ne ,Neturiu 
Vilniaus - Šalčininkų,1986-07-20,nevedęs,Ne ,"VŠĮ Naisių vasaros teatras,",ARŪNAS    JOKUBAUSKAS,Šiauliai,aukštasis universitetinis bakalauras;Šiaulių universitetas;aktorius;2009,"muzikavimas, skaitymas",Šiauliai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,115,"anglų, rusų",Ne ,Neturiu 
Vilniaus - Šalčininkų,1971-05-27,vedęs,Ne ,"VĮ Vilniaus miškų urėdija,girininkas",FRANC    JAKUBOVSKIJ,Skaidiškių k.,Aukštasis;Lietuvos žemės ūkio universitetas;Miškotyros bakalauras;1997;Aukštasis;Lietuvos veterinarijos akademija;zooinžinierius;1993,viskas kas susiję su miškų,Vilniaus rajonas,Partija Tvarka ir teisingumas,lenkas ,77,"rusų, lenkų",Ne ,Neturiu 
Vilniaus - Šalčininkų,1959-07-15,ištekėjusi,Ne ,"UAB ""Ruvėja"",Direktorė",VILIJA    FILIPOVIČIENĖ,Didžiosios Riešės k.,Aukštasis universitetinis;Vilniaus universitetas;Aukštos kvalifikacijos prekių mokslų žinovė;1982,"Kelionės, ypač po Lietuva, ekonominė ir politinė literatūra","Irkucko m., Rusija",Darbo partija,lietuvė ,17,"rusų, lenkų",Ne ,Neturiu 
Vilniaus - Šalčininkų,1985-05-18,ištekėjusi,Ne ,"Nėra,-",Viktorija    BALLACK,Klaipėda,Nebaigtas aukštasis;Vakarų Lietuvos verslo kolegija;vadybininkas;2008,"Sportas, skaitymas, muzika","Šiaulių r. sav., Bubių sen., Volungių k.",Demokratinė darbo ir vienybės partija, ,,"rusų, anglų",Ne ,Neturiu 
Vilniaus - Trakų,1966-05-25,vedęs,Ne ,"Vš.Į. INFOPOL,direktorius",STANISLAV    TARASEVIČ,Verbuškių k.,Aukštasis;Liublino M. Curie-Sklodowskos universitetas (Lenkija);istorikas;1994,"kulinarija, turizmas, sportas","Verbuškių k., Vilniaus rajonas",Politinė partija „Sąjunga Taip“,lenkas ,46,"lenkų, rusų, anglų",Ne ,Neturiu 
Vilniaus - Trakų,1962-03-09,išsiskyręs,Ne ,"UAB ""Ekolinas"",Transporto direktorius",JONAS    SADOVSKIS,Naujojo Lentvario k.,Aukštesnysis;Elektrėnų energetikų mokykla;Energetikas;1980,"Sportas, kelionės, muzika, teatras","Naujojo Lentvario k., Lentvario sen., Trakų r. sav.",Respublikonų partija,lenkas ,20,"lenkų, rusų, prancūzų",Ne ,Neturiu 
Vilniaus - Trakų,1955-02-26,vedęs,Ne ,"Europos Parlamento J. Imbraso biuras,padėjėjas Lietuvoje",ALEKSANDER    POPLAVSKI,Vilnius,Aukštasis;Vilniaus valstybinis universitetas medicinos fakultetas;gydytojas epidemiologas;1979,"kelionės, literatūra, antikinė filosofija, kalbos","Vilnius, Lietuva",Partija Tvarka ir teisingumas,lenkas ,70,"rusų, lenkų, anglų",Taip ,Neturiu 
Vilniaus - Trakų,1962-01-01,vedęs,Ne ,"Lietuvos Respublikos Seimas,LR Seimo narys",JAROSLAV    NARKEVIČ,Trakai,Aukštasis universitetinis;MRU;savivaldos administravimo magistras;2010;Aukštasis;VVPI (VPU);matematikos mokytojas;1983,,Trakai,Lietuvos lenkų rinkimų akcija,lenkas ,,"rusų, lenkų, prancūzų",Ne ,Neturiu 
Vilniaus - Trakų,1948-12-12,vedęs,Ne ,"-,pensininkas",VIRGILIJUS PETRAS    MATULA,Vilnius,"Aukštasis;Leningrado Valstybinis Teatro, Muzikos ir Kinematografijos institutas;Dramos režisierius;1976","psichologija, istorija, alternatyvi medicina","Laukuva, Šilalės r.",„Drąsos kelias“ politinė partija,lietuvis ,49,"anglų, rusų, lenkų",Ne ,Neturiu 
Vilniaus - Trakų,1974-10-21,vedęs,Ne ,"Trakų r. Lentvario Motiejaus Šimelionio gimnazija,direktorius",JONAS    KIETAVIČIUS,Lentvaris,Aukštasis;VPU;Anglų filologija;2002;Aukštasis;VPU;Gamtos mokslų magistras (chemija);1998;Aukštasis;VPU;Gamtos mokslų bakalauras (chemija-biologija);1996,"šokiai, žvejyba, koučingas",Kaišiadorių rajonas,Liberalų ir centro sąjunga,lietuvis ,61,"anglų, rusų, lenkų",Ne ,Neturiu 
Vilniaus - Trakų,1982-01-08,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo Pirmininko patarėjas",LAURYNAS    KASČIŪNAS,Vilnius,Aukštasis;Vilniaus universiteto Tarptautinių santykių ir politikos mokslų institutas;Politikos mokslų magistro kvalifikacinis laipsnis;2006;Aukštasis;Vilniaus universiteto Tarptautinių santykių ir politikos mokslų institutas;Politikos mokslų bakalauro kvalifikacinis laipsnis;2004,Futbolas,Vilnius,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,80,"anglų, vokiečių, rusų",Ne ,Neturiu 
Vilniaus - Trakų,1984-07-18,ištekėjusi,Ne ,"Rudaminos vaikų darželis,Direktoriaus pavaduotoja ūkiui",ALA    DEKAN,Skaidiškių k.,Magistratūra;MRU;Sveikatos apsaugos įstaigų administravimas;2010;Bakalauras;VPU;Biologija;2007,,"Baltarusija, Gardino sritis",Lietuvos Respublikos liberalų sąjūdis,lenkė ,94,"rusų, lenkų, anglų",Ne ,Neturiu 
Vilniaus - Trakų,1986-06-01,netekėjusi,Ne ,"UAB ""Prodevia"",Direktoriaus paavduotoja",MINGAILĖ    BINKAUSKAITĖ,Riešės k.,Aukštasis;Vilniaus universiteto tarptautinė verslo mokykla;Tarptautinė vadyba ir verslo administravimas;2009,"Fotografavimas, kelionės, auto sportas, rankdarbiai",Vilnius,Darbo partija,lietuvė ,86,"anglų, rusų, italų",Ne ,Neturiu 
