apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Suvalkijos,1951-06-11,ištekėjusi,Ne ,"Marijampolės askrities moters veiklos centras,projekto vadovė",ADOLFINA    BLAUZDŽIŪNIENĖ,Marijampolė,Spec. vidurinis;VŠĮ Kauno paslaugų verslo darbuotojų profesinio rengimo centras;Socialinių paslaugų organizatorius;2010;Spec. vidurinis;Lietuvos Buitinio gyventojų aptarnavimo ministerijos mokykla;Plataus profilio stilistas;1971,"tobulėjimas, bendravimas su įdomiais žmonėmis, automobilio vairavimas, kelionės, filatelija, sodo priežiūra, informacinės, istorinės TV laidos, klasikinė ir kantri muzika, baletas ir opera, mezgimas ir nėrimas.",1951-06-11,Liberalų ir centro sąjunga,lietuvė ,62,"rusų, anglų, anglų pagrindai",Ne ,Neturiu 
Šakių,1972-02-03,ištekėjusi,Ne ,",",AUDRA    UŽUPIENĖ,Lukšių mstl.,,"Skaityti, dainuoti, zvejoti, grybauti",Mustines k. Luksiu sen. Sakiu r.,Demokratinė darbo ir vienybės partija,lietuvė ,45,,Ne ,Neturiu 
Šakių,1987-03-02,nevedęs,Ne ,"Všį ""Azzara"",direktorius",EDGARAS    STANIŠAUSKAS,Vilnius,Vilniaus miesto savivaldybės taryba;2011 - ,"menas, kultūra, kelionės, politinės aktualijos, vandens sportas.",Jonava,Politinė partija „Sąjunga Taip“,lietuvis ,14,"rusų, vokiečių",Ne ,Neturiu 
Šakių,1956-02-24,vedęs,Ne ,"Valstybinė vaistų kontrolės tarnyba prie LR SAM,skyriaus vedėja",DONATAS    STAKIŠAITIS,Vilnius,Stacionarinė doktorantūra;Kauno medicinos akademijos Kardiologijos institutas;1992;Stacionarinė aspirantūra;VU Medicinos fakultetas;1988;Klinikinė ordinatūra;VU Medicinos fakulteto Gydytojų tobulinimosi fakultetas;1986;Aukštasis;Kauno medicinos institutas;gydytojas;1980,"kartu su bendraminčiais renkame atsiminimus apie sovietmečio laisvės kovotojus, pogrindžio spaudos darbuotojus ir rengiame knygas apie juos. 2010 m. išleidome knygą apie pogrindžio leidinio ""Rūpintojėlis"" redaktorę A. Urbonaitę (Sesuo Ada. Pašaukta ginti Tautos sielą. UAB Ars Baltica, 2010, 312 p.)",Marijampolė,„Drąsos kelias“ politinė partija,lietuvis ,25,"rusų, anglų",Ne ,Neturiu 
Šakių,1976-04-08,vedęs,Ne ,"Šakių jaunimo kūrybos ir sporto centras,Dziudo imtynių treneris metodininkas",KĘSTUTIS    SMIRNOVAS,Giedručių k.,"Šakių rajono savivaldybė, tarybos narys;2007 - 2011;Šakių rajono savivaldybė, tarybos narys;2011 - 2012",,Šakiai,Liberalų ir centro sąjunga,lietuvis ,26,rusų,Ne ,Neturiu 
Šakių,1965-05-03,ištekėjusi,Ne ,"Šakių rajono savivaldybė,mero pavaduotoja",RIMA    RAUKTIENĖ,Šakiai,Aukštasis universitetinis;Vilniaus universitetas;teisė;1988,"poezija,teatras, rankdarbiai,floristika,kelionės,renginių organizavimas",Zarasai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,24,"rusų, lenkų, vokiečių pagrindai",Ne ,Neturiu 
Šakių,1977-03-28,vedęs,Ne ,"UAB ""DUV"",rinkodaros vadovas",VYTAS    LIUDŽIUS,Vilnius,Aukštasis;VGTU;Civilinė inžinerija;2002,"kelionės, žvejyba",KAZACHSTANAS,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,104,"rusų, anglų",Ne ,Neturiu 
Šakių,1960-10-25,vedęs,Ne ,"VŠĮ ""Valstybės iniciatyvos"",Direktorius",GINTAUTAS    KNIUKŠTA,Pašilaičiai,Aukštasis;Lietuvos teisės universitetas;Teisė ir valdymas;2003;Aukštasis;Vilniaus valstybinis pedagoginis institutas;Biologija ir žemės ūkis;1985;Spec. vidurinis;Rietavo žemės ūkio technikumas;Agronomija;1979,"sodininkystė, kelionės","Rudaičių k., Klaipėdos raj.",Darbo partija,lietuvis ,36,"anglų, rusų",Ne ,Neturiu 
Šakių,1955-04-22,vedęs,Ne ,"VŠĮ Šakių ligoninė,Vyriausiasis gydytojas",ALGIRDAS    KLIMAITIS,Šakiai,Aukštasis;Kauno Medicinos Institutas;Gyd. chirurgas;1979,muzika,"Kriūkų k., Šakių raj. Lietuvos repsublika",Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,83,"rusų, vokiečių",Ne ,Neturiu 
Šakių,1947-07-14,Nenurodė,Ne ,"Lietuvos Aukščiausiasis Teismas,vyriausioji archyvarė",LAIMUTĖ    DĖDINIENĖ,Vilnius,Aukštasis;Kauno Medicinos institutas;biofizika;1972,"skaitymas, sodininkystė",Kauno miestas,Tautininkų sąjunga,lietuvė ,68,,Ne ,Neturiu 
Šakių,1965-01-29,išsituokęs,Ne ,"LR Seimas,Seimo narys, Informacinės visuomenės plėtros komiteto narys, Jaunimo ir sporto komisijos narys,",MINDAUGAS    BASTYS,Vilnius,Aukštasis;Lietuvos veterinarijos akademija;zootechnikas;1990,"sportas,","Joginiškiųkm., Kriūkų sen.,  Šakių raj.",Lietuvos socialdemokratų partija,lietuvis ,26,"rusų, lenkų, vokiečių pagrindai",Ne ,Neturiu 
Kauno - Kėdainių,1982-01-01,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo narys",JUSTINAS    URBANAVIČIUS,Mastaičių k.,Aukštasis universitetinis;Lietuvos Žemės ūkio universitetas (ASU);miškininkystė;2007,"kelionės, medžioklė",Kauno rajonas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,46,"anglų, rusų",Ne ,Neturiu 
Kauno - Kėdainių,1972-11-21,ištekėjusi,Ne ,"UAB ""Apskaitos etalonas"". UAB ""EiriVita"", UAB ""Kertava"",Direktorė, vyr. buhalterė",RITA    ŠEIGIENĖ,Domeikavos k.,Aukštasis universitetinis;LŽŪU;Žemės ūkio buhalterinė apskaita ir finansai;2010,"kelionės, literatūra, kulinarija","Antanavos k., Gudžiūnų sen., Kėdainių r.",Krikščionių partija,lietuvė ,60,rusų,Ne ,Neturiu 
Kauno - Kėdainių,1958-12-11,ištekėjusi,Ne ,"VILKIJOS ŽEMĖS ŪKIO MOKYKLA,MOKYKLOS DIREKTORĖ",DALYTĖ    RUDZEVIČIENĖ,Vilkija,Magistro laipsnis;VDU;Edukologija;2005;Aukštasis;A. Stuiginskio universitetas;Miškų ūkis;1991;Aukštasis neuniversitetinis;Kauno Mičiurino tarybinis ūkis technikumas;Miestų ir gyvenviečių želdinimas;1980,"Gėlių auginimas, kelionės su šeima po Lietuvą, knygų skaitymas","Alytaus rajonas, Aniškio km.",Lietuvos Respublikos liberalų sąjūdis,lietuvė ,75,"rusų, vokiečių",Ne ,Neturiu 
Kauno - Kėdainių,1974-06-27,ištekėjusi,Ne ,"-,-",INGA    RAKAUSKIENĖ,Kaunas,Aukštasis;VDU;Teologė;2001,"skaitymas, rankdarbiai",Vilnius,„Drąsos kelias“ politinė partija,lietuvė ,16,"rusų, anglų",Ne ,Neturiu 
Kauno - Kėdainių,1958-07-26,vedęs,Ne ,"Aleksandro Stulginskio universitetas,Agronomijos fakulteto dekanas",VIKTORAS    PRANCKIETIS,Ringaudų k.,Aukštasis universitetinis;Lietuvos žemės ūkio akademija;Mokslinis agronomas;1982,"Konstravimas, sodininkavimas.","Rutelių k., Kelmės r.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,17,"anglų, lenkų, rusų",Ne ,Neturiu 
Kauno - Kėdainių,1970-05-05,ištekėjusi,Ne ,"Kauno rajono savivaldybės administracija,Kauno rajono savivaldybės administracijos direktoriaus pavaduotoja",RAMINTA    POPOVIENĖ,Sakalų k.,Aukštasis magistrinis;Lietuvos muzikos akademija;Muzikos pedagogika;1995;Aukštasis;Lietuvos muzikos akademija;Muzikos mokytoja ir choro dirigentė;1994,"muzika, dailė, kelionės, knygos, teatras, rankdarbiai",Zarasai,Lietuvos socialdemokratų partija,lietuvė ,56,"rusų, vokiečių, anglų",Ne ,Neturiu 
Kauno - Kėdainių,1959-02-11,netekėjusi,Ne ,"Kauno Šv. Kazimiero vidurinė mokykla,mokytoja",LEONIJA    PETRAUSKAITĖ,Kaunas,Aukštasis;Šiaulių universitetas Kvalifikacijos institutas;pradinių klasių mokytoja;2002;Aukštesnysis;Kauno aukštesnioji katechetų mokykla;katalikų religijos mokytoja;2001;Aukštasis;Vilniaus valstybinis pedagoginis institutas;rusų kalbos ir literatūros mokytoja;1982,"literatūra, istorija","Preišiogalos k., Vandžiogalos sen., Kauno r.",Lietuvos lenkų rinkimų akcija,lenkė ,121,"rusų, lenkų, prancūzų",Ne ,Neturiu 
Kauno - Kėdainių,1970-04-22,vedęs,Ne ,"šiuo metu nedirbantis,-",GEDIMINAS    NAUČIUS,Kaunas,Nebaigtas spec. vidurinis;Kauno politechnikumas;MAP;1988,-,Kaunas,Emigrantų partija,lietuvis ,2,rusų,Taip ,Neturiu 
Kauno - Kėdainių,1978-07-04,ištekėjusi,Ne ,"AB Ūkio bankas Kėdainių filialas,Klientų aptarnavimo vadybininkų vadovė",KRISTINA    LEONAVIČIENĖ,Kėdainiai,Magistras;Kauno technologijos universitetas;Apskaita ir auditas;2008;Bakalauras;Šiaulių universitetas;Finansai ir bankininkystė;2006;Aukštesnysis;Šiaulių aukštesnioji technikos mokykla;buhalterinė apskaita;1999,"Bendravimas, grožinė literatūra",Kėdainiai,Lietuvos žmonių partija,lietuvė ,52,"anglų, rusų",Ne ,Neturiu 
Kauno - Kėdainių,1970-02-11,išsituokusi,Ne ,"Kauno lopšelis-darželis ""Gintarėlis"",Pedagogė",BEATA    LABUTYTĖ,Kaunas,Magistras;Vilniaus universitetas;Teisininkas (valstybės valdymas);2009;Magistras;Vytauto Didžiojo universitetas;Edukologijos magistras (taikomoji pedagogika);1996;Aukštasis universitetinis;Šiaulių universitetas;Mokytojas;1992,,Kaunas,Politinė partija „Sąjunga Taip“,lietuvė ,43,"rusų, anglų",Ne ,Neturiu 
Kauno - Kėdainių,1964-09-27,ištekėjusi,Ne ,"Nuo 1990m. Estrados dainininkė, šeiminio Livetos ir Petro Kazlauskų dueto vadybininkė,",LIVETA    KAZLAUSKIENĖ,Karmėlavos II k.,Aukštesnysis;Tauragės politechnikumas;Žemės ūkio elektrifikacijos specialybė;1984,"Dainavimas, koncertų, labdaros akcijų ir kitokių renginių organizavimas, tapymas, tekstų kūrimas, šaudymas,žvejyba,kelionės.",Tauragė,Partija Tvarka ir teisingumas,lietuvė ,52,rusų,Ne ,Neturiu 
Kauno - Kėdainių,1956-08-08,vedęs,Ne ,"Aleksandro Stulginskio universitetas,lektorius",GRAŽVYDAS    GULBINSKAS,Ringaudų k.,Aukštasis;dab. KTU;Inžinierius mechanikas;1979;Vidurinis;dab. Kauno Aušros gimnazija;-;1974,"politinė, istorinė, filosofinė literatūra, vandens ir auto turizmas",Kaunas,Liberalų ir centro sąjunga,lietuvis ,86,"rusų, anglų",Ne ,Neturiu 
Kauno - Kėdainių,1972-06-18,ištekėjusi,Ne ,"UAB EKSPARAS,Pardavimų vadovė",AUDRONĖ    GIGIENĖ,Kaunas,Aukštasis;LKKI;Kūno kultūros mokytoja;1991,"kelionės, ekstremalios pramogos, kulinarija",Kaunas,Respublikonų partija,lietuvė ,12,"anglų, rusų, lenkų",Ne ,Neturiu 
Kauno - Kėdainių,1959-05-17,Nenurodė,Ne ,"Lietuvos Respublikos Seimas,Europos reikalų komiteto pirmininko pavaduotojas; Švietimo, mokslo ir kultūros komiteto narys; Jaunimo ir sporto reikalų komisijos narys",VYDAS    GEDVILAS,Kaunas,Doktorantūra;Lietuvos kūno kultūros akademija;Biomedicinos mokslai;1999;Aspirantūra;Lietuvos valstybinis kūno kultūros institutas;Socialiniai mokslai;1988;Aukštasis;Lietuvos valstybinis kūno kultūros institutas;Fizinio auklėjimo dėstytojas;1981,"Golfas, knygos, kelionės","Užgirių k., Kelmės raj.",Darbo partija,lietuvis ,11,"rusų, vokiečių, anglų",Ne ,Neturiu 
Kauno - Kėdainių,1971-09-24,nevedęs,Ne ,"Dirbu pagal individualios veiklos vykdymo pažymą.,",GINTAUTAS    DAČIOLA,Jonava,Vidurinis;Kauno 29-toji vid. m-kla;vid. mokykloje negavau;1989,"Buriavimas, knygos, visuomeninė veikla.",Kaunas,Demokratinė darbo ir vienybės partija,lietuvis ,12,"rusų, anglų",Taip ,Neturiu 
Kauno kaimiškoji,1981-12-16,ištekėjusi,Ne ,"UAB ""Senukų prekybos centras"",Verslo vystymo vadybininkė",EGLĖ    URBONIENĖ,Jonučių II k.,Aukštasis;KTU Tarptautinių studijų centras;Eksporto inžinerija;2004;Aukštasis neuniversitetinis;Brookdale Community College;Verslo vadyba;2004,"Sodininkystė, žvejyba, dekoratyvinės tapybos technikos",Elektrėnai,Politinė partija „Sąjunga Taip“,lietuvė ,51,"anglų, rusų",Ne ,Neturiu 
Kauno kaimiškoji,1955-12-24,išsiskyręs,Ne ,"Kauno rajono savivaldybės administracija,Alšėnų seniūnijos seniūnas",ARŪNAS    STAŠAITIS,Garliava,Aukštasis universitetinis;Kauno politechnikos institutas (dabar KTU);Elektros sistemos ir tinklai;1985;Vidurinis;Kauno 2-oji vid. mokykla (dabar Maironio gimnazija);-;1973,"sportas, politika, žvalgyba-kontržvalgyba, energetika, savivalda, kariuomenė",Kauno miestas,Liberalų ir centro sąjunga,lietuvis ,56,"anglų, rusų, vokiečių, lenkų",Ne ,Neturiu 
Kauno kaimiškoji,1953-03-23,našlė,Ne ,"kirpykla,kirpėja, kirpyklos savininkė",AUDRONĖ    SKUČIENĖ,Jonučių k.,Specialus vidurinis;Šiaulių profesinio rengimo centro mokykla;kirpėja;1973,tapyba,Kauno rajonas,„Drąsos kelias“ politinė partija,lietuvė ,12,rusų,Ne ,Neturiu 
Kauno kaimiškoji,1956-01-26,vedęs,Ne ,"Kauno m.savivaldybės administracija,direktoriaus pavaduotojas",ANTANAS    NESTECKIS,Piliuonos k.,Aukštasis;LŽŪU;Vadybos ir verslo administravimo magistro kvalifikacija;2008;Aukštasis;LŽŪU;Inžinieriaus elektiko kvalifikacija;1979,"Krepšinis, medžioklė.","Pelaičių k.,Plungės raj.",Lietuvos socialdemokratų partija,lietuvis ,49,"rusų, prancūzų",Ne ,Neturiu 
Kauno kaimiškoji,1962-01-02,vedęs,Ne ,"Ūkininkas,-",KAZIMIERAS    NAUSĖDA,Kaunas,Aukštesnysis;Šilutės Tarybinio ūkio technikumas;Zooinžinierius;1982,"Filosofija, psichologija, aktyvus poilsis.","Šilutės rajonas, Versmininkų kaimas.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,27,"rusų, anglų",Ne ,Neturiu 
Kauno kaimiškoji,1968-12-12,vedęs,Ne ,"Kauno raj. savivaldybės administracija,Mero pavaduotojas",ANTANAS    MAKAREVIČIUS,Noreikiškių k.,Aukštasis;LVA;Zooinžinierius;1993,"Kelionės, turizmas",Kaunas,Darbo partija,lietuvis ,49,"lenkų, rusų",Ne ,Neturiu 
Kauno kaimiškoji,1973-08-15,vedęs,Ne ,"Lietuvos Šaulių Sąjunga,2-sios Vytauto Didžiojo rinktinės kuopos vadas",DARIUS    KRUKONIS,Karmėlavos mstl.,aukštasis (numatoma);Mykolo Riomerio universitetas;teisininkas;2012;Aukštasis;Kauno Graičiūno AVMrio universitetas;teisininkas;2009;Spec. techninis;Versalio akademijos Evry techninis lycejus;šiluminių technologijų instaliatorius;2005;Vidurinis;Kauno m.Pilėnų vidurinė mokykla;bendrasis išsilavinimas;1991,istorinė literatūra,Ukmergės m.,Demokratinė darbo ir vienybės partija,lietuvis ,18,"prancūzų, anglų, rusų, lenkų",Ne ,Neturiu 
Kauno kaimiškoji,1982-10-14,vedęs,Ne ,"Kauno miesto savivaldybės administracija,vyriausias specialistas",GINTAUTAS    KRILAVIČIUS,Garliava,Aukštasis universitetinis;Vytauto Didžiojo universitetas;socialinis darbas;2010;Aukštasis neuniversitetinis;Marijampolės kolegija;socialinis pedagogas;2005,"Politinės-istorinės tematikos knygos, sportas (krepšinis, dviračiai), informacinių technologijų naujienos, kinas.","Balbieriškis, Prienų rajonas",Lietuvos Respublikos liberalų sąjūdis,lietuvis ,30,"anglų, rusų",Ne ,Neturiu 
Kauno kaimiškoji,1967-03-17,ištekėjusi,Ne ,"UAB ""Verotrans"",direktorė",ANŽELIKA    JURAŠŪNIENĖ,Kluoniškių k.,Aukštasis universitetinis;LKKA;Edukologija;2008,"sportas, muzika, gėlininkystė",-,Krikščionių partija,lietuvė ,30,,Ne ,Neturiu 
Kauno kaimiškoji,1958-08-22,vedęs,Ne ,"Socialinės apsaugos ir darbo ministerija,ministras",DONATAS    JANKAUSKAS,Domeikavos k.,Aukštasis;KTU;Viešasis administravimas;1999;Aukštasis;KPI (dabar -KTU);Inžinierius elektromechanikas;1981,"tautiniai šokiai, dviračiai, kalnų slidinėjimas",Tremtyje- Buriatija (Rusijos Federacija),Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,22,"anglų, rusų",Ne ,Neturiu 
Kauno kaimiškoji,1947-11-19,išsituokusi,Ne ,"Kauno technologijos universitetas,Docentė",DAINORA    GRUZDIENĖ,Akademijos mstl.,Aukštasis universitetinis;Kauno technologijos universitetas;Inžinierė-technologė;1970,"Tautinis menas, klasikinė muzika, baletas, opera","Ukmergės raj., Siesikų mstl.",Respublikonų partija,lietuvė ,24,"rusų, anglų",Ne ,Neturiu 
Kauno kaimiškoji,1961-09-26,vedęs,Ne ,"UAB ""Arolita"",vadybininkas",VALENTINAS    GYLYS,Akademijos mstl.,Aukštasis;Vilniaus Dailės Akademija;dailėtyrininkas;1985,"šiuolaikinės ir klasikinės filosofijos studijos, fotografija","Kazachijos SSR, Celinogradas (dab. Astana)",Tautininkų sąjunga,lietuvis ,45,"anglų, rusų, lenkų",Ne ,Neturiu 
Prienų - Birštono,1971-12-13,Nenurodė,Ne ,",",EGIDIJUS    VISOCKAS,Prienai,,,,Lietuvos socialdemokratų sąjunga, ,38,,Ne ,Neturiu 
Prienų - Birštono,1957-06-13,vedęs,Ne ,"Alvydo Vaicekausko ūkininko ūkis,ūkininkas",ALVYDAS    VAICEKAUSKAS,Seniūnų k.,Aukštasis;Lietuvos žemės ūkio akademija;Mokslinis agronomas;1980,"laisvalaikiu skaitau,mėgstu keliauti,fotografuoti, būti gamtoje","Kedonių k., Alytaus raj.",Lietuvos socialdemokratų partija,lietuvis ,67,"rusų, lenkų",Ne ,Neturiu 
Prienų - Birštono,1971-09-01,ištekėjusi,Ne ,"VDU,docentė",INGA    STEPUKONIENĖ,Garliava,Aukštasis;VDU;Lietuvių k. ir literatūra;1993,"literatūra, poilsis gamtoje, kelionės po Lietuvą","Garliava, Kauno rajonas",„Drąsos kelias“ politinė partija,lietuvė ,14,"latvių, rusų, anglų",Ne ,Neturiu 
Prienų - Birštono,1978-01-08,vedęs,Ne ,"UAB ""Brevitra"",direktorius",GINTAUTAS    SODAITIS,Vilnius,Aukštasis;Aleksandro Stulginskio Universitetas;miškininkystė;2012,"medžioklė, žvejyba, sportas","Prienų r., Užuguosčio km",Politinė partija „Lietuvos žaliųjų sąjūdis“,lietuvis ,,"rusų, prancūzų",Ne ,Neturiu 
Prienų - Birštono,1975-06-05,vedęs,Ne ,"UAB ""Ginvesta"",Vyr. finansininkas",ANDRIUS    PALIONIS,Vilnius,Bakalauro laipsnis;Vilniaus universitetas Ekonomikos fakultetas;Buhalterinė apskaita ir auditas;1998,"Sportas, Medžioklė, Sportinis šaudymas",Vilnius,Išsikėlė pats,lietuvis ,,"anglų, rusų",Ne ,Neturiu 
Prienų - Birštono,1963-09-07,vedęs,Ne ,"Prienų raj. Vietos veiklos grupė,Projektų administratorius",SAULIUS    NARŪNAS,Balbieriškio mstl.,Aukštasis universitetinis;Kauno Antano Sniečkaus politechnikos institutas;Tiksliosios mechanikos prietaisų;1986,"Tautiniai šokiai, turizmas, slidinėjimas",Utena,Politinė partija „Sąjunga Taip“,lietuvis ,63,"rusų, anglų",Ne ,Neturiu 
Prienų - Birštono,1966-05-14,vedęs,Ne ,"Prienų r. sav. administracija,administracijos direktorius",ALGIS    MARCINKEVIČIUS,Balbieriškio mstl.,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;mokytojas;2006;Aukštesnysis;Kauno J. Gruodžio aukštesnioji muzikos mokykla;Chorinis dirigavimas;1986,"muzika, sportas, visuomeninė veikla","dargupių kaimas, Balbieriškio sen. Prienų r. sav.",Liberalų ir centro sąjunga,lietuvis ,75,"rusų, ukrainiečių",Ne ,Neturiu 
Prienų - Birštono,1950-11-03,Nenurodė,Ne ,",",VYTAUTAS    KAMBLEVIČIUS,Gerulių k.,,,,Partija Tvarka ir teisingumas, ,2,"rusų, anglų",Ne ,Neturiu 
Prienų - Birštono,1962-05-06,Nenurodė,Ne ,"Šilavoto pagr. mokykla,istorijos mokytoja",RASA    JUOCEVIČIENĖ,Prienai,Aukštasis;VVPI;istorijos- visuomen. mokytoja;1986,-,"Gustaičių km., Prienų raj.",Krikščionių partija,lietuvė ,15,,Ne ,Neturiu 
Prienų - Birštono,1954-12-17,vedęs,Ne ,"Šiuo metu sportininko rentos gavėjas,",SERGEJUS    JOVAIŠA,Anykščių vs.,Aukštasis;Kauno Politechnikos institutas;inžinierius-ekonomistas;1997;Aukštasis;LVKKI;treneris-pedagogas;1986,"sportas, politika, žvejyba, medžioklė, kultūriniai renginiai",Anykščių m.,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,35,,Ne ,Neturiu 
Prienų - Birštono,1967-06-11,ištekėjusi,Ne ,"Prienų rajono savivaldybės administracija,Švietimo skyriaus vyriausioji specialistė",LAIMUTĖ    JANČIUKIENĖ,Pašventupio k.,Aukštasis;MRU;viešojo administravimo magistras;2009;Aukštasis;VDU;informatikos ir technologijų mokytoja;2003;Aukštasis;KPI;inžinierius-technologas;1990,"menas, kinas, kelionės, kulinarija","Pašventupio k., Pakuonio sen., Prienų raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,92,"rusų, anglų",Ne ,Neturiu 
Prienų - Birštono,1959-12-01,netekėjusi,Ne ,"Transporto investicijų direkcija,skyriaus vedėja",MARYTĖ    GUDONYTĖ,Birštonas,Aukštasis magistrinis;Kauno technologijos universitetas;vadyba;2002;Aukštasis;Vilniaus universitetas;ekonomika;1982,"skaitymas, kelionės, turizmas, sodininkystė",Varėna,Lietuvos Respublikos liberalų sąjūdis,lietuvė ,36,"rusų, anglų, vokiečių pagrindai",Ne ,Neturiu 
Vilkaviškio,1978-10-14,netekėjusi,Ne ,"UAB ""3SG"",administratorė",JURGITA    ŽALIABARŠTYTĖ,Jonava,Aukštesnysis;Marijampolės kolegija;Pradinio ugdymo pedagogika;2004,-,Vilkaviškis,Krikščionių partija,lietuvė ,55,"rusų, vokiečių",Ne ,Neturiu 
Vilkaviškio,1981-01-23,ištekėjusi,Ne ,"Nera,Neturiu",ŽYDRŪNĖ    SURVILIENĖ,Serdokų k.,Devynmetis;Vilkaviškio pagrindinė mokykla;Neturiu;1998,"Bendravimas su žmonėmis,",Vilkaviškis,Demokratinė darbo ir vienybės partija,lietuvė ,60,"anglų, rusų",Ne ,Neturiu 
Vilkaviškio,1980-11-23,ištekėjusi,Ne ,"nedirbanti,-",EVELINA    PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,Kaunas,Profesinis;Prefesinio rengimo centras;Socialinis slaugytojas;2011;Aukštasis;KVK;Teisininko;2003,"medžioklė, šunys, psichologija",Kauno rajone,„Drąsos kelias“ politinė partija,lietuvė ,47,"rusų, anglų, italų",Ne ,Neturiu 
Vilkaviškio,1951-11-04,nenurodė,Ne ,"Vilniaus miesto Futbolo mokykla,treneris",ALGIMANTAS    LIUBINSKAS,Vilnius,Aukštasis;Kūno kultūros institutas;fizinio lavinimo mokytojas;1973,"skaitymas, sportas",Kybartai,Politinė partija „Sąjunga Taip“,lietuvis ,66,"rusų, anglų, lenkų",Ne ,Neturiu 
Vilkaviškio,1960-02-04,vedęs,Ne ,"""Jundos stalių gaminiai"",direktorius",GEDIMINAS    JEGELEVIČIUS,Alytus,Aukštasis universitetinis;VU;ekonomistas;1983,"šokiai, kelionės",Alytaus rajonas Vabalių kaimas,Liberalų ir centro sąjunga,lietuvis ,76,"rusų, italų",Ne ,Neturiu 
Vilkaviškio,1960-07-25,ištekėjusi,Ne ,"UAB Baldpreka,Direktorė",ONA    GIEDRIENĖ,Vilkaviškis,Aukštesnysis;Lazdijų prekybos mokykla;pardavėja;1985,kelionės skaitymas,"Skaistučių k., Lazdijų r",Partija Tvarka ir teisingumas,lietuvė ,59,"rusų, lenkų, vokiečių",Ne ,Neturiu 
Vilkaviškio,1959-03-18,vedęs,Ne ,"Vilniaus regiono aplinkos apsaugos departamentas prie AM,direktoriaus pavaduotojas",JUOZAS    DAUTARTAS,Vilnius,"Aukštasis;Vilniaus universitetas;biologas, biologijos-chemijos dėstytojas;1983",žvejyba,"Vilnius, Lietuva",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,6,"anglų, rusų",Ne ,Neturiu 
Vilkaviškio,1958-11-19,vedęs,Ne ,"LR Seimas,Seimo narys",ALGIRDAS    BUTKEVIČIUS,Vilnius,Magistras;KTU;finansų vadyba;1995;Aukštasis;VGTU;inžinierius ekonomistas;1984,,Radviliškio rajonas,Lietuvos socialdemokratų partija,lietuvis ,1,"anglų, rusų",Ne ,Neturiu 
Vilkaviškio,1958-07-02,vedęs,Ne ,"Vilkaviškio rajono savivaldybė, mero pavaduotojas",ALGIRDAS    BAGUŠINSKAS,Gižų k.,Aukštasis universitetinis;KTU;Viešasis administravimas (magistras);2003;Aukštasis;Vilniaus valstybinis pedagoginis institutas;Fizikos mokytojas;1979,"Medžioklė, turizmas","Prienų raj., Gripiškių k.",Išsikėlė pats,lietuvis ,,"rusų, lenkų, vokiečių",Ne ,Neturiu 
Vilkaviškio,1955-08-20,išsiskyręs,Ne ,"AB Lietuvos Geležinkeliai,Vilniaus infrastruktūra vyriausiasis specialistas",ALGIMANTAS    ARNASTAUSKAS,Vilnius,Aukštesnysis;Vilniaus Technologijos technikumas;technikas-mechanikas;1978,"žvejyba, grybavimas, knygų skaitymas","Švėkšna, Šilutės raj.",Lietuvos centro partija,lietuvis ,58,rusų,Ne ,Neturiu 
Vilkaviškio,1945-12-12,vedęs,Ne ,"UAB ""Akrik"",direktorius",KĘSTUTIS    AKRAMAS,Vilkaviškis,Aukštasis;Kauno politechnikos institutas;Automobilių transporto ekonomikos ir organizavimo;1970,"Medžioklė, kalnų slidinėjimas",Klaipėdos m.,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,64,rusų,Ne ,Neturiu 
Dzūkijos,1963-02-11,ištekėjusi,Ne ,"UAB Balticdentists"",direktorė",SNAIGĖ    VALENTUKEVIČIENĖ,Vilnius,"Aukštasis neuniversitetinis;tarptautinė verslo ir teisės mokykla;teisininkė;2012;Aukštasis universitetinis;M.Riomerio universitetas;teisininkė;2012;Aukštasis neuniversitetinis;Kauno kolegijos, Sveikatos priežiūros fakultetas;dantų technikė;1983","statyba, astrologinja, interjero dizainas",Vilnius,Politinė partija „Sąjunga Taip“,lietuvė ,39,,Ne ,Neturiu 
