dalyvavo,rinkeju_skaicius,apygarda,negaliojantys_biuleteniai,apylinke
257,655,Lazdijų - Druskininkų (Nr.71) apygarda,6,Kučiūnų
81,193,Lazdijų - Druskininkų (Nr.71) apygarda,5,Lipliūnų
107,303,Lazdijų - Druskininkų (Nr.71) apygarda,4,Vytautų
309,934,Lazdijų - Druskininkų (Nr.71) apygarda,11,Ricielių
1823,4589,Lazdijų - Druskininkų (Nr.71) apygarda,62,Lazdijų
109,281,Lazdijų - Druskininkų (Nr.71) apygarda,12,Metelių
129,311,Lazdijų - Druskininkų (Nr.71) apygarda,3,Nemajūnų
103,300,Lazdijų - Druskininkų (Nr.71) apygarda,3,Noragėlių
56,234,Lazdijų - Druskininkų (Nr.71) apygarda,0,Petroškų
186,451,Lazdijų - Druskininkų (Nr.71) apygarda,6,Rudaminos
127,330,Lazdijų - Druskininkų (Nr.71) apygarda,4,Seiliūnų
693,1290,Lazdijų - Druskininkų (Nr.71) apygarda,14,Seirijų
208,362,Lazdijų - Druskininkų (Nr.71) apygarda,8,Stebulių
371,1035,Lazdijų - Druskininkų (Nr.71) apygarda,21,Šeštokų
343,814,Lazdijų - Druskininkų (Nr.71) apygarda,5,Šventežerio
234,531,Lazdijų - Druskininkų (Nr.71) apygarda,7,Teizų
178,373,Lazdijų - Druskininkų (Nr.71) apygarda,2,Verstaminų
737,1996,Lazdijų - Druskininkų (Nr.71) apygarda,26,Veisiejų
131,340,Lazdijų - Druskininkų (Nr.71) apygarda,4,Viktarinos
123,267,Lazdijų - Druskininkų (Nr.71) apygarda,2,Žagarių
134,344,Lazdijų - Druskininkų (Nr.71) apygarda,3,Varnėnų
150,488,Varėnos - Eišiškių (Nr.70) apygarda,3,Puodžių
205,569,Varėnos - Eišiškių (Nr.70) apygarda,0,Žilinų
186,548,Varėnos - Eišiškių (Nr.70) apygarda,8,Dubičių
161,547,Varėnos - Eišiškių (Nr.70) apygarda,9,Panočių
111,285,Varėnos - Eišiškių (Nr.70) apygarda,6,Kabelių
230,547,Varėnos - Eišiškių (Nr.70) apygarda,3,Marcinkonių
107,233,Varėnos - Eišiškių (Nr.70) apygarda,0,Margionių
71,120,Varėnos - Eišiškių (Nr.70) apygarda,0,Puvočių
69,122,Varėnos - Eišiškių (Nr.70) apygarda,1,Žiūrų
132,478,Varėnos - Eišiškių (Nr.70) apygarda,5,Krūminių
429,826,Varėnos - Eišiškių (Nr.70) apygarda,8,Butrimonių
305,452,Varėnos - Eišiškių (Nr.70) apygarda,7,Jančiūnų
423,1286,Varėnos - Eišiškių (Nr.70) apygarda,22,Matuizų
929,2308,Varėnos - Eišiškių (Nr.70) apygarda,20,Eišiškių
277,634,Varėnos - Eišiškių (Nr.70) apygarda,8,Jurzdikos
45,239,Varėnos - Eišiškių (Nr.70) apygarda,1,Gudakiemio
127,292,Varėnos - Eišiškių (Nr.70) apygarda,9,Kibyšių
335,677,Varėnos - Eišiškių (Nr.70) apygarda,1,Gornostajiškių
516,1387,Varėnos - Eišiškių (Nr.70) apygarda,30,Merkinės
465,1017,Varėnos - Eišiškių (Nr.70) apygarda,8,Kalesninkų
91,246,Varėnos - Eišiškių (Nr.70) apygarda,0,Panaros
388,692,Varėnos - Eišiškių (Nr.70) apygarda,7,Purvėnų
165,416,Varėnos - Eišiškių (Nr.70) apygarda,9,Vilkiautinio
399,758,Varėnos - Eišiškių (Nr.70) apygarda,5,Dainavos
112,387,Varėnos - Eišiškių (Nr.70) apygarda,9,Pilvingių
485,728,Varėnos - Eišiškių (Nr.70) apygarda,7,Pabarės
179,448,Varėnos - Eišiškių (Nr.70) apygarda,7,Tetėnų
62,212,Varėnos - Eišiškių (Nr.70) apygarda,2,Daržininkų
145,306,Varėnos - Eišiškių (Nr.70) apygarda,13,Dargužių
277,801,Varėnos - Eišiškių (Nr.70) apygarda,8,Valkininkų
207,593,Varėnos - Eišiškių (Nr.70) apygarda,5,Pušelės
149,412,Varėnos - Eišiškių (Nr.70) apygarda,12,Gudžių
88,268,Varėnos - Eišiškių (Nr.70) apygarda,1,Nedzingės
215,577,Varėnos - Eišiškių (Nr.70) apygarda,7,Perlojos
116,297,Varėnos - Eišiškių (Nr.70) apygarda,1,Sarapiniškių
123,391,Varėnos - Eišiškių (Nr.70) apygarda,9,Tolkūnų
159,430,Varėnos - Eišiškių (Nr.70) apygarda,3,Krivilių
250,762,Varėnos - Eišiškių (Nr.70) apygarda,5,Vydenių
217,332,Varėnos - Eišiškių (Nr.70) apygarda,2,Dailidžių
116,277,Varėnos - Eišiškių (Nr.70) apygarda,10,Rudnios
1009,2842,Varėnos - Eišiškių (Nr.70) apygarda,44,Parko
139,224,Varėnos - Eišiškių (Nr.70) apygarda,4,Tausiūnų
782,2230,Varėnos - Eišiškių (Nr.70) apygarda,43,Dzūkų
932,2687,Varėnos - Eišiškių (Nr.70) apygarda,42,Šilo
342,1085,Varėnos - Eišiškių (Nr.70) apygarda,11,SenosiosVarėnos
255,765,Dzūkijos (Nr.69) apygarda,8,Praniūnų
135,384,Dzūkijos (Nr.69) apygarda,5,Genių
449,1299,Dzūkijos (Nr.69) apygarda,19,Miklusėnų
384,1144,Dzūkijos (Nr.69) apygarda,29,Santaikos
257,637,Dzūkijos (Nr.69) apygarda,9,Luksnėnų
1137,3160,Dzūkijos (Nr.69) apygarda,75,Kolegijos
409,1281,Dzūkijos (Nr.69) apygarda,25,Geištarų
498,1352,Dzūkijos (Nr.69) apygarda,17,Miroslavo
775,2131,Dzūkijos (Nr.69) apygarda,54,Putinų
187,431,Dzūkijos (Nr.69) apygarda,1,Parėčėnų
805,2222,Dzūkijos (Nr.69) apygarda,70,Šaltinių
96,144,Dzūkijos (Nr.69) apygarda,4,Papėčių
201,517,Dzūkijos (Nr.69) apygarda,1,Kumečių
334,1318,Dzūkijos (Nr.69) apygarda,16,Ūdrijos
184,492,Dzūkijos (Nr.69) apygarda,5,Vankiškių
536,1669,Dzūkijos (Nr.69) apygarda,37,Alytausdujųūkio
631,1427,Dzūkijos (Nr.69) apygarda,25,Simno
321,1480,Dzūkijos (Nr.69) apygarda,26,Pramonės
178,453,Dzūkijos (Nr.69) apygarda,7,Mergalaukio
152,391,Dzūkijos (Nr.69) apygarda,4,Kalesninkų
133,251,Dzūkijos (Nr.69) apygarda,3,Kavalčiukų
173,420,Dzūkijos (Nr.69) apygarda,7,Ąžuolinių
162,466,Dzūkijos (Nr.69) apygarda,13,Verebiejų
47,170,Dzūkijos (Nr.69) apygarda,1,Gluosninkų
402,866,Dzūkijos (Nr.69) apygarda,11,Krokialaukio
213,582,Dzūkijos (Nr.69) apygarda,14,Ūdrijos
198,527,Dzūkijos (Nr.69) apygarda,16,Santaikos
266,630,Dzūkijos (Nr.69) apygarda,6,Punios
123,279,Dzūkijos (Nr.69) apygarda,3,Raižių
302,920,Dzūkijos (Nr.69) apygarda,17,Vaisodžių
108,233,Dzūkijos (Nr.69) apygarda,2,Žagarių
573,1042,Dzūkijos (Nr.69) apygarda,24,Butrimonių
134,259,Dzūkijos (Nr.69) apygarda,2,Vanagėlių
341,558,Dzūkijos (Nr.69) apygarda,10,Eičiūnų
308,500,Dzūkijos (Nr.69) apygarda,6,Pivašiūnų
119,203,Dzūkijos (Nr.69) apygarda,7,Mikalavo
115,212,Dzūkijos (Nr.69) apygarda,6,Junčionių
140,410,Dzūkijos (Nr.69) apygarda,4,Jurgelionių
98,173,Dzūkijos (Nr.69) apygarda,3,Kedonių
733,1783,Dzūkijos (Nr.69) apygarda,33,Daugų
50,85,Dzūkijos (Nr.69) apygarda,1,Rodžios
190,447,Dzūkijos (Nr.69) apygarda,6,Vaikantonių
139,359,Dzūkijos (Nr.69) apygarda,5,Rimėnų
46,116,Dzūkijos (Nr.69) apygarda,1,Meškučių
74,187,Dzūkijos (Nr.69) apygarda,2,Pocelonių
205,777,Dzūkijos (Nr.69) apygarda,4,Alytaus
319,938,Dzūkijos (Nr.69) apygarda,12,Venciūnų
285,718,Dzūkijos (Nr.69) apygarda,3,Alovės
93,269,Dzūkijos (Nr.69) apygarda,3,Ilgų
197,424,Dzūkijos (Nr.69) apygarda,13,Makniūnų
184,364,Dzūkijos (Nr.69) apygarda,6,Ryliškių
364,1041,Dzūkijos (Nr.69) apygarda,27,Nemunaičio
964,2765,Prienų - Birštono (Nr.67) apygarda,28,DariausirGirėno
931,2449,Prienų - Birštono (Nr.67) apygarda,45,Birštonom
676,2003,Prienų - Birštono (Nr.67) apygarda,30,JBasanavičiaus
496,1207,Prienų - Birštono (Nr.67) apygarda,6,Birštonovienkiemio
190,534,Prienų - Birštono (Nr.67) apygarda,7,Nemajūnų
451,1371,Prienų - Birštono (Nr.67) apygarda,12,Kęstučio
854,2484,Prienų - Birštono (Nr.67) apygarda,38,Statybininkų
91,373,Prienų - Birštono (Nr.67) apygarda,3,Žemaitkiemio
172,610,Prienų - Birštono (Nr.67) apygarda,4,Šiauliškių
253,781,Prienų - Birštono (Nr.67) apygarda,12,Išlaužo
124,414,Prienų - Birštono (Nr.67) apygarda,2,NaujosiosŪtos
155,464,Prienų - Birštono (Nr.67) apygarda,6,Jiestrakio
108,450,Prienų - Birštono (Nr.67) apygarda,1,Klebiškio
142,585,Prienų - Birštono (Nr.67) apygarda,5,Šilavoto
295,1077,Prienų - Birštono (Nr.67) apygarda,16,Skriaudžių
181,536,Prienų - Birštono (Nr.67) apygarda,11,Juodbūdžio
503,1593,Prienų - Birštono (Nr.67) apygarda,24,Veiverių
264,865,Prienų - Birštono (Nr.67) apygarda,5,Balbieriškiomiestelio
436,1027,Prienų - Birštono (Nr.67) apygarda,18,Jieznomiesto
268,752,Prienų - Birštono (Nr.67) apygarda,13,Jieznokaimiškoji
220,670,Prienų - Birštono (Nr.67) apygarda,4,Kašonių
107,308,Prienų - Birštono (Nr.67) apygarda,4,Vėžionių
177,612,Prienų - Birštono (Nr.67) apygarda,2,Ašmintos
233,776,Prienų - Birštono (Nr.67) apygarda,8,Strielčių
153,760,Prienų - Birštono (Nr.67) apygarda,10,Balbieriškiokaimiškoji
190,604,Prienų - Birštono (Nr.67) apygarda,8,Paprūdžių
63,291,Prienų - Birštono (Nr.67) apygarda,0,Žiūronių
322,909,Prienų - Birštono (Nr.67) apygarda,12,Pakuonio
76,230,Prienų - Birštono (Nr.67) apygarda,2,Purvininkų
280,715,Prienų - Birštono (Nr.67) apygarda,5,Vyšniūnų
112,359,Prienų - Birštono (Nr.67) apygarda,3,Užuguosčio
114,522,Prienų - Birštono (Nr.67) apygarda,6,Pieštuvėnų
288,817,Prienų - Birštono (Nr.67) apygarda,8,Stakliškių
489,1288,Kauno kaimiškoji (Nr.66) apygarda,31,Mastaičių
207,707,Kauno kaimiškoji (Nr.66) apygarda,20,Pažėrų
226,744,Kauno kaimiškoji (Nr.66) apygarda,11,Juragių
386,1134,Kauno kaimiškoji (Nr.66) apygarda,23,Ilgakiemio
1116,2755,Kauno kaimiškoji (Nr.66) apygarda,56,Teleičių
798,2722,Kauno kaimiškoji (Nr.66) apygarda,91,Karmėlavos
996,2588,Kauno kaimiškoji (Nr.66) apygarda,91,Ramučių
885,2695,Kauno kaimiškoji (Nr.66) apygarda,71,Neveronių
478,1239,Kauno kaimiškoji (Nr.66) apygarda,27,Universiteto
812,1521,Kauno kaimiškoji (Nr.66) apygarda,51,Akademijos
1303,3269,Kauno kaimiškoji (Nr.66) apygarda,76,Ringaudų
195,841,Kauno kaimiškoji (Nr.66) apygarda,9,Nemuno
516,1863,Kauno kaimiškoji (Nr.66) apygarda,38,Šlienavos
606,1953,Kauno kaimiškoji (Nr.66) apygarda,31,Girionių
388,1554,Kauno kaimiškoji (Nr.66) apygarda,32,Taurakiemio
516,1455,Kauno kaimiškoji (Nr.66) apygarda,51,Zapyškio
216,731,Kauno kaimiškoji (Nr.66) apygarda,12,Altoniškių
558,1496,Kauno kaimiškoji (Nr.66) apygarda,55,Ežerėlio
713,1849,Kauno kaimiškoji (Nr.66) apygarda,41,Garliavos
808,2058,Kauno kaimiškoji (Nr.66) apygarda,52,Liepų
584,1536,Kauno kaimiškoji (Nr.66) apygarda,46,Jonučių
300,639,Kauno kaimiškoji (Nr.66) apygarda,10,Kačerginės
202,569,Kauno kaimiškoji (Nr.66) apygarda,17,Linksmakalnio
688,1766,Kauno kaimiškoji (Nr.66) apygarda,43,Menomokyklos
619,1662,Kauno kaimiškoji (Nr.66) apygarda,31,Bibliotekos
711,2005,Kauno kaimiškoji (Nr.66) apygarda,59,SLozoraičio
82,180,Kauno - Kėdainių (Nr.65) apygarda,1,Angirių
113,398,Kauno - Kėdainių (Nr.65) apygarda,9,Ažytėnų
513,1495,Kauno - Kėdainių (Nr.65) apygarda,25,Babtų
185,372,Kauno - Kėdainių (Nr.65) apygarda,7,Beinaičių
198,688,Kauno - Kėdainių (Nr.65) apygarda,13,Pagynės
323,1076,Kauno - Kėdainių (Nr.65) apygarda,3,Panevėžiuko
372,892,Kauno - Kėdainių (Nr.65) apygarda,14,Čekiškės
248,636,Kauno - Kėdainių (Nr.65) apygarda,5,Liučiūnų
634,1825,Kauno - Kėdainių (Nr.65) apygarda,89,Domeikavos
574,1572,Kauno - Kėdainių (Nr.65) apygarda,42,Josvainių
606,1962,Kauno - Kėdainių (Nr.65) apygarda,59,Neries
256,811,Kauno - Kėdainių (Nr.65) apygarda,17,Voškonių
668,2451,Kauno - Kėdainių (Nr.65) apygarda,62,Lapių
343,880,Kauno - Kėdainių (Nr.65) apygarda,16,Krakių
173,570,Kauno - Kėdainių (Nr.65) apygarda,6,Kunionių
325,787,Kauno - Kėdainių (Nr.65) apygarda,14,Labūnavos
166,359,Kauno - Kėdainių (Nr.65) apygarda,3,Langakių
146,467,Kauno - Kėdainių (Nr.65) apygarda,11,Medėkšių
176,406,Kauno - Kėdainių (Nr.65) apygarda,6,Meironiškio
839,2384,Kauno - Kėdainių (Nr.65) apygarda,100,Raudondvario
149,413,Kauno - Kėdainių (Nr.65) apygarda,1,Nociūnų
448,1131,Kauno - Kėdainių (Nr.65) apygarda,32,Batniavos
111,259,Kauno - Kėdainių (Nr.65) apygarda,6,Paaluonio
155,498,Kauno - Kėdainių (Nr.65) apygarda,5,Pajieslio
155,403,Kauno - Kėdainių (Nr.65) apygarda,3,Pašušvio
384,1000,Kauno - Kėdainių (Nr.65) apygarda,12,Pelėdnagių
138,337,Kauno - Kėdainių (Nr.65) apygarda,6,Pelutavos
695,2089,Kauno - Kėdainių (Nr.65) apygarda,78,Užliedžių
121,389,Kauno - Kėdainių (Nr.65) apygarda,9,Pernaravos
400,1413,Kauno - Kėdainių (Nr.65) apygarda,13,Vandžiogalos
155,363,Kauno - Kėdainių (Nr.65) apygarda,7,Padauguvos
241,680,Kauno - Kėdainių (Nr.65) apygarda,6,Saulėtekių
197,456,Kauno - Kėdainių (Nr.65) apygarda,4,Daugėliškių
60,222,Kauno - Kėdainių (Nr.65) apygarda,5,Saviečių
103,280,Kauno - Kėdainių (Nr.65) apygarda,2,Skaistgirių
574,1252,Kauno - Kėdainių (Nr.65) apygarda,77,Kulautuvos
422,1326,Kauno - Kėdainių (Nr.65) apygarda,16,Vilkijos
728,2223,Kauno - Kėdainių (Nr.65) apygarda,76,Žalgirio
116,423,Kauno - Kėdainių (Nr.65) apygarda,7,Vainikų
350,1001,Kauno - Kėdainių (Nr.65) apygarda,21,Mokyklos
576,1527,Kauno - Kėdainių (Nr.65) apygarda,85,Saulės
350,1027,Kauno - Kėdainių (Nr.65) apygarda,25,Muniškių
783,1632,Šakių (Nr.64) apygarda,26,Žiburio
918,2104,Šakių (Nr.64) apygarda,22,Varpo
563,1374,Šakių (Nr.64) apygarda,13,Aušros
188,480,Šakių (Nr.64) apygarda,4,Barzdų
133,378,Šakių (Nr.64) apygarda,4,Baltrušių
138,431,Šakių (Nr.64) apygarda,8,Būblelių
219,504,Šakių (Nr.64) apygarda,4,Panovių
758,2398,Šakių (Nr.64) apygarda,21,Gelgaudiškio
299,834,Šakių (Nr.64) apygarda,6,Plokščių
347,888,Šakių (Nr.64) apygarda,7,Griškabūdžio
104,324,Šakių (Nr.64) apygarda,0,Degutinės
166,538,Šakių (Nr.64) apygarda,3,Patašinės
196,481,Šakių (Nr.64) apygarda,2,Paluobių
589,1571,Šakių (Nr.64) apygarda,12,Kidulių
176,521,Šakių (Nr.64) apygarda,4,Voverių
278,828,Šakių (Nr.64) apygarda,7,Sudargo
388,971,Šakių (Nr.64) apygarda,9,Kriūkų
264,700,Šakių (Nr.64) apygarda,6,Gerdžiūnų
351,1018,Šakių (Nr.64) apygarda,22,Lekėčių
157,450,Šakių (Nr.64) apygarda,5,Daržininkų
135,374,Šakių (Nr.64) apygarda,1,Mikytų
543,1607,Šakių (Nr.64) apygarda,20,Lukšių
232,642,Šakių (Nr.64) apygarda,3,Liepalotų
263,1147,Šakių (Nr.64) apygarda,13,Sūdavos
265,557,Šakių (Nr.64) apygarda,4,Sintautų
203,539,Šakių (Nr.64) apygarda,4,Veršių
144,397,Šakių (Nr.64) apygarda,2,Keturnaujienos
175,530,Šakių (Nr.64) apygarda,7,Žvirgždaičių
237,637,Šakių (Nr.64) apygarda,4,Slavikų
171,541,Šakių (Nr.64) apygarda,9,Gotlybiškių
137,549,Šakių (Nr.64) apygarda,0,Išdagų
292,850,Šakių (Nr.64) apygarda,4,Giedručių
120,357,Šakių (Nr.64) apygarda,6,Ritinių
395,967,Šakių (Nr.64) apygarda,10,Girėnų
178,499,Šakių (Nr.64) apygarda,3,Briedžių
659,1527,Šakių (Nr.64) apygarda,23,KudirkosNaumiesčio
104,267,Šakių (Nr.64) apygarda,0,Slabadų
599,1795,Suvalkijos (Nr.63) apygarda,46,KalvarijosVakarinė
393,1251,Suvalkijos (Nr.63) apygarda,15,KazlųRūdos
511,1849,Suvalkijos (Nr.63) apygarda,30,KalvarijosRytinė
664,2062,Suvalkijos (Nr.63) apygarda,21,Pušų
290,1142,Suvalkijos (Nr.63) apygarda,8,Jungėnų
512,1521,Suvalkijos (Nr.63) apygarda,50,Mindaugo
145,538,Suvalkijos (Nr.63) apygarda,17,Liepų
85,344,Suvalkijos (Nr.63) apygarda,7,Brukų
153,528,Suvalkijos (Nr.63) apygarda,5,Bagotosios
108,279,Suvalkijos (Nr.63) apygarda,3,Sūsninkų
94,324,Suvalkijos (Nr.63) apygarda,1,Mockų
186,641,Suvalkijos (Nr.63) apygarda,8,Antanavo
240,725,Suvalkijos (Nr.63) apygarda,10,Jusevičių
158,389,Suvalkijos (Nr.63) apygarda,10,VišakioRūdos
183,638,Suvalkijos (Nr.63) apygarda,15,Jūrės
159,531,Suvalkijos (Nr.63) apygarda,17,Sangrūdos
143,383,Suvalkijos (Nr.63) apygarda,9,Jūrės
112,332,Suvalkijos (Nr.63) apygarda,2,Radiškės
132,342,Suvalkijos (Nr.63) apygarda,8,Salaperaugio
163,581,Suvalkijos (Nr.63) apygarda,6,Plutiškių
119,347,Suvalkijos (Nr.63) apygarda,5,Liubavo
302,909,Suvalkijos (Nr.63) apygarda,11,ĄžuolųBūdos
82,304,Suvalkijos (Nr.63) apygarda,4,Brazavo
97,415,Suvalkijos (Nr.63) apygarda,11,Bebruliškės
94,412,Suvalkijos (Nr.63) apygarda,4,Būdos
106,325,Suvalkijos (Nr.63) apygarda,6,Jurgežerių
94,336,Suvalkijos (Nr.63) apygarda,4,Tarprubežių
190,586,Suvalkijos (Nr.63) apygarda,13,Jankų
123,324,Suvalkijos (Nr.63) apygarda,0,Akmenynų
327,1398,Suvalkijos (Nr.63) apygarda,11,Mokolųkaimo
105,351,Suvalkijos (Nr.63) apygarda,4,Kampinių
130,343,Suvalkijos (Nr.63) apygarda,4,Aistiškių
223,810,Suvalkijos (Nr.63) apygarda,18,Šunskų
250,917,Suvalkijos (Nr.63) apygarda,10,Sasnavos
178,706,Suvalkijos (Nr.63) apygarda,7,Puskelnių
95,463,Suvalkijos (Nr.63) apygarda,1,Smilgių
317,1265,Suvalkijos (Nr.63) apygarda,13,Baraginės
275,1150,Suvalkijos (Nr.63) apygarda,18,Patašinės
102,427,Suvalkijos (Nr.63) apygarda,3,Igliškėlių
312,1061,Suvalkijos (Nr.63) apygarda,15,Igliaukos
106,399,Suvalkijos (Nr.63) apygarda,3,Šventragio
155,612,Suvalkijos (Nr.63) apygarda,3,Gudelių
62,262,Suvalkijos (Nr.63) apygarda,2,Daugirdų
73,268,Suvalkijos (Nr.63) apygarda,11,Daukšių
126,504,Suvalkijos (Nr.63) apygarda,11,Padovinio
299,1078,Suvalkijos (Nr.63) apygarda,12,Želsvos
387,1487,Suvalkijos (Nr.63) apygarda,33,Liudvinavo
227,955,Suvalkijos (Nr.63) apygarda,11,Netičkampio
196,620,Suvalkijos (Nr.63) apygarda,10,Valavičių
259,883,Suvalkijos (Nr.63) apygarda,12,Balsupių
43,203,Suvalkijos (Nr.63) apygarda,1,Varnupių
236,961,Suvalkijos (Nr.63) apygarda,19,Meškučių
74,205,Suvalkijos (Nr.63) apygarda,1,Kūlokų
94,290,Suvalkijos (Nr.63) apygarda,6,Tautkaičių
116,371,Suvalkijos (Nr.63) apygarda,1,Gavaltuvos
308,951,Jurbarko (Nr.62) apygarda,16,Viešvilės
362,1234,Jurbarko (Nr.62) apygarda,19,Smalininkų
400,1523,Jurbarko (Nr.62) apygarda,15,Jurbarkų
206,593,Jurbarko (Nr.62) apygarda,4,Rotulių
185,629,Jurbarko (Nr.62) apygarda,6,Žindaičių
201,571,Jurbarko (Nr.62) apygarda,11,Eržvilko
152,349,Jurbarko (Nr.62) apygarda,7,Pašaltuonio
274,559,Jurbarko (Nr.62) apygarda,10,Lybiškių
183,433,Jurbarko (Nr.62) apygarda,3,Kartupių
114,340,Jurbarko (Nr.62) apygarda,0,Rutkiškių
139,363,Jurbarko (Nr.62) apygarda,4,Pavidaujo
222,742,Jurbarko (Nr.62) apygarda,20,Girdžių
197,765,Jurbarko (Nr.62) apygarda,11,Vadžgirio
147,368,Jurbarko (Nr.62) apygarda,6,Šimkaičių
112,333,Jurbarko (Nr.62) apygarda,2,Paulių
113,270,Jurbarko (Nr.62) apygarda,3,Volungiškės
140,395,Jurbarko (Nr.62) apygarda,3,Juodaičių
178,373,Jurbarko (Nr.62) apygarda,3,Armeniškių
302,866,Jurbarko (Nr.62) apygarda,18,Seredžiaus
289,890,Jurbarko (Nr.62) apygarda,18,Klausučių
92,183,Jurbarko (Nr.62) apygarda,0,Gricių
138,377,Jurbarko (Nr.62) apygarda,7,Tamošių
364,934,Jurbarko (Nr.62) apygarda,24,Veliuonos
91,281,Jurbarko (Nr.62) apygarda,5,Stakių
612,1571,Jurbarko (Nr.62) apygarda,65,Skaudvilės
249,892,Jurbarko (Nr.62) apygarda,30,Adakavo
266,928,Jurbarko (Nr.62) apygarda,17,Raudonės
206,640,Jurbarko (Nr.62) apygarda,11,Pilies
158,420,Jurbarko (Nr.62) apygarda,6,Trepų
160,599,Jurbarko (Nr.62) apygarda,21,Vaidilų
344,1131,Jurbarko (Nr.62) apygarda,14,Skirsnemunės
832,2643,Jurbarko (Nr.62) apygarda,73,DariausirGirėno
721,2552,Jurbarko (Nr.62) apygarda,43,Vydūno
637,2011,Jurbarko (Nr.62) apygarda,66,VytautoDidžiojo
708,2451,Jurbarko (Nr.62) apygarda,40,Naujamiesčio
559,1619,Ukmergės (Nr.61) apygarda,30,SDaukanto
527,1254,Ukmergės (Nr.61) apygarda,34,Anykščių
607,1804,Ukmergės (Nr.61) apygarda,52,Maironio
322,924,Ukmergės (Nr.61) apygarda,18,JBasanavičiaus
330,995,Ukmergės (Nr.61) apygarda,22,Vytauto
268,971,Ukmergės (Nr.61) apygarda,26,Kęstučio
365,991,Ukmergės (Nr.61) apygarda,23,Klaipėdos
257,919,Ukmergės (Nr.61) apygarda,12,Transporto
380,1247,Ukmergės (Nr.61) apygarda,24,Kauno
416,1529,Ukmergės (Nr.61) apygarda,25,Smėlių
681,2312,Ukmergės (Nr.61) apygarda,47,Krekšlių
918,3030,Ukmergės (Nr.61) apygarda,50,Linų
659,2132,Ukmergės (Nr.61) apygarda,35,Pivonijos
321,891,Ukmergės (Nr.61) apygarda,24,Pašilės
343,1318,Ukmergės (Nr.61) apygarda,21,Siesikų
333,1057,Ukmergės (Nr.61) apygarda,19,Taujėnų
158,349,Ukmergės (Nr.61) apygarda,10,Balelių
406,1489,Ukmergės (Nr.61) apygarda,23,Vidiškių
234,929,Ukmergės (Nr.61) apygarda,11,Rečionių
429,1607,Ukmergės (Nr.61) apygarda,21,Deltuvos
196,701,Ukmergės (Nr.61) apygarda,6,Dainavos
264,888,Ukmergės (Nr.61) apygarda,10,Lyduokių
148,480,Ukmergės (Nr.61) apygarda,12,Pabaisko
128,348,Ukmergės (Nr.61) apygarda,5,Kulniškių
