kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Aivaras Vyšniauskas,Lazdijų Druskininkų (Nr. 71) apygarda,0.0178,0.0172,345,11
Jan Mankelievič,Lazdijų Druskininkų (Nr. 71) apygarda,0.0173,0.0166,333,12
Vytautas Vaikšnoras,Lazdijų Druskininkų (Nr. 71) apygarda,0.0125,0.012,233,16
Pranas Jurčiukonis,Lazdijų Druskininkų (Nr. 71) apygarda,0.0071,0.0068,130,11
Algis Kašėta,Varėnos Eišiškių (Nr. 70) apygarda,0.3111,0.2978,5126,275
Leonard Talmont,Varėnos Eišiškių (Nr. 70) apygarda,0.1778,0.1702,2821,266
Jonas Kalanta,Varėnos Eišiškių (Nr. 70) apygarda,0.1376,0.1317,2291,98
Kazimieras Velžys,Varėnos Eišiškių (Nr. 70) apygarda,0.1292,0.1237,2153,90
Adelė Ilginienė,Varėnos Eišiškių (Nr. 70) apygarda,0.0623,0.0597,1028,54
Kęstutis Gaška,Varėnos Eišiškių (Nr. 70) apygarda,0.0554,0.053,933,29
Mindaugas Lužys,Varėnos Eišiškių (Nr. 70) apygarda,0.0447,0.0428,748,28
Marijona Karalienė,Varėnos Eišiškių (Nr. 70) apygarda,0.0282,0.027,462,27
Jonas Siudikas,Varėnos Eišiškių (Nr. 70) apygarda,0.021,0.0201,349,16
Tomas Vaisieta,Varėnos Eišiškių (Nr. 70) apygarda,0.0162,0.0155,272,9
Stasys Jarmalavičius,Varėnos Eišiškių (Nr. 70) apygarda,0.0066,0.0063,113,2
Aleksandras Gerutis Petrauskas,Varėnos Eišiškių (Nr. 70) apygarda,0.0056,0.0054,92,6
Tadeušas Lavrenovas,Varėnos Eišiškių (Nr. 70) apygarda,0.0041,0.004,69,3
Ignas Aleškevičius,Dzūkijos (Nr. 69) apygarda,0.3314,0.3191,5812,148
Romualdas Ozolas,Dzūkijos (Nr. 69) apygarda,0.2377,0.2288,4158,116
Jurgis Krasnickas,Dzūkijos (Nr. 69) apygarda,0.1468,0.1413,2594,45
Algirdas Reipas,Dzūkijos (Nr. 69) apygarda,0.1195,0.115,2021,127
Marytė Ona Savickienė,Dzūkijos (Nr. 69) apygarda,0.0742,0.0714,1282,52
Jonas Juravičius,Dzūkijos (Nr. 69) apygarda,0.0487,0.0468,841,34
Rapolas Vasiliauskas,Dzūkijos (Nr. 69) apygarda,0.0328,0.0315,572,17
Romualdas Padelskas,Dzūkijos (Nr. 69) apygarda,0.0091,0.0087,153,10
Jonas Mačys,Vilkaviškio (Nr. 68) apygarda,0.1947,0.1886,3192,220
Algirdas Butkevičius,Vilkaviškio (Nr. 68) apygarda,0.1824,0.1767,3063,133
Aleksandras Edmundas Žemaitaitis,Vilkaviškio (Nr. 68) apygarda,0.1657,0.1605,2763,140
Simas Ramutis Petrikis,Vilkaviškio (Nr. 68) apygarda,0.1596,0.1546,2575,221
Sigitas Plečkaitis,Vilkaviškio (Nr. 68) apygarda,0.133,0.1288,2136,195
Kazimieras Adolfas Baršauskas,Vilkaviškio (Nr. 68) apygarda,0.1062,0.1028,1687,173
Tamara Jurgytė Leonavičienė,Vilkaviškio (Nr. 68) apygarda,0.0222,0.0215,364,25
Juozas Bagdanavičius,Vilkaviškio (Nr. 68) apygarda,0.0171,0.0166,274,26
Kęstutis Akramas,Vilkaviškio (Nr. 68) apygarda,0.0096,0.0093,160,8
Žilvinas Adomaitis,Vilkaviškio (Nr. 68) apygarda,0.0095,0.0092,165,1
Sigitas Urbonas,Prienų (Nr. 67) apygarda,0.4119,0.3962,6476,552
Leonas Vaidotas Ašmantas,Prienų (Nr. 67) apygarda,0.1323,0.1272,2180,77
Pranas Morkūnas,Prienų (Nr. 67) apygarda,0.118,0.1135,1820,193
Mindaugas Mikaila,Prienų (Nr. 67) apygarda,0.1047,0.1007,1600,186
Jonas Valatka,Prienų (Nr. 67) apygarda,0.0618,0.0594,1015,39
Antanas Šatas,Prienų (Nr. 67) apygarda,0.0602,0.0579,1002,25
Mečislovas Treinys,Prienų (Nr. 67) apygarda,0.0482,0.0463,774,48
Vytautas Čeponis,Prienų (Nr. 67) apygarda,0.02,0.0192,325,16
Sakalas Natkevičius,Prienų (Nr. 67) apygarda,0.0154,0.0148,249,14
Jonas Bunevičius,Prienų (Nr. 67) apygarda,0.015,0.0144,230,26
Kazimieras Kavaliauskas,Prienų (Nr. 67) apygarda,0.0125,0.0121,205,9
Vytautas Landsbergis,Kauno kaimiškoji (Nr. 66) apygarda,0.6117,0.5918,12670,673
Juozas Mozeris,Kauno kaimiškoji (Nr. 66) apygarda,0.0936,0.0905,2000,41
Albinas Kazys Albertynas,Kauno kaimiškoji (Nr. 66) apygarda,0.0599,0.058,1264,43
Irma Šiolinder,Kauno kaimiškoji (Nr. 66) apygarda,0.0491,0.0475,1027,43
Jonas Čaplikas,Kauno kaimiškoji (Nr. 66) apygarda,0.0431,0.0417,898,42
Petras Jonaitis,Kauno kaimiškoji (Nr. 66) apygarda,0.0402,0.0389,853,24
Algirdas Venckūnas,Kauno kaimiškoji (Nr. 66) apygarda,0.0338,0.0327,722,16
Vytautas Andriuškevičius,Kauno kaimiškoji (Nr. 66) apygarda,0.0303,0.0294,630,32
Vygintas Aukštuolis,Kauno kaimiškoji (Nr. 66) apygarda,0.0303,0.0294,637,25
Kazys Jankauskas,Kauno kaimiškoji (Nr. 66) apygarda,0.0079,0.0077,163,10
Vladas Vilimas,Kauno Kėdainių (Nr. 65) apygarda,0.3113,0.2957,5322,282
Leonas Milčius,Kauno Kėdainių (Nr. 65) apygarda,0.133,0.1263,2251,143
Zina Kubilienė,Kauno Kėdainių (Nr. 65) apygarda,0.1036,0.0984,1801,64
Vytautas Anicetas Audzevičius,Kauno Kėdainių (Nr. 65) apygarda,0.0853,0.081,1420,116
Algimantas Dagys,Kauno Kėdainių (Nr. 65) apygarda,0.076,0.0722,1307,61
Stanislovas Kalvaitis,Kauno Kėdainių (Nr. 65) apygarda,0.0717,0.0681,1258,32
Kęstutis Kriščiūnas,Kauno Kėdainių (Nr. 65) apygarda,0.0689,0.0655,1177,64
Vladas Rimantas Gintaras,Kauno Kėdainių (Nr. 65) apygarda,0.0425,0.0404,737,28
Juozas Algimantas Tuzikas,Kauno Kėdainių (Nr. 65) apygarda,0.0349,0.0331,611,17
Jonas Viščius,Kauno Kėdainių (Nr. 65) apygarda,0.0329,0.0313,570,23
Gražina Tamulytė,Kauno Kėdainių (Nr. 65) apygarda,0.0273,0.0259,480,11
Algimantas Barvainis,Kauno Kėdainių (Nr. 65) apygarda,0.0127,0.0121,217,12
Arvydas Vidžiūnas,Šakių (Nr. 64) apygarda,0.4345,0.4144,7700,570
Virmantas Velikonis,Šakių (Nr. 64) apygarda,0.2484,0.2369,4456,272
Arimantas Dumčius,Šakių (Nr. 64) apygarda,0.1441,0.1374,2434,308
Ona Marija Liutkevičienė,Šakių (Nr. 64) apygarda,0.1071,0.1021,1707,331
Vladimiras Parfionovas,Šakių (Nr. 64) apygarda,0.0574,0.0547,1042,50
Zenonas Macys,Šakių (Nr. 64) apygarda,0.0086,0.0082,156,8
Sigitas Slavickas,Suvalkijos (Nr. 63) apygarda,0.2221,0.2141,3338,192
Juozas Olekas,Suvalkijos (Nr. 63) apygarda,0.1848,0.1782,2788,150
Vytautas Banaitis,Suvalkijos (Nr. 63) apygarda,0.139,0.134,2058,151
Justinas Karosas,Suvalkijos (Nr. 63) apygarda,0.1251,0.1206,1906,82
Gintaras Skamaročius,Suvalkijos (Nr. 63) apygarda,0.0818,0.0789,1252,49
Bronislovas Algimantas Lelešius,Suvalkijos (Nr. 63) apygarda,0.0597,0.0576,881,68
Vytautas Šunskis,Suvalkijos (Nr. 63) apygarda,0.0581,0.0561,884,40
Jonas Štreimikis,Suvalkijos (Nr. 63) apygarda,0.0359,0.0346,550,21
Juozas Žebrauskas,Suvalkijos (Nr. 63) apygarda,0.0357,0.0344,547,20
Adolfina Blauzdžiūnienė,Suvalkijos (Nr. 63) apygarda,0.0308,0.0297,469,20
Dalia Genovaitė Patackienė,Suvalkijos (Nr. 63) apygarda,0.0159,0.0153,241,12
Vytautas Jurgis Kadžys,Suvalkijos (Nr. 63) apygarda,0.0059,0.0056,88,5
Jonas Balsys,Suvalkijos (Nr. 63) apygarda,0.0052,0.005,82,1
Antanas Račas,Jurbarko (Nr. 62) apygarda,0.3075,0.2953,5125,395
Stasys Makūnas,Jurbarko (Nr. 62) apygarda,0.2539,0.2438,4105,453
Vygaudas Keraitis,Jurbarko (Nr. 62) apygarda,0.1108,0.1063,1820,168
Birutė Valionytė,Jurbarko (Nr. 62) apygarda,0.0905,0.0869,1515,110
Algimantas Reičiūnas,Jurbarko (Nr. 62) apygarda,0.089,0.0855,1522,76
Leonilija Perminienė,Jurbarko (Nr. 62) apygarda,0.07,0.0672,1177,79
Ona Kuprienė,Jurbarko (Nr. 62) apygarda,0.0554,0.0532,951,44
Zenonas Šimkus,Jurbarko (Nr. 62) apygarda,0.0123,0.0118,194,27
Albina Kavaliauskaitė,Jurbarko (Nr. 62) apygarda,0.0057,0.0055,95,8
Ronius Karopčikas,Jurbarko (Nr. 62) apygarda,0.0048,0.0046,74,12
Rimantas Smetona,Ukmergės (Nr. 61) apygarda,0.353,0.3355,6711,449
Sigitas Čirba,Ukmergės (Nr. 61) apygarda,0.2049,0.1947,3869,286
Marijonas Visakavičius,Ukmergės (Nr. 61) apygarda,0.122,0.1159,2364,110
Jonas Mindaugas Nenartonis,Ukmergės (Nr. 61) apygarda,0.0681,0.0647,1310,71
Rita Mikutienė,Ukmergės (Nr. 61) apygarda,0.0667,0.0634,1182,171
Rimantas Nugaras,Ukmergės (Nr. 61) apygarda,0.0579,0.0551,1117,58
Egidijus Gustainis,Ukmergės (Nr. 61) apygarda,0.0312,0.0296,586,46
Antanas Svetikas,Ukmergės (Nr. 61) apygarda,0.0281,0.0267,530,40
Edmundas Pupelis,Ukmergės (Nr. 61) apygarda,0.022,0.0209,439,7
Kęstutis Glebavičius,Ukmergės (Nr. 61) apygarda,0.0219,0.0209,413,32
Rimgaudas Kazėnas,Ukmergės (Nr. 61) apygarda,0.0161,0.0153,308,18
Algimantas Povilas Vanagas,Ukmergės (Nr. 61) apygarda,0.0081,0.0077,159,5
Arvydas Stirna,Jonavos (Nr. 60) apygarda,0.2564,0.245,3751,242
Jūratė Matekonienė,Jonavos (Nr. 60) apygarda,0.1347,0.1287,2012,86
Vilmanas Lugauskas,Jonavos (Nr. 60) apygarda,0.1094,0.1046,1599,105
Rimantas Sinkevičius,Jonavos (Nr. 60) apygarda,0.1065,0.1018,1552,107
Vytautas Bartkus,Jonavos (Nr. 60) apygarda,0.0927,0.0886,1375,69
Pranas Urmonas Dailidė,Jonavos (Nr. 60) apygarda,0.0702,0.0671,991,103
Jonas Jankauskas,Jonavos (Nr. 60) apygarda,0.0693,0.0662,939,140
Gintas Jasiulionis,Jonavos (Nr. 60) apygarda,0.0572,0.0547,840,51
Margarita Zonienė,Jonavos (Nr. 60) apygarda,0.0519,0.0496,741,67
Juozas Šalčius,Jonavos (Nr. 60) apygarda,0.0207,0.0198,306,16
Peisachas Freidheimas,Jonavos (Nr. 60) apygarda,0.0118,0.0113,172,12
Rapolas Liužinas,Jonavos (Nr. 60) apygarda,0.0116,0.0111,164,17
Jonas Raiskas,Jonavos (Nr. 60) apygarda,0.0076,0.0072,106,12
Kęstutis Jakelis,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.2823,0.27,4812,345
Saulius Pečeliūnas,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.1484,0.1419,2585,126
Antanas Terleckas,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.1188,0.1137,2024,147
Gražina Paliokienė,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.114,0.1091,1924,159
Vaclovas Putvinskis,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0891,0.0852,1523,105
Rasa Melnikienė,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.052,0.0497,909,40
Stasė Žabienė,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.041,0.0392,658,91
Jonas Mačiukevičius,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0352,0.0337,604,39
Jonas Jarašius,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0343,0.0328,569,57
Marijonas Žižliauskas,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0327,0.0313,564,33
Antanas Načajus,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.016,0.0153,268,24
Henrikas Antanas Petrauskas,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0152,0.0145,232,45
Andrejus Gotto,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0098,0.0094,161,18
Antanas Kartunavičius,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0056,0.0054,96,7
Kazimieras Petraitis,Kaišiadorių-Elektrėnų (Nr. 59) apygarda,0.0056,0.0053,83,19
Rimvydas Raimondas Survila,Trakų (Nr. 58) apygarda,0.1764,0.1664,2154,78
Danutė Aleksiūnienė,Trakų (Nr. 58) apygarda,0.1675,0.158,2000,119
Henrik Jankovski,Trakų (Nr. 58) apygarda,0.1672,0.1578,1987,129
Stasys Pilikauskas,Trakų (Nr. 58) apygarda,0.1103,0.104,1352,43
Juozas Bernatonis,Trakų (Nr. 58) apygarda,0.0877,0.0827,1049,60
Vytautas Mikalauskas,Trakų (Nr. 58) apygarda,0.078,0.0736,968,19
Zenonas Jonas Rudys,Trakų (Nr. 58) apygarda,0.0771,0.0727,926,49
Virmantas Steponavičius,Trakų (Nr. 58) apygarda,0.0452,0.0426,552,20
Lilijana Kaušakytė,Trakų (Nr. 58) apygarda,0.042,0.0396,508,23
Viktoras Šugurovas,Trakų (Nr. 58) apygarda,0.0159,0.015,199,2
Kazys Algimantas Lisauskas,Trakų (Nr. 58) apygarda,0.012,0.0113,145,7
Zenonas Jurgelevičius,Trakų (Nr. 58) apygarda,0.0104,0.0098,127,5
Adas Jakubauskas,Trakų (Nr. 58) apygarda,0.0104,0.0098,128,3
Valdemar Tomaševski,Vilniaus Trakų (Nr. 57) apygarda,0.4079,0.3853,4789,274
Sofija Daubaraitė,Vilniaus Trakų (Nr. 57) apygarda,0.225,0.2125,2692,100
Rimantas Remeika,Vilniaus Trakų (Nr. 57) apygarda,0.101,0.0954,1238,15
Leonas Alesionka,Vilniaus Trakų (Nr. 57) apygarda,0.065,0.0614,747,60
Algimantas Kavaliauskas,Vilniaus Trakų (Nr. 57) apygarda,0.0628,0.0594,751,29
Leonardas Kęstutis Jaskelevičius,Vilniaus Trakų (Nr. 57) apygarda,0.0478,0.0451,560,33
Larisa Puodžiūnienė,Vilniaus Trakų (Nr. 57) apygarda,0.044,0.0416,525,21
Ona Voinič,Vilniaus Trakų (Nr. 57) apygarda,0.0201,0.019,245,5
Jaroslav Volkonovski,Vilniaus Trakų (Nr. 57) apygarda,0.0156,0.0148,187,7
Galim Sitdykov,Vilniaus Trakų (Nr. 57) apygarda,0.0107,0.0101,131,2
Jan Senkevič,Vilniaus Šalčininkų (Nr. 56) apygarda,0.5519,0.5218,6010,1311
Marjan Simonovič,Vilniaus Šalčininkų (Nr. 56) apygarda,0.097,0.0917,997,289
Albinas Buzūnas,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0848,0.0802,1023,102
Jan Golubovski,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0586,0.0554,702,75
Juozas Dringelis,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0403,0.0381,509,25
Anatolijus Timofejevas,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0378,0.0358,474,28
Bronislava Novak,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0347,0.0328,418,42
Vytautas Vedrickas,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0262,0.0248,332,16
Henryk Sadovski,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0241,0.0228,294,26
Alfonsas Augulis,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0183,0.0173,228,15
Konstantinas Tumas,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0128,0.0121,167,3
Ottonas Petraškevičius,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0081,0.0077,104,4
Ruslan Platač,Vilniaus Šalčininkų (Nr. 56) apygarda,0.0053,0.005,65,5
Gabriel Jan Mincevič,Širvintų Vilniaus (Nr. 55) apygarda,0.2971,0.273,3785,738
Nijolė Ambrazaitytė,Širvintų Vilniaus (Nr. 55) apygarda,0.1989,0.1828,2827,201
Bronius Bradauskas,Širvintų Vilniaus (Nr. 55) apygarda,0.1778,0.1633,2453,253
Virginijus Šmigelskas,Širvintų Vilniaus (Nr. 55) apygarda,0.0929,0.0853,1356,58
Marija Nijolė Bikauskienė,Širvintų Vilniaus (Nr. 55) apygarda,0.0832,0.0765,1141,126
Algimantas Paliukėnas,Širvintų Vilniaus (Nr. 55) apygarda,0.0414,0.038,593,37
Vytautas Raudeliūnas,Širvintų Vilniaus (Nr. 55) apygarda,0.0262,0.0241,358,41
Vanda Pukienė,Širvintų Vilniaus (Nr. 55) apygarda,0.0258,0.0237,377,16
Vladislovas Uksas,Širvintų Vilniaus (Nr. 55) apygarda,0.0236,0.0217,336,23
Stanislav Vidtmann,Širvintų Vilniaus (Nr. 55) apygarda,0.0199,0.0183,270,33
Emilius Graželis,Širvintų Vilniaus (Nr. 55) apygarda,0.0132,0.0121,185,16
Albinas Jerašūnas,Molėtų Švenčionių (Nr. 54) apygarda,0.2094,0.1988,3210,254
Kazimira Danutė Prunskienė,Molėtų Švenčionių (Nr. 54) apygarda,0.1996,0.1895,3064,238
Rimantas Čeponis,Molėtų Švenčionių (Nr. 54) apygarda,0.1814,0.1722,2908,93
Valentinas Stundys,Molėtų Švenčionių (Nr. 54) apygarda,0.1531,0.1453,2347,186
Ana Jurkevič,Molėtų Švenčionių (Nr. 54) apygarda,0.0552,0.0524,826,87
Virgilijus Šironas,Molėtų Švenčionių (Nr. 54) apygarda,0.0497,0.0472,788,34
Everistas Raišuotis,Molėtų Švenčionių (Nr. 54) apygarda,0.0453,0.043,696,53
Regina Lopienė,Molėtų Švenčionių (Nr. 54) apygarda,0.0287,0.0273,452,23
Jonas Bendorius,Molėtų Švenčionių (Nr. 54) apygarda,0.0176,0.0167,273,18
Antanas Mickevičius,Molėtų Švenčionių (Nr. 54) apygarda,0.0131,0.0124,191,25
Vytautas Čereška,Molėtų Švenčionių (Nr. 54) apygarda,0.0123,0.0116,183,20
Vygantas Guiga,Molėtų Švenčionių (Nr. 54) apygarda,0.0114,0.0108,175,13
Petras Zajančkauskas,Molėtų Švenčionių (Nr. 54) apygarda,0.0106,0.0101,158,18
Žilvinas Medelis,Molėtų Švenčionių (Nr. 54) apygarda,0.007,0.0067,112,4
Juozas Saplinskas,Molėtų Švenčionių (Nr. 54) apygarda,0.0056,0.0053,88,5
Kęstutis Trapikas,Ignalinos Švenčionių (Nr. 53) apygarda,0.2495,0.2382,3987,660
Česlovas Juršėnas,Ignalinos Švenčionių (Nr. 53) apygarda,0.1885,0.1799,3236,274
Marija Kalvaitienė,Ignalinos Švenčionių (Nr. 53) apygarda,0.1712,0.1634,2746,442
Bronis Ropė,Ignalinos Švenčionių (Nr. 53) apygarda,0.151,0.1442,2637,176
Arūnas Domininkas Grabažis,Ignalinos Švenčionių (Nr. 53) apygarda,0.0809,0.0772,1301,205
Irena Šaltienė,Ignalinos Švenčionių (Nr. 53) apygarda,0.0422,0.0403,706,80
Kęstutis Čeponis,Ignalinos Švenčionių (Nr. 53) apygarda,0.0222,0.0212,367,46
Georgijus Skuratovas,Ignalinos Švenčionių (Nr. 53) apygarda,0.0212,0.0202,351,44
Gotfridas Ektis,Ignalinos Švenčionių (Nr. 53) apygarda,0.018,0.0172,306,29
Aleksandras Valentas,Ignalinos Švenčionių (Nr. 53) apygarda,0.0178,0.017,308,24
Edmund Šot,Ignalinos Švenčionių (Nr. 53) apygarda,0.0143,0.0136,220,46
Rimvydas Maciulevičius,Ignalinos Švenčionių (Nr. 53) apygarda,0.0119,0.0113,210,11
Lina Bukauskienė,Ignalinos Švenčionių (Nr. 53) apygarda,0.0084,0.008,130,27
Algis Stasys Meilus,Ignalinos Švenčionių (Nr. 53) apygarda,0.0029,0.0028,49,5
Petras Papovas,Zarasų-Visagino (Nr. 52) apygarda,0.4142,0.3953,6093,279
Marytė Kontrimaitė,Zarasų-Visagino (Nr. 52) apygarda,0.2054,0.1961,2924,236
Oksana Kiričko,Zarasų-Visagino (Nr. 52) apygarda,0.1532,0.1462,2339,18
Robertas Rukštelė,Zarasų-Visagino (Nr. 52) apygarda,0.0694,0.0662,1003,64
Stanislovas Juodvalkis,Zarasų-Visagino (Nr. 52) apygarda,0.0605,0.0578,863,68
Sergejus Dmitrijevas,Zarasų-Visagino (Nr. 52) apygarda,0.0339,0.0323,478,43
Laurynas Trimonis,Zarasų-Visagino (Nr. 52) apygarda,0.0273,0.0261,357,63
Jonas Panamariovas,Zarasų-Visagino (Nr. 52) apygarda,0.0243,0.0232,350,24
Jelena Bachmėtjėva,Zarasų-Visagino (Nr. 52) apygarda,0.0118,0.0113,167,15
Saulius Šaltenis,Utenos (Nr. 51) apygarda,0.3794,0.3657,8126,325
Jonas Šimėnas,Utenos (Nr. 51) apygarda,0.1683,0.1623,3412,338
Milda Petrauskienė,Utenos (Nr. 51) apygarda,0.1202,0.1158,2582,95
Algirdas Petrikas,Utenos (Nr. 51) apygarda,0.0691,0.0666,1502,38
Petras Panavas,Utenos (Nr. 51) apygarda,0.0618,0.0596,1340,37
Alvydas Danauskas,Utenos (Nr. 51) apygarda,0.0518,0.05,1080,75
Elena Čekienė,Utenos (Nr. 51) apygarda,0.0373,0.036,813,19
Birutė Regina Akopian,Utenos (Nr. 51) apygarda,0.0344,0.0331,745,21
Leonidas Zabulionis,Utenos (Nr. 51) apygarda,0.0247,0.0238,521,29
Algimantas Šinkūnas,Utenos (Nr. 51) apygarda,0.0174,0.0168,366,22
Bronislavas Guobužas,Utenos (Nr. 51) apygarda,0.0158,0.0153,339,14
Vytautas Stundžia,Utenos (Nr. 51) apygarda,0.0134,0.0129,290,8
Jonas Kerpiškis,Utenos (Nr. 51) apygarda,0.0059,0.0057,124,7
Petras Antanas Šalčius,Rokiškio (Nr. 50) apygarda,0.2993,0.2877,5671,257
Vytautas Saulis,Rokiškio (Nr. 50) apygarda,0.2237,0.2149,4292,137
Antanas Slesariūnas,Rokiškio (Nr. 50) apygarda,0.1479,0.1421,2706,223
Vidmantas Kanopa,Rokiškio (Nr. 50) apygarda,0.0791,0.076,1517,49
Gediminas Matiekus,Rokiškio (Nr. 50) apygarda,0.0682,0.0655,1300,50
Romas Turonis,Rokiškio (Nr. 50) apygarda,0.05,0.0481,970,21
Vytautas Vilys,Rokiškio (Nr. 50) apygarda,0.0275,0.0264,521,24
Petras Blaževičius,Rokiškio (Nr. 50) apygarda,0.0167,0.0161,322,9
Juozas Gavėnas,Rokiškio (Nr. 50) apygarda,0.0149,0.0144,277,19
Nijolė Mincevičienė,Rokiškio (Nr. 50) apygarda,0.0125,0.012,239,9
Julius Pagirys,Rokiškio (Nr. 50) apygarda,0.0125,0.012,232,15
Lina Macaitienė,Rokiškio (Nr. 50) apygarda,0.012,0.0116,235,3
Andrius Norkus,Rokiškio (Nr. 50) apygarda,0.011,0.0105,208,9
Aldona Jašinskienė,Rokiškio (Nr. 50) apygarda,0.0096,0.0092,184,6
Jonas Romualdas Slyvauskas,Rokiškio (Nr. 50) apygarda,0.0094,0.0091,177,10
Pranas Trukšnys,Rokiškio (Nr. 50) apygarda,0.0056,0.0054,104,7
Rasa Rastauskienė,Anykščių Kupiškio (Nr. 49) apygarda,0.3692,0.3526,7372,559
Feliksas Kolosauskas,Anykščių Kupiškio (Nr. 49) apygarda,0.2472,0.2361,5101,210
Loreta Stonienė,Anykščių Kupiškio (Nr. 49) apygarda,0.1121,0.107,2154,254
Ona Simanavičienė,Anykščių Kupiškio (Nr. 49) apygarda,0.1057,0.1009,2127,143
Augustinas Mindaugas Lisauskas,Anykščių Kupiškio (Nr. 49) apygarda,0.0557,0.0532,1121,76
Juozas Lapienis,Anykščių Kupiškio (Nr. 49) apygarda,0.046,0.0439,921,67
Antanas Drilinga,Anykščių Kupiškio (Nr. 49) apygarda,0.0256,0.0245,511,40
Almonas Gutkauskas,Anykščių Kupiškio (Nr. 49) apygarda,0.0164,0.0156,333,19
Rimanta Matlašaitienė,Anykščių Kupiškio (Nr. 49) apygarda,0.0081,0.0078,158,17
Jonas Jusaitis,Anykščių Kupiškio (Nr. 49) apygarda,0.0072,0.0069,140,15
Saulius Uzdonas,Anykščių Kupiškio (Nr. 49) apygarda,0.0067,0.0064,140,5
Saulius Kubiliūnas,Biržų Kupiškio (Nr. 48) apygarda,0.242,0.2316,4434,428
Albinas Vaižmužis,Biržų Kupiškio (Nr. 48) apygarda,0.1836,0.1758,3366,323
Remigijus Šaknys,Biržų Kupiškio (Nr. 48) apygarda,0.1582,0.1515,2792,387
Rolandas Paulauskas,Biržų Kupiškio (Nr. 48) apygarda,0.0967,0.0926,1785,158
Aurimas Martinka,Biržų Kupiškio (Nr. 48) apygarda,0.072,0.0689,1327,119
Kęstutis Slavinskas,Biržų Kupiškio (Nr. 48) apygarda,0.0719,0.0688,1360,84
Zinaida Odinienė,Biržų Kupiškio (Nr. 48) apygarda,0.0545,0.0522,1016,79
