kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Petras Grecevičius,Pajūrio (Nr. 22) apygarda,0.0435,0.0401,740,21
Justinas Kniukšta,Pajūrio (Nr. 22) apygarda,0.0143,0.0132,245,5
Edita Petruitienė,Pajūrio (Nr. 22) apygarda,0.0085,0.0078,143,5
Romualda Hofertienė,Marių (Nr. 21) apygarda,0.2824,0.2677,5463,71
Audra Daujotienė,Marių (Nr. 21) apygarda,0.1033,0.098,2008,17
Nikolaj Severinčik,Marių (Nr. 21) apygarda,0.0934,0.0885,1825,5
Viktoras Rudenko,Marių (Nr. 21) apygarda,0.0917,0.087,1783,15
Antanina Vitalija Šaučiūnienė,Marių (Nr. 21) apygarda,0.087,0.0825,1691,15
Egidijus Prižgintas,Marių (Nr. 21) apygarda,0.0758,0.0719,1477,9
Liudmila Rožkova,Marių (Nr. 21) apygarda,0.0604,0.0572,1169,14
Leonas Makūnas,Marių (Nr. 21) apygarda,0.0471,0.0446,919,4
Egidijus Klumbys,Marių (Nr. 21) apygarda,0.0441,0.0418,860,5
Narsutis Dumbauskas,Marių (Nr. 21) apygarda,0.0367,0.0348,709,10
Laimutė Ona Bakienė,Marių (Nr. 21) apygarda,0.0336,0.0319,647,12
Aloyzas Martinavičius,Marių (Nr. 21) apygarda,0.0291,0.0276,558,12
Juozas Domarkas,Marių (Nr. 21) apygarda,0.0104,0.0099,203,1
Aldona Maslauskienė,Marių (Nr. 21) apygarda,0.0049,0.0047,94,3
Rimantas Didžiokas,Baltijos (Nr. 20) apygarda,0.3042,0.2874,5732,151
Eugenijus Gentvilas,Baltijos (Nr. 20) apygarda,0.1454,0.1374,2780,32
Artūras Vazbys,Baltijos (Nr. 20) apygarda,0.1271,0.1201,2404,54
Irena Šiaulienė,Baltijos (Nr. 20) apygarda,0.1234,0.1166,2351,36
Jurgis Utovka,Baltijos (Nr. 20) apygarda,0.1159,0.1095,2200,41
Kazimieras Jonas Jocius,Baltijos (Nr. 20) apygarda,0.0708,0.0669,1351,19
Algirdas Kuniutis,Baltijos (Nr. 20) apygarda,0.0564,0.0532,1072,18
Eugenija Janukonienė,Baltijos (Nr. 20) apygarda,0.0325,0.0307,617,11
Rafael Muksinov,Baltijos (Nr. 20) apygarda,0.0169,0.0159,323,3
Valė Julė Ragauskaitė,Baltijos (Nr. 20) apygarda,0.0075,0.0071,140,5
Vytenis Albertas Zabukas,Danės (Nr. 19) apygarda,0.3019,0.2826,5417,270
Vytautas Čepas,Danės (Nr. 19) apygarda,0.2528,0.2366,4581,181
Romualdas Ignas Bloškys,Danės (Nr. 19) apygarda,0.1534,0.1435,2674,215
Marijus Juozas Eidukevičius,Danės (Nr. 19) apygarda,0.1518,0.1421,2704,155
Vida Bortelienė,Danės (Nr. 19) apygarda,0.0686,0.0642,1186,106
Šarūnas Jagminas,Danės (Nr. 19) apygarda,0.057,0.0534,1030,44
Vytautas Makaras,Danės (Nr. 19) apygarda,0.0145,0.0136,248,26
Alfredas Henrikas Stasiulevičius,Panemunės (Nr. 18) apygarda,0.2574,0.2471,5211,182
Kazimieras Kuzminskas,Panemunės (Nr. 18) apygarda,0.2111,0.2026,4290,133
Linas Antanas Linkevičius,Panemunės (Nr. 18) apygarda,0.1654,0.1588,3436,30
Jurijus Subotinas,Panemunės (Nr. 18) apygarda,0.0666,0.064,1385,11
Rimantas Ruzas,Panemunės (Nr. 18) apygarda,0.0663,0.0637,1372,18
Genovaitė Stanislovaitienė,Panemunės (Nr. 18) apygarda,0.0582,0.0558,1203,16
Balys Gajauskas,Panemunės (Nr. 18) apygarda,0.0442,0.0425,902,25
Vaclovas Vilius Pranarauskas,Panemunės (Nr. 18) apygarda,0.0303,0.029,629,5
Vladimir Tichonov,Panemunės (Nr. 18) apygarda,0.0282,0.0271,579,12
Stanislovas Maleckas,Panemunės (Nr. 18) apygarda,0.0239,0.0229,483,17
Stanislovas Henrikas Gudonavičius,Panemunės (Nr. 18) apygarda,0.0173,0.0166,354,9
Aldonas Treinys,Panemunės (Nr. 18) apygarda,0.017,0.0164,350,7
Viačeslavas Mironovas,Panemunės (Nr. 18) apygarda,0.0083,0.008,171,3
Virginijus Juodviršis,Panemunės (Nr. 18) apygarda,0.0033,0.0032,70,0
Irena Bronė Girdzijauskaitė,Panemunės (Nr. 18) apygarda,0.0023,0.0022,48,1
Laima Liucija Andrikienė,Pramonės (Nr. 17) apygarda,0.406,0.392,7796,205
Zigmas Juozas Tamakauskas,Pramonės (Nr. 17) apygarda,0.1029,0.0994,1969,59
Darius Šleinius,Pramonės (Nr. 17) apygarda,0.0944,0.0912,1839,22
Valdas Petrauskas,Pramonės (Nr. 17) apygarda,0.0737,0.0711,1410,42
Brunonas Pakėnas,Pramonės (Nr. 17) apygarda,0.069,0.0666,1340,19
Algimantas Auškalnis,Pramonės (Nr. 17) apygarda,0.0609,0.0588,1169,32
Giedrius Donatas Ašmys,Pramonės (Nr. 17) apygarda,0.0561,0.0541,1082,23
Vytautas Dubosaitis,Pramonės (Nr. 17) apygarda,0.0458,0.0442,882,20
Irena Keblerienė,Pramonės (Nr. 17) apygarda,0.035,0.0338,665,24
Giedrė Kuzmickienė,Pramonės (Nr. 17) apygarda,0.025,0.0241,467,25
Antanas Petras Juška,Pramonės (Nr. 17) apygarda,0.0132,0.0127,249,11
Vladas Ambrazaitis,Pramonės (Nr. 17) apygarda,0.0095,0.0092,176,11
Vytautas Banevičius,Pramonės (Nr. 17) apygarda,0.0086,0.0083,159,10
Vladimir Jarmolenko,Dainavos (Nr. 16) apygarda,0.3652,0.353,7435,213
Romas Jonas Kalesinskas,Dainavos (Nr. 16) apygarda,0.0964,0.0932,1969,50
Audrius Skimborauskas,Dainavos (Nr. 16) apygarda,0.0824,0.0797,1709,17
Arūnas Mykolas Nesavas,Dainavos (Nr. 16) apygarda,0.0624,0.0603,1275,32
Antanas Dumčius,Dainavos (Nr. 16) apygarda,0.0617,0.0596,1274,18
Algimantas Povilas Tauras,Dainavos (Nr. 16) apygarda,0.0491,0.0475,1013,16
Valdas Rupšys,Dainavos (Nr. 16) apygarda,0.0459,0.0444,937,24
Antanina Medviedevienė,Dainavos (Nr. 16) apygarda,0.0444,0.0429,910,19
Algimantas Žukauskas,Dainavos (Nr. 16) apygarda,0.0442,0.0427,899,26
Aleksandras Ambrazevičius,Dainavos (Nr. 16) apygarda,0.0404,0.039,841,5
Julius Antanas Baltrukonis,Dainavos (Nr. 16) apygarda,0.0354,0.0342,727,15
Arimantas Dragūnevičius,Dainavos (Nr. 16) apygarda,0.0297,0.0287,605,17
Arminas Jonas Vaišvila,Dainavos (Nr. 16) apygarda,0.0253,0.0244,522,7
Algimantas Jonas Sakalas,Dainavos (Nr. 16) apygarda,0.0099,0.0096,204,4
Vasilijus Kozlovskis,Dainavos (Nr. 16) apygarda,0.0044,0.0042,91,1
Arūnas Aišparas,Dainavos (Nr. 16) apygarda,0.0032,0.003,66,0
Povilas Katilius,Kalniečių (Nr. 15) apygarda,0.3574,0.3398,6987,160
Stanislovas Buškevičius,Kalniečių (Nr. 15) apygarda,0.2346,0.223,4640,51
Leonas Kačinskas,Kalniečių (Nr. 15) apygarda,0.0753,0.0716,1488,18
Gediminas Petrauskas,Kalniečių (Nr. 15) apygarda,0.0693,0.0659,1360,26
Monika Gervickienė,Kalniečių (Nr. 15) apygarda,0.0603,0.0573,1194,12
Audronė Pacevičienė,Kalniečių (Nr. 15) apygarda,0.0489,0.0465,952,25
Bronislovas Kučinskas,Kalniečių (Nr. 15) apygarda,0.0472,0.0448,933,10
Sigitas Juozas Marčiukaitis,Kalniečių (Nr. 15) apygarda,0.0428,0.0407,850,6
Kazimieras Leopoldas Pauliukas,Kalniečių (Nr. 15) apygarda,0.0365,0.0347,714,16
Gediminas Pažėra,Kalniečių (Nr. 15) apygarda,0.018,0.0171,351,8
Egidijus Bartusevičius,Kalniečių (Nr. 15) apygarda,0.0098,0.0093,194,2
Joana Danguolė Sadeikienė,Žaliakalnio (Nr. 14) apygarda,0.2901,0.281,5172,170
Algirdas Vaclovas Patackas,Žaliakalnio (Nr. 14) apygarda,0.2341,0.2268,4222,90
Virgilijus Vladislovas Bulovas,Žaliakalnio (Nr. 14) apygarda,0.0796,0.0771,1439,27
Klemensas Rimšelis,Žaliakalnio (Nr. 14) apygarda,0.0714,0.0691,1305,9
Gediminas Jankus,Žaliakalnio (Nr. 14) apygarda,0.0631,0.0611,1149,13
Juozas Kameneckas,Žaliakalnio (Nr. 14) apygarda,0.0626,0.0606,1130,22
Marijus Čižas,Žaliakalnio (Nr. 14) apygarda,0.0461,0.0447,834,15
Regina Kolaitienė,Žaliakalnio (Nr. 14) apygarda,0.0341,0.033,620,8
Filomena Paškonienė,Žaliakalnio (Nr. 14) apygarda,0.0294,0.0285,532,9
Vytautas Gylys,Žaliakalnio (Nr. 14) apygarda,0.026,0.0252,473,6
Vytautas Nezgada,Žaliakalnio (Nr. 14) apygarda,0.0248,0.024,453,4
Violeta Paškauskienė,Žaliakalnio (Nr. 14) apygarda,0.0187,0.0181,342,3
Algirdas Raslanas,Žaliakalnio (Nr. 14) apygarda,0.0078,0.0076,142,2
Arnoldas Taujanskas,Žaliakalnio (Nr. 14) apygarda,0.0061,0.0059,110,3
Vytautas Ratkelis,Žaliakalnio (Nr. 14) apygarda,0.0039,0.0037,70,1
Alekss Dajnovski,Žaliakalnio (Nr. 14) apygarda,0.0022,0.0022,41,0
Juozapas Algirdas Katkus,Centro (Nr. 13) apygarda,0.3296,0.3167,6029,175
Feliksas Palubinskas,Centro (Nr. 13) apygarda,0.2305,0.2215,4235,104
Gintaras Petrikas,Centro (Nr. 13) apygarda,0.071,0.0683,1160,177
Vytautas Arbačiauskas,Centro (Nr. 13) apygarda,0.0683,0.0657,1265,21
Romualdas Povilaitis,Centro (Nr. 13) apygarda,0.059,0.0567,1087,23
Raimundas Lekas,Centro (Nr. 13) apygarda,0.05,0.048,920,21
Irena Nijolė Vitkienė,Centro (Nr. 13) apygarda,0.0489,0.047,906,14
Vytautas Juodagalvis,Centro (Nr. 13) apygarda,0.0472,0.0454,867,22
Tomas Jazbutis,Centro (Nr. 13) apygarda,0.033,0.0318,608,14
Antanas Danielius,Centro (Nr. 13) apygarda,0.0237,0.0228,444,2
Rapolas Gediminas Sakalnikas,Centro (Nr. 13) apygarda,0.02,0.0192,369,8
Vytautas Pijus Juraška,Centro (Nr. 13) apygarda,0.0154,0.0148,274,16
Arvydas Barvainis,Centro (Nr. 13) apygarda,0.0032,0.0031,59,1
Rytas Kupčinskas,Aleksoto Vilijampolės (Nr. 12) apygarda,0.3577,0.3454,6616,162
Vytautas Šustauskas,Aleksoto Vilijampolės (Nr. 12) apygarda,0.2444,0.236,4567,64
Arimantas Juvencijus Raškinis,Aleksoto Vilijampolės (Nr. 12) apygarda,0.1098,0.106,2011,69
Liutauras Varanavičius,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0869,0.0839,1632,15
Birutė Vėsaitė,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0503,0.0486,939,14
Vasilijus Popovas,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0429,0.0414,798,15
Algirdas Augustinas Intas,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0375,0.0362,692,18
Povilas Varanauskas,Aleksoto Vilijampolės (Nr. 12) apygarda,0.033,0.0319,612,13
Stasys Albinas Girdzijauskas,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0221,0.0214,413,6
Ona Jakubonienė,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0063,0.0061,116,4
Valentinas Vidmantas Norkus,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0053,0.0051,98,3
Algirdas Pranas Gelčys,Aleksoto Vilijampolės (Nr. 12) apygarda,0.0038,0.0037,71,1
Alfonsas Vaišnoras,Šilainių (Nr. 11) apygarda,0.3635,0.35,7370,216
Modestas Rolandas Patašius,Šilainių (Nr. 11) apygarda,0.0864,0.0832,1793,11
Kazys Babilius,Šilainių (Nr. 11) apygarda,0.0862,0.0829,1766,32
Jonas Vitkauskas,Šilainių (Nr. 11) apygarda,0.0783,0.0753,1615,18
Danielius Bučinskas,Šilainių (Nr. 11) apygarda,0.0768,0.074,1586,17
Alvydas Banevičius,Šilainių (Nr. 11) apygarda,0.0652,0.0628,1345,16
Evaldas Gustas,Šilainių (Nr. 11) apygarda,0.0574,0.0552,1187,10
Henrikas Andziulevičius,Šilainių (Nr. 11) apygarda,0.0534,0.0514,1097,17
Stanislovas Sajauskas,Šilainių (Nr. 11) apygarda,0.0276,0.0266,569,7
Stasys Pancerna,Šilainių (Nr. 11) apygarda,0.0253,0.0244,515,14
Arūnas Stankevičius,Šilainių (Nr. 11) apygarda,0.0238,0.0229,493,3
Rolandas Asauskas,Šilainių (Nr. 11) apygarda,0.0238,0.0229,493,3
Petras Algimantas Skučas,Šilainių (Nr. 11) apygarda,0.0216,0.0208,445,6
Remigijus Kaniauskas,Šilainių (Nr. 11) apygarda,0.0074,0.0071,154,0
Julius Nekroševičius,Šilainių (Nr. 11) apygarda,0.0034,0.0032,69,1
Zygmunt Mackevič,Naujosios Vilnios (Nr. 10) apygarda,0.1935,0.1805,2808,76
Ryšard Maciejkianiec,Naujosios Vilnios (Nr. 10) apygarda,0.1578,0.1471,2313,38
Romualda Jefremova,Naujosios Vilnios (Nr. 10) apygarda,0.1222,0.114,1816,5
Antanas Šarūnas Maliukevičius,Naujosios Vilnios (Nr. 10) apygarda,0.1019,0.095,1486,32
Larisa Dmitrijeva,Naujosios Vilnios (Nr. 10) apygarda,0.0934,0.0871,1371,21
Aldona Baranauskienė,Naujosios Vilnios (Nr. 10) apygarda,0.0737,0.0687,1084,14
Rimantas Juktonis,Naujosios Vilnios (Nr. 10) apygarda,0.0558,0.052,812,19
Aleksandras Moliboga,Naujosios Vilnios (Nr. 10) apygarda,0.0482,0.0449,710,8
Artūras Melianas,Naujosios Vilnios (Nr. 10) apygarda,0.0372,0.0347,548,7
Petras Musteikis,Naujosios Vilnios (Nr. 10) apygarda,0.0353,0.0329,507,19
Jurijus Strižėnas,Naujosios Vilnios (Nr. 10) apygarda,0.0336,0.0314,476,25
Michailas Bugakovas,Naujosios Vilnios (Nr. 10) apygarda,0.0181,0.0169,261,9
Romualdas Rudzys,Naujosios Vilnios (Nr. 10) apygarda,0.0146,0.0136,207,10
Jevgenij Sazonov,Naujosios Vilnios (Nr. 10) apygarda,0.0089,0.0083,130,3
Augustinas Kęstutis Bitlierius,Naujosios Vilnios (Nr. 10) apygarda,0.0058,0.0054,83,3
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) apygarda,0.3291,0.3168,6652,177
Rišard Litvinovič,Lazdynų (Nr. 9) apygarda,0.1226,0.118,2524,20
Gintaras Steponavičius,Lazdynų (Nr. 9) apygarda,0.103,0.0992,2116,22
Rimantas Jonas Dagys,Lazdynų (Nr. 9) apygarda,0.0911,0.0877,1850,40
Kazimieras Vytis Atkočiūnas,Lazdynų (Nr. 9) apygarda,0.0845,0.0814,1733,21
Marija Matusevič,Lazdynų (Nr. 9) apygarda,0.0768,0.0739,1579,15
Rūta Miškinytė,Lazdynų (Nr. 9) apygarda,0.0447,0.0431,906,22
Arūnas Grumadas,Lazdynų (Nr. 9) apygarda,0.0414,0.0398,845,14
Zita Žebrauskienė,Lazdynų (Nr. 9) apygarda,0.0371,0.0357,755,15
Juozapas Tartilas,Lazdynų (Nr. 9) apygarda,0.0224,0.0215,461,3
Algimantas Buda,Lazdynų (Nr. 9) apygarda,0.0136,0.0131,277,5
Vincentas Jasiulevičius,Lazdynų (Nr. 9) apygarda,0.0112,0.0108,231,2
Rimtautas Trinka,Lazdynų (Nr. 9) apygarda,0.0098,0.0095,202,2
Aivydas Keršulis,Lazdynų (Nr. 9) apygarda,0.0046,0.0044,92,3
Jonas Dambrauskas,Lazdynų (Nr. 9) apygarda,0.0043,0.0041,89,0
Vytautas Dalangauskas,Lazdynų (Nr. 9) apygarda,0.0039,0.0037,80,0
Algirdas Saudargas,Karoliniškių (Nr. 8) apygarda,0.401,0.3825,8476,184
Viačeslav Škil,Karoliniškių (Nr. 8) apygarda,0.1683,0.1605,3593,41
Povilas Gylys,Karoliniškių (Nr. 8) apygarda,0.0922,0.0879,1955,35
Algimantas Matulevičius,Karoliniškių (Nr. 8) apygarda,0.0898,0.0857,1907,33
Svetlana Novopolskaja,Karoliniškių (Nr. 8) apygarda,0.0633,0.0603,1344,22
Rolandas Zuoza,Karoliniškių (Nr. 8) apygarda,0.0453,0.0432,965,14
Gelminas Garbauskas,Karoliniškių (Nr. 8) apygarda,0.0412,0.0393,872,17
Eglė Plioplienė,Karoliniškių (Nr. 8) apygarda,0.0274,0.0262,580,12
Angelė Ambrazaitė,Karoliniškių (Nr. 8) apygarda,0.0144,0.0138,307,5
Algirdas Statkevičius,Karoliniškių (Nr. 8) apygarda,0.0142,0.0135,303,3
Jonas Maksimavičius,Karoliniškių (Nr. 8) apygarda,0.0106,0.0101,223,6
Marius Marcinkevičius,Karoliniškių (Nr. 8) apygarda,0.0104,0.0099,223,1
Jonas Vasiliauskas,Karoliniškių (Nr. 8) apygarda,0.0085,0.0081,180,3
Audrius Čereška,Karoliniškių (Nr. 8) apygarda,0.0061,0.0058,128,3
Alicija Henrika Kiaunienė,Karoliniškių (Nr. 8) apygarda,0.0038,0.0036,82,0
Jurgis Samulevičius,Karoliniškių (Nr. 8) apygarda,0.0036,0.0034,77,1
Egidijus Bičkauskas,Justiniškių (Nr. 7) apygarda,0.3034,0.2954,6418,104
Stasys Stačiokas,Justiniškių (Nr. 7) apygarda,0.2568,0.25,5398,121
Mečislav Vaškovič,Justiniškių (Nr. 7) apygarda,0.1215,0.1183,2573,38
Tadeuš Filipovič,Justiniškių (Nr. 7) apygarda,0.0833,0.0811,1764,26
Algirdas Karalius,Justiniškių (Nr. 7) apygarda,0.06,0.0584,1257,32
Jonas Volungevičius,Justiniškių (Nr. 7) apygarda,0.0477,0.0464,1008,17
Daiva Jakaitė,Justiniškių (Nr. 7) apygarda,0.0331,0.0322,696,15
Jurgis Gediminas Jakubčionis,Justiniškių (Nr. 7) apygarda,0.0251,0.0245,528,12
Gediminas Navaitis,Justiniškių (Nr. 7) apygarda,0.0184,0.0179,387,9
Laima Margarita Pangonytė,Justiniškių (Nr. 7) apygarda,0.0125,0.0122,268,1
Renė Vingrienė,Justiniškių (Nr. 7) apygarda,0.0097,0.0095,206,3
Vytautas Orlickas,Justiniškių (Nr. 7) apygarda,0.008,0.0078,169,3
Vanda Vertelkienė,Justiniškių (Nr. 7) apygarda,0.007,0.0068,148,3
Gražina Vilimienė,Justiniškių (Nr. 7) apygarda,0.0056,0.0054,116,4
Pranas Dubaka,Justiniškių (Nr. 7) apygarda,0.004,0.0039,87,0
Kęstutis Daugėla,Justiniškių (Nr. 7) apygarda,0.0039,0.0038,81,2
Antanas Napoleonas Stasiškis,Šeškinės (Nr. 6) apygarda,0.2709,0.2602,5460,122
Alvydas Medalinskas,Šeškinės (Nr. 6) apygarda,0.1497,0.1438,3050,35
Valerij Tretjakov,Šeškinės (Nr. 6) apygarda,0.0843,0.081,1704,33
Sigita Burbienė,Šeškinės (Nr. 6) apygarda,0.072,0.0692,1434,50
Vikentij Suchovej,Šeškinės (Nr. 6) apygarda,0.0678,0.0652,1379,19
Liubovė Kolcova,Šeškinės (Nr. 6) apygarda,0.0578,0.0555,1176,15
Regimantas Čiupaila,Šeškinės (Nr. 6) apygarda,0.0569,0.0547,1156,17
Julius Veselka,Šeškinės (Nr. 6) apygarda,0.0485,0.0466,979,20
Algirdas Sysas,Šeškinės (Nr. 6) apygarda,0.0364,0.035,723,28
Zenona Ona Atkočiūnienė,Šeškinės (Nr. 6) apygarda,0.0327,0.0314,663,10
Viktoras Milvydas,Šeškinės (Nr. 6) apygarda,0.0289,0.0278,582,14
Klemensas Šeputis,Šeškinės (Nr. 6) apygarda,0.0247,0.0238,507,3
Stasys Kaušinis,Šeškinės (Nr. 6) apygarda,0.0189,0.0182,380,10
Albinas Visockas,Šeškinės (Nr. 6) apygarda,0.0179,0.0172,361,7
Algimantas Andreika,Šeškinės (Nr. 6) apygarda,0.0178,0.0171,357,10
Vytautas Rubavičius,Šeškinės (Nr. 6) apygarda,0.0113,0.0108,223,9
Algirdas Kizevičius,Šeškinės (Nr. 6) apygarda,0.0035,0.0034,71,1
Audronius Ažubalis,Fabijoniškių (Nr. 5) apygarda,0.2928,0.2802,5635,114
Olga Ruducha,Fabijoniškių (Nr. 5) apygarda,0.1289,0.1233,2478,52
Raimondas Šukys,Fabijoniškių (Nr. 5) apygarda,0.1183,0.1132,2300,22
Algis Čaplikas,Fabijoniškių (Nr. 5) apygarda,0.0914,0.0874,1750,44
Algirdas Kunčinas,Fabijoniškių (Nr. 5) apygarda,0.0891,0.0853,1712,38
Jolanta Malijauskienė,Fabijoniškių (Nr. 5) apygarda,0.0552,0.0528,1070,14
Arvydas Akstinavičius,Fabijoniškių (Nr. 5) apygarda,0.0529,0.0506,1026,13
Vygintas Gontis,Fabijoniškių (Nr. 5) apygarda,0.0464,0.0445,893,19
Edvardas Kriščiūnas,Fabijoniškių (Nr. 5) apygarda,0.0354,0.0339,688,8
Boleslovas Bilotas,Fabijoniškių (Nr. 5) apygarda,0.0194,0.0185,377,3
Danutė Suboč,Fabijoniškių (Nr. 5) apygarda,0.0181,0.0174,348,8
Romualdas Stankaitis,Fabijoniškių (Nr. 5) apygarda,0.0142,0.0136,268,10
Povilas Jakučionis,Fabijoniškių (Nr. 5) apygarda,0.0117,0.0112,229,1
Algirdas Orenius,Fabijoniškių (Nr. 5) apygarda,0.0115,0.011,223,3
Albertas Vaidila,Fabijoniškių (Nr. 5) apygarda,0.0097,0.0093,190,1
Feliksas Vaitkaitis,Fabijoniškių (Nr. 5) apygarda,0.005,0.0048,98,0
Irena Degutienė,Žirmūnų (Nr. 4) apygarda,0.3164,0.2957,6620,194
Vytenis Povilas Andriukaitis,Žirmūnų (Nr. 4) apygarda,0.226,0.2112,4793,74
Vasilijus Jemeljanovas,Žirmūnų (Nr. 4) apygarda,0.1781,0.1664,3765,69
Janina Brundzienė,Žirmūnų (Nr. 4) apygarda,0.0657,0.0614,1383,32
Daiva Daugvilienė,Žirmūnų (Nr. 4) apygarda,0.0601,0.0562,1273,21
Elena Gradauskienė,Žirmūnų (Nr. 4) apygarda,0.0538,0.0503,1139,20
Valentinas Šapalas,Žirmūnų (Nr. 4) apygarda,0.0231,0.0216,491,6
Gintaras Binkauskas,Žirmūnų (Nr. 4) apygarda,0.0214,0.02,452,9
Rimantas Šlajus,Žirmūnų (Nr. 4) apygarda,0.0186,0.0174,393,7
Rima Raznauskienė,Žirmūnų (Nr. 4) apygarda,0.0151,0.0141,321,4
Vladas Juchnevičius,Žirmūnų (Nr. 4) apygarda,0.0132,0.0124,281,4
Alfonsas Gedminas,Žirmūnų (Nr. 4) apygarda,0.0085,0.0079,177,5
Vidmantas Žiemelis,Antakalnio (Nr. 3) apygarda,0.3229,0.3105,6229,260
Aloyzas Sakalas,Antakalnio (Nr. 3) apygarda,0.1408,0.1354,2736,93
Rūta Rutkelytė,Antakalnio (Nr. 3) apygarda,0.1093,0.1051,2140,57
Vaclav Henrik Baranovskij,Antakalnio (Nr. 3) apygarda,0.0975,0.0938,1912,48
Juozapas Petkevičius,Antakalnio (Nr. 3) apygarda,0.0929,0.0893,1783,83
Jevgenij Getmanskij,Antakalnio (Nr. 3) apygarda,0.0607,0.0583,1174,45
Kazys Eringis,Antakalnio (Nr. 3) apygarda,0.0372,0.0358,727,21
Romanas Algimantas Sedlickas,Antakalnio (Nr. 3) apygarda,0.034,0.0327,666,17
Gintautas Babravičius,Antakalnio (Nr. 3) apygarda,0.025,0.0241,492,11
Jonas Rimantas Klimas,Antakalnio (Nr. 3) apygarda,0.0212,0.0204,410,16
Vytautas Astrauskas,Antakalnio (Nr. 3) apygarda,0.0189,0.0181,364,15
Vytautas Aleksas Lazinko,Antakalnio (Nr. 3) apygarda,0.0113,0.0109,220,7
Petras Cidzikas,Antakalnio (Nr. 3) apygarda,0.0106,0.0102,205,8
Vincentas Mykolaitis,Antakalnio (Nr. 3) apygarda,0.0067,0.0065,126,9
Rytis Benevičius,Antakalnio (Nr. 3) apygarda,0.0055,0.0053,111,0
Vytautas Bronislovas Elenbergas,Antakalnio (Nr. 3) apygarda,0.0053,0.0051,103,3
Rimantas Pleikys,Senamiesčio (Nr. 2) apygarda,0.3379,0.3271,6098,203
Gediminas Adolfas Paviržis,Senamiesčio (Nr. 2) apygarda,0.109,0.1055,1960,73
Vytautas Bogušis,Senamiesčio (Nr. 2) apygarda,0.0937,0.0907,1691,56
Valentin Jefimov,Senamiesčio (Nr. 2) apygarda,0.0724,0.0701,1337,14
Galija Fedosiuk,Senamiesčio (Nr. 2) apygarda,0.0658,0.0637,1204,24
Anatolij Vasiljev,Senamiesčio (Nr. 2) apygarda,0.0657,0.0636,1200,26
Ričardas Sabaliauskas,Senamiesčio (Nr. 2) apygarda,0.0577,0.0559,1051,25
Marijonas Ročius,Senamiesčio (Nr. 2) apygarda,0.052,0.0503,936,33
Virginijus Daukas,Senamiesčio (Nr. 2) apygarda,0.0359,0.0347,665,4
Linas Zaikauskas,Senamiesčio (Nr. 2) apygarda,0.0278,0.0269,499,19
Antanas Baskas,Senamiesčio (Nr. 2) apygarda,0.0186,0.018,337,10
Eduardas Šablinskas,Senamiesčio (Nr. 2) apygarda,0.0165,0.0159,302,5
Arvydas Norkūnas,Senamiesčio (Nr. 2) apygarda,0.0154,0.0149,279,8
Evaldas Vaclovas Gečiauskas,Senamiesčio (Nr. 2) apygarda,0.013,0.0126,235,7
Stanislovas Liučvaitis,Senamiesčio (Nr. 2) apygarda,0.0075,0.0073,136,4
Leonidas Syrus,Senamiesčio (Nr. 2) apygarda,0.0058,0.0056,105,3
Leonidas Endriulaitis,Senamiesčio (Nr. 2) apygarda,0.0054,0.0052,97,4
