kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Jonas Jučas,Kalniečių (Nr. 15) vienmandatė apygarda,0.1393,0.1347,2746,51
Virginija Gailienė,Kalniečių (Nr. 15) vienmandatė apygarda,0.0971,0.094,1855,96
Kęstutis Kriščiūnas,Kalniečių (Nr. 15) vienmandatė apygarda,0.084,0.0813,1664,23
Jurijus Subotinas,Kalniečių (Nr. 15) vienmandatė apygarda,0.0694,0.0672,1360,34
Arnoldas Mackevičius,Kalniečių (Nr. 15) vienmandatė apygarda,0.0447,0.0432,877,20
Irena Radvilienė,Kalniečių (Nr. 15) vienmandatė apygarda,0.013,0.0126,252,9
Antanas Tatariūnas,Kalniečių (Nr. 15) vienmandatė apygarda,0.0129,0.0125,251,9
Henrikas Žukauskas,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.2109,0.1987,4057,92
Česlovas Vytautas Stankevičius,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.1898,0.1788,3544,190
Valentinas Navickas,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.1298,0.1223,2475,78
Audronė Pacevičienė,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.12,0.113,2296,64
Arvydas Garbaravičius,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.1099,0.1035,2107,54
Vytautas Petras Jasutis,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.0894,0.0842,1720,39
Birutė Teodora Visokavičienė,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.0584,0.055,1101,47
Kąstytis Gaurelis,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.0561,0.0529,1077,27
Eligijus Džežulskis,Žaliakalnio (Nr. 14) vienmandatė apygarda,0.0358,0.0337,683,21
Klemensas Rimšelis,Centro (Nr. 13) vienmandatė apygarda,0.2286,0.217,4251,107
Joana Danguolė Sadeikienė,Centro (Nr. 13) vienmandatė apygarda,0.149,0.1415,2657,185
Henrikas Adolfas Kebeikis,Centro (Nr. 13) vienmandatė apygarda,0.144,0.1367,2653,93
Vytautas Juodagalvis,Centro (Nr. 13) vienmandatė apygarda,0.1324,0.1257,2432,92
Mykolas Biliūnas,Centro (Nr. 13) vienmandatė apygarda,0.0994,0.0944,1830,66
Vidmantas Staniulis,Centro (Nr. 13) vienmandatė apygarda,0.092,0.0873,1708,46
Vladas Katkevičius,Centro (Nr. 13) vienmandatė apygarda,0.0581,0.0551,1070,37
Petras Algimantas Liutkus,Centro (Nr. 13) vienmandatė apygarda,0.0571,0.0542,1049,39
Giedrius Kalninis,Centro (Nr. 13) vienmandatė apygarda,0.025,0.0237,463,13
Algimantas Arvydas Konstantinas Daniulaitis,Centro (Nr. 13) vienmandatė apygarda,0.0145,0.0138,267,10
Algirdas Saudargas,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.1746,0.1666,3613,191
Kazimieras Uoka,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.1601,0.1527,3384,104
Gediminas Grigas,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.1295,0.1235,2725,96
Tautginas Gelžinis,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.1248,0.1191,2647,72
Alfredas Galaunė,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0932,0.0889,1954,77
Gediminas Jankus,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0842,0.0804,1766,69
Gediminas Žemaitis,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0699,0.0666,1482,40
Romualdas Sadauskas,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0533,0.0508,1107,54
Vygaudas Molis,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0484,0.0462,1028,27
Birutė Statkevičienė,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0334,0.0318,708,19
Audronė Vaivadienė,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0119,0.0114,245,15
Boleslovas Momgaudas,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0072,0.0069,153,4
Marija Kaladienė,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0059,0.0056,123,6
Edvardas Bronislovas Keršys,Aleksoto -  Vilijampolės (Nr. 12) vienmandatė apygarda,0.0034,0.0032,72,1
Vytautas Šustauskas,Šilainių (Nr. 11) vienmandatė apygarda,0.3838,0.3678,8661,214
Romanas Algimantas Sedlickas,Šilainių (Nr. 11) vienmandatė apygarda,0.2762,0.2647,6256,132
Evaldas Gustas,Šilainių (Nr. 11) vienmandatė apygarda,0.1187,0.1137,2683,61
Rytas Kupčinskas,Šilainių (Nr. 11) vienmandatė apygarda,0.1185,0.1136,2604,137
Alvydas Banevičius,Šilainių (Nr. 11) vienmandatė apygarda,0.0458,0.0438,1020,38
Zigmundas Vytautas Satkevičius,Šilainių (Nr. 11) vienmandatė apygarda,0.0282,0.027,639,13
Lina Jankauskienė,Šilainių (Nr. 11) vienmandatė apygarda,0.016,0.0153,350,19
Marijus Čižas,Šilainių (Nr. 11) vienmandatė apygarda,0.0129,0.0123,291,7
Vasilij Fiodorov,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.3571,0.3394,6070,158
Artūras Melianas,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.1576,0.1498,2669,80
Vytautas Aleksas Lazinka,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.1072,0.1018,1837,32
Zbignev Balcevič,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.1067,0.1014,1802,58
Alfonsas Augulis,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.0533,0.0506,907,22
Algimantas Vaitkus,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.051,0.0485,850,40
Leonidas Burokas,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.0449,0.0427,769,14
Miroslav Zacharevič,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.029,0.0276,487,19
Vladislav Mackevič,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.028,0.0266,478,10
Anatolijus Maslovas,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.0222,0.0211,382,6
Danuta Iljina,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.0155,0.0148,268,3
Tatjana Michniova,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.013,0.0124,220,7
Virgilijus Guntulis,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.0079,0.0075,134,4
Evelina Avižienienė,Naujosios Vilnios (Nr. 10) vienmandatė apygarda,0.0065,0.0062,111,2
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatė apygarda,0.3148,0.2994,7061,176
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatė apygarda,0.1737,0.1652,3890,104
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatė apygarda,0.1559,0.1483,3476,108
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatė apygarda,0.1325,0.126,2913,132
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatė apygarda,0.0893,0.0849,2011,42
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatė apygarda,0.0583,0.0555,1145,196
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatė apygarda,0.0366,0.0348,812,30
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatė apygarda,0.0322,0.0307,712,29
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatė apygarda,0.0066,0.0063,151,1
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatė apygarda,0.2943,0.2806,6759,141
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatė apygarda,0.17,0.1621,3825,160
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatė apygarda,0.1389,0.1325,3193,64
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatė apygarda,0.1299,0.1239,2962,84
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatė apygarda,0.071,0.0677,1636,29
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatė apygarda,0.0655,0.0624,1502,33
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatė apygarda,0.052,0.0496,1194,26
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatė apygarda,0.0338,0.0323,771,22
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatė apygarda,0.0174,0.0166,399,9
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatė apygarda,0.016,0.0153,365,11
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatė apygarda,0.011,0.0105,252,6
Juozas Raistenskis,Justiniškių (Nr. 7) vienmandatė apygarda,0.261,0.2473,6700,143
Egidijus Bičkauskas,Justiniškių (Nr. 7) vienmandatė apygarda,0.1847,0.175,4717,124
Kęstutis Gecevičius,Justiniškių (Nr. 7) vienmandatė apygarda,0.1741,0.165,4467,97
Sigita Burbienė,Justiniškių (Nr. 7) vienmandatė apygarda,0.1375,0.1303,3522,84
Zigmas Zinkevičius,Justiniškių (Nr. 7) vienmandatė apygarda,0.0915,0.0867,2317,82
Edmund Šot,Justiniškių (Nr. 7) vienmandatė apygarda,0.0876,0.083,2262,35
Rima Matijošienė,Justiniškių (Nr. 7) vienmandatė apygarda,0.035,0.0332,900,18
Arūnas Strolis,Justiniškių (Nr. 7) vienmandatė apygarda,0.0286,0.0271,719,30
Alvydas Medalinskas,Šeškinės (Nr. 6) vienmandatė apygarda,0.3322,0.3185,7625,252
Eduardas Šablinskas,Šeškinės (Nr. 6) vienmandatė apygarda,0.1836,0.176,4236,117
Algirdas Sysas,Šeškinės (Nr. 6) vienmandatė apygarda,0.1436,0.1377,3272,132
Kęstutis Masiulis,Šeškinės (Nr. 6) vienmandatė apygarda,0.1123,0.1077,2537,126
Jan Tadeuš Dovgialo,Šeškinės (Nr. 6) vienmandatė apygarda,0.0774,0.0742,1796,40
Paulius Sakalas,Šeškinės (Nr. 6) vienmandatė apygarda,0.0335,0.0321,776,19
Raimundas Gaižauskas,Šeškinės (Nr. 6) vienmandatė apygarda,0.0269,0.0258,616,21
Liubovė Glušakova,Šeškinės (Nr. 6) vienmandatė apygarda,0.0262,0.0252,614,8
Eduardas Pabarčius,Šeškinės (Nr. 6) vienmandatė apygarda,0.0244,0.0234,555,23
Vytautas Kriauza,Šeškinės (Nr. 6) vienmandatė apygarda,0.0151,0.0144,341,16
Jovita Meškauskienė,Šeškinės (Nr. 6) vienmandatė apygarda,0.0119,0.0114,273,8
Algis Povilas Kasperavičius,Šeškinės (Nr. 6) vienmandatė apygarda,0.01,0.0096,230,7
Algirdas Aleksandras Gedrimas,Šeškinės (Nr. 6) vienmandatė apygarda,0.003,0.0029,69,3
Raimondas Šukys,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.2557,0.2454,5870,108
Povilas Petras Karoblis,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.1497,0.1436,3415,84
Algirdas Kunčinas,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.1224,0.1175,2799,63
Tadeuš Filipovič,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.1018,0.0977,2350,29
Algis Čaplikas,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0974,0.0934,2237,39
Audronius Ažubalis,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0967,0.0928,2165,96
Ignas Vėgėlė,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0606,0.0582,1383,34
Kazimieras Kavaliauskas,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0382,0.0367,887,7
Arvydas Kilikevičius,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0322,0.0309,739,13
Stasys Šedbaras,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.021,0.0202,481,11
Vilija Grincevičienė,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0188,0.0181,425,15
Petras Montrimas,Fabijoniškių (Nr. 5) vienmandatė apygarda,0.0053,0.0051,121,4
Vytenis Povilas Andriukaitis,Žirmūnų (Nr. 4) vienmandatė apygarda,0.3987,0.379,8938,252
Jūratė Noreikienė,Žirmūnų (Nr. 4) vienmandatė apygarda,0.1829,0.1739,4093,123
Algirdas Čiučelis,Žirmūnų (Nr. 4) vienmandatė apygarda,0.1477,0.1404,3221,184
Vaclovas Jonas Blaževičius,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0961,0.0914,2157,59
Benedikt Citovič,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0477,0.0453,1065,34
Vladimir Avin,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0339,0.0323,765,17
Valdas Sutkus,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0321,0.0305,711,28
Stasys Pilikauskas,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0299,0.0285,654,36
Jaunius Žiogas,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0197,0.0187,440,13
Daiva Lukšaitė,Žirmūnų (Nr. 4) vienmandatė apygarda,0.0112,0.0106,254,4
Rolandas Paksas,Antakalnio (Nr. 3) vienmandatė apygarda,0.4935,0.472,10850,423
Aloyzas Sakalas,Antakalnio (Nr. 3) vienmandatė apygarda,0.2135,0.2042,4559,319
Elena Petrošienė,Antakalnio (Nr. 3) vienmandatė apygarda,0.1097,0.1049,2326,179
Zbignev Čech,Antakalnio (Nr. 3) vienmandatė apygarda,0.0816,0.078,1792,72
Rūta Rutkelytė,Antakalnio (Nr. 3) vienmandatė apygarda,0.0637,0.0609,1386,69
Vidas Kazimieras Gibavičius,Antakalnio (Nr. 3) vienmandatė apygarda,0.0226,0.0216,475,41
Rimgaudas Pranas Minalga,Antakalnio (Nr. 3) vienmandatė apygarda,0.0127,0.0122,274,17
Vytautas Dalangauskas,Antakalnio (Nr. 3) vienmandatė apygarda,0.0027,0.0026,57,4
Dalia Kutraitė Giedraitienė,Senamiesčio (Nr. 2) vienmandatė apygarda,0.358,0.3298,7207,292
Gediminas Adolfas Paviržis,Senamiesčio (Nr. 2) vienmandatė apygarda,0.1878,0.1731,3795,140
Juzef Kvetkovskij,Senamiesčio (Nr. 2) vienmandatė apygarda,0.1393,0.1284,2872,47
Arūnas Bėkšta,Senamiesčio (Nr. 2) vienmandatė apygarda,0.1125,0.1036,2273,83
Vytautas Bogušis,Senamiesčio (Nr. 2) vienmandatė apygarda,0.0709,0.0654,1431,55
Dainius Petras Paukštė,Senamiesčio (Nr. 2) vienmandatė apygarda,0.0643,0.0592,1278,69
Rimantas Pleikys,Senamiesčio (Nr. 2) vienmandatė apygarda,0.0416,0.0383,828,43
Jolanta Stoškienė,Senamiesčio (Nr. 2) vienmandatė apygarda,0.0256,0.0236,515,21
