kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Gediminas RUDŽIONIS,,"5,30%",77,"5,05%",5,Dūkštų  (Nr.257) apylinkė  
Ligitas KERNAGIS,,"3,62%",54,"3,45%",2,Dūkštų  (Nr.257) apylinkė  
Liudas BRADAUSKAS,,"3,55%",54,"3,39%",1,Dūkštų  (Nr.257) apylinkė  
Regimantas ČIUPAILA,,"2,13%",30,"2,03%",3,Dūkštų  (Nr.257) apylinkė  
Andrejus GAIDAMAVIČIUS,,"1,87%",29,"1,79%",0,Dūkštų  (Nr.257) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"0,58%",8,"0,55%",1,Dūkštų  (Nr.257) apylinkė  
Asta NAZAROVIENĖ,,"0,39%",5,"0,37%",1,Dūkštų  (Nr.257) apylinkė  
Vytautas Aleksas LAZINKA,,"0,06%",1,"0,06%",0,Dūkštų  (Nr.257) apylinkė  
Laimis BIKAUSKAS,,"0,52%",8,"0,49%",0,Dūkštų  (Nr.257) apylinkė  
Audronius AŽUBALIS,,"22,54%",440,"21,62%",20,Musninkų  (Nr.256) apylinkė  
Zbigniev MACIEJEVSKI,,"17,00%",340,"16,31%",7,Musninkų  (Nr.256) apylinkė  
Algirdas SYSAS,,"15,78%",320,"15,13%",2,Musninkų  (Nr.256) apylinkė  
Vytautas GRICIUS,,"11,17%",200,"10,71%",28,Musninkų  (Nr.256) apylinkė  
Valdas VASILIAUSKAS,,"9,06%",183,"8,69%",2,Musninkų  (Nr.256) apylinkė  
Arūnas ŠTARAS,,"6,08%",124,"5,83%",0,Musninkų  (Nr.256) apylinkė  
Gediminas RUDŽIONIS,,"4,95%",100,"4,75%",1,Musninkų  (Nr.256) apylinkė  
Ligitas KERNAGIS,,"4,21%",80,"4,04%",6,Musninkų  (Nr.256) apylinkė  
Liudas BRADAUSKAS,,"2,69%",55,"2,58%",0,Musninkų  (Nr.256) apylinkė  
Regimantas ČIUPAILA,,"1,96%",40,"1,88%",0,Musninkų  (Nr.256) apylinkė  
Andrejus GAIDAMAVIČIUS,,"2,25%",46,"2,16%",0,Musninkų  (Nr.256) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"0,64%",13,"0,61%",0,Musninkų  (Nr.256) apylinkė  
Asta NAZAROVIENĖ,,"0,88%",18,"0,85%",0,Musninkų  (Nr.256) apylinkė  
Vytautas Aleksas LAZINKA,,"0,59%",12,"0,56%",0,Musninkų  (Nr.256) apylinkė  
Laimis BIKAUSKAS,,"0,20%",4,"0,19%",0,Musninkų  (Nr.256) apylinkė  
Audronius AŽUBALIS,,"19,70%",345,"18,62%",12,Čiobiškio  (Nr.255) apylinkė  
Zbigniev MACIEJEVSKI,,"13,80%",246,"13,04%",4,Čiobiškio  (Nr.255) apylinkė  
Algirdas SYSAS,,"14,57%",254,"13,77%",10,Čiobiškio  (Nr.255) apylinkė  
Vytautas GRICIUS,,"17,33%",302,"16,38%",12,Čiobiškio  (Nr.255) apylinkė  
Valdas VASILIAUSKAS,,"7,40%",121,"6,99%",13,Čiobiškio  (Nr.255) apylinkė  
Arūnas ŠTARAS,,"7,17%",124,"6,78%",6,Čiobiškio  (Nr.255) apylinkė  
Gediminas RUDŽIONIS,,"4,80%",83,"4,54%",4,Čiobiškio  (Nr.255) apylinkė  
Ligitas KERNAGIS,,"4,25%",74,"4,02%",3,Čiobiškio  (Nr.255) apylinkė  
Liudas BRADAUSKAS,,"3,53%",62,"3,34%",2,Čiobiškio  (Nr.255) apylinkė  
Regimantas ČIUPAILA,,"3,09%",53,"2,92%",3,Čiobiškio  (Nr.255) apylinkė  
Andrejus GAIDAMAVIČIUS,,"1,99%",35,"1,88%",1,Čiobiškio  (Nr.255) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"0,99%",18,"0,94%",0,Čiobiškio  (Nr.255) apylinkė  
Asta NAZAROVIENĖ,,"0,50%",9,"0,47%",0,Čiobiškio  (Nr.255) apylinkė  
Vytautas Aleksas LAZINKA,,"0,55%",8,"0,52%",2,Čiobiškio  (Nr.255) apylinkė  
Laimis BIKAUSKAS,,"0,33%",6,"0,31%",0,Čiobiškio  (Nr.255) apylinkė  
Audronius AŽUBALIS,,"23,38%",340,"22,26%",13,Mokslo  (Nr.254) apylinkė  
Zbigniev MACIEJEVSKI,,"13,91%",197,"13,24%",13,Mokslo  (Nr.254) apylinkė  
Algirdas SYSAS,,"11,39%",166,"10,84%",6,Mokslo  (Nr.254) apylinkė  
Vytautas GRICIUS,,"14,90%",211,"14,19%",14,Mokslo  (Nr.254) apylinkė  
Valdas VASILIAUSKAS,,"8,28%",122,"7,88%",3,Mokslo  (Nr.254) apylinkė  
Arūnas ŠTARAS,,"7,35%",107,"7,00%",4,Mokslo  (Nr.254) apylinkė  
Gediminas RUDŽIONIS,,"4,50%",63,"4,29%",5,Mokslo  (Nr.254) apylinkė  
Ligitas KERNAGIS,,"5,63%",82,"5,36%",3,Mokslo  (Nr.254) apylinkė  
Liudas BRADAUSKAS,,"3,38%",49,"3,22%",2,Mokslo  (Nr.254) apylinkė  
Regimantas ČIUPAILA,,"2,65%",39,"2,52%",1,Mokslo  (Nr.254) apylinkė  
Andrejus GAIDAMAVIČIUS,,"2,32%",33,"2,21%",2,Mokslo  (Nr.254) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"1,06%",16,"1,01%",0,Mokslo  (Nr.254) apylinkė  
Asta NAZAROVIENĖ,,"0,66%",9,"0,63%",1,Mokslo  (Nr.254) apylinkė  
Vytautas Aleksas LAZINKA,,"0,26%",4,"0,25%",0,Mokslo  (Nr.254) apylinkė  
Laimis BIKAUSKAS,,"0,33%",5,"0,32%",0,Mokslo  (Nr.254) apylinkė  
Audronius AŽUBALIS,,"21,57%",310,"20,30%",23,Lūžių  (Nr.253) apylinkė  
Zbigniev MACIEJEVSKI,,"14,77%",209,"13,90%",19,Lūžių  (Nr.253) apylinkė  
Algirdas SYSAS,,"15,22%",225,"14,33%",10,Lūžių  (Nr.253) apylinkė  
Vytautas GRICIUS,,"14,38%",217,"13,54%",5,Lūžių  (Nr.253) apylinkė  
Valdas VASILIAUSKAS,,"7,90%",115,"7,44%",7,Lūžių  (Nr.253) apylinkė  
Arūnas ŠTARAS,,"8,29%",121,"7,80%",7,Lūžių  (Nr.253) apylinkė  
Gediminas RUDŽIONIS,,"4,08%",62,"3,84%",1,Lūžių  (Nr.253) apylinkė  
Ligitas KERNAGIS,,"4,08%",59,"3,84%",4,Lūžių  (Nr.253) apylinkė  
Liudas BRADAUSKAS,,"2,98%",43,"2,80%",3,Lūžių  (Nr.253) apylinkė  
Regimantas ČIUPAILA,,"2,66%",37,"2,50%",4,Lūžių  (Nr.253) apylinkė  
Andrejus GAIDAMAVIČIUS,,"1,94%",27,"1,83%",3,Lūžių  (Nr.253) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"0,97%",14,"0,91%",1,Lūžių  (Nr.253) apylinkė  
Asta NAZAROVIENĖ,,"0,71%",9,"0,67%",2,Lūžių  (Nr.253) apylinkė  
Vytautas Aleksas LAZINKA,,"0,26%",4,"0,24%",0,Lūžių  (Nr.253) apylinkė  
Laimis BIKAUSKAS,,"0,19%",3,"0,18%",0,Lūžių  (Nr.253) apylinkė  
Audronius AŽUBALIS,,"22,68%",246,"21,71%",15,Viršuliškių  (Nr.252) apylinkė  
Zbigniev MACIEJEVSKI,,"18,94%",215,"18,14%",3,Viršuliškių  (Nr.252) apylinkė  
Algirdas SYSAS,,"12,34%",140,"11,81%",2,Viršuliškių  (Nr.252) apylinkė  
Vytautas GRICIUS,,"12,16%",134,"11,65%",6,Viršuliškių  (Nr.252) apylinkė  
Valdas VASILIAUSKAS,,"11,12%",125,"10,65%",3,Viršuliškių  (Nr.252) apylinkė  
Arūnas ŠTARAS,,"4,78%",52,"4,58%",3,Viršuliškių  (Nr.252) apylinkė  
Gediminas RUDŽIONIS,,"5,04%",57,"4,83%",1,Viršuliškių  (Nr.252) apylinkė  
Ligitas KERNAGIS,,"4,00%",44,"3,83%",2,Viršuliškių  (Nr.252) apylinkė  
Liudas BRADAUSKAS,,"2,95%",33,"2,83%",1,Viršuliškių  (Nr.252) apylinkė  
Regimantas ČIUPAILA,,"2,35%",24,"2,25%",3,Viršuliškių  (Nr.252) apylinkė  
Andrejus GAIDAMAVIČIUS,,"1,74%",18,"1,66%",2,Viršuliškių  (Nr.252) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"0,61%",6,"0,58%",1,Viršuliškių  (Nr.252) apylinkė  
Asta NAZAROVIENĖ,,"0,17%",2,"0,17%",0,Viršuliškių  (Nr.252) apylinkė  
Vytautas Aleksas LAZINKA,,"0,78%",9,"0,75%",0,Viršuliškių  (Nr.252) apylinkė  
Laimis BIKAUSKAS,,"0,35%",2,"0,33%",2,Viršuliškių  (Nr.252) apylinkė  
Audronius AŽUBALIS,,"20,14%",161,"18,65%",8,Ozo  (Nr.251) apylinkė  
Zbigniev MACIEJEVSKI,,"14,78%",119,"13,69%",5,Ozo  (Nr.251) apylinkė  
Algirdas SYSAS,,"13,11%",106,"12,14%",4,Ozo  (Nr.251) apylinkė  
Vytautas GRICIUS,,"15,49%",127,"14,35%",3,Ozo  (Nr.251) apylinkė  
Valdas VASILIAUSKAS,,"9,89%",81,"9,16%",2,Ozo  (Nr.251) apylinkė  
Arūnas ŠTARAS,,"5,60%",43,"5,19%",4,Ozo  (Nr.251) apylinkė  
Gediminas RUDŽIONIS,,"5,96%",49,"5,52%",1,Ozo  (Nr.251) apylinkė  
Ligitas KERNAGIS,,"5,36%",44,"4,97%",1,Ozo  (Nr.251) apylinkė  
Liudas BRADAUSKAS,,"4,29%",34,"3,97%",2,Ozo  (Nr.251) apylinkė  
Regimantas ČIUPAILA,,"1,67%",13,"1,55%",1,Ozo  (Nr.251) apylinkė  
Andrejus GAIDAMAVIČIUS,,"1,91%",16,"1,77%",0,Ozo  (Nr.251) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"0,12%",1,"0,11%",0,Ozo  (Nr.251) apylinkė  
Asta NAZAROVIENĖ,,"0,36%",3,"0,33%",0,Ozo  (Nr.251) apylinkė  
Vytautas Aleksas LAZINKA,,"1,19%",10,"1,10%",0,Ozo  (Nr.251) apylinkė  
Laimis BIKAUSKAS,,"0,12%",1,"0,11%",0,Ozo  (Nr.251) apylinkė  
Audronius AŽUBALIS,,"19,58%",414,"18,67%",21,Jovaro  (Nr.206) apylinkė  
Zbigniev MACIEJEVSKI,,"16,43%",358,"15,67%",7,Jovaro  (Nr.206) apylinkė  
Algirdas SYSAS,,"13,41%",292,"12,79%",6,Jovaro  (Nr.206) apylinkė  
Vytautas GRICIUS,,"14,90%",319,"14,21%",12,Jovaro  (Nr.206) apylinkė  
Valdas VASILIAUSKAS,,"7,79%",165,"7,42%",8,Jovaro  (Nr.206) apylinkė  
Arūnas ŠTARAS,,"7,70%",166,"7,34%",5,Jovaro  (Nr.206) apylinkė  
Gediminas RUDŽIONIS,,"5,40%",118,"5,15%",2,Jovaro  (Nr.206) apylinkė  
Ligitas KERNAGIS,,"4,46%",94,"4,25%",5,Jovaro  (Nr.206) apylinkė  
Liudas BRADAUSKAS,,"2,52%",56,"2,40%",0,Jovaro  (Nr.206) apylinkė  
Regimantas ČIUPAILA,,"2,70%",58,"2,58%",2,Jovaro  (Nr.206) apylinkė  
Andrejus GAIDAMAVIČIUS,,"2,75%",59,"2,62%",2,Jovaro  (Nr.206) apylinkė  
Jolita ALEKSEJŪNIENĖ,,"1,08%",21,"1,03%",3,Jovaro  (Nr.206) apylinkė  
Asta NAZAROVIENĖ,,"0,59%",12,"0,56%",1,Jovaro  (Nr.206) apylinkė  
Vytautas Aleksas LAZINKA,,"0,50%",10,"0,47%",1,Jovaro  (Nr.206) apylinkė  
Laimis BIKAUSKAS,,"0,23%",5,"0,21%",0,Jovaro  (Nr.206) apylinkė  
Paulius SAUDARGAS,,"22,85%",518,"21,43%",31,Pašilaičių  (Nr.309) apylinkė  
Sofija MATAREVIČ,,"11,78%",279,"11,05%",4,Pašilaičių  (Nr.309) apylinkė  
Gediminas KIRKILAS,,"12,94%",292,"12,14%",19,Pašilaičių  (Nr.309) apylinkė  
Edmundas VAITEKŪNAS,,"8,74%",209,"8,20%",1,Pašilaičių  (Nr.309) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"8,74%",196,"8,20%",14,Pašilaičių  (Nr.309) apylinkė  
Linas KVEDARAVIČIUS,,"11,19%",250,"10,50%",19,Pašilaičių  (Nr.309) apylinkė  
Rūta VANAGAITĖ,,"7,24%",162,"6,79%",12,Pašilaičių  (Nr.309) apylinkė  
Rimantas REMEIKA,,"4,83%",107,"4,53%",9,Pašilaičių  (Nr.309) apylinkė  
Algimantas JUOCEVIČIUS,,"3,20%",76,"3,01%",1,Pašilaičių  (Nr.309) apylinkė  
Gediminas NAVAITIS,,"2,91%",69,"2,73%",1,Pašilaičių  (Nr.309) apylinkė  
Virginija VINGRIENĖ,,"2,75%",63,"2,58%",3,Pašilaičių  (Nr.309) apylinkė  
Rūta JANKAUSKIENĖ,,"1,46%",35,"1,37%",0,Pašilaičių  (Nr.309) apylinkė  
Svetlana MARTINKO,,"0,75%",18,"0,70%",0,Pašilaičių  (Nr.309) apylinkė  
Emilis MIKELĖNAS,,"0,46%",11,"0,43%",0,Pašilaičių  (Nr.309) apylinkė  
Artemij SITENKOV,,"0,17%",4,"0,16%",0,Pašilaičių  (Nr.309) apylinkė  
Paulius SAUDARGAS,,"19,56%",441,"18,75%",18,Medeinos  (Nr.308) apylinkė  
Sofija MATAREVIČ,,"12,27%",285,"11,76%",3,Medeinos  (Nr.308) apylinkė  
Gediminas KIRKILAS,,"12,70%",289,"12,17%",9,Medeinos  (Nr.308) apylinkė  
Edmundas VAITEKŪNAS,,"12,19%",274,"11,68%",12,Medeinos  (Nr.308) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"8,22%",190,"7,88%",3,Medeinos  (Nr.308) apylinkė  
Linas KVEDARAVIČIUS,,"12,27%",276,"11,76%",12,Medeinos  (Nr.308) apylinkė  
Rūta VANAGAITĖ,,"6,82%",156,"6,54%",4,Medeinos  (Nr.308) apylinkė  
Rimantas REMEIKA,,"5,41%",123,"5,19%",4,Medeinos  (Nr.308) apylinkė  
Algimantas JUOCEVIČIUS,,"3,41%",78,"3,27%",2,Medeinos  (Nr.308) apylinkė  
Gediminas NAVAITIS,,"2,22%",50,"2,12%",2,Medeinos  (Nr.308) apylinkė  
Virginija VINGRIENĖ,,"2,39%",53,"2,29%",3,Medeinos  (Nr.308) apylinkė  
Rūta JANKAUSKIENĖ,,"1,07%",25,"1,02%",0,Medeinos  (Nr.308) apylinkė  
Svetlana MARTINKO,,"0,89%",21,"0,86%",0,Medeinos  (Nr.308) apylinkė  
Emilis MIKELĖNAS,,"0,17%",4,"0,16%",0,Medeinos  (Nr.308) apylinkė  
Artemij SITENKOV,,"0,43%",9,"0,41%",1,Medeinos  (Nr.308) apylinkė  
Paulius SAUDARGAS,,"23,02%",555,"22,17%",30,Žemynos  (Nr.307) apylinkė  
Sofija MATAREVIČ,,"14,01%",347,"13,49%",9,Žemynos  (Nr.307) apylinkė  
Gediminas KIRKILAS,,"12,24%",306,"11,78%",5,Žemynos  (Nr.307) apylinkė  
Edmundas VAITEKŪNAS,,"10,11%",246,"9,74%",11,Žemynos  (Nr.307) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"9,96%",241,"9,59%",12,Žemynos  (Nr.307) apylinkė  
Linas KVEDARAVIČIUS,,"8,97%",220,"8,64%",8,Žemynos  (Nr.307) apylinkė  
Rūta VANAGAITĖ,,"5,59%",137,"5,38%",5,Žemynos  (Nr.307) apylinkė  
Rimantas REMEIKA,,"4,84%",120,"4,66%",3,Žemynos  (Nr.307) apylinkė  
Algimantas JUOCEVIČIUS,,"3,97%",97,"3,83%",4,Žemynos  (Nr.307) apylinkė  
Gediminas NAVAITIS,,"2,40%",58,"2,31%",3,Žemynos  (Nr.307) apylinkė  
Virginija VINGRIENĖ,,"2,68%",65,"2,58%",3,Žemynos  (Nr.307) apylinkė  
Rūta JANKAUSKIENĖ,,"0,71%",18,"0,68%",0,Žemynos  (Nr.307) apylinkė  
Svetlana MARTINKO,,"0,98%",25,"0,95%",0,Žemynos  (Nr.307) apylinkė  
Emilis MIKELĖNAS,,"0,28%",7,"0,27%",0,Žemynos  (Nr.307) apylinkė  
Artemij SITENKOV,,"0,24%",6,"0,23%",0,Žemynos  (Nr.307) apylinkė  
Paulius SAUDARGAS,,"17,21%",321,"16,41%",12,Sietuvos  (Nr.306) apylinkė  
Sofija MATAREVIČ,,"13,49%",259,"12,86%",2,Sietuvos  (Nr.306) apylinkė  
Gediminas KIRKILAS,,"12,71%",240,"12,12%",6,Sietuvos  (Nr.306) apylinkė  
Edmundas VAITEKŪNAS,,"12,76%",244,"12,17%",3,Sietuvos  (Nr.306) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"10,44%",197,"9,96%",5,Sietuvos  (Nr.306) apylinkė  
Linas KVEDARAVIČIUS,,"7,55%",141,"7,20%",5,Sietuvos  (Nr.306) apylinkė  
Rūta VANAGAITĖ,,"5,37%",100,"5,13%",4,Sietuvos  (Nr.306) apylinkė  
Rimantas REMEIKA,,"7,96%",147,"7,59%",7,Sietuvos  (Nr.306) apylinkė  
Algimantas JUOCEVIČIUS,,"4,86%",90,"4,63%",4,Sietuvos  (Nr.306) apylinkė  
Gediminas NAVAITIS,,"2,48%",46,"2,37%",2,Sietuvos  (Nr.306) apylinkė  
Virginija VINGRIENĖ,,"2,27%",43,"2,17%",1,Sietuvos  (Nr.306) apylinkė  
Rūta JANKAUSKIENĖ,,"0,93%",17,"0,89%",1,Sietuvos  (Nr.306) apylinkė  
Svetlana MARTINKO,,"1,14%",21,"1,08%",1,Sietuvos  (Nr.306) apylinkė  
Emilis MIKELĖNAS,,"0,36%",5,"0,34%",2,Sietuvos  (Nr.306) apylinkė  
Artemij SITENKOV,,"0,47%",9,"0,44%",0,Sietuvos  (Nr.306) apylinkė  
Paulius SAUDARGAS,,"14,87%",298,"14,04%",27,M. Biržiškos  (Nr.304) apylinkė  
Sofija MATAREVIČ,,"16,80%",356,"15,86%",11,M. Biržiškos  (Nr.304) apylinkė  
Gediminas KIRKILAS,,"12,49%",264,"11,80%",9,M. Biržiškos  (Nr.304) apylinkė  
Edmundas VAITEKŪNAS,,"10,89%",227,"10,29%",11,M. Biržiškos  (Nr.304) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"12,77%",269,"12,06%",10,M. Biržiškos  (Nr.304) apylinkė  
Linas KVEDARAVIČIUS,,"6,36%",135,"6,01%",4,M. Biržiškos  (Nr.304) apylinkė  
Rūta VANAGAITĖ,,"6,86%",142,"6,48%",8,M. Biržiškos  (Nr.304) apylinkė  
Rimantas REMEIKA,,"7,19%",152,"6,78%",5,M. Biržiškos  (Nr.304) apylinkė  
Algimantas JUOCEVIČIUS,,"4,26%",91,"4,02%",2,M. Biržiškos  (Nr.304) apylinkė  
Gediminas NAVAITIS,,"2,43%",49,"2,29%",4,M. Biržiškos  (Nr.304) apylinkė  
Virginija VINGRIENĖ,,"2,11%",45,"1,99%",1,M. Biržiškos  (Nr.304) apylinkė  
Rūta JANKAUSKIENĖ,,"1,05%",23,"0,99%",0,M. Biržiškos  (Nr.304) apylinkė  
Svetlana MARTINKO,,"1,01%",21,"0,95%",1,M. Biržiškos  (Nr.304) apylinkė  
Emilis MIKELĖNAS,,"0,46%",9,"0,43%",1,M. Biržiškos  (Nr.304) apylinkė  
Artemij SITENKOV,,"0,46%",10,"0,43%",0,M. Biržiškos  (Nr.304) apylinkė  
Paulius SAUDARGAS,,"14,77%",313,"14,00%",23,Justiniškių  (Nr.303) apylinkė  
Sofija MATAREVIČ,,"16,18%",363,"15,33%",5,Justiniškių  (Nr.303) apylinkė  
Gediminas KIRKILAS,,"12,92%",290,"12,25%",4,Justiniškių  (Nr.303) apylinkė  
Edmundas VAITEKŪNAS,,"11,38%",251,"10,79%",8,Justiniškių  (Nr.303) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"9,76%",217,"9,25%",5,Justiniškių  (Nr.303) apylinkė  
Linas KVEDARAVIČIUS,,"8,75%",196,"8,29%",3,Justiniškių  (Nr.303) apylinkė  
Rūta VANAGAITĖ,,"6,46%",140,"6,12%",7,Justiniškių  (Nr.303) apylinkė  
Rimantas REMEIKA,,"9,41%",205,"8,92%",9,Justiniškių  (Nr.303) apylinkė  
Algimantas JUOCEVIČIUS,,"3,74%",81,"3,54%",4,Justiniškių  (Nr.303) apylinkė  
Gediminas NAVAITIS,,"2,15%",49,"2,04%",0,Justiniškių  (Nr.303) apylinkė  
Virginija VINGRIENĖ,,"2,20%",49,"2,08%",1,Justiniškių  (Nr.303) apylinkė  
Rūta JANKAUSKIENĖ,,"0,84%",18,"0,79%",1,Justiniškių  (Nr.303) apylinkė  
Svetlana MARTINKO,,"0,62%",13,"0,58%",1,Justiniškių  (Nr.303) apylinkė  
Emilis MIKELĖNAS,,"0,40%",9,"0,38%",0,Justiniškių  (Nr.303) apylinkė  
Artemij SITENKOV,,"0,44%",10,"0,42%",0,Justiniškių  (Nr.303) apylinkė  
Paulius SAUDARGAS,,"13,79%",316,"13,15%",21,Taikos  (Nr.302) apylinkė  
Sofija MATAREVIČ,,"15,84%",376,"15,11%",11,Taikos  (Nr.302) apylinkė  
Gediminas KIRKILAS,,"14,04%",337,"13,39%",6,Taikos  (Nr.302) apylinkė  
Edmundas VAITEKŪNAS,,"14,00%",332,"13,35%",10,Taikos  (Nr.302) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"10,44%",244,"9,95%",11,Taikos  (Nr.302) apylinkė  
Linas KVEDARAVIČIUS,,"7,70%",179,"7,34%",9,Taikos  (Nr.302) apylinkė  
Rūta VANAGAITĖ,,"5,77%",135,"5,50%",6,Taikos  (Nr.302) apylinkė  
Rimantas REMEIKA,,"5,77%",134,"5,50%",7,Taikos  (Nr.302) apylinkė  
Algimantas JUOCEVIČIUS,,"4,67%",108,"4,45%",6,Taikos  (Nr.302) apylinkė  
Gediminas NAVAITIS,,"3,60%",85,"3,43%",3,Taikos  (Nr.302) apylinkė  
Virginija VINGRIENĖ,,"1,64%",40,"1,56%",0,Taikos  (Nr.302) apylinkė  
Rūta JANKAUSKIENĖ,,"1,39%",34,"1,33%",0,Taikos  (Nr.302) apylinkė  
Svetlana MARTINKO,,"0,82%",19,"0,78%",1,Taikos  (Nr.302) apylinkė  
Emilis MIKELĖNAS,,"0,41%",9,"0,39%",1,Taikos  (Nr.302) apylinkė  
Artemij SITENKOV,,"0,12%",3,"0,12%",0,Taikos  (Nr.302) apylinkė  
Paulius SAUDARGAS,,"16,69%",324,"16,03%",19,Rygos  (Nr.301) apylinkė  
Sofija MATAREVIČ,,"17,32%",341,"16,64%",15,Rygos  (Nr.301) apylinkė  
Gediminas KIRKILAS,,"14,40%",285,"13,83%",11,Rygos  (Nr.301) apylinkė  
Edmundas VAITEKŪNAS,,"11,78%",225,"11,31%",17,Rygos  (Nr.301) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"9,88%",196,"9,49%",7,Rygos  (Nr.301) apylinkė  
Linas KVEDARAVIČIUS,,"7,35%",145,"7,06%",6,Rygos  (Nr.301) apylinkė  
Rūta VANAGAITĖ,,"4,72%",94,"4,53%",3,Rygos  (Nr.301) apylinkė  
Rimantas REMEIKA,,"5,60%",113,"5,37%",2,Rygos  (Nr.301) apylinkė  
Algimantas JUOCEVIČIUS,,"3,21%",60,"3,08%",6,Rygos  (Nr.301) apylinkė  
Gediminas NAVAITIS,,"4,14%",76,"3,97%",9,Rygos  (Nr.301) apylinkė  
Virginija VINGRIENĖ,,"1,31%",25,"1,26%",2,Rygos  (Nr.301) apylinkė  
Rūta JANKAUSKIENĖ,,"1,51%",30,"1,45%",1,Rygos  (Nr.301) apylinkė  
Svetlana MARTINKO,,"1,17%",24,"1,12%",0,Rygos  (Nr.301) apylinkė  
Emilis MIKELĖNAS,,"0,44%",9,"0,42%",0,Rygos  (Nr.301) apylinkė  
Artemij SITENKOV,,"0,49%",10,"0,47%",0,Rygos  (Nr.301) apylinkė  
Paulius SAUDARGAS,,"24,82%",396,"23,69%",29,J. Baltrušaičio  (Nr.216) apylinkė  
Sofija MATAREVIČ,,"8,24%",132,"7,86%",9,J. Baltrušaičio  (Nr.216) apylinkė  
Gediminas KIRKILAS,,"11,62%",186,"11,09%",13,J. Baltrušaičio  (Nr.216) apylinkė  
Edmundas VAITEKŪNAS,,"7,65%",126,"7,30%",5,J. Baltrušaičio  (Nr.216) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"9,93%",166,"9,48%",4,J. Baltrušaičio  (Nr.216) apylinkė  
Linas KVEDARAVIČIUS,,"15,54%",254,"14,83%",12,J. Baltrušaičio  (Nr.216) apylinkė  
Rūta VANAGAITĖ,,"8,12%",132,"7,75%",7,J. Baltrušaičio  (Nr.216) apylinkė  
Rimantas REMEIKA,,"3,68%",60,"3,51%",3,J. Baltrušaičio  (Nr.216) apylinkė  
Algimantas JUOCEVIČIUS,,"2,51%",41,"2,40%",2,J. Baltrušaičio  (Nr.216) apylinkė  
Gediminas NAVAITIS,,"3,15%",54,"3,01%",0,J. Baltrušaičio  (Nr.216) apylinkė  
Virginija VINGRIENĖ,,"2,22%",36,"2,12%",2,J. Baltrušaičio  (Nr.216) apylinkė  
Rūta JANKAUSKIENĖ,,"1,29%",22,"1,23%",0,J. Baltrušaičio  (Nr.216) apylinkė  
Svetlana MARTINKO,,"0,64%",11,"0,61%",0,J. Baltrušaičio  (Nr.216) apylinkė  
Emilis MIKELĖNAS,,"0,18%",3,"0,17%",0,J. Baltrušaičio  (Nr.216) apylinkė  
Artemij SITENKOV,,"0,41%",7,"0,39%",0,J. Baltrušaičio  (Nr.216) apylinkė  
Paulius SAUDARGAS,,"17,52%",385,"16,70%",24,Gabijos  (Nr.204) apylinkė  
Sofija MATAREVIČ,,"14,78%",335,"14,09%",10,Gabijos  (Nr.204) apylinkė  
Gediminas KIRKILAS,,"11,44%",252,"10,90%",15,Gabijos  (Nr.204) apylinkė  
Edmundas VAITEKŪNAS,,"12,85%",290,"12,25%",10,Gabijos  (Nr.204) apylinkė  
Vytautas Antanas MATULEVIČIUS,,"9,13%",201,"8,70%",12,Gabijos  (Nr.204) apylinkė  
Linas KVEDARAVIČIUS,,"10,07%",223,"9,60%",12,Gabijos  (Nr.204) apylinkė  
Rūta VANAGAITĖ,,"6,08%",135,"5,80%",7,Gabijos  (Nr.204) apylinkė  
Rimantas REMEIKA,,"4,67%",106,"4,45%",3,Gabijos  (Nr.204) apylinkė  
Algimantas JUOCEVIČIUS,,"5,23%",116,"4,98%",6,Gabijos  (Nr.204) apylinkė  
Gediminas NAVAITIS,,"2,66%",61,"2,53%",1,Gabijos  (Nr.204) apylinkė  
Virginija VINGRIENĖ,,"2,40%",55,"2,29%",1,Gabijos  (Nr.204) apylinkė  
Rūta JANKAUSKIENĖ,,"1,33%",27,"1,27%",4,Gabijos  (Nr.204) apylinkė  
Svetlana MARTINKO,,"1,20%",28,"1,14%",0,Gabijos  (Nr.204) apylinkė  
Emilis MIKELĖNAS,,"0,26%",6,"0,24%",0,Gabijos  (Nr.204) apylinkė  
Artemij SITENKOV,,"0,39%",9,"0,37%",0,Gabijos  (Nr.204) apylinkė  
Danutė BEKINTIENĖ,,"23,53%",585,"23,05%",43,Pilaitės  (Nr.369) apylinkė  
Linas BALSYS,,"21,77%",560,"21,33%",21,Pilaitės  (Nr.369) apylinkė  
