apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1962-07-06,ištekėjusi,Ne,"Mažeikių d.m. ""Kregždutė"",pradinių klasių mokytoja",GRAŽINA    KRAULIENĖ,Buknaičių k.,Aukštasis;Šiaulių pedagoginis institutas;pradinių klasių mokytoja;1984,"psichologija, netradicinė medicina",Skuodo r. Daktarų k.,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1948-12-15,vedęs,Ne,"VŠĮ Elektrėnų savivaldybės asmens sveikatos priežiūros centras,Direktorius",KRISTIJONAS    KAMENECKAS,Vievis,Aukštasis;Kauno medicinos institutas;Gydytojas;1972,"Šachmatai, bitės,",Kaunas,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",lietuvis ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1969-06-11,vedęs,Ne,"UAB ""Munava"",Direktorius",ŽIDRŪNAS    GARŠVA,Kaunas,Bakalauras;Kauno technologijos universitetas;Ekonomika;2007,"Stalo tenisas, medžioklė",Pakruojis,Politinė partija „Sąjunga Taip“,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1978-02-11,ištekėjusi,Ne,"-,-",NATALIJA    STOČKUVIENĖ,Vilnius,Aukštasis;Lietuvos žemės ūkio akademija;Buhalterinė apskaita ir finansai;2002,"sportas, literatūra, kelionės","Krasnojarskas, Rusija",Emigrantų partija,lietuvė ,,"rusų, anglų, vokiečių",Ne,Neturiu
Daugiamandatė,1962-06-06,ištekėjusi,Ne,"Vyriausybės atstovo Tauragės apskrityje tarnyba,Vyriausybės atstovė",IRENA    RIČKUVIENĖ,Tauragė,Aukštasis;Vilniaus inžinerinis statybos institutas;Inžinierius-statybininkas;1986,"kelionės, automobilio vairavimas",Jurbarkas,Liberalų ir centro sąjunga,lietuvė ,,"vokiečių, rusų",Ne,Neturiu
Daugiamandatė,1987-03-05,Nenurodė,Ne,",",ARMINAS    ŠAULYS,Kaunas,,,,Partija „Jaunoji Lietuva“, ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1952-07-04,vedęs,Ne,"Nacionalinės žemės tarnybos prie Žemės ūkio ministerijos Elektrėnų skyriaus,vyriausiasis specialistas",VYTAUTAS    VĖŽELIS,Kakliniškių k.,Aukštasis;Lietuvos žemės ūkio akademija;Mokslinis agronomas;1975,meninė fotografija,"Kakliniškių k., Vievio apyl., Trakų rajonas",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, vokiečių, anglų",Ne,Neturiu
Daugiamandatė,1980-02-11,išsiskyręs,Ne,"Nacionalinė mokėjimo agentūra prie ŽŪM,vyr. specialistas",VYTAUTAS    KAZLAUSKAS,Utena,Aukštasis;Lietuvos žemės ūkio universitetas;Miško ekonomika;2006,"žemės ūkis, automobiliai, kelionės",Kauno m.,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, vokiečių, anglų",Ne,Neturiu
Daugiamandatė,1952-01-08,Nenurodė,Ne,"UAB ""Linaudrė"",mokytojas",JUOZAS    SAUSPREŠKIS,Pagrynių k.,Aukštasis;Lietuvos žemės ūkio akademija;Inž. -mechanikas;1975,"žūklė, kelionės","Balčių kaimas, Vainuto sen., Šilutės raj. sav.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,anglų,Ne,Neturiu
Daugiamandatė,1961-01-15,vedęs,Ne,"UAB ""Josila"",direktorius",JUOZAS    RAUDONIUS,Laukuvos mstl.,Aukštasis;LVA;zooinžinierius;1985,"žvejyba, fotografija","Drobūkščių km., Šilalės raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1986-12-21,vedęs,Ne,"UAB ""Akmenės vandenys"",inžinierius - automatikas",ARVYDAS    SUODIS,Pelkelės k.,Studijuoju;Šiaulių universitetas;elektros inžinerija;2013;Bakalauras;Šiaulių kolegija;elektros inžinerijos;2009,"radioelektronika, futbolas, baulingas,","Akmenės r. sav., Papilės sen., Barvydžių k.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1982-11-25,vedęs,Ne,"Jonavos rajono savivaldybės administracija,Architektūros ir urbanistikos skyriaus vedėjas",VAIDAS    ZAKARAUSKAS,Jonava,aukštasis universitetinis bakalauras;Kauno technologijų universitetas;Architektas;2005,"projektavimas, įvairus sportas, žvejyba, šachmatai, filosofija, fizika",Kaunas,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"vokiečių, rusų",Ne,Neturiu
Daugiamandatė,1952-01-01,Nenurodė,Ne,"VŠĮ Šilutės ligoninė,Chirurgijos skyriaus vedėjas",ALGIMANTAS    ČEPONIS,Šilutė,Aukštasis;Kauno medicinos institutas;gydytojas;1975,"medžioklė,žvejyba,kelionės",Biržų m. savivaldybė,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1981-08-20,ištekėjusi,Ne,"Šilalės rajono partnerystės vietos veiklos grupė,finansininkė",ODETA    KRASAUSKIENĖ,Šilalė,"Aukštesnysis;Žemaitijos kolegija;Žemės ūkio komercijos studijų programa, žemės ūkio vadybininko kvalifikacija;2003","skaityti knygas, važinėti dviračiu",Plungės r. Daugėdų km.,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1981-07-25,vedęs,Ne,"AB ""Lietuvos dujos"" Vilniaus filialas,Vyresnysis inžinierius",DARIUS    DAPKUS,Vilnius,Aukštasis universitetinis;Vilniaus Gedimino technikos universitetas;Transporto inžinierius;2003,"automobiliai, sportas, kelionės,",Vilnius,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų, lenkų",Ne,Neturiu
Daugiamandatė,1969-11-07,vedęs,Ne,"Ind. A. Žuvininko veterinarijos tarnyba,Veterinarijos gydytojas",ALVYDAS    ŽUVININKAS,Rozalimo mstl.,Aukštasis;Lietuvos Veterinarijos Akademijos;Veterinarijos gydytojas;1992,"sportas, kelionės",Alytus,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Marių,1962-07-19,vedęs,Ne,"Všį ""Žalioji akademija"",vadovas",GINTAUTAS    MIELEIKA,Palanga,,"poezija, kinas, kelionės, sportas, dailė ir kitos meno rūšys","Paverknių km. Jiezno apyl., Prienų raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, lenkų, rusų",Ne,Neturiu
Utenos,1957-07-23,vedęs,Ne,"Ūkininkas,",VLADAS    VITAS,Utena,Aukštesnysis;Utenos politechnikumas;Technikas-elektrikas;1976,"Kelionės, žvejyba","Jasonių km., Leliūnų sen., Utenos raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Baltijos,1951-12-20,gyvena kartu nesusituokę,Ne,"Klaipėdos universitetas,režisierius",ALGIMANTAS    JARUKAITIS,Klaipėda,Aukštasis universitetinis;Lietuvos muzikos ir teatro akademija;Televizijos režisūra;1979,,Klaipėda,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, lenkų, rusų",Ne,Neturiu
Ukmergės,1956-09-10,netekėjusi,Ne,"VMVT Ukmergės VMVT,vyriausioji veterinarijos gydytoja inspektorė",DANUTĖ    UŽKURĖLYTĖ,Žemaitkiemio mstl.,Aukštasis;LVA;Veterinarijos gydytoja;1983,"kelionės dviračiu, maudymasis ežere, darbas gimtojoje sodyboje",Ukmergės r.Žemaitkiemis,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"rusų, anglų",Ne,Neturiu
Gargždų,1982-02-15,vedęs,Ne,"Uždaroji Akcinė Bendrovė Gargždų Agrochemija , Žemės Ūkio Bendrovė Klaipėdos Agrocentras,direktorius",RENATAS    BERNIKAS,Klaipėda,Aukštasis;Lietuvos Žemės Ūkio Universitetas;agronomija;2008,"krepšinis ,dainavimas","Tauragės rajonas,Skaudvilės seniūnija, Šidagių kaimas",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Šilainių,1973-01-27,ištekėjusi,Ne,"UAB ""Agrokoncernas"",juristė",LINA    NEMEIKŠIENĖ,Kaunas,Aukštasis;Vilniaus universitetas;teisininkė;2004,"sportas, teatras.",Naujoji Akmenė,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"anglų, rusų",Ne,Neturiu
Dainų,1959-02-25,vedęs,Ne,"Šiaulių rajono savivaldybės administracija,Bubių seniūnas",VYTAUTAS    SLABYS,Gervėnų k.,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-hidrotechnikas;1982,"sportas, dainavimas, kelionės",Akmnės rajonas,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"vokiečių, rusų",Ne,Neturiu
Danės,1952-09-17,išsiskyręs,Ne,"Klaipėdos miesto visuomenės sveikatos biuras,specialistas",VYTAUTAS    VALEVIČIUS,Klaipėda,Aukštasis universitetinis;Maskvos Lomonisovo universitetas;filosofija;1976,,Kaunas,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, prancūzų, rusų, lenkų, vokiečių pagrindai",Ne,Neturiu
Daugiamandatė,1957-10-15,vedęs,Ne,"ŽūB Kontaktas,vyriausias inžinierius-mechanikas",JONAS    KANAVOLAS,Kivylių k.,Aukštesnysis;Rietavo žemės ūkio technikumas;technikas-mechanikas;1976,,"Klykolių km., Akmenės raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1979-02-24,vedęs,Ne,"Telšių rajono savivaldybės administracija Kaimo plėtros skyrius,vyriausiasis specialistas",REMIGIJUS    PUPLAUSKAS,Buožėnų k.,Aukštasis magistrinis;Lietuvos žemės ūkio universitetas;Aplinkos inžinierius;2009,sportas,Telšiai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, vokiečių pagrindai",Ne,Neturiu
Žirmūnų,1987-06-07,nevedęs,Ne,"Narkotikų, tabako ir alkoholio kontrolės departamentas,vyriausiasis specialistas",ARMINAS    MOCKEVIČIUS,Vilnius,Aukštasis;Vilniaus universitetas;Finansų ir draudimo matematika;2010,"sportas(konkrečiai bėgioju, darau gimnastikos-jogos pratimus), sveikas gyvenimo būdas (maistas, sportas, žinios apie sveikatą), buvimas gamtoje ir jos puoselėjimas, knygos, kursai, seminarai skirti saviugdai bei politika",Marijampolė,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1961-08-08,vedęs,Ne,"žūk ""LUMPĖNŲ RAMBYNAS"",PIRMININKAS",REMIGIJUS    KELNERIS,Lumpėnų k.,Aukštasis universitetinis;LVA;zooinžinierius;1984,kelionės,Strazdų k. Šilutės r.,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų pagrindai",Ne,Neturiu
Mažeikių,1960-09-19,vedęs,Ne,"Mažeikių rajono savivaldybės administracija,Švietimo skyriaus vedėjas",APOLINARAS    STONKUS,Krakių k.,"Aukštasis;Vlniaus valstybinis pedagoginis institutas;istorijos, tarybinės teisės ir visuomenės mokslo mokytojas;1984",senienų rinkimas,"Maigių kaimas, Mažeikių raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"vokiečių, rusų",Ne,Neturiu
Dainavos,1987-01-26,nevedęs,Ne,",",MINDAUGAS    ALIŠAUSKAS,Ramučių k.,Nebaigtas aukštasis;ISM;Verslo vadyba ir analitika,"Krepšinis, plaukimas, stalo tenisas, kelionės, seminarai, projektai.","Ramučiai, Kauno r.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Alytaus,1986-04-05,nevedęs,Ne,"Všį ""Naisių vasaros teatras"",",REMIGIJUS    PELENIS,Balsių k.,Aukštasis;Šiaulių Universitetas;Aktorius;2009,"kelionės, knygos, muzika","Balsių k., Klovainių sen., Pakruojo r. sav.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Raseinių,1968-06-19,vedęs,Ne,"UAB ""Raseinių grūdai"",Direktorius",ARTŪRAS    RAULIČKIS,Raseiniai,Aukštasis;LŽŪA;Inžinierius-mechanikas;1993,"Kelionės, knygos","Prienai, Lietuva",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Vilniaus - Šalčininkų,1986-07-20,nevedęs,Ne,"VŠĮ Naisių vasaros teatras,",ARŪNAS    JOKUBAUSKAS,Šiauliai,aukštasis universitetinis bakalauras;Šiaulių universitetas;aktorius;2009,"muzikavimas, skaitymas",Šiauliai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Saulės,1986-09-30,nevedęs,Ne,"Naisių vasaros teatras,aktorius",VALDAS    VAITIŠKIS,Šiauliai,aukštasis universitetinis bakalauras;Šiaulių universitetas;aktorius;2009,"muzikavimas, kelionės dviračiu, skaitymas",Šiauliai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Naujamiesčio,1977-07-07,partnerystė,Ne,"Všį ""Energy for free"",L. e. p. direktorius",VITALIJUS    BALKUS,Vilnius,,,Vilnius,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Panemunės,1980-03-31,nevedęs,Ne,"UAB ""Gamteka"",serviso vadovas",REMIGIJUS    ZELVARAS,Kaunas,Aukštasis;LŽŪU;miško ekologas;2007,"sportas, kinas, teatras, kelionės",Kaunas,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Antakalnio,1981-07-30,nevedęs,Ne,"Mykolo Romerio universitetas,lektorius",AURIMAS PAULIUS    GIRČYS,Vilnius,Aukštasis universitetinis;KDI School of Public Policy and Management;viešosios politikos magistras;2009;Aukštasis universitetinis;Vilniaus universitetas;viešojo administravimo magistras;2007;Aukštasis universitetinis;Vilniaus universitetas;politikos mokslų bakalauras;2005,"tenisas, šokiai, dviračių sportas",Vilnius,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų, vokiečių",Ne,Neturiu
Senamiesčio,1953-10-26,išsiskyręs,Ne,"Ūkis Žvėryno km, Trakų ral, Kaimo turizmas,Sąvininkas",JUSTINAS    NAVIKAS,Vilnius,Aukštasis;Vilniaus universitetas;ekonomistas;1977,,"Pušinių km., Marijampolės",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1936-07-25,vedęs,Ne,"Mažeikių rajono savivaldybė,mero pavaduotoja",JONAS    SIMINKEVIČIUS,Mažeikiai,Mažeikių rajono savivaldybės Taryba;1990 - 2015,"medžioklė, turizmas","Anykščių rajonas, Skiemonių valsčius, Ažionių kaimas",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"rusų, prancūzų",Ne,Neturiu
Jurbarko,1986-09-24,netekėjusi,Ne,"VšĮ Naisių vasaros teatras,aktorė",GERDA    VILIMAITĖ,Šiauliai,Aukštasis;Šiaulių universitetas;aktorė;2009,"skaitymas, siuvimas, tapyba, žvejyba, kelionės, kinas",Šiauliai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,anglų,Ne,Neturiu
Aleksoto -  Vilijampolės,1986-11-22,nevedęs,Ne,"VŠĮ Naisių vasaros teatras,aktorius",TOMAS    MONTVILA,Šiauliai,Aukštasis;Šiaulių universitetas;aktorius;2010,"skaitymas, kelionės, filmai",Šiauliai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1986-06-08,netekėjusi,Ne,"Všį ""Naisių vasaros teatras"",aktorė",ORINTA    JAZDAUSKAITĖ,Šiauliai,Aukštasis;Šiaulių universitetas;Aktorė;2009,"gamta, kelionės, gyvūnai, aktyvios pramogos",Šiauliai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"rusų, vokiečių",Ne,Neturiu
Skuodo  - Mažeikių,1955-02-16,vedęs,Ne,"Adomo Statkaus ūkininko ūkis,Ūkininkas",ADOMAS    STATKUS,Aleksandrijos k.,Aukštasis;Lietuvos žemės ūkio akademija;Agronomas;1977,,"Šauklių k., Mosėdžio sen., Skuodo r.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Lazdynų,1981-12-04,Nenurodė,Ne,"UAB PASTA PASTA,Direktorė",OKSANA    ROKAŠEVIČ,Vilnius,Bakalauro laipsnis;Klaipėdos universitetas;Verslo administravimo vadybininkė;2011;Bakalauro laipsnis;Lietuvos kūno kultūros akademija;Lengvosios atletikos trenerė;2004,"sportas, menai, kūryba",Klaipėda,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,,Ne,Neturiu
Varėnos - Eišiškių,1986-06-01,netekėjusi,Ne,"VšĮ Naisių vasaros teatras, aktorė,aktorė",BIRUTĖ    KAKTYTĖ,Šiauliai,Aukštasis;Šiaulių universitetas;aktorė;2009,"kelionės, knygų skaitymas",Mažeikiai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"anglų, rusų",Ne,Neturiu
Fabijoniškių,1985-08-01,nevedęs,Ne,"Vilniaus Žirmūnų vaikų ir jaunimo klubas,Šachmatų būrelio vadovas",ANDRIUS    MULEVIČIUS,Vilnius,Aukštasis magistrinis;Mykolo Romerio Universitetas;Europos Sąjungos politikos ir administravimo;2012;aukštasis universitetinis bakalauras;Vilniaus Pedagoginis Universitetas;Istorijos specialybės balakauras su mokytojo kvalifikacija;2009,"Sportas, kelionės, šachmatai, literatūra, (psichologinė, istorinė, filosofinė).",Vilnius,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Kelmės,1949-02-20,našlys,Ne,"Individuali Izidoriaus Šimkaus įmonė; UAB ""Lukojus"",savininkas; direktorius",IZIDORIUS    ŠIMKUS,Kelmė,Aukštasis universitetinis;Lietuvos žemės ūkio akademija;Agronomas;1972,medžioklė,"Bulovėnų k, Kelmės r.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1951-09-30,vedęs,Ne,"Skuodo r. sav.,direktoriaus pavaduotojas",KAZYS    VIRŠILAS,Skuodas,Aukštasis;LVKKI;Fizinio lav. dėstytojas;1974,sportas,Šačių k.,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1974-07-20,vedęs,Ne,"Lietuvos Žemės ūkio Konsultavimo Tarnyba kaišiadorių rajono biuras,Inžinierius konsultantas",LINAS    LAZAUSKAS,Žaslių mstl.,Aukštasis universitetinis;Lietuvos Žemės ūkio Ūniversitetas;Diplomuotas mechanikos inžinierius;1997;Aukštasis;Lietuvos Žemės ūkio Akademija;Žemės ūkio technikos bakalauras;1996,"Krepšinis, žvejyba",Kėdainiai,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Rokiškio,1971-09-04,vedęs,Ne,"UAB ""LAŠŲ DUONA"",ADMINISTRATORIUS",HAROLDAS    SANIUKAS,Rokiškis,Aukštasis;KAUNO TECHNOLOGIJOS UNIVERSITETAS;INŽINIERIUS;1994,"aktyvus poilsis gamtoje, darbas sode, darže",ROKIŠKIS,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,"vokiečių pagrindai, rusų",Ne,Neturiu
Tauragės,1975-01-12,ištekėjusi,Ne,"Tauragės rajono savivaldybės administracija,Administracijos direktoriaus pavaduotoja",AUŠRINĖ    NORKIENĖ,Tauragė,Aukštasis magistrinis;Kauno technologijos universitetas;Viešasis administravimas;2012;Aukštasis magistrinis;Klaipėdos universitetas;Familistika;1998;Aukštasis;Šiaulių pedagoginis institutas;Pradinių kl. ir muzikos mokytoja;1996,"kelionės, slidinėjimas",Tauragė,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"rusų, anglų",Ne,Neturiu
Pakruojo - Joniškio,1958-04-15,išsituokęs,Ne,"ūkininkas,",GEDIMINAS    GRYBĖ,Diržių k.,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius mechanikas;1989,"teisė, ekonomika","Vileišių k., Žeimelio sen., Pakruojo raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1967-04-21,našlė,Ne,"UAB „Korsas“,direktorė",LORETA    DRANŽILAUSKIENĖ,Marijampolė,Aukštasis neuniversitetinis;Marijampolės kolegija;socialinė darbuotoja;2009,"kelionės, skaitymas",Marijampolė,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"lenkų, rusų, anglų",	 ,Neturiu
Šeškinės,1980-04-08,nevedęs,Ne,"Gamtos tyrimų centras,biologas",ANDREJUS    GAIDAMAVIČIUS,Januliškio k.,Magistras;Vilniaus universitetas;Biologija;2004;Doktorantūros studijos;Geologijos ir geografijos institutas;Geologija;2004;Bakalauras;Lietuvos žemės ūkio universitetas;Miškotyra;2002,"fotografija, antikvarinės knygos","Januliškio k., Labanoro sen., Švenčionių r.",Lietuvos valstiečių ir žaliųjų sąjunga, ,,"anglų, vokiečių, rusų, lenkų",Ne,Neturiu
Daugiamandatė,1983-02-08,ištekėjusi,Ne,"UAB ""Maltosa"",vadybininkė",DOVILĖ    ŽIŽIENĖ,Švenčionėliai,"Aukštasis magistrinis;Mykolo Romerio universitetas;Savivaldos institucijų administravimas;2008;Aukštasis universitetinis;Vilniaus Pedagoginis Universitetas;Socialiniai mokslai,pedagogo kvalifikacija;2005;Vidurinis;Švenčionėlių gimnazija;gimnazistė;2001",kulinarija,Švenčionys,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,,Ne,Neturiu
Prienų - Birštono,1967-06-11,ištekėjusi,Ne,"Prienų rajono savivaldybės administracija,Švietimo skyriaus vyriausioji specialistė",LAIMUTĖ    JANČIUKIENĖ,Pašventupio k.,Aukštasis;MRU;viešojo administravimo magistras;2009;Aukštasis;VDU;informatikos ir technologijų mokytoja;2003;Aukštasis;KPI;inžinierius-technologas;1990,"menas, kinas, kelionės, kulinarija","Pašventupio k., Pakuonio sen., Prienų raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1961-02-01,vedęs,Ne,"ŽŪK""Agrolanka"",direktorius",MARIJUS    KAKTYS,Lygiųjų k.,Universitetinis;Lietuvos veterinarijos akademija;zooinžinierius;1985,"Kelionės , sportas",Puokės k. Skuodo raj.,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,,rusų,	 ,Neturiu
