apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Dainų,1978-05-25,vedęs,Ne,"Šiaulių universitetas,Dėstytojas",KĘSTUTIS    NAVICKAS,Šiauliai,Daktaro laipsnis;Mykolo Romerio universitetas;Darnos kibernetinis modeliavimas;2010;Magistras;Mykolo Romerio universitetas;ES politika ir administravimas;2005;Bakalauras;Šiaulių universitetas;Edukologija;2003,"sportas, kelionės",Ukmergė,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų, ispanų",Ne,Neturiu
Aleksoto -  Vilijampolės,1961-07-13,nevedęs,Ne,"AB ""Kauno energijos"" filialas Jurbarko šiluminiai tinklai,Direktoriaus pavaduotojas",ARTŪRAS    TEPELYS,Kaunas,Aukštasis;LR Policijos akademija;Teisininkas;1995,žvejyba,"Telšių rajonas, Žeimuvėnų kaimas",Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1964-03-04,vedęs,Ne,"VĮ Registrų centras Kauno filialas,direktorius",ALVYDAS    BANEVIČIUS,Kaunas,Aukštasis;Lietuvos Žemės Ūkio Akademija;Inž.hidrotechnikas;1988,"lauko tenisas, plaukimas, muzika (pats kuriu ir atlieku dainas)","Akademija, Kėdainių raj.",Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Tauragės,1987-01-05,nevedęs,Ne,"E. Mačiulio individuali įmonė ""Bremena"",rinkodaros vadybininkas",LINAS    JANUŠONIS,Tauragė,Aukštasis;Kauno kolegija;Vadybos ir verslo administravimas;2012,"sportas, krepšinis, aktyvus poilsis",Tauragė,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Kauno kaimiškoji,1955-12-24,išsiskyręs,Ne,"Kauno rajono savivaldybės administracija,Alšėnų seniūnijos seniūnas",ARŪNAS    STAŠAITIS,Garliava,Aukštasis universitetinis;Kauno politechnikos institutas (dabar KTU);Elektros sistemos ir tinklai;1985;Vidurinis;Kauno 2-oji vid. mokykla (dabar Maironio gimnazija);-;1973,"sportas, politika, žvalgyba-kontržvalgyba, energetika, savivalda, kariuomenė",Kauno miestas,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų, vokiečių, lenkų",Ne,Neturiu
Saulės,1976-03-17,nevedęs,Ne,"Lietuvos Respublikos kultūros ministerija,Kultūros viceministras",DEIVIDAS    STAPONKUS,Vilnius,Aspirantūra;Lietuvos muzikos ir teatro akademija;Atlikėjas;2004;Magistro laipsnis;Lietuvos muzikos ir teatro akademija;Atlikėjas;2002;Bakalauro laipsnis;Lietuvos muzikos ir teatro akademija;Atlikėjas;2000,-,Šiauliai,Liberalų ir centro sąjunga,lietuvis ,,"rusų, vokiečių, anglų",Ne,Neturiu
Daugiamandatė,1961-08-03,vedęs,Ne,"Vidaus reikalų ministerija,Viceministras",GINTARAS STEPONAS    VYŠNIAUSKAS,Vilnius,Aukštasis;VU;ekonomistas;1989,senųjų Lietuvos žemėlapių kolekcionavimas,Kauno m.,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Jonavos,1964-08-14,vedęs,Ne,"LR Vidaus reikalų ministerija,viceministras",SIGITAS    ŠIUPŠINSKAS,Riešės k.,Aukštasis universitetinis;M. Romerio universitetas;Viešojo administravimo magistro diplomas;2007;Aukštasis universitetinis;KTU;Radijo inžinieriaus diplomas;1987,"žvejyba, muzika, tapyba",Vilnius,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Pasvalio - Panevėžio,1963-05-14,vedęs,Ne,"LR Vidaus reikalų ministerija,viceministras",MINDAUGAS    LADIGA,Trakų Vokė,Aukštasis;Vilniaus inžinerinis statybos institutas;taikomoji geodezija;1985,-,Vilniaus raj.,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Kretingos,1961-02-11,vedęs,Ne,"UAB ""Jurutis"",direktorius",JURIJUS    PETROVAS,Klibių k.,Aukštasis;Kauno Politechnikos Institutas (KTU);Inžinierius sistemotechnikas;1985,"organizacinė ir politinė veikla, sportas, žvejyba, muzika",Klaipėda,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų, lenkų",Ne,Neturiu
Utenos,1971-08-28,išsituokusi,Ne,"Liberalų ir centro sąjunga,Atsakingojo sekretoriaus pirmoji pavaduotoja",EDITA    STUNDŽIAITĖ,Vilnius,,-,Vilnius,Liberalų ir centro sąjunga,lietuvė ,,"rusų, anglų, lenkų",Ne,Neturiu
Lazdijų - Druskininkų,1956-08-04,vedęs,Ne,"Lazdijų raj. savivaldybė,mero pavaduotojas",VALDAS PETRAS    MIKELIONIS,Bajoriškių k.,Aukštasis;Lietuvos veterinarijos akademija;zooinžinierius;1979,"sportas, muzika",Gegutės kaimas Šlavantų sen. Lazdijų r. sav.,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Telšių,1979-06-20,vedęs,Ne,"UAB ""SMD"",direktorius",DEIVYDAS    RUBEŽIUS,Telšiai,Aukštasis universitetinis;VGTU;Vadybos ir verslo administravimo magistro laipsnį;2007;Aukštasis universitetinis;VGTU;Statybos inžinieriaus bakalauro laipsnis;2001,"kelionės, sportas",Telšiai,Liberalų ir centro sąjunga,lietuvis ,,"rusų, vokiečių, anglų",Ne,Neturiu
Daugiamandatė,1964-08-19,vedęs,Ne,"Valstybės įmonė ""Regitra"",Klaipėdos filialo viršininkas",SAULIUS    BUDINAS,Klaipėda,Aukštasis;Kauno politechnikos instutitas (dabar KTU);Inžinierius-mechanikas;1989,"sportas (boulingas, dviračiai, kalnų slidinėjimas), muzika (Lietuvos meno saviveiklos žūmūnas)",Šiaulių rajonas,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Šilainių,1953-04-07,vedęs,Ne,"VšĮ Kauno Šilainių polikninika,Direktoriaus pavaduotojas valdymui ir plėtrai",ROBERTAS    STANIONIS,Kaunas,Aukštasis;Kauno Politechnikos inst.;inž.-elektrikas;1976,"muzika, fotografija",Kaunas,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų, lenkų",Ne,Neturiu
Rokiškio,1956-01-17,vedęs,Ne,"Rokiškio r. Panemunėlio pagrindinė mokykla,direktorius",GINTAUTAS    REKERTA,Panemunėlio glž. st.,Aukštasis;Kauno technologijos Universitetas;informatika;2001;Aukštasis;Vilniaus Pedagoginis Institutas;matematika;1978,-,Druskininkai,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Anykščių - Kupiškio,1973-06-23,Nenurodė,Ne,"LR sveikatos apsaugos ministerija,Visuomenės sveikatos departamento Visuomenės sv. strategijos sk. vedėja",JŪRATĖ    GRICIŪTĖ,Anykščiai,Magistras;Mykolo Romerio universitetas;Sveikatos apsaugos įstaigų viešas administravimas;2009;Magistras;Vilniaus univeristetas;Klinikinė psichologija;1999;Bakalauras;Vytauto Didžiojo universitetas;Psichologas;1997,"sportas, kelionės",Klaipėda,Liberalų ir centro sąjunga,lietuvė ,,"anglų, rusų",Ne,Neturiu
Marių,1957-02-17,vedęs,Ne,"Viešoji įstaiga ""Anabazis"",direktorius",VIDMANTAS    PLEČKAITIS,Klaipėda,Aukštasis;Kauno politechnikos institutas;Inžinierius-mechanikas;1983,"tapyba, humoreskų ir scenarijų rašymas",Klaipėda,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Molėtų - Švenčionių,1985-02-18,vedęs,Ne,"Rimanto Klipčiaus ūkis,savininkas",RIMANTAS    KLIPČIUS,Trūdų k.,Aukštasis universitetinis;VU;Verslo vadyba ir administravimas;2007,"Politika, ekonomika, sportas, knygos",Kaunas,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų, vokiečių",Ne,Neturiu
Širvintų - Vilniaus,1969-11-29,vedęs,Ne,"UAB ""Underhill Baltic"",direktorius",KĘSTUTIS    PAKALNIS,Širvintos,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Ekonomistas;2006,"sportas, kelionės",Širvintos,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1965-11-21,vedęs,Ne,"Vainuto vidurinė mokykla,Direktoriaus pavaduotojas ugdymui",VYTAUTAS    LAURINAITIS,Vainuto mstl.,Aukštasis;Vilniaus pedagoginis universitetas;Istorikas-politologas;1993,politika,"Galnės kaima, Vainuto seniūnija, Šilutės savivaldybė",Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Karoliniškių,1982-05-13,nevedęs,Ne,"EUROGEMS LT socialinių iniciatyvų asociacija,prezidentas",MANTAS    PANAVAS,Meiluškių k.,Bakalauras;LEU SKI;Soc. pedagogas;2012,-,Vilnius,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",	 ,Neturiu
Pakruojo - Joniškio,1959-01-27,Nenurodė,Ne,"Joniškio rajono savivaldybė,administracijos direktorius",VOLDEMARAS    BANDŽIUKAS,Joniškis,Aukštasis;Lietuvos veterinarijos akademija;zooinžinierius;1985,-,Užvenčio m. Kelmės raj.,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1975-09-12,susižiedavęs,Ne,"Regioninės plėtros departamentas prie Vidaus Reikalų Ministerijos, Tauragės apskrities skyriaus vedėjas",VIDAS    BIČKUS,Skaudvilė,"Aukštasis;Kūno Kultūros Institutas;Kūno kultūros mokytojas, rankinio treneris;1997","Politika, bendravimas su žmonėmis, fotografija, kelionės",Skaudvilė,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Pramonės,1956-11-14,vedęs,Ne,"AB ""Autrolis"",Genrealinio direktoriaus patarėjas",PRANAS    PAŠKEVIČIUS,Kaunas,Aukštasis;Kauno politechnikos instit.;radijo inžinierius;1981;Vidurinis;Karmėlavos vidurinė m-la;-;1974,"sportas, medžioklė, kompiuteriai","Jutos m., Komijos ATSR, Rusija",Liberalų ir centro sąjunga,lietuvis ,,"rusų, lenkų, anglų",Ne,Neturiu
Dainavos,1981-06-23,vedęs,Ne,"Kauno miesto savivaldybė,Tarybos sekretorius",MINDAUGAS    ŠIVICKAS,Kaunas,"Aukštasis;VDU;Politikos mokslai, tarptautiniai santykiai ir diplomatija - magistras;2005;Aukštasis;VDU;Politikos mokslai - bakalauras;2003;Vidurinis;Kauno ""Žiburio"" vidurinė mokykla;-;1999","politika, sportas, krepšinis",Kaunas,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Marijampolės,1983-08-21,vedęs,Ne,"Lietuvos Respublikos Seimo kanceliarija,Liberalų ir centro sąjungos frakcijos referentas, Seimo nario Algio Čapliko padėjėjas, Seimo nario Jono Liesio padėjėjas",TOMAS    KARUŽAS,Elektrėnai,"Aukštasis magistrinis;VU, teisės fakultetas;Teisė;2009;aukštasis universitetinis bakalauras;VU, tarptautinė verslo mokykla;vadybos ir verslo administravimas;2006",-,1983 m. 08mėn 21 d.,Liberalų ir centro sąjunga,lietuvis ,,"anglų, vokiečių, rusų",Ne,Neturiu
Aušros,1946-11-27,vedęs,Ne,"Šiaulių universitetas,elektronikos katedros profesorius",VINCAS    LAURUTIS,Šiauliai,Aukštasis;KPI (KTU);Radijo inžinierius;1969,kelionės,Šiauliai,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Ignalinos - Švenčionių,1959-12-17,vedęs,Ne,"S. Trapikienės firma ""Gieva"",Komercijos direktorius",KĘSTUTIS    TRAPIKAS,Švenčionys,Magistras;VU;Verslo vadyba ir administravimas;2002;Aukštasis universitetinis;Kauno politechnikos institutas;Inžinierius-mechanikas;1983,"knygų skaitymas, tenisas, bėgimas, dviračiai",Švenčionys,Liberalų ir centro sąjunga,lietuvis ,,"rusų, vokiečių",Ne,Neturiu
Senamiesčio,1956-08-26,ištekėjusi,Ne,"Lietuvos Respublikos Sveikatos apsaugos ministerija,viceministrė",NORA    RIBOKIENĖ,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;gydytoja;1980,pramoginiai šokiai,Varėna,Liberalų ir centro sąjunga,lietuvė ,,"anglų, rusų",Ne,Neturiu
Lazdynų,1971-10-06,išsituokusi,Ne,"LR Seimo kanceliarija,Liberalų ir centro sąjungos frakcijos atstovė spaudai",JURGITA    GINTAUTAITĖ,Vilnius,Aukštasis;Vilniaus pedagoginis universitetas;Lietuvių filologija;1994,"gastronomija, literatūra, keramika",Vilnius,Liberalų ir centro sąjunga,lietuvė ,,"rusų, anglų",Ne,Neturiu
Alytaus,1958-08-01,ištekėjusi,Ne,"Alytaus miesto savivaldybė,mero pavaduotoja",NIJOLĖ    MAKŠTUTIENĖ,Alytus,Universitetinis;Vilniaus pedagoginis institutas;Chemijos-biologijos mokytoja;1982,"kalnų slidinėjimas, kelionės",Tauragė,Liberalų ir centro sąjunga,lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1948-08-26,vedęs,Ne,"LR sveikatos apsaugos ministerija,ministro patarėjas",VYTAUTAS    TARAILĖ,Vilnius,Aukštasis;Vilniaus Valstybinis V. Kapsuko universitetas;Pramonės planavimas;1976,sportas,Varėnos raj. Kuklių km.,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Vakarinė,1968-10-24,netekėjusi,Ne,"Lietuvos Respublikos Seimas,LRS seimo narė",ARŪNĖ    STIRBLYTĖ,Vilnius,Aukštasis;VDA;Tekstilininkė;1994,"Kelionės, mezgimas, rūbų modeliavimas, interjero dekoravimas, kinologija ir Formulė 1",Vilnius,Liberalų ir centro sąjunga,lietuvė ,,"rusų, anglų",Ne,Neturiu
Šakių,1976-04-08,vedęs,Ne,"Šakių jaunimo kūrybos ir sporto centras,Dziudo imtynių treneris metodininkas",KĘSTUTIS    SMIRNOVAS,Giedručių k.,"Šakių rajono savivaldybė, tarybos narys;2007 - 2011;Šakių rajono savivaldybė, tarybos narys;2011 - 2012",,Šakiai,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1958-08-04,vedęs,Ne,"Kūno kultūros ir sporto departementas prie LRV,generalinis direktorius",KLEMENSAS    RIMŠELIS,Kaunas,Aukštasis;KTU (KPI);Inžinierius mechanikas;1982,-,Kauno miestas,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų, lenkų",Ne,Neturiu
Akmenės - Joniškio,1953-04-30,vedęs,Ne,"Akmenės rajono savivaldybės administracija,Administracijos direktorius",APOLINARAS    NICIUS,Venta,Aukštasis;Šiaulių universitetas;Viešasis administravimas;2003;Aukštasis;Vilniaus pedagoginis universitetas;Vidurinės mokyklos geografijos mokytojas;1980;Vidurinis;Kairiškių vidurinė mokykla;-;1971,"turizmas, etnokultūra",Akmenės rajonas,Liberalų ir centro sąjunga,lietuvis ,,anglų,Ne,Neturiu
Dzūkijos,1981-03-15,nevedęs,Ne,"Lietuvo Respublikos Seimas,Seimo narys",ANTANAS    NEDZINSKAS,Miklusėnų k.,Magistras;VU;Ryšiai su visuomene;2006;Bakalauras;VU;Biblioteninkystė ir informacija;2004,"dainavimas, rašymas, lietuviškų plokštelių kolekcionavimas",Alytus,Liberalų ir centro sąjunga,lietuvis ,,anglų,Ne,Neturiu
Centro,1952-06-11,vedęs,Ne,"Lietuvos Sveikatos apsaugos ministerija,ministro R. Šukio patarėjas",JONAS    JUČAS,Kaunas,"Aukštasis;Lietuvos Valstybinė Konservatorija, dabar Lietuvos Muzikos ir Teatro akademija;kultūros darbuotojo, choro dirigento;1982","muzika, vaizduojamasis menas, kelionės",Kauno miestas,Liberalų ir centro sąjunga,lietuvis ,,"rusų, vokiečių",Ne,Neturiu
Kelmės,1958-10-10,vedęs,Ne,"Kelmės rajono savivaldybės taryba,mero pavaduotojas",KĘSTUTIS    BILIUS,Kelmė,Aukštasis;Vilniaus Valstybinis pedagoginis intitutas;Geografijos-fizinio lavinimo mokytojas;1982,"sportas, muzika","Noreišių km., Kelmės rajonas",Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Justiniškių,1962-08-01,vedęs,Ne,"Lietuvos Respublikos Sveikatos apsaugos ministerija,Kancleris",RIMANTAS    REMEIKA,Vilnius,Aukštasis;Vilniaus pedagoginis universitetas;Socialinis pedagogas;1996;Aukštasis;Vilniaus pedagoginis institutas;Techninių disciplinų ir darbų mokytojas;1985,-,"Sereikių km., Šiaulių raj.",Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Kėdainių,1959-05-01,vedęs,Ne,"UAB ""VESIGA"",Direktorius",SAULIUS    GRINKEVIČIUS,Pelėdnagių k.,Aukštasis;A. Stulginskio universitetas (LŽŪA);Inžinierius-hidrotechnikas;1985,"Lauko tenisas, klanų slidinėjimas, dailė, literatūra",Kudirkos Naumiestis,Liberalų ir centro sąjunga,lietuvis ,,"rusų, lenkų, anglų",Ne,Neturiu
Jurbarko,1962-03-14,vedęs,Ne,"Lietuvos Respublikos Vidaus reikalų ministerija nuo 2008 metų,Ministro patarėjas",SAULIUS    LAPĖNAS,Jurbarkas,Aukštasis universitetinis;Vilniaus inžinerinis statybos institutas;Architektas;1985,"muzika, dainuojamoji poezija",Mažeikiai,Liberalų ir centro sąjunga,lietuvis ,,"rusų, lenkų, vokiečių",Ne,Neturiu
Nevėžio,1966-09-05,nevedęs,Ne,"Lietuvos Respublikos Seimas,Seimo narys, Aplinkos apsaugos komiteto pirmininko pavaduotojas",VINCAS    BABILIUS,Vilnius,Aukštasis;KTU;inžinierius;1991,"literatūra, psichologija, kelionės, medžioklė",Vilniaus m.,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Plungės - Rietavo,1964-05-15,vedęs,Ne,"Lietuvos Respublikos Sveikatos Apsaugos Ministerija,Viceministras",AUDRIUS    KLIŠONIS,Alsėdžių mstl.,"Plungės rajono savivaldybės Taryba, narys;1990 - 1995;Plungės rajono savivaldybės Taryba, narys;1997 - 2000;Lietuvos Respublikos Seimas, narys;2000 - 2004;Plungės rajono savivaldybės Taryba, narys;2004 - 2012","slidinėjimas, vandens turizmas, krepšinis, skaitymas",Rokiškis,Liberalų ir centro sąjunga, ,,"rusų, vokiečių",Ne,Neturiu
Kaišiadorių - Elektrėnų,1958-10-29,vedęs,Ne,"Elektrėnų sav.,meras",KĘSTUTIS    VAITUKAITIS,Elektrėnai,Aukštasis;KPI;Inž. statybininkas-technologas;1981;Vidurinis;Pilviškių vid. mokykla;-;1976,-,Antanavo km. Kazlų Rūdos sav.,Liberalų ir centro sąjunga,lietuvis ,,"rusų, lenkų, vokiečių",Ne,Neturiu
Trakų - Elektrėnų,1952-02-24,vedęs,Ne,"Lietuvos Respublikos Seimas,Seimo narys",JONAS    LIESYS,Rūdiškės,Aukštasis universitetinis;Kauno kūno kultūros institutas (dabar - Lietuvos kūno kultūros akademija);Fizinio lavinimo (kūno kultūros) dėstytojas;1978;Vidurinis;Giedraičių vidurinė mokykla (dabar- Antano Jaroševičiaus);-;1970,"sportas, gamta","Šiaudžių kaimas, Molėtų rajonas",Liberalų ir centro sąjunga,lietuvis ,,"lenkų, rusų",Ne,Neturiu
Baltijos,1978-04-15,vedęs,Ne,"Lietuvos Respublikos Seimas,Seimo narys",ANDRIUS    BURBA,Vilnius,Aukštasis universitetinis;Mykolo Romerio universitetas;Administracinė teisė;2006;Profesinis;Paslaugų ir verslo mokykla;Reklamos komersantas;2002;Aukštesnysis;Socialinių mokslų kolegija;Juristkonsultantas;1999;Profesinis;Paslaugų ir verslo mokykla;Kompiuterių operatorius;1996,"kino menas, sportas, muzika, gamta, kitų tautų tradicijos, istorija",Klaipėda,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų, vokiečių",Ne,Neturiu
Daugiamandatė,1978-03-06,vedęs,Ne,"UADBB ""Rizikos cesija"",Pardavimų direktorius",DONATAS    STONYS,Vilnius,Magistras;Mykolo Romerio universitetas;Teisės;2003;Bakalauras;VU;Verslo administravimo ir vadybos;2000,"kelionės, skaitymas, krepšinis, bėgiojimas, važinėjimas dviračiu, kinas",Vilnius,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Šeškinės,1956-08-20,vedęs,Ne,"Vilniaus Gedimino technikos universitetas,Docentas",REGIMANTAS    ČIUPAILA,Vilnius,Aukštasis;VU;Matematikos dėstytojas;1979,-,Kaunas,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų, lenkų",Ne,Neturiu
Danės,1949-07-18,vedęs,Ne,"UAB ""Klaipėdos monolitas"",vykdantysis direktorius",RIMANTAS    TARAŠKEVIČIUS,Klaipėda,Aukštasis;Kauno Politechnikos institutas;Inžinierius-statybininkas;1972,-,Raseinių raj. Biliūnų km.,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Antakalnio,1955-09-08,vedęs,Ne,"Vidaus reikalų ministerija,ministro patarėjas",GINTAUTAS    BABRAVIČIUS,Vilnius,Aukštasis;Vilniaus inžinerinis staybos institutas;Inžinierius-statybininkas;1978,"kelionės, muzika, sportas, informacinės technologijos",Klaipėda,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Zarasų - Visagino,1959-02-06,išsituokusi,Ne,"Visagino savivaldybė,merė",DALIA    ŠTRAUPAITĖ,Visaginas,Aukštasis;Vilniaus VU;istorikė-bibliografė;1983,-,"Ignalinos rajonas, Dūkštas",Liberalų ir centro sąjunga,lietuvė ,,"vokiečių, rusų",Ne,Neturiu
Aukštaitijos,1959-02-22,vedęs,Ne,"Lietuvos Respublikos aplinkos ministerija,aplinkos ministras",GEDIMINAS    KAZLAUSKAS,Vilnius,Aukštasis universitetinis;Vilniaus inžinerinis statybos institutas (dabar VGTU);Pramonės ir civilinės statybos specialybė;1982,fotografija,Panevėžys,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų",Ne,Neturiu
Fabijoniškių,1966-10-27,vedęs,Ne,"Lietuvos Respublikos Seimo narys, sveikatos apsaugos ministerija,Ministras",RAIMONDAS    ŠUKYS,Vilnius,Aukštasis universitetinis;VU;Teisininkas;1992,"darbas sode, literatūra, muzika, žvejyba",Šiaulių,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",Ne,Neturiu
Naujamiesčio,1959-01-02,vedęs,Ne,"-,-",VYTAUTAS    BOGUŠIS,Vilnius,Vilniaus m. Savivaldybės Tarybos narys;1990 - 1995;LR Seimo narys;1992 - 2000;LR Seimo narys;2004 - 2012,-,Varėnos raj. Pūvočių km.,Liberalų ir centro sąjunga,lietuvis ,,,Ne,Neturiu
Naujosios Vilnios,1964-02-25,vedęs,Ne,"LR Vidaus reikalų ministerija,Ministras",ARTŪRAS    MELIANAS,Vilnius,Vilniaus m. savivaldybės taryba;1997 - 2000;Vilniaus m. savivaldybės taryba;2000 - 2000;LR Seimas;2000 - 2004;LR Seimas;2008 - 2012,"muzika, kelionės",Panevėžio m.,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų, lenkų",Ne,Neturiu
Šilutės - Pagėgių,1966-11-28,vedęs,Ne,"Lietuvos Respublikos Seimas,Seimo narys, Lietuvos Respublikos Seimo IVP komiteto pirmininkas",ARŪNAS    VALINSKAS,Vilnius,"Aukštasis teisės mokslų magistras;VU, Teisės fakultetas;Teisė;2002",žūklė,Lazdijai,Liberalų ir centro sąjunga,lietuvis ,,"rusų, anglų",	 ,Neturiu
Pajūrio,1957-10-23,vedęs,Ne,"Liberalų ir Centro Sąjunga,atsakingasis sekretorius",RAIMUNDAS    PALAITIS,Palanga,Aukštasis;VU;Matematikas;1980,"muzika, kalnų slidinėjimas",Palanga,Liberalų ir centro sąjunga,lietuvis ,,"anglų, rusų, lenkų",Ne,Neturiu
Žirmūnų,1962-01-27,vedęs,Ne,"Lietuvos Respublikos Seimas,Seimo pirmininko pavaduotojas",ALGIS    ČAPLIKAS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas (VGTU);Taikomoji geodezija;1985,"politika, kelionės",Vilnius,Liberalų ir centro sąjunga,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1983-08-03,Nenurodė,Ne,"UAB ""AIRDEKOR"",orlaivių interjerų restauratoriumi",EDGARAS    ŽILIONIS,Kaunas,,-,Kaunas,Emigrantų partija,lietuvis ,,anglų,Ne,Neturiu
Daugiamandatė,1957-09-02,ištekėjusi,Ne,"1. DROBĖ     2. Radijo g-la,1. Verpėja    2. Komplektuotoja",GENĖ    PUŽIENĖ,Kaunas,Studijos;KMUK Slaugos fakultetas;slaugytoja;1976;Spec. vidurinis;3 PTM;verpėja;1976,"mėgstu keliauti, seku valstybės žinias, TV laidas",Kauno raj. Leonavo km.,Emigrantų partija,lietuvė ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1957-07-01,vedęs,Ne,"Vytauto Didžiojo karo muziejus,inžinierius",ROMUALDAS    DANIELIS,Kaunas,Universitetinis;Kauno politechnikos institutas;inžinierius;1986,"žvejyba, dainavimas (chorinis)","Kaunas, Savanorių pr. 41-4",Emigrantų partija,lietuvis ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1958-03-26,išsituokusi,Ne,"Kauno specialioji mokykla,masažuotoja",GRAŽINA    MONCEVIČIENĖ,Kaunas,Nenurodė;VŠĮ Kauno Paslaugų verslo darbuotojų profesinio rengimo centras;Dailiųjų tekstilės gaminių gamintojos;1979;Aukštesnysis;Kauno P. Mažylio medicinos mokykla;felčerė-loborantė;1979,meno sritis,Kaunas Varnių 26-30,Emigrantų partija,lietuvė ,,"rusų, vokiečių",Ne,Neturiu
Daugiamandatė,1964-12-16,išsituokusi,Ne,"Kauno vaikų abilitacijos centras,vyr. auklėtoja",RITA    ANDRIUŠIENĖ,Kaunas,Aukštesnysis;Kauno kolegija;ikimokyklinis ugdymas;2004;Spec. vidurinis;Kauno ekonomikos technikumas;buhalteris;1983,"muzika, rankdarbiai, literatūra",Kaunas,Emigrantų partija,lietuvė ,,"rusų, lenkų, vokiečių",Ne,Neturiu
Daugiamandatė,1986-07-03,nevedęs,Ne,"bedarbis,-",MARIUS    TAŠKEVIČIUS,Kaunas,Nebaigtas aukštasis;Vilniaus kooperacijos kolegija;Verslo vadyba;2005;Vidurinis;Petro Vileišio;-;2005,"skaitymas, sportas, fotografavimas",Kaunas,Emigrantų partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1975-04-24,išsituokusi,Ne,"-,-",DAIVA    RAUSCH,Kaunas,Aukštasis;Šiaulių universitetas;Socialinė pedagogika;2010;Aukštasis;Šiaulių universitetas;lietuviš k. ir literatūros mokytoja;1997,"turizmas, rankdarbiai","P. Cvirkos 4-19, Jurbarkas",Emigrantų partija,lietuvė ,,"vokiečių, rusų",Ne,Neturiu
Daugiamandatė,1973-01-25,vedęs,Ne,"UAB ""Vyčio Komisarai"",vykdomasis direktorius",ARTŪRAS    ALEKNA,Išorų k.,Nenurodė;VŠĮ Kauno paslaugų verslo darbuotojų profesinio rengimo centre;-;2012;Vidurinis;Kauno suaugusiųjų mokymo centras;-;2005,sportas,"Ariogala, Raseinių raj.",Emigrantų partija,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1949-03-11,ištekėjusi,Ne,"-,-",JADVYGA    ZUPKIENĖ,Velžio k.,Aukštasis;KPI;Inžinierė;1973,"sportas, muzika",Radviliškis,Emigrantų partija,lietuvė ,,rusų,Ne,Neturiu
