dalyvavo,rinkeju_skaicius,apygarda,negaliojantys_biuleteniai,apylinke
1439,3146,Dzūkijos (Nr.69) vienmandatė apygarda,63,Aukštesniosios
275,615,Dzūkijos (Nr.69) vienmandatė apygarda,10,Luksnėnų
386,1139,Dzūkijos (Nr.69) vienmandatė apygarda,7,Geištarų
434,1380,Dzūkijos (Nr.69) vienmandatė apygarda,22,Miroslavo
199,454,Dzūkijos (Nr.69) vienmandatė apygarda,4,Parėčėnų
1074,2358,Dzūkijos (Nr.69) vienmandatė apygarda,80,Putinų
99,180,Dzūkijos (Nr.69) vienmandatė apygarda,6,Papėčių
1118,2427,Dzūkijos (Nr.69) vienmandatė apygarda,77,Šaltinių
224,527,Dzūkijos (Nr.69) vienmandatė apygarda,4,Kumečių
426,1333,Dzūkijos (Nr.69) vienmandatė apygarda,21,Ūdrijos
616,1543,Dzūkijos (Nr.69) vienmandatė apygarda,47,Alytausdujųūkio
185,482,Dzūkijos (Nr.69) vienmandatė apygarda,4,Vankiškių
414,1295,Dzūkijos (Nr.69) vienmandatė apygarda,13,Pramonės
681,1529,Dzūkijos (Nr.69) vienmandatė apygarda,32,Simno
145,471,Dzūkijos (Nr.69) vienmandatė apygarda,7,Mergalaukio
143,427,Dzūkijos (Nr.69) vienmandatė apygarda,13,Kalesninkų
140,276,Dzūkijos (Nr.69) vienmandatė apygarda,10,Kavalčiukų
164,412,Dzūkijos (Nr.69) vienmandatė apygarda,7,Ąžuolinių
197,483,Dzūkijos (Nr.69) vienmandatė apygarda,7,Verebiejų
78,194,Dzūkijos (Nr.69) vienmandatė apygarda,4,Gluosninkų
405,901,Dzūkijos (Nr.69) vienmandatė apygarda,24,Krokialaukio
221,625,Dzūkijos (Nr.69) vienmandatė apygarda,8,Ūdrijos
229,562,Dzūkijos (Nr.69) vienmandatė apygarda,11,Santaikos
330,661,Dzūkijos (Nr.69) vienmandatė apygarda,18,Punios
120,286,Dzūkijos (Nr.69) vienmandatė apygarda,9,Raižių
240,677,Dzūkijos (Nr.69) vienmandatė apygarda,14,Vaisodžių
110,259,Dzūkijos (Nr.69) vienmandatė apygarda,2,Žagarių
442,1120,Dzūkijos (Nr.69) vienmandatė apygarda,24,Butrimonių
114,303,Dzūkijos (Nr.69) vienmandatė apygarda,2,Vanagėlių
253,610,Dzūkijos (Nr.69) vienmandatė apygarda,13,Eičiūnų
331,530,Dzūkijos (Nr.69) vienmandatė apygarda,4,Pivašiūnų
135,225,Dzūkijos (Nr.69) vienmandatė apygarda,2,Mikalavo
137,250,Dzūkijos (Nr.69) vienmandatė apygarda,6,Junčionių
157,388,Dzūkijos (Nr.69) vienmandatė apygarda,5,Jurgelionių
108,210,Dzūkijos (Nr.69) vienmandatė apygarda,1,Kedonių
932,1908,Dzūkijos (Nr.69) vienmandatė apygarda,38,Daugų
50,113,Dzūkijos (Nr.69) vienmandatė apygarda,2,Rodžios
292,537,Dzūkijos (Nr.69) vienmandatė apygarda,9,Vaikantonių
162,451,Dzūkijos (Nr.69) vienmandatė apygarda,6,Rimėnų
56,137,Dzūkijos (Nr.69) vienmandatė apygarda,3,Meškučių
78,223,Dzūkijos (Nr.69) vienmandatė apygarda,12,Pocelonių
213,581,Dzūkijos (Nr.69) vienmandatė apygarda,5,Alytaus
337,820,Dzūkijos (Nr.69) vienmandatė apygarda,11,Venciūnų
328,739,Dzūkijos (Nr.69) vienmandatė apygarda,10,Alovės
147,287,Dzūkijos (Nr.69) vienmandatė apygarda,10,Ilgų
270,507,Dzūkijos (Nr.69) vienmandatė apygarda,11,Makniūnų
230,379,Dzūkijos (Nr.69) vienmandatė apygarda,7,Ryliškių
328,1058,Dzūkijos (Nr.69) vienmandatė apygarda,12,Nemunaičio
1327,2696,Vilkaviškio (Nr.68) vienmandatė apygarda,39,Vilkaviškiorytų
1224,2529,Vilkaviškio (Nr.68) vienmandatė apygarda,57,Vilkaviškiopietų
1077,2182,Vilkaviškio (Nr.68) vienmandatė apygarda,44,Vilkaviškiovakarų
1479,3130,Vilkaviškio (Nr.68) vienmandatė apygarda,54,Vilkaviškiošiaurės
1049,2405,Vilkaviškio (Nr.68) vienmandatė apygarda,69,Kybartųrytų
1273,2626,Vilkaviškio (Nr.68) vienmandatė apygarda,49,Kybartųvakarų
531,1078,Vilkaviškio (Nr.68) vienmandatė apygarda,29,Virbalio
203,572,Vilkaviškio (Nr.68) vienmandatė apygarda,23,Bartninkų
218,553,Vilkaviškio (Nr.68) vienmandatė apygarda,10,Lakštučių
202,411,Vilkaviškio (Nr.68) vienmandatė apygarda,6,Pašeimenių
113,320,Vilkaviškio (Nr.68) vienmandatė apygarda,2,Piliakalnių
345,799,Vilkaviškio (Nr.68) vienmandatė apygarda,16,Gižų
200,429,Vilkaviškio (Nr.68) vienmandatė apygarda,8,Bačkiškių
262,683,Vilkaviškio (Nr.68) vienmandatė apygarda,9,Karklinių
178,386,Vilkaviškio (Nr.68) vienmandatė apygarda,11,Keturvalakių
293,670,Vilkaviškio (Nr.68) vienmandatė apygarda,19,Gudkaimio
127,346,Vilkaviškio (Nr.68) vienmandatė apygarda,2,Lauckaimio
323,692,Vilkaviškio (Nr.68) vienmandatė apygarda,12,Matlaukio
149,331,Vilkaviškio (Nr.68) vienmandatė apygarda,6,Šiaudiniškių
88,146,Vilkaviškio (Nr.68) vienmandatė apygarda,5,Vilkupių
261,679,Vilkaviškio (Nr.68) vienmandatė apygarda,17,Virbaliokaimiškoji
287,651,Vilkaviškio (Nr.68) vienmandatė apygarda,15,Klausučių
175,509,Vilkaviškio (Nr.68) vienmandatė apygarda,4,Karalkrėslio
425,816,Vilkaviškio (Nr.68) vienmandatė apygarda,14,Pajevonio
173,428,Vilkaviškio (Nr.68) vienmandatė apygarda,2,Alksnėnų
117,298,Vilkaviškio (Nr.68) vienmandatė apygarda,12,Opšrūtų
200,659,Vilkaviškio (Nr.68) vienmandatė apygarda,11,Paežerių
221,489,Vilkaviškio (Nr.68) vienmandatė apygarda,17,Ramoniškių
473,1291,Vilkaviškio (Nr.68) vienmandatė apygarda,27,Alvito
473,1070,Vilkaviškio (Nr.68) vienmandatė apygarda,30,Karalių
172,414,Vilkaviškio (Nr.68) vienmandatė apygarda,5,Klampučių
169,314,Vilkaviškio (Nr.68) vienmandatė apygarda,7,Serdokų
263,625,Vilkaviškio (Nr.68) vienmandatė apygarda,8,Uosių
318,853,Vilkaviškio (Nr.68) vienmandatė apygarda,20,Gražiškių
133,381,Vilkaviškio (Nr.68) vienmandatė apygarda,6,Kaupiškių
409,721,Vilkaviškio (Nr.68) vienmandatė apygarda,36,Vištyčio
90,199,Vilkaviškio (Nr.68) vienmandatė apygarda,6,Vartų
188,555,Vilkaviškio (Nr.68) vienmandatė apygarda,7,Pūstapėdžių
179,301,Vilkaviškio (Nr.68) vienmandatė apygarda,2,Slabadų
253,625,Vilkaviškio (Nr.68) vienmandatė apygarda,17,Gudelių
1416,2549,Prienų (Nr.67) vienmandatė apygarda,71,Birštonom
1412,2769,Prienų (Nr.67) vienmandatė apygarda,52,DariausirGirėno
530,1179,Prienų (Nr.67) vienmandatė apygarda,15,Birštonovienkiemio
1007,2041,Prienų (Nr.67) vienmandatė apygarda,42,JBasanavičiaus
680,1311,Prienų (Nr.67) vienmandatė apygarda,36,Kęstučio
259,542,Prienų (Nr.67) vienmandatė apygarda,5,Nemajūnų
1249,2743,Prienų (Nr.67) vienmandatė apygarda,46,Statybininkų
150,384,Prienų (Nr.67) vienmandatė apygarda,4,Tartupio
294,633,Prienų (Nr.67) vienmandatė apygarda,16,Šiauliškių
423,796,Prienų (Nr.67) vienmandatė apygarda,19,Išlaužo
204,428,Prienų (Nr.67) vienmandatė apygarda,6,NaujosiosŪtos
211,525,Prienų (Nr.67) vienmandatė apygarda,13,Jiestrakio
191,462,Prienų (Nr.67) vienmandatė apygarda,3,Klebiškio
214,606,Prienų (Nr.67) vienmandatė apygarda,7,Šilavoto
118,339,Prienų (Nr.67) vienmandatė apygarda,2,Kuprių
274,735,Prienų (Nr.67) vienmandatė apygarda,16,Skriaudžių
220,561,Prienų (Nr.67) vienmandatė apygarda,12,Petkeliškių
663,1492,Prienų (Nr.67) vienmandatė apygarda,32,Veiverių
489,919,Prienų (Nr.67) vienmandatė apygarda,13,Balbieriškiomiestelio
663,1145,Prienų (Nr.67) vienmandatė apygarda,37,Jieznomiesto
432,910,Prienų (Nr.67) vienmandatė apygarda,13,Jieznokaimiškoji
369,742,Prienų (Nr.67) vienmandatė apygarda,10,Kašonių
102,270,Prienų (Nr.67) vienmandatė apygarda,8,Vėžionių
321,784,Prienų (Nr.67) vienmandatė apygarda,5,Ašmintos
291,722,Prienų (Nr.67) vienmandatė apygarda,12,Strielčių
245,533,Prienų (Nr.67) vienmandatė apygarda,17,Balbieriškiokaimiškoji
338,662,Prienų (Nr.67) vienmandatė apygarda,9,Kunigiškių
152,342,Prienų (Nr.67) vienmandatė apygarda,11,Sūkurių
99,221,Prienų (Nr.67) vienmandatė apygarda,10,Žagarių
454,903,Prienų (Nr.67) vienmandatė apygarda,31,Pakuonio
107,239,Prienų (Nr.67) vienmandatė apygarda,6,Kudirkų
391,768,Prienų (Nr.67) vienmandatė apygarda,15,Vyšniūnų
206,426,Prienų (Nr.67) vienmandatė apygarda,13,Užuguosčio
296,628,Prienų (Nr.67) vienmandatė apygarda,13,Pieštuvėnų
470,942,Prienų (Nr.67) vienmandatė apygarda,26,Stakliškių
670,1504,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,29,Mastaičių
290,743,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,15,Pažėrų
304,707,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,23,Juragių
411,1002,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,27,Ilgakiemio
803,1869,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,40,Teleičių
1060,2665,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,79,Karmėlavos
836,1758,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,70,Ramučių
952,2387,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,73,Neveronių
972,1543,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,50,Akademijos
1163,2405,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,70,Ringaudų
278,813,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,26,Nemuno
549,1724,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,32,Šlienavos
697,1530,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,37,Girionių
576,1394,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,35,Taurakiemio
556,1258,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,60,Zapyškio
320,694,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,33,Altoniškių
830,1681,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,77,Ežerėlio
1924,4102,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,128,Garliavos
1349,2693,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,92,Atžalyno
1607,3589,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,90,SLozoraičio
386,637,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,28,Kačerginės
231,489,Kauno kaimiškoji (Nr.66) vienmandatė apygarda,17,Linksmakalnio
116,204,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,6,Angirių
208,446,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,7,Ažytėnų
943,1922,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,38,Babtų
280,459,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,11,Beinaičių
343,757,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,20,Pagynės
445,1151,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,27,Panevėžiuko
397,930,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,32,Čekiškės
259,668,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,23,Liučiūnų
1429,2746,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,83,Domeikavos
888,1646,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,57,Josvainių
638,1527,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,30,Neries
327,812,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,23,Voškonių
575,1643,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,30,Lapių
442,957,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,34,Krakių
312,638,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,20,Kunionių
517,900,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,24,Labūnavos
237,362,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,6,Langakių
326,879,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,11,Universiteto
264,540,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,12,Medėkšių
208,421,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,11,Meironiškio
1232,2246,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,75,Raudondvario
439,1136,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,35,Batniavos
211,444,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,12,Nociūnų
207,274,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,8,Paaluonio
265,545,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,27,Pajieslio
180,451,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,9,Pašušvio
492,902,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,31,Pelėdnagių
240,370,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Pelutavos
594,1342,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,33,Užliedžių
318,427,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,19,Pernaravos
571,1493,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,38,Vandžiogalos
137,357,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,12,Padauguvos
212,644,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,18,Saulėtekių
156,439,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,14,Daugėliškių
99,238,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,4,Saviečių
167,289,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,14,Skaistgirių
685,1087,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,56,Kulautuvos
934,2358,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,82,Vilkijos
832,1954,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,57,Žalgirio
165,443,Kauno - Kėdainių (Nr.65) vienmandatė apygarda,11,Vainikų
952,1761,Šakių (Nr.64) vienmandatė apygarda,42,Žiburio
1057,2112,Šakių (Nr.64) vienmandatė apygarda,46,Varpo
713,1381,Šakių (Nr.64) vienmandatė apygarda,16,Aušros
231,504,Šakių (Nr.64) vienmandatė apygarda,12,Barzdų
184,423,Šakių (Nr.64) vienmandatė apygarda,8,Baltrušių
219,504,Šakių (Nr.64) vienmandatė apygarda,10,Būblelių
270,576,Šakių (Nr.64) vienmandatė apygarda,12,Panovių
1148,2662,Šakių (Nr.64) vienmandatė apygarda,81,Gelgaudiškio
410,887,Šakių (Nr.64) vienmandatė apygarda,17,Plokščių
469,882,Šakių (Nr.64) vienmandatė apygarda,25,Griškabūdžio
157,329,Šakių (Nr.64) vienmandatė apygarda,6,Degutinės
281,606,Šakių (Nr.64) vienmandatė apygarda,10,Patašinės
248,485,Šakių (Nr.64) vienmandatė apygarda,3,Paluobių
697,1637,Šakių (Nr.64) vienmandatė apygarda,39,Kidulių
171,341,Šakių (Nr.64) vienmandatė apygarda,14,Voverių
108,216,Šakių (Nr.64) vienmandatė apygarda,3,Valenčiūnų
451,841,Šakių (Nr.64) vienmandatė apygarda,38,Sudargo
509,1096,Šakių (Nr.64) vienmandatė apygarda,11,Kriūkų
342,782,Šakių (Nr.64) vienmandatė apygarda,13,Gerdžiūnų
546,1108,Šakių (Nr.64) vienmandatė apygarda,32,Lekėčių
178,485,Šakių (Nr.64) vienmandatė apygarda,12,Daržininkų
132,385,Šakių (Nr.64) vienmandatė apygarda,13,Mikytų
773,1653,Šakių (Nr.64) vienmandatė apygarda,14,Lukšių
287,669,Šakių (Nr.64) vienmandatė apygarda,8,Liepalotų
398,1230,Šakių (Nr.64) vienmandatė apygarda,24,Sūdavos
337,586,Šakių (Nr.64) vienmandatė apygarda,17,Sintautų
207,577,Šakių (Nr.64) vienmandatė apygarda,11,Veršių
223,416,Šakių (Nr.64) vienmandatė apygarda,5,Keturnaujienos
256,592,Šakių (Nr.64) vienmandatė apygarda,16,Žvirgždaičių
329,670,Šakių (Nr.64) vienmandatė apygarda,19,Slavikų
163,370,Šakių (Nr.64) vienmandatė apygarda,15,Gotlybiškių
903,2426,Šakių (Nr.64) vienmandatė apygarda,79,Pilviškių
110,220,Šakių (Nr.64) vienmandatė apygarda,8,Duobiškių
232,592,Šakių (Nr.64) vienmandatė apygarda,6,Išdagų
362,838,Šakių (Nr.64) vienmandatė apygarda,10,Giedručių
138,324,Šakių (Nr.64) vienmandatė apygarda,5,Ritinių
487,985,Šakių (Nr.64) vienmandatė apygarda,26,Girėnų
224,516,Šakių (Nr.64) vienmandatė apygarda,13,Briedžių
835,1564,Šakių (Nr.64) vienmandatė apygarda,93,KudirkosNaumiesčio
904,1964,Suvalkijos (Nr.63) vienmandatė apygarda,55,KalvarijosVakarinė
610,1355,Suvalkijos (Nr.63) vienmandatė apygarda,42,KazlųRūdos
862,1901,Suvalkijos (Nr.63) vienmandatė apygarda,66,KalvarijosRytinė
1013,2189,Suvalkijos (Nr.63) vienmandatė apygarda,102,Pušų
445,1181,Suvalkijos (Nr.63) vienmandatė apygarda,27,Jungėnų
701,1613,Suvalkijos (Nr.63) vienmandatė apygarda,72,Mindaugo
